d,st,et,p,sp,dp,ct,fp
0,1257259929010621,2047,9,45333,25,abortive,"0:74:2:1:3804924842:0,811:74:18:0:3934344656:3804924843,1003:66:16:1:3804924843:3934344657,1158:75:24:1:3804924843:3934344657,1191:67:25:1:3804924852:3934344657,1794:141:24:0:3934344657:3804924843,1909:66:16:0:3934344732:3804924852,1968:60:4:1:3804924843:0,2047:60:4:1:3804924852:0"
0,1257260088987347,4515,13,42806,25,abortive,"0:74:2:1:1996211106:0,762:74:18:0:2159947587:1996211107,906:66:16:1:1996211107:2159947588,1040:70:24:1:1996211107:2159947588,1641:141:24:0:2159947588:1996211107,1738:66:16:0:2159947663:1996211111,1838:66:16:1:1996211111:2159947663,1890:92:24:1:1996211111:2159947663,2570:66:16:0:2159947663:1996211137,3565:71:24:1:1996211137:2159947663,3653:66:20:1:1996211142:2159947663,4343:66:16:0:2159947663:1996211142,4515:60:4:1:1996211142:0"
0,1257260207054129,54709,145,58444,25,abortive,"0:74:2:1:3862489288:0,695:74:18:0:3997471049:3862489289,864:66:16:1:3862489289:3997471050,981:70:24:1:3862489289:3997471050,1622:141:24:0:3997471050:3862489289,1720:66:16:0:3997471125:3862489293,1764:66:16:1:3862489293:3997471125,1862:161:24:1:3862489293:3997471125,2481:66:16:0:3997471125:3862489388,13478:151:24:1:3862489388:3997471125,14275:66:16:0:3997471125:3862489473,27774:1514:16:1:3862489473:3997471125,27786:1514:16:1:3862490921:3997471125,28951:66:16:0:3997471125:3862490921,29012:66:16:0:3997471125:3862492369,29260:1514:16:1:3862492369:3997471125,29272:1514:16:1:3862493817:3997471125,29290:1514:16:1:3862495265:3997471125,29303:1514:16:1:3862496713:3997471125,30985:66:16:0:3997471125:3862493817,31103:66:16:0:3997471125:3862495265,31204:66:16:0:3997471125:3862496713,31256:1514:16:1:3862498161:3997471125,31269:1514:24:1:3862499609:3997471125,31302:66:16:0:3997471125:3862498161,31366:1514:16:1:3862501057:3997471125,31378:1514:24:1:3862502505:3997471125,31475:1514:16:1:3862503953:3997471125,31487:1514:16:1:3862505401:3997471125,31578:1514:16:1:3862506849:3997471125,31590:1514:16:1:3862508297:3997471125,34236:66:16:0:3997471125:3862499609,34311:66:16:0:3997471125:3862501057,34391:66:16:0:3997471125:3862502505,34530:66:16:0:3997471125:3862503953,34556:1514:16:1:3862509745:3997471125,34568:1514:24:1:3862511193:3997471125,34613:1474:24:1:3862512641:3997471125,34625:1514:16:1:3862514049:3997471125,34667:1514:16:1:3862515497:3997471125,34679:1514:16:1:3862516945:3997471125,34782:66:16:0:3997471125:3862505401,34804:1514:16:1:3862518393:3997471125,34816:1514:16:1:3862519841:3997471125,34908:66:16:0:3997471125:3862506849,34921:66:16:0:3997471125:3862508297,34943:66:16:0:3997471125:3862509745,35083:1514:16:1:3862521289:3997471125,35095:1514:16:1:3862522737:3997471125,35246:1514:16:1:3862524185:3997471125,35260:1514:16:1:3862525633:3997471125,35272:1514:16:1:3862527081:3997471125,35284:1514:16:1:3862528529:3997471125,35297:1514:16:1:3862529977:3997471125,35309:1514:16:1:3862531425:3997471125,40503:66:16:0:3997471125:3862511193,40660:66:16:0:3997471125:3862512641,40774:1514:16:1:3862532873:3997471125,40786:1514:16:1:3862534321:3997471125,40798:66:16:0:3997471125:3862514049,40924:66:16:0:3997471125:3862515497,40934:1514:16:1:3862535769:3997471125,40947:1514:16:1:3862537217:3997471125,41035:66:16:0:3997471125:3862516945,41042:1514:16:1:3862538665:3997471125,41055:1514:16:1:3862540113:3997471125,41138:66:16:0:3997471125:3862518393,41197:1514:16:1:3862541561:3997471125,41209:1514:24:1:3862543009:3997471125,41226:66:16:0:3997471125:3862519841,41299:1514:16:1:3862544457:3997471125,41307:978:24:1:3862545905:3997471125,41320:66:16:0:3997471125:3862532873,41410:1514:16:1:3862546817:3997471125,41423:1514:16:1:3862548265:3997471125,41489:1514:16:1:3862549713:3997471125,41502:1514:16:1:3862551161:3997471125,41604:1514:16:1:3862552609:3997471125,41618:1514:16:1:3862554057:3997471125,41630:1514:16:1:3862555505:3997471125,41643:1514:16:1:3862556953:3997471125,41655:1514:16:1:3862558401:3997471125,41667:1514:16:1:3862559849:3997471125,41679:1514:16:1:3862561297:3997471125,41692:1514:16:1:3862562745:3997471125,41704:1514:16:1:3862564193:3997471125,41716:1514:16:1:3862565641:3997471125,47751:66:16:0:3997471125:3862535769,47895:66:16:0:3997471125:3862537217,48036:66:16:0:3997471125:3862567089,48038:1514:16:1:3862567089:3997471125,48051:1514:16:1:3862568537:3997471125,48063:1514:16:1:3862569985:3997471125,48171:1514:16:1:3862571433:3997471125,48184:1514:16:1:3862572881:3997471125,48341:1514:16:1:3862574329:3997471125,48353:1514:16:1:3862575777:3997471125,48366:1514:16:1:3862577225:3997471125,48378:1514:16:1:3862578673:3997471125,48390:1514:16:1:3862580121:3997471125,48403:1514:16:1:3862581569:3997471125,48415:1514:16:1:3862583017:3997471125,48427:1514:16:1:3862584465:3997471125,48440:1514:16:1:3862585913:3997471125,48452:1514:16:1:3862587361:3997471125,48465:1514:16:1:3862588809:3997471125,48477:1514:16:1:3862590257:3997471125,48489:1514:16:1:3862591705:3997471125,48502:1514:16:1:3862593153:3997471125,48514:1514:16:1:3862594601:3997471125,48527:1514:16:1:3862596049:3997471125,48541:1514:16:1:3862597497:3997471125,48553:1514:16:1:3862598945:3997471125,48565:1514:16:1:3862600393:3997471125,48578:1514:16:1:3862601841:3997471125,48582:474:16:1:3862603289:3997471125,48583:66:20:1:3862603697:3997471125,53445:66:16:0:3997471125:3862568537,53537:66:16:0:3997471125:3862569985,53585:60:4:1:3862568537:0,53625:66:16:0:3997471125:3862571433,53677:60:4:1:3862569985:0,53719:66:16:0:3997471125:3862572881,53762:60:4:1:3862571433:0,53812:66:16:0:3997471125:3862574329,53853:60:4:1:3862572881:0,53899:66:16:0:3997471125:3862575777,53935:60:4:1:3862574329:0,53987:66:16:0:3997471125:3862577225,54028:60:4:1:3862575777:0,54077:66:16:0:3997471125:3862578673,54106:60:4:1:3862577225:0,54159:66:16:0:3997471125:3862580121,54203:60:4:1:3862578673:0,54245:66:16:0:3997471125:3862581569,54277:60:4:1:3862580121:0,54328:66:16:0:3997471125:3862583017,54380:60:4:1:3862581569:0,54411:66:16:0:3997471125:3862584465,54466:60:4:1:3862583017:0,54493:66:16:0:3997471125:3862585913,54550:60:4:1:3862584465:0,54572:66:16:0:3997471125:3862587361,54631:60:4:1:3862585913:0,54709:60:4:1:3862587361:0"
0,1257267488747895,1533,9,34169,25,abortive,"0:74:2:1:2072262414:0,598:74:18:0:2221600235:2072262415,764:66:16:1:2072262415:2221600236,895:75:24:1:2072262415:2221600236,924:67:25:1:2072262424:2221600236,1330:141:24:0:2221600236:2072262415,1387:66:16:0:2221600311:2072262424,1494:60:4:1:2072262415:0,1533:60:4:1:2072262424:0"
0,1257267648737176,3270,9,47053,25,abortive,"0:74:2:1:285667820:0,493:74:18:0:438148015:285667821,634:66:16:1:285667821:438148016,706:70:24:1:285667821:438148016,1184:66:16:0:438148016:285667825,1251:141:24:0:438148016:285667825,1348:92:24:1:285667825:438148016,1419:66:16:1:285667851:438148091,3270:66:20:1:285667851:438148091"
0,1257267766818566,52861,144,53666,25,abortive,"0:74:2:1:2141729512:0,820:74:18:0:2275585689:2141729513,984:66:16:1:2141729513:2275585690,1134:70:24:1:2141729513:2275585690,1563:141:24:0:2275585690:2141729513,1611:66:16:0:2275585765:2141729517,1718:66:16:1:2141729517:2275585765,1767:161:24:1:2141729517:2275585765,2238:66:16:0:2275585765:2141729612,13629:151:24:1:2141729612:2275585765,14177:66:16:0:2275585765:2141729697,31945:1514:16:1:2141729697:2275585765,31957:1514:16:1:2141731145:2275585765,33042:66:16:0:2275585765:2141731145,33129:66:16:0:2275585765:2141732593,33347:1514:16:1:2141732593:2275585765,33367:1514:16:1:2141734041:2275585765,33431:1514:16:1:2141735489:2275585765,33444:1514:16:1:2141736937:2275585765,35146:66:16:0:2275585765:2141734041,35147:66:16:0:2275585765:2141735489,35154:66:16:0:2275585765:2141736937,35223:66:16:0:2275585765:2141738385,35476:1514:16:1:2141738385:2275585765,35489:1514:24:1:2141739833:2275585765,35501:1514:16:1:2141741281:2275585765,35514:1514:24:1:2141742729:2275585765,35526:1514:16:1:2141744177:2275585765,35530:522:24:1:2141745625:2275585765,35543:1514:16:1:2141746081:2275585765,35555:1514:16:1:2141747529:2275585765,38203:66:16:0:2275585765:2141739833,38274:66:16:0:2275585765:2141741281,38345:66:16:0:2275585765:2141742729,38411:66:16:0:2275585765:2141744177,38478:1514:16:1:2141748977:2275585765,38479:66:16:0:2275585765:2141745625,38490:1514:16:1:2141750425:2275585765,38542:66:16:0:2275585765:2141746081,38547:1514:16:1:2141751873:2275585765,38559:1514:16:1:2141753321:2275585765,38598:66:16:0:2275585765:2141747529,38620:1514:16:1:2141754769:2275585765,38632:1514:16:1:2141756217:2275585765,38649:66:16:0:2275585765:2141748977,38684:1514:16:1:2141757665:2275585765,38697:1514:24:1:2141759113:2275585765,38751:1514:16:1:2141760561:2275585765,38763:1514:16:1:2141762009:2275585765,38813:1514:16:1:2141763457:2275585765,38826:1514:16:1:2141764905:2275585765,38870:1514:16:1:2141766353:2275585765,38883:1514:16:1:2141767801:2275585765,38924:1514:16:1:2141769249:2275585765,38936:1514:16:1:2141770697:2275585765,44034:66:16:0:2275585765:2141750425,44105:66:16:0:2275585765:2141751873,44178:66:16:0:2275585765:2141753321,44246:66:16:0:2275585765:2141754769,44310:66:16:0:2275585765:2141756217,44330:1514:16:1:2141772145:2275585765,44342:1514:16:1:2141773593:2275585765,44369:66:16:0:2275585765:2141757665,44377:1514:16:1:2141775041:2275585765,44389:1514:16:1:2141776489:2275585765,44421:66:16:0:2275585765:2141759113,44451:1514:16:1:2141777937:2275585765,44464:1514:16:1:2141779385:2275585765,44480:66:16:0:2275585765:2141772145,44516:1514:16:1:2141780833:2275585765,44528:1514:16:1:2141782281:2275585765,44584:1514:16:1:2141783729:2275585765,44596:1514:16:1:2141785177:2275585765,44645:1514:16:1:2141786625:2275585765,44657:1514:16:1:2141788073:2275585765,44696:1514:16:1:2141789521:2275585765,44708:1514:16:1:2141790969:2275585765,44778:1514:16:1:2141792417:2275585765,44792:1514:16:1:2141793865:2275585765,44804:1514:16:1:2141795313:2275585765,44816:1514:16:1:2141796761:2275585765,44829:1514:16:1:2141798209:2275585765,44841:1514:24:1:2141799657:2275585765,44853:1514:16:1:2141801105:2275585765,44861:938:24:1:2141802553:2275585765,44873:1514:16:1:2141803425:2275585765,44886:1514:16:1:2141804873:2275585765,47225:66:16:0:2275585765:2141773593,47429:66:16:0:2275585765:2141775041,47462:66:16:0:2275585765:2141806321,47499:1514:16:1:2141806321:2275585765,47512:1514:16:1:2141807769:2275585765,47753:1514:16:1:2141809217:2275585765,47766:1514:16:1:2141810665:2275585765,47842:1514:16:1:2141812113:2275585765,47856:1514:16:1:2141813561:2275585765,47868:1514:16:1:2141815009:2275585765,47880:1514:16:1:2141816457:2275585765,47893:1514:16:1:2141817905:2275585765,47905:1514:16:1:2141819353:2275585765,47918:1514:16:1:2141820801:2275585765,47931:1514:16:1:2141822249:2275585765,47943:1514:16:1:2141823697:2275585765,47955:1514:16:1:2141825145:2275585765,47968:1514:16:1:2141826593:2275585765,47980:1514:16:1:2141828041:2275585765,47993:1514:16:1:2141829489:2275585765,48005:1514:16:1:2141830937:2275585765,48017:1514:16:1:2141832385:2275585765,48030:1514:16:1:2141833833:2275585765,48043:1514:16:1:2141835281:2275585765,48056:1514:16:1:2141836729:2275585765,48068:1514:16:1:2141838177:2275585765,48080:1514:16:1:2141839625:2275585765,48085:514:16:1:2141841073:2275585765,48085:66:20:1:2141841521:2275585765,51861:66:16:0:2275585765:2141807769,51932:66:16:0:2275585765:2141809217,51995:66:16:0:2275585765:2141810665,52007:60:4:1:2141807769:0,52079:60:4:1:2141809217:0,52143:60:4:1:2141810665:0,52197:66:16:0:2275585765:2141812113,52198:66:16:0:2275585765:2141813561,52198:66:16:0:2275585765:2141815009,52213:66:16:0:2275585765:2141816457,52265:66:16:0:2275585765:2141817905,52311:66:16:0:2275585765:2141819353,52375:66:16:0:2275585765:2141820801,52394:60:4:1:2141812113:0,52398:60:4:1:2141813561:0,52399:60:4:1:2141815009:0,52402:60:4:1:2141816457:0,52416:60:4:1:2141817905:0,52427:66:16:0:2275585765:2141822249,52459:60:4:1:2141819353:0,52472:66:16:0:2275585765:2141823697,52521:60:4:1:2141820801:0,52569:60:4:1:2141822249:0,52615:60:4:1:2141823697:0,52653:66:16:0:2275585765:2141825145,52690:66:16:0:2275585765:2141826593,52858:60:4:1:2141825145:0,52861:60:4:1:2141826593:0"
0,1257277391056621,2677,8,47565,25,abortive,"0:74:2:1:2733891589:0,783:74:18:0:2872981120:2733891590,959:66:16:1:2733891590:2872981121,1027:75:24:1:2733891590:2872981121,1030:67:25:1:2733891599:2872981121,1865:66:16:0:2872981121:2733891599,2535:141:24:0:2872981121:2733891601,2677:60:4:1:2733891601:0"
0,1257277550989804,3732,11,33556,25,abortive,"0:74:2:1:935661327:0,797:74:18:0:1091511484:935661328,962:66:16:1:935661328:1091511485,1075:70:24:1:935661328:1091511485,1830:66:16:0:1091511485:935661332,1971:92:24:1:935661332:1091511485,2633:66:16:0:1091511485:935661358,3301:141:24:0:1091511485:935661358,3463:66:16:1:935661358:1091511560,3639:71:24:1:935661358:1091511560,3732:66:20:1:935661363:1091511560"
0,1257277669069088,30161,93,56240,25,abortive,"0:74:2:1:2811958108:0,2534:74:18:0:2940434870:2811958109,2677:66:16:1:2811958109:2940434871,2808:70:24:1:2811958109:2940434871,3443:1514:16:1:2811958113:2940434871,3552:66:16:0:2940434871:2811958113,3824:1514:16:1:2811959561:2940434871,3837:1514:16:1:2811961009:2940434871,4251:141:24:0:2940434871:2811958113,4390:66:16:1:2811962457:2940434946,4696:66:16:0:2940434946:2811961009,4977:1514:16:1:2811962457:2940434946,4989:1514:24:1:2811963905:2940434946,5002:1514:16:1:2811965353:2940434946,5958:66:16:0:2940434946:2811963905,6245:1514:16:1:2811966801:2940434946,6258:1514:16:1:2811968249:2940434946,6270:1514:24:1:2811969697:2940434946,6352:66:16:0:2940434946:2811966801,6630:1514:16:1:2811971145:2940434946,6642:1514:24:1:2811972593:2940434946,6648:702:24:1:2811974041:2940434946,7392:66:16:0:2940434946:2811969697,7653:66:16:0:2940434946:2811972593,7709:1514:16:1:2811974677:2940434946,7722:1514:16:1:2811976125:2940434946,7734:1514:16:1:2811977573:2940434946,7940:1514:16:1:2811979021:2940434946,7953:1514:16:1:2811980469:2940434946,7953:66:16:0:2940434946:2811974677,7965:1514:16:1:2811981917:2940434946,8237:1514:16:1:2811983365:2940434946,8249:1514:16:1:2811984813:2940434946,8261:1514:16:1:2811986261:2940434946,8683:66:16:0:2940434946:2811977573,8965:1514:16:1:2811987709:2940434946,8978:1514:16:1:2811989157:2940434946,8990:1514:16:1:2811990605:2940434946,12190:66:16:0:2940434946:2811992053,12483:1514:16:1:2811992053:2940434946,12496:1514:16:1:2811993501:2940434946,12508:1514:16:1:2811994949:2940434946,12521:1514:24:1:2811996397:2940434946,12533:1474:24:1:2811997845:2940434946,12546:1514:16:1:2811999253:2940434946,12559:1514:16:1:2812000701:2940434946,12572:1514:16:1:2812002149:2940434946,12584:1514:16:1:2812003597:2940434946,12596:1514:16:1:2812005045:2940434946,12608:1514:16:1:2812006493:2940434946,17204:66:16:0:2940434946:2811994949,17367:66:16:0:2940434946:2811997845,17491:1514:16:1:2812007941:2940434946,17503:1514:16:1:2812009389:2940434946,17515:1514:16:1:2812010837:2940434946,17519:66:16:0:2940434946:2812000701,17643:1514:16:1:2812012285:2940434946,17655:1514:16:1:2812013733:2940434946,17661:66:16:0:2940434946:2812007941,17668:1514:16:1:2812015181:2940434946,17802:1514:16:1:2812016629:2940434946,17815:1514:16:1:2812018077:2940434946,17828:1514:16:1:2812019525:2940434946,17954:1514:16:1:2812020973:2940434946,17968:1514:16:1:2812022421:2940434946,17980:1514:16:1:2812023869:2940434946,17992:1514:16:1:2812025317:2940434946,18004:1514:16:1:2812026765:2940434946,18017:1514:16:1:2812028213:2940434946,23178:66:16:0:2940434946:2812029661,23475:1514:16:1:2812029661:2940434946,23488:1514:16:1:2812031109:2940434946,23501:1514:16:1:2812032557:2940434946,23513:1514:16:1:2812034005:2940434946,23525:1514:16:1:2812035453:2940434946,23538:1514:16:1:2812036901:2940434946,23551:1514:16:1:2812038349:2940434946,23563:1514:16:1:2812039797:2940434946,23575:1514:16:1:2812041245:2940434946,23587:1514:16:1:2812042693:2940434946,23600:1514:16:1:2812044141:2940434946,23612:1514:16:1:2812045589:2940434946,23624:1514:16:1:2812047037:2940434946,23637:1514:16:1:2812048485:2940434946,23649:1514:24:1:2812049933:2940434946,23650:106:24:1:2812051381:2940434946,23730:66:20:1:2812051421:2940434946,29527:66:16:0:2940434946:2812032557,29689:60:4:1:2812032557:0,29831:66:16:0:2940434946:2812035453,29969:66:16:0:2940434946:2812038349,30037:60:4:1:2812035453:0,30161:60:4:1:2812038349:0"
0,1257329114763904,1040,9,33687,25,abortive,"0:74:2:1:2060984546:0,309:74:18:0:2209692945:2060984547,482:66:16:1:2060984547:2209692946,600:75:24:1:2060984547:2209692946,626:67:25:1:2060984556:2209692946,824:141:24:0:2209692946:2060984547,885:66:16:0:2209693021:2060984556,988:60:4:1:2060984547:0,1040:60:4:1:2060984556:0"
