d,st,et,p,sp,dp,ct,fp
1,1257257886729133,917,5,57539,80,rst_during_handshake,"0:60:2:1:3527673088:0,180:60:18:0:1833325428:3527673089,589:60:4:1:3527673089:0,772:60:16:1:345298:1833325429,917:60:4:0:1833325429:0"
1,1257257886729176,940,5,10663,80,rst_during_handshake,"0:60:2:1:3527673088:0,158:60:18:0:1837463165:3527673089,632:60:4:1:3527673089:0,787:60:16:1:345298:1837463166,940:60:4:0:1837463166:0"
1,1257257890727366,1044,6,13951,80,invalid_ack,"0:60:2:1:3527673088:0,143:60:18:0:1904173229:3527673089,499:60:16:1:345298:1904173230,531:60:4:1:3527673089:0,649:60:16:0:1904173230:3527673089,1044:60:4:1:3527673089:0"
1,1257257894725557,851,5,26727,80,rst_during_handshake,"0:60:2:1:3527673088:0,154:60:18:0:1967017450:3527673089,562:60:4:1:3527673089:0,716:60:16:1:345298:1967017451,851:60:4:0:1967017451:0"
1,1257257898723736,1067,6,36211,80,invalid_ack,"0:60:2:1:3527673088:0,145:60:18:0:2016503867:3527673089,535:60:16:1:345298:2016503868,580:60:4:1:3527673089:0,683:60:16:0:2016503868:3527673089,1067:60:4:1:3527673089:0"
1,1257257902721942,1131,6,2646,80,invalid_ack,"0:60:2:1:3527673088:0,165:60:18:0:2086540838:3527673089,555:60:16:1:345298:2086540839,608:60:4:1:3527673089:0,703:60:16:0:2086540839:3527673089,1131:60:4:1:3527673089:0"
1,1257257906720161,1245,6,19158,80,invalid_ack,"0:60:2:1:3527673088:0,186:60:18:0:2152979078:3527673089,596:60:16:1:345298:2152979079,652:60:4:1:3527673089:0,791:60:16:0:2152979079:3527673089,1245:60:4:1:3527673089:0"
1,1257257910718417,817,5,48130,80,rst_during_handshake,"0:60:2:1:3527673088:0,143:60:18:0:2205263931:3527673089,609:60:4:1:3527673089:0,681:60:16:1:345298:2205263932,817:60:4:0:2205263932:0"
1,1257257914716715,1038,5,10114,80,rst_during_handshake,"0:60:2:1:3527673088:0,143:60:18:0:2270023687:3527673089,642:60:4:1:3527673089:0,849:60:16:1:345298:2270023688,1038:60:4:0:2270023688:0"
1,1257257918714954,976,5,25992,80,rst_during_handshake,"0:60:2:1:3527673088:0,148:60:18:0:2340252697:3527673089,801:60:4:1:3527673089:0,802:60:16:1:345298:2340252698,976:60:4:0:2340252698:0"
1,1257257922713109,1060,5,12477,80,rst_during_handshake,"0:60:2:1:3527673088:0,146:60:18:0:2404198315:3527673089,655:60:4:1:3527673089:0,923:60:16:1:345298:2404198316,1060:60:4:0:2404198316:0"
1,1257257926711432,0,1,40684,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257930709867,0,1,58465,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257934707989,1433,5,27850,80,rst_during_handshake,"0:60:2:1:3527673088:0,201:60:18:0:2592245534:3527673089,1047:60:4:1:3527673089:0,1246:60:16:1:345298:2592245535,1433:60:4:0:2592245535:0"
1,1257257938706212,1370,6,31618,80,invalid_ack,"0:60:2:1:3527673088:0,145:60:18:0:2650352969:3527673089,675:60:16:1:345298:2650352970,790:60:4:1:3527673089:0,813:60:16:0:2650352970:3527673089,1370:60:4:1:3527673089:0"
1,1257257942704356,1318,5,58163,80,rst_during_handshake,"0:60:2:1:3527673088:0,179:60:18:0:2704753281:3527673089,712:60:4:1:3527673089:0,1190:60:16:1:345298:2704753282,1318:60:4:0:2704753282:0"
1,1257257946702736,0,1,30876,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257950700872,1251,6,23889,80,invalid_ack,"0:60:2:1:3527673088:0,143:60:18:0:2836445120:3527673089,614:60:16:1:345298:2836445121,720:60:4:1:3527673089:0,754:60:16:0:2836445121:3527673089,1251:60:4:1:3527673089:0"
1,1257257954699320,1490,6,7288,80,invalid_ack,"0:60:2:1:3527673088:0,145:60:18:0:2899605539:3527673089,769:60:16:1:345298:2899605540,889:60:4:1:3527673089:0,909:60:16:0:2899605540:3527673089,1490:60:4:1:3527673089:0"
1,1257257958697610,1282,5,41092,80,rst_during_handshake,"0:60:2:1:3527673088:0,184:60:18:0:2961281047:3527673089,820:60:4:1:3527673089:0,1124:60:16:1:345298:2961281048,1282:60:4:0:2961281048:0"
1,1257257962695755,1571,6,15129,80,invalid_ack,"0:60:2:1:3527673088:0,144:60:18:0:3024837831:3527673089,755:60:16:1:345298:3024837832,877:60:4:1:3527673089:0,902:60:16:0:3024837832:3527673089,1571:60:4:1:3527673089:0"
1,1257257966694532,1265,5,55971,80,rst_during_handshake,"0:60:2:1:3527673088:0,144:60:18:0:3086659006:3527673089,792:60:4:1:3527673089:0,1088:60:16:1:345298:3086659007,1265:60:4:0:3086659007:0"
1,1257257970692833,1455,6,59022,80,invalid_ack,"0:60:2:1:3527673088:0,156:60:18:0:3149480035:3527673089,754:60:16:1:345298:3149480036,866:60:4:1:3527673089:0,891:60:16:0:3149480036:3527673089,1455:60:4:1:3527673089:0"
1,1257257974691109,1178,5,50937,80,rst_during_handshake,"0:60:2:1:3527673088:0,144:60:18:0:3214815178:3527673089,734:60:4:1:3527673089:0,1041:60:16:1:345298:3214815179,1178:60:4:0:3214815179:0"
1,1257258693692147,1381,6,10113,80,invalid_ack,"0:60:2:1:3527673088:0,178:60:18:0:1608523483:3527673089,617:60:16:1:345298:1608523484,747:60:4:1:3527673089:0,760:60:16:0:1608523484:3527673089,1381:60:4:1:3527673089:0"
1,1257258693692477,1164,6,1499,80,invalid_ack,"0:60:2:1:3527673088:0,142:60:18:0:1602742797:3527673089,543:60:16:1:345298:1602742798,622:60:4:1:3527673089:0,681:60:16:0:1602742798:3527673089,1164:60:4:1:3527673089:0"
1,1257258697695569,2060,6,57836,80,invalid_ack,"0:60:2:1:3527673088:0,194:60:18:0:1669231487:3527673089,1034:60:16:1:345298:1669231488,1173:60:4:1:3527673089:0,1218:60:16:0:1669231488:3527673089,2060:60:4:1:3527673089:0"
1,1257258701695704,1318,6,46156,80,invalid_ack,"0:60:2:1:3527673088:0,146:60:18:0:1732042615:3527673089,611:60:16:1:345298:1732042616,751:60:16:0:1732042616:3527673089,755:60:4:1:3527673089:0,1318:60:4:1:3527673089:0"
1,1257258705695995,721,3,51553,80,rst_during_handshake,"0:60:2:1:3527673088:0,146:60:18:0:1803286113:3527673089,721:60:4:1:3527673089:0"
1,1257258709696408,754,3,44577,80,rst_during_handshake,"0:60:2:1:3527673088:0,178:60:18:0:1855994291:3527673089,754:60:4:1:3527673089:0"
1,1257258713696535,761,3,39537,80,rst_during_handshake,"0:60:2:1:3527673088:0,145:60:18:0:1920750737:3527673089,761:60:4:1:3527673089:0"
1,1257258717696814,0,1,52828,80,incomplete_no_synack,0:60:2:1:3527673088:0
