d,st,et,p,sp,dp,ct,fp
0,1257260084821744,2277792,21,52700,25,abortive,"0:74:2:1:1935692167:0,282:74:18:0:3754396760:1935692168,459:66:16:1:1935692168:3754396761,1004638:267:24:0:3754396761:1935692168,1004827:66:16:1:1935692168:3754396962,1004832:81:24:1:1935692168:3754396962,1005077:66:16:0:3754396962:1935692183,1005128:153:24:0:3754396962:1935692183,1005298:95:24:1:1935692183:3754397049,1006564:108:24:0:3754397049:1935692212,1006744:95:24:1:1935692212:3754397091,1048476:66:16:0:3754397091:1935692241,1688779:112:24:0:3754397091:1935692241,1688926:71:24:1:1935692241:3754397137,1689169:66:16:0:3754397137:1935692246,1689221:116:24:0:3754397137:1935692246,1689415:90:24:1:1935692246:3754397187,1689421:143:25:1:1935692270:3754397187,1689685:66:16:0:3754397187:1935692348,2277648:122:24:0:3754397187:1935692348,2277792:60:4:1:1935692348:0"
1,1257260084824338,209,2,36548,113,rst_during_handshake,"0:74:2:1:3745194153:0,209:60:20:0:0:3745194154"
0,1257260086522591,1316697,19,43898,25,abortive,"0:74:2:1:1960313273:0,452:74:18:0:3781928051:1960313274,641:66:16:1:1960313274:3781928052,1013894:267:24:0:3781928052:1960313274,1014077:66:16:1:1960313274:3781928253,1014082:81:24:1:1960313274:3781928253,1014334:66:16:0:3781928253:1960313289,1014434:153:24:0:3781928253:1960313289,1014610:95:24:1:1960313289:3781928340,1016145:108:24:0:3781928340:1960313318,1016320:96:24:1:1960313318:3781928382,1026617:113:24:0:3781928382:1960313348,1026817:71:24:1:1960313348:3781928429,1027154:116:24:0:3781928429:1960313353,1027381:91:24:1:1960313353:3781928479,1027388:143:25:1:1960313378:3781928479,1028485:66:16:0:3781928479:1960313456,1316554:122:24:0:3781928479:1960313456,1316697:60:4:1:1960313456:0"
1,1257260086525557,201,2,44105,113,rst_during_handshake,"0:74:2:1:3779660955:0,201:60:20:0:0:3779660956"
0,1257260091785940,1020141,19,60579,25,abortive,"0:74:2:1:2052585510:0,241:74:18:0:3858344844:2052585511,396:66:16:1:2052585511:3858344845,1000757:267:24:0:3858344845:2052585511,1001050:66:16:1:2052585511:3858345046,1001057:81:24:1:2052585511:3858345046,1001420:66:16:0:3858345046:2052585526,1001555:153:24:0:3858345046:2052585526,1001774:95:24:1:2052585526:3858345133,1003279:108:24:0:3858345133:2052585555,1003478:93:24:1:2052585555:3858345175,1005953:110:24:0:3858345175:2052585582,1006132:71:24:1:2052585582:3858345219,1006412:116:24:0:3858345219:2052585587,1006636:88:24:1:2052585587:3858345269,1006643:143:25:1:2052585609:3858345269,1006934:66:16:0:3858345269:2052585687,1019966:122:24:0:3858345269:2052585687,1020141:60:4:1:2052585687:0"
1,1257260091788359,152,2,60453,113,rst_during_handshake,"0:74:2:1:3857066013:0,152:60:20:0:0:3857066014"
0,1257260092803318,1032556,19,49737,25,abortive,"0:74:2:1:2063330990:0,274:74:18:0:3879630824:2063330991,455:66:16:1:2063330991:3879630825,1007242:267:24:0:3879630825:2063330991,1007447:66:16:1:2063330991:3879631026,1007453:81:24:1:2063330991:3879631026,1007700:66:16:0:3879631026:2063331006,1007747:153:24:0:3879631026:2063331006,1007927:95:24:1:2063331006:3879631113,1009183:108:24:0:3879631113:2063331035,1009359:99:24:1:2063331035:3879631155,1011625:116:24:0:3879631155:2063331068,1011796:71:24:1:2063331068:3879631205,1012083:116:24:0:3879631205:2063331073,1012281:94:24:1:2063331073:3879631255,1012288:143:25:1:2063331101:3879631255,1012560:66:16:0:3879631255:2063331179,1032408:122:24:0:3879631255:2063331179,1032556:60:4:1:2063331179:0"
1,1257260092805900,160,2,60085,113,rst_during_handshake,"0:74:2:1:3871554721:0,160:60:20:0:0:3871554722"
0,1257260093826334,1026151,19,55014,25,abortive,"0:74:2:1:2085547545:0,393:74:18:0:3897201413:2085547546,572:66:16:1:2085547546:3897201414,1003616:267:24:0:3897201414:2085547546,1003805:66:16:1:2085547546:3897201615,1003811:81:24:1:2085547546:3897201615,1004057:66:16:0:3897201615:2085547561,1004111:153:24:0:3897201615:2085547561,1004310:95:24:1:2085547561:3897201702,1005899:108:24:0:3897201702:2085547590,1006106:97:24:1:2085547590:3897201744,1008699:114:24:0:3897201744:2085547621,1008873:71:24:1:2085547621:3897201792,1009170:116:24:0:3897201792:2085547626,1009356:92:24:1:2085547626:3897201842,1009363:143:25:1:2085547652:3897201842,1009625:66:16:0:3897201842:2085547730,1025985:122:24:0:3897201842:2085547730,1026151:60:4:1:2085547730:0"
1,1257260093828902,147,2,57850,113,rst_during_handshake,"0:74:2:1:3891457286:0,147:60:20:0:0:3891457287"
