d,st,et,p,sp,dp,ct,fp
0,1257260018823297,1072196,19,40328,25,abortive,"0:74:2:1:909317055:0,270:74:18:0:2715577273:909317056,450:66:16:1:909317056:2715577274,1011174:284:24:0:2715577274:909317056,1011357:66:16:1:909317056:2715577492,1011362:81:24:1:909317056:2715577492,1011595:66:16:0:2715577492:909317071,1011669:161:24:0:2715577492:909317071,1011840:95:24:1:909317071:2715577587,1013064:108:24:0:2715577587:909317100,1013267:101:24:1:909317100:2715577629,1016582:118:24:0:2715577629:909317135,1016764:71:24:1:909317135:2715577681,1017063:116:24:0:2715577681:909317140,1017253:96:24:1:909317140:2715577731,1017259:143:25:1:909317170:2715577731,1017531:66:16:0:2715577731:909317248,1072004:122:24:0:2715577731:909317248,1072196:60:4:1:909317248:0"
1,1257260018825956,217,2,51067,113,rst_during_handshake,"0:74:2:1:2710403704:0,217:60:20:0:0:2710403705"
0,1257260030209873,1134382,19,57416,25,abortive,"0:74:2:1:1080616051:0,250:74:18:0:2896432555:1080616052,410:66:16:1:1080616052:2896432556,1028244:284:24:0:2896432556:1080616052,1028467:66:16:1:1080616052:2896432774,1028472:81:24:1:1080616052:2896432774,1028847:66:16:0:2896432774:1080616067,1028849:161:24:0:2896432774:1080616067,1029074:95:24:1:1080616067:2896432869,1030543:108:24:0:2896432869:1080616096,1030749:97:24:1:1080616096:2896432911,1034156:114:24:0:2896432911:1080616127,1034302:71:24:1:1080616127:2896432959,1034576:116:24:0:2896432959:1080616132,1034758:92:24:1:1080616132:2896433009,1034764:143:25:1:1080616158:2896433009,1035029:66:16:0:2896433009:1080616236,1134232:122:24:0:2896433009:1080616236,1134382:60:4:1:1080616236:0"
1,1257260030214016,184,2,51062,113,rst_during_handshake,"0:74:2:1:2890971561:0,184:60:20:0:0:2890971562"
0,1257260040629042,2243697,21,47986,25,abortive,"0:74:2:1:1247207218:0,249:74:18:0:3067191038:1247207219,393:66:16:1:1247207219:3067191039,1008368:284:24:0:3067191039:1247207219,1008619:66:16:1:1247207219:3067191257,1008621:81:24:1:1247207219:3067191257,1008925:66:16:0:3067191257:1247207234,1008935:161:24:0:3067191257:1247207234,1009145:95:24:1:1247207234:3067191352,1010680:108:24:0:3067191352:1247207263,1010882:100:24:1:1247207263:3067191394,1050010:66:16:0:3067191394:1247207297,2088626:117:24:0:3067191394:1247207297,2088857:71:24:1:1247207297:3067191445,2108948:66:16:0:3067191445:1247207302,2109023:116:24:0:3067191445:1247207302,2109285:95:24:1:1247207302:3067191495,2109291:143:25:1:1247207331:3067191495,2131859:66:16:0:3067191495:1247207409,2243552:122:24:0:3067191495:1247207409,2243697:60:4:1:1247207409:0"
1,1257260040631783,152,2,41990,113,rst_during_handshake,"0:74:2:1:3057342520:0,152:60:20:0:0:3057342521"
0,1257260051063322,1218754,19,50080,25,abortive,"0:74:2:1:1413552363:0,249:74:18:0:3227935191:1413552364,394:66:16:1:1413552364:3227935192,1076324:284:24:0:3227935192:1413552364,1076516:66:16:1:1413552364:3227935410,1076521:81:24:1:1413552364:3227935410,1076769:66:16:0:3227935410:1413552379,1076865:161:24:0:3227935410:1413552379,1077040:95:24:1:1413552379:3227935505,1078329:108:24:0:3227935505:1413552408,1078507:100:24:1:1413552408:3227935547,1081993:117:24:0:3227935547:1413552442,1082171:71:24:1:1413552442:3227935598,1082478:116:24:0:3227935598:1413552447,1082659:95:24:1:1413552447:3227935648,1082664:143:25:1:1413552476:3227935648,1082937:66:16:0:3227935648:1413552554,1218593:122:24:0:3227935648:1413552554,1218754:60:4:1:1413552554:0"
1,1257260051073730,149,2,54986,113,rst_during_handshake,"0:74:2:1:3218172494:0,149:60:20:0:0:3218172495"
0,1257260063516777,1067382,19,35078,25,abortive,"0:74:2:1:1612356626:0,2097:74:18:0:3415427621:1612356627,2279:66:16:1:1612356627:3415427622,1009357:284:24:0:3415427622:1612356627,1009575:66:16:1:1612356627:3415427840,1009582:81:24:1:1612356627:3415427840,1010124:66:16:0:3415427840:1612356642,1010189:161:24:0:3415427840:1612356642,1010420:95:24:1:1612356642:3415427935,1011917:108:24:0:3415427935:1612356671,1012146:98:24:1:1612356671:3415427977,1015752:115:24:0:3415427977:1612356703,1015923:71:24:1:1612356703:3415428026,1016786:116:24:0:3415428026:1612356708,1017037:93:24:1:1612356708:3415428076,1017043:143:25:1:1612356735:3415428076,1017955:66:16:0:3415428076:1612356813,1067236:122:24:0:3415428076:1612356813,1067382:60:4:1:1612356813:0"
1,1257260063521183,152,2,43897,113,rst_during_handshake,"0:74:2:1:3416759439:0,152:60:20:0:0:3416759440"
