start_time,src_port,dst_port,close_type,packets
1257285292419727,33323,113,4,"0:2:0,151:20:1"
1257346346042136,33429,25,2,"0:2:1,251:18:0,398:16:1,1013395:24:0,1013586:16:1,1013592:24:1,1013843:16:0,1013919:24:0,1014097:24:1,1015331:24:0,1015511:24:1,1018963:24:0,1019112:24:1,1019424:24:0,1019609:24:1,1019616:25:1,1019879:16:0,1038409:24:0,1038556:4:1"
1257264351832018,33547,113,4,"0:2:0,152:20:1"
1257425843893127,33592,25,2,"0:2:1,244:18:0,389:16:1,1001186:24:0,1001373:16:1,1001378:24:1,1001632:16:0,1001722:24:0,1001901:24:1,1003208:24:0,1003388:24:1,1006759:24:0,1006908:24:1,1007189:24:0,1007382:24:1,1007388:25:1,1007663:16:0,1018114:24:0,1018275:4:1"
1257346275996049,33597,113,4,"0:2:0,150:20:1"
1257346175192552,33904,113,4,"0:2:0,192:20:1"
1257346256444978,33914,25,2,"0:2:1,253:18:0,401:16:1,1008531:24:0,1008718:16:1,1008724:24:1,1008977:16:0,1009035:24:0,1009211:24:1,1010485:24:0,1010656:24:1,1013976:24:0,1014147:24:1,1014471:24:0,1014653:24:1,1014660:25:1,1014930:16:0,1055162:24:0,1055308:4:1"
1257264342482879,33938,113,4,"0:2:0,148:20:1"
1257346164915676,33950,113,4,"0:2:0,149:20:1"
1257346193854195,34037,113,4,"0:2:0,175:20:1"
1257346293716144,34092,25,2,"0:2:1,309:18:0,498:16:1,1008645:24:0,1008836:16:1,1008842:24:1,1009096:16:0,1009193:24:0,1009369:24:1,1010676:24:0,1010857:24:1,1014314:24:0,1014491:24:1,1014789:24:0,1014997:24:1,1015004:25:1,1015282:16:0,1037319:24:0,1037497:4:1"
1257346277027456,34209,113,4,"0:2:0,169:20:1"
1257264367251297,34241,113,4,"0:2:0,165:20:1"
1257285264822284,34310,113,4,"0:2:0,147:20:1"
1257299801761313,34395,113,4,"0:2:0,147:20:1"
1257346604851535,34482,25,2,"0:2:1,399:18:0,587:16:1,1003218:24:0,1003395:16:1,1003400:24:1,1003663:16:0,1003744:24:0,1003922:24:1,1005174:24:0,1005360:24:1,1008479:24:0,1008622:24:1,1008902:24:0,1009095:24:1,1009101:25:1,1009372:16:0,1021138:24:0,1021284:4:1"
1257285239484486,34531,25,2,"0:2:1,269:18:0,443:16:1,1039240:24:0,1039390:16:1,1039419:24:1,1039662:16:0,1039751:24:0,1039921:24:1,1041247:24:0,1041420:24:1,1044785:24:0,1044929:24:1,1045223:24:0,1045398:24:1,1045419:25:1,1045678:16:0,1567183:24:0,1567517:4:1"
1257346597666349,34556,113,4,"0:2:0,152:20:1"
1257346292691037,34970,25,2,"0:2:1,257:18:0,402:16:1,1004201:24:0,1004388:16:1,1004393:24:1,1004650:16:0,1004745:24:0,1004938:24:1,1006297:24:0,1006476:24:1,1009995:24:0,1010165:24:1,1010464:24:0,1010650:24:1,1010656:25:1,1010927:16:0,1059272:24:0,1059431:4:1"
1257346182458188,35046,25,2,"0:2:1,486:18:0,672:16:1,1019991:24:0,1020183:16:1,1020188:24:1,1020442:16:0,1020526:24:0,1020704:24:1,1022087:24:0,1022277:24:1,1058599:16:0,1096799:24:0,1097000:24:1,1097523:16:0,1097576:24:0,1097780:24:1,1097786:25:1,1098357:16:0,1182885:24:0,1183032:4:1"
1257346608933064,35935,25,2,"0:2:1,252:18:0,398:16:1,1011910:24:0,1012095:16:1,1012101:24:1,1012353:16:0,1012413:24:0,1012586:24:1,1013854:24:0,1014036:24:1,1017395:24:0,1017561:24:1,1017841:24:0,1018032:24:1,1018038:25:1,1018314:16:0,1028991:24:0,1029137:4:1"
1257346248805595,36029,113,4,"0:2:0,149:20:1"
1257346331658078,36037,113,4,"0:2:0,183:20:1"
1257346293718861,36607,113,4,"0:2:0,151:20:1"
1257346316270872,36623,113,4,"0:2:0,192:20:1"
1257346180337384,36890,25,2,"0:2:1,248:18:0,392:16:1,1018601:24:0,1018787:16:1,1018792:24:1,1019047:16:0,1019129:24:0,1019303:24:1,1020552:24:0,1020728:24:1,1024226:24:0,1024423:24:1,1024733:24:0,1024914:24:1,1024922:25:1,1025205:16:0,2393853:24:0,2394025:4:1"
1257264738056260,36924,113,4,"0:2:0,140:20:1"
1257299770990229,37017,25,2,"0:2:1,251:18:0,399:16:1,1011336:24:0,1011523:16:1,1011528:24:1,1011782:16:0,1011872:24:0,1012050:24:1,1013337:24:0,1013515:24:1,1016933:24:0,1017101:24:1,1017440:24:0,1017621:24:1,1017627:25:1,1017891:16:0,1031468:24:0,1031616:4:1"
1257299810076056,37085,113,4,"0:2:0,150:20:1"
1257346164913271,37158,25,2,"0:2:1,247:18:0,394:16:1,1009670:24:0,1009855:16:1,1009860:24:1,1010274:16:0,1010276:24:0,1010498:24:1,1011965:24:0,1012199:24:1,1015869:24:0,1016041:24:1,1016332:24:0,1016517:24:1,1016524:25:1,1016785:16:0,1069030:24:0,1069180:4:1"
1257264487155342,37448,25,2,"0:2:1,369:18:0,541:16:1,1007498:24:0,1007687:16:1,1007693:24:1,1007938:16:0,1008017:24:0,1008191:24:1,1009518:24:0,1009697:24:1,1013280:24:0,1013486:24:1,1014039:24:0,1014272:24:1,1014281:25:1,1014790:16:0,4634801:24:0,4634974:4:1"
1257346300915372,37545,25,2,"0:2:1,249:18:0,379:16:1,1008178:24:0,1008403:16:1,1008410:24:1,1008664:16:0,1008752:24:0,1008937:24:1,1010372:24:0,1010545:24:1,1013956:24:0,1014129:24:1,1014430:24:0,1014612:24:1,1014619:25:1,1014885:16:0,1022821:24:0,1022967:4:1"
1257346175190112,37688,25,2,"0:2:1,258:18:0,406:16:1,1008806:24:0,1009015:16:1,1009020:24:1,1009292:16:0,1009342:24:0,1009519:24:1,1010788:24:0,1010959:24:1,1014386:24:0,1014564:24:1,1014878:24:0,1015027:24:1,1015053:25:1,1015314:16:0,1043420:24:0,1043567:4:1"
1257264472735872,37718,113,4,"0:2:0,151:20:1"
1257264472733412,37749,25,2,"0:2:1,242:18:0,388:16:1,1011238:24:0,1011428:16:1,1011434:24:1,1011675:16:0,1011730:24:0,1011912:24:1,1013276:24:0,1013456:24:1,1016962:24:0,1017132:24:1,1017426:24:0,1017627:24:1,1017635:25:1,1017896:16:0,1025148:24:0,1025312:4:1"
1257346176215444,37899,25,2,"0:2:1,247:18:0,393:16:1,1002579:24:0,1002817:16:1,1002826:24:1,1010956:16:0,1010957:24:0,1011163:24:1,1012720:24:0,1012965:24:1,1016535:24:0,1016707:24:1,1017003:24:0,1017191:24:1,1017197:25:1,1017464:16:0,1059745:24:0,1059943:4:1"
1257425838773046,37979,25,2,"0:2:1,277:18:0,428:16:1,1006070:24:0,1006255:16:1,1006261:24:1,1006512:16:0,1006591:24:0,1006761:24:1,1008080:24:0,1008303:24:1,1011736:24:0,1011905:24:1,1012204:24:0,1012386:24:1,1012393:25:1,1012655:16:0,1044218:24:0,1044384:4:1"
1257346212474595,38135,113,4,"0:2:0,147:20:1"
1257346275993461,38405,25,2,"0:2:1,255:18:0,401:16:1,1013691:24:0,1013875:16:1,1013881:24:1,1014134:16:0,1014317:24:0,1014544:24:1,1015991:24:0,1016216:24:1,1019743:24:0,1019915:24:1,1020204:24:0,1020392:24:1,1020398:25:1,1020685:16:0,1074647:24:0,1074796:4:1"
1257264371357341,38420,25,2,"0:2:1,352:18:0,538:16:1,1002698:24:0,1002893:16:1,1002899:24:1,1003152:16:0,1003358:24:0,1003574:24:1,1004982:24:0,1005213:24:1,1008650:24:0,1008818:24:1,1009140:24:0,1009323:24:1,1009329:25:1,1009592:16:0,4747052:24:0,4747229:4:1"
1257346174170374,38845,113,4,"0:2:0,154:20:1"
1257264739088548,38867,113,4,"0:2:0,178:20:1"
1257346300917898,38981,113,4,"0:2:0,137:20:1"
1257346159767373,39409,25,2,"0:2:1,255:18:0,403:16:1,1011008:24:0,1011194:16:1,1011199:24:1,1011453:16:0,1011530:24:0,1011703:24:1,1012982:24:0,1013155:24:1,1016739:24:0,1016953:24:1,1017519:24:0,1017732:24:1,1017740:25:1,1018106:16:0,1029009:24:0,1029167:4:1"
1257264768086048,39441,25,2,"0:2:1,248:18:0,391:16:1,1002402:24:0,1002590:16:1,1002594:24:1,1002842:16:0,1002921:24:0,1003097:24:1,1004356:24:0,1004518:24:1,1007825:24:0,1007979:24:1,1008261:24:0,1008405:24:1,1008438:25:1,1008700:16:0,1022658:24:0,1022804:4:1"
1257425856178571,39540,25,2,"0:2:1,253:18:0,399:16:1,1010185:24:0,1010372:16:1,1010377:24:1,1010629:16:0,1010690:24:0,1010869:24:1,1012201:24:0,1012376:24:1,1015874:24:0,1016049:24:1,1016626:24:0,1016870:24:1,1016877:25:1,1017913:16:0,1028211:24:0,1028358:4:1"
1257425847971853,39578,113,4,"0:2:0,190:20:1"
1257346221983586,39613,113,4,"0:2:0,148:20:1"
1257264753632433,39909,25,2,"0:2:1,243:18:0,384:16:1,1005939:24:0,1006126:16:1,1006131:24:1,1006373:16:0,1006425:24:0,1006599:24:1,1008035:24:0,1008245:24:1,1011685:24:0,1011900:24:1,1012421:24:0,1012664:24:1,1012670:25:1,1013105:16:0,1026866:24:0,1027081:4:1"
1257346248803098,39982,25,2,"0:2:1,243:18:0,389:16:1,1005797:24:0,1005986:16:1,1005991:24:1,1006247:16:0,1006335:24:0,1006511:24:1,1007804:24:0,1007982:24:1,1011426:24:0,1011647:24:1,1012071:24:0,1012263:24:1,1012291:25:1,1012674:16:0,1034992:24:0,1035139:4:1"
1257425888159299,39989,113,4,"0:2:0,152:20:1"
1257346221981069,40004,25,2,"0:2:1,250:18:0,397:16:1,1009225:24:0,1009413:16:1,1009418:24:1,1009664:16:0,1009717:24:0,1009893:24:1,1011219:24:0,1011395:24:1,1014657:24:0,1014830:24:1,1015118:24:0,1015315:24:1,1015322:25:1,1015600:16:0,1032886:24:0,1033051:4:1"
1257264330118599,40164,113,4,"0:2:0,153:20:1"
1257346272904838,40827,113,4,"0:2:0,153:20:1"
1257346312162703,40871,113,4,"0:2:0,153:20:1"
