d,st,et,p,sp,dp,ct,fp
0,1257264525269293,1073112,19,47622,25,abortive,"0:74:2:1:2846329269:0,382:74:18:0:374494851:2846329270,603:66:16:1:2846329270:374494852,1008516:262:24:0:374494852:2846329270,1008700:66:16:1:2846329270:374495048,1008705:81:24:1:2846329270:374495048,1008949:66:16:0:374495048:2846329285,1009020:149:24:0:374495048:2846329285,1009193:95:24:1:2846329285:374495131,1010454:108:24:0:374495131:2846329314,1010629:99:24:1:2846329314:374495173,1014075:116:24:0:374495173:2846329347,1014246:71:24:1:2846329347:374495223,1014536:116:24:0:374495223:2846329352,1014717:94:24:1:2846329352:374495273,1014723:143:25:1:2846329380:374495273,1015110:66:16:0:374495273:2846329458,1072816:122:24:0:374495273:2846329458,1073112:60:4:1:2846329458:0"
1,1257264525272134,200,2,35303,113,rst_during_handshake,"0:74:2:1:372880609:0,200:60:20:0:0:372880610"
0,1257264566701592,1035068,19,47908,25,abortive,"0:74:18:0:1013344375:3500684488,1753:74:2:1:3500684487:0,2163:66:16:1:3500684488:1013344376,1017116:262:24:0:1013344376:3500684488,1017305:66:16:1:3500684488:1013344572,1017310:81:24:1:3500684488:1013344572,1017558:66:16:0:1013344572:3500684503,1017652:149:24:0:1013344572:3500684503,1017830:95:24:1:3500684503:1013344655,1019198:108:24:0:1013344655:3500684532,1019369:95:24:1:3500684532:1013344697,1022819:112:24:0:1013344697:3500684561,1022963:71:24:1:3500684561:1013344743,1023286:116:24:0:1013344743:3500684566,1023435:90:24:1:3500684566:1013344793,1023463:143:25:1:3500684590:1013344793,1023723:66:16:0:1013344793:3500684668,1034879:122:24:0:1013344793:3500684668,1035068:60:4:1:3500684668:0"
1,1257264566703958,2158,2,45857,113,rst_during_handshake,"0:74:2:1:1025678551:0,2158:60:20:0:0:1025678552"
0,1257264567736250,1131326,19,56879,25,abortive,"0:74:2:1:3511429978:0,253:74:18:0:1040062301:3511429979,426:66:16:1:3511429979:1040062302,1022547:262:24:0:1040062302:3511429979,1022745:66:16:1:3511429979:1040062498,1022751:81:24:1:3511429979:1040062498,1023014:66:16:0:1040062498:3511429994,1023065:149:24:0:1040062498:3511429994,1023243:95:24:1:3511429994:1040062581,1024734:108:24:0:1040062581:3511430023,1024944:98:24:1:3511430023:1040062623,1028686:115:24:0:1040062623:3511430055,1028849:71:24:1:3511430055:1040062672,1029129:116:24:0:1040062672:3511430060,1029315:93:24:1:3511430060:1040062722,1029322:143:25:1:3511430087:1040062722,1029595:66:16:0:1040062722:3511430165,1131178:122:24:0:1040062722:3511430165,1131326:60:4:1:3511430165:0"
1,1257264567740469,151,2,50213,113,rst_during_handshake,"0:74:2:1:1037861438:0,151:60:20:0:0:1037861439"
0,1257264573958854,1023082,21,48523,25,abortive,"0:74:2:1:3614851007:0,266:74:18:0:1130567260:3614851008,464:66:16:1:3614851008:1130567261,1014555:262:24:0:1130567261:3614851008,1014745:66:16:1:3614851008:1130567457,1014750:81:24:1:3614851008:1130567457,1014996:66:16:0:1130567457:3614851023,1015069:149:24:0:1130567457:3614851023,1015248:95:24:1:3614851023:1130567540,1016524:108:24:0:1130567540:3614851052,1016756:90:24:1:3614851052:1130567582,1021226:108:24:0:1130567582:3614851076,1021484:71:24:1:3614851076:1130567624,1022231:99:24:0:1130567624:3614851081,1022474:85:24:1:3614851081:1130567657,1022483:143:25:1:3614851100:1130567657,1022775:66:16:0:1130567657:3614851178,1022884:442:24:0:1130567657:3614851178,1022885:66:17:0:1130568033:3614851178,1023077:60:4:1:3614851178:0,1023082:60:4:1:3614851178:0"
1,1257264573961490,148,2,44986,113,rst_during_handshake,"0:74:2:1:1126571106:0,148:60:20:0:0:1126571107"
0,1257285419931546,1040399,19,56511,25,abortive,"0:74:2:1:4095936883:0,271:74:18:0:1604458226:4095936884,424:66:16:1:4095936884:1604458227,1010678:262:24:0:1604458227:4095936884,1010861:66:16:1:4095936884:1604458423,1010867:81:24:1:4095936884:1604458423,1011119:66:16:0:1604458423:4095936899,1011189:149:24:0:1604458423:4095936899,1011364:95:24:1:4095936899:1604458506,1012663:108:24:0:1604458506:4095936928,1012835:96:24:1:4095936928:1604458548,1016194:113:24:0:1604458548:4095936958,1016365:71:24:1:4095936958:1604458595,1016658:116:24:0:1604458595:4095936963,1016807:91:24:1:4095936963:1604458645,1016841:140:25:1:4095936988:1604458645,1017105:66:16:0:1604458645:4095937063,1040215:122:24:0:1604458645:4095937063,1040399:60:4:1:4095937063:0"
1,1257285419934001,150,2,34911,113,rst_during_handshake,"0:74:2:1:1613439305:0,150:60:20:0:0:1613439306"
0,1257285424069066,3063839,19,47325,25,abortive,"0:74:2:1:4162145105:0,266:74:18:0:1665423117:4162145106,442:66:16:1:4162145106:1665423118,1019630:262:24:0:1665423118:4162145106,1019815:66:16:1:4162145106:1665423314,1019820:81:24:1:4162145106:1665423314,1020093:66:16:0:1665423314:4162145121,1020196:149:24:0:1665423314:4162145121,1020374:95:24:1:4162145121:1665423397,1021685:108:24:0:1665423397:4162145150,1021867:96:24:1:4162145150:1665423439,1025307:113:24:0:1665423439:4162145180,1025454:71:24:1:4162145180:1665423486,1025763:116:24:0:1665423486:4162145185,1025955:91:24:1:4162145185:1665423536,1025962:140:25:1:4162145210:1665423536,1026225:66:16:0:1665423536:4162145285,3063693:122:24:0:1665423536:4162145285,3063839:60:4:1:4162145285:0"
1,1257285424071599,148,2,47764,113,rst_during_handshake,"0:74:2:1:1664836903:0,148:60:20:0:0:1664836904"
0,1257285437844369,1033808,19,52121,25,abortive,"0:74:2:1:78542459:0,248:74:18:0:1882730140:78542460,393:66:16:1:78542460:1882730141,1014346:262:24:0:1882730141:78542460,1014531:66:16:1:78542460:1882730337,1014536:81:24:1:78542460:1882730337,1014785:66:16:0:1882730337:78542475,1014868:149:24:0:1882730337:78542475,1015045:95:24:1:78542475:1882730420,1016426:108:24:0:1882730420:78542504,1016826:97:24:1:78542504:1882730462,1020401:114:24:0:1882730462:78542535,1020546:71:24:1:78542535:1882730510,1020823:116:24:0:1882730510:78542540,1021010:92:24:1:78542540:1882730560,1021017:140:25:1:78542566:1882730560,1021283:66:16:0:1882730560:78542641,1033659:122:24:0:1882730560:78542641,1033808:60:4:1:78542641:0"
1,1257285437846849,150,2,44212,113,rst_during_handshake,"0:74:2:1:1883571215:0,150:60:20:0:0:1883571216"
0,1257285455417401,1091227,19,58421,25,abortive,"0:74:2:1:342843841:0,265:74:18:0:2162666976:342843842,411:66:16:1:342843842:2162666977,1012821:262:24:0:2162666977:342843842,1013003:66:16:1:342843842:2162667173,1013009:81:24:1:342843842:2162667173,1013261:66:16:0:2162667173:342843857,1013323:149:24:0:2162667173:342843857,1013499:95:24:1:342843857:2162667256,1014977:108:24:0:2162667256:342843886,1015178:97:24:1:342843886:2162667298,1018784:114:24:0:2162667298:342843917,1018955:71:24:1:342843917:2162667346,1019263:116:24:0:2162667346:342843922,1019450:92:24:1:342843922:2162667396,1019457:140:25:1:342843948:2162667396,1019725:66:16:0:2162667396:342844023,1091082:122:24:0:2162667396:342844023,1091227:60:4:1:342844023:0"
1,1257285455420927,150,2,52352,113,rst_during_handshake,"0:74:2:1:2156882263:0,150:60:20:0:0:2156882264"
0,1257285456454298,1097396,19,45457,25,abortive,"0:74:2:1:358283055:0,266:74:18:0:2181882142:358283056,412:66:16:1:358283056:2181882143,1025361:262:24:0:2181882143:358283056,1025544:66:16:1:358283056:2181882339,1025549:81:24:1:358283056:2181882339,1025820:66:16:0:2181882339:358283071,1025881:149:24:0:2181882339:358283071,1026063:95:24:1:358283071:2181882422,1027530:108:24:0:2181882422:358283100,1027705:97:24:1:358283100:2181882464,1031108:114:24:0:2181882464:358283131,1031282:71:24:1:358283131:2181882512,1031567:116:24:0:2181882512:358283136,1031755:92:24:1:358283136:2181882562,1031761:140:25:1:358283162:2181882562,1032028:66:16:0:2181882562:358283237,1097250:122:24:0:2181882562:358283237,1097396:60:4:1:358283237:0"
1,1257285456466812,149,2,41508,113,rst_during_handshake,"0:74:2:1:2176760266:0,149:60:20:0:0:2176760267"
