d,st,et,p,sp,dp,ct,fp
0,1257259063815606,1060173,19,48621,25,abortive,"0:74:2:1:3110952093:0,272:74:18:0:622777892:3110952094,428:66:16:1:3110952094:622777893,1014322:287:24:0:622777893:3110952094,1014509:66:16:1:3110952094:622778114,1014515:81:24:1:3110952094:622778114,1014767:66:16:0:622778114:3110952109,1014859:163:24:0:622778114:3110952109,1015036:95:24:1:3110952109:622778211,1016322:108:24:0:622778211:3110952138,1016502:96:24:1:3110952138:622778253,1018765:113:24:0:622778253:3110952168,1018933:71:24:1:3110952168:622778300,1019232:116:24:0:622778300:3110952173,1019411:91:24:1:3110952173:622778350,1019418:143:25:1:3110952198:622778350,1019679:66:16:0:622778350:3110952276,1060026:122:24:0:622778350:3110952276,1060173:60:4:1:3110952276:0"
1,1257259063818148,147,2,58035,113,rst_during_handshake,"0:74:2:1:623245547:0,147:60:20:0:0:623245548"
0,1257259068989984,1064023,19,39966,25,abortive,"0:74:2:1:3189831464:0,383:74:18:0:705045030:3189831465,568:66:16:1:3189831465:705045031,1003272:287:24:0:705045031:3189831465,1003461:66:16:1:3189831465:705045252,1003466:81:24:1:3189831465:705045252,1003721:66:16:0:705045252:3189831480,1003796:163:24:0:705045252:3189831480,1003975:95:24:1:3189831480:705045349,1005428:108:24:0:705045349:3189831509,1005671:97:24:1:3189831509:705045391,1008120:114:24:0:705045391:3189831540,1008267:71:24:1:3189831540:705045439,1008549:116:24:0:705045439:3189831545,1008698:92:24:1:3189831545:705045489,1008729:143:25:1:3189831571:705045489,1008986:66:16:0:705045489:3189831649,1063874:122:24:0:705045489:3189831649,1064023:60:4:1:3189831649:0"
1,1257259068992801,210,2,44837,113,rst_during_handshake,"0:74:2:1:714583618:0,210:60:20:0:0:714583619"
0,1257259071039305,1048831,19,33746,25,abortive,"0:74:2:1:3229700512:0,246:74:18:0:739948214:3229700513,392:66:16:1:3229700513:739948215,1022838:287:24:0:739948215:3229700513,1023059:66:16:1:3229700513:739948436,1023065:81:24:1:3229700513:739948436,1023453:66:16:0:739948436:3229700528,1023457:163:24:0:739948436:3229700528,1023672:95:24:1:3229700528:739948533,1025224:108:24:0:739948533:3229700557,1025434:98:24:1:3229700557:739948575,1028035:115:24:0:739948575:3229700589,1028210:71:24:1:3229700589:739948624,1028485:116:24:0:739948624:3229700594,1028667:93:24:1:3229700594:739948674,1028673:143:25:1:3229700621:739948674,1028988:66:16:0:739948674:3229700699,1048683:122:24:0:739948674:3229700699,1048831:60:4:1:3229700699:0"
1,1257259071041782,152,2,60677,113,rst_during_handshake,"0:74:2:1:741048805:0,152:60:20:0:0:741048806"
0,1257259080975519,1246940,19,33785,25,abortive,"0:74:2:1:3383281542:0,548:74:18:0:900579931:3383281543,751:66:16:1:3383281543:900579932,1031312:287:24:0:900579932:3383281543,1031498:66:16:1:3383281543:900580153,1031503:81:24:1:3383281543:900580153,1031765:66:16:0:900580153:3383281558,1031811:163:24:0:900580153:3383281558,1031988:95:24:1:3383281558:900580250,1033242:108:24:0:900580250:3383281587,1033419:97:24:1:3383281587:900580292,1035905:114:24:0:900580292:3383281618,1036074:71:24:1:3383281618:900580340,1036433:116:24:0:900580340:3383281623,1036614:92:24:1:3383281623:900580390,1036621:143:25:1:3383281649:900580390,1036951:66:16:0:900580390:3383281727,1246639:122:24:0:900580390:3383281727,1246940:60:4:1:3383281727:0"
1,1257259080978442,148,2,38928,113,rst_during_handshake,"0:74:2:1:901725224:0,148:60:20:0:0:901725225"
0,1257259082023024,1105538,19,58545,25,abortive,"0:74:2:1:3396852577:0,246:74:18:0:909761675:3396852578,394:66:16:1:3396852578:909761676,1038387:287:24:0:909761676:3396852578,1038581:66:16:1:3396852578:909761897,1038586:81:24:1:3396852578:909761897,1038844:66:16:0:909761897:3396852593,1038947:163:24:0:909761897:3396852593,1039129:95:24:1:3396852593:909761994,1040607:108:24:0:909761994:3396852622,1040783:96:24:1:3396852622:909762036,1043285:113:24:0:909762036:3396852652,1043503:71:24:1:3396852652:909762083,1043896:116:24:0:909762083:3396852657,1044128:91:24:1:3396852657:909762133,1044134:143:25:1:3396852682:909762133,1044591:66:16:0:909762133:3396852760,1105390:122:24:0:909762133:3396852760,1105538:60:4:1:3396852760:0"
1,1257259082025835,186,2,46523,113,rst_during_handshake,"0:74:2:1:914752979:0,186:60:20:0:0:914752980"
