d,st,et,p,sp,dp,ct,fp
0,1257259181970657,1392444,21,46771,25,abortive,"0:74:2:1:665626935:0,272:74:18:0:2471859614:665626936,426:66:16:1:665626936:2471859615,1012802:275:24:0:2471859615:665626936,1012989:66:16:1:665626936:2471859824,1012995:81:24:1:665626936:2471859824,1013251:66:16:0:2471859824:665626951,1013335:155:24:0:2471859824:665626951,1013519:95:24:1:665626951:2471859913,1014908:108:24:0:2471859913:665626980,1015111:96:24:1:665626980:2471859955,1052107:66:16:0:2471859955:665627010,1102329:113:24:0:2471859955:665627010,1102479:71:24:1:665627010:2471860002,1102726:66:16:0:2471860002:665627015,1102772:116:24:0:2471860002:665627015,1102962:91:24:1:665627015:2471860052,1102970:142:25:1:665627040:2471860052,1103242:66:16:0:2471860052:665627117,1392244:122:24:0:2471860052:665627117,1392444:60:4:1:665627117:0"
1,1257259181973206,147,2,50638,113,rst_during_handshake,"0:74:2:1:2483678390:0,147:60:20:0:0:2483678391"
0,1257259183084074,1151710,19,56895,25,abortive,"0:74:2:1:680408442:0,258:74:18:0:2494897518:680408443,406:66:16:1:680408443:2494897519,1029437:275:24:0:2494897519:680408443,1029623:66:16:1:680408443:2494897728,1029628:81:24:1:680408443:2494897728,1029885:66:16:0:2494897728:680408458,1029957:155:24:0:2494897728:680408458,1030135:95:24:1:680408458:2494897817,1031394:108:24:0:2494897817:680408487,1031572:94:24:1:680408487:2494897859,1034059:111:24:0:2494897859:680408515,1034259:71:24:1:680408515:2494897904,1034775:116:24:0:2494897904:680408520,1034984:89:24:1:680408520:2494897954,1034992:142:25:1:680408543:2494897954,1035443:66:16:0:2494897954:680408620,1151561:122:24:0:2494897954:680408620,1151710:60:4:1:680408620:0"
1,1257259183086657,151,2,41814,113,rst_during_handshake,"0:74:2:1:2491308434:0,151:60:20:0:0:2491308435"
0,1257259184129691,1070465,19,32922,25,abortive,"0:74:2:1:698190130:0,491:74:18:0:2514561269:698190131,667:66:16:1:698190131:2514561270,1011693:275:24:0:2514561270:698190131,1011883:66:16:1:698190131:2514561479,1011890:81:24:1:698190131:2514561479,1012135:66:16:0:2514561479:698190146,1012211:155:24:0:2514561479:698190146,1012387:95:24:1:698190146:2514561568,1013605:108:24:0:2514561568:698190175,1013772:100:24:1:698190175:2514561610,1016479:117:24:0:2514561610:698190209,1016694:71:24:1:698190209:2514561661,1016976:116:24:0:2514561661:698190214,1017165:95:24:1:698190214:2514561711,1017172:142:25:1:698190243:2514561711,1017438:66:16:0:2514561711:698190320,1070280:122:24:0:2514561711:698190320,1070465:60:4:1:698190320:0"
1,1257259184132437,152,2,44785,113,rst_during_handshake,"0:74:2:1:2511870699:0,152:60:20:0:0:2511870700"
0,1257259186190331,1040235,19,58427,25,abortive,"0:74:2:1:729019098:0,449:74:18:0:2544095073:729019099,642:66:16:1:729019099:2544095074,1010839:275:24:0:2544095074:729019099,1011036:66:16:1:729019099:2544095283,1011042:81:24:1:729019099:2544095283,1011288:66:16:0:2544095283:729019114,1011359:155:24:0:2544095283:729019114,1011534:95:24:1:729019114:2544095372,1012790:108:24:0:2544095372:729019143,1012973:96:24:1:729019143:2544095414,1015352:113:24:0:2544095414:729019173,1015564:71:24:1:729019173:2544095461,1015867:116:24:0:2544095461:729019178,1016054:91:24:1:729019178:2544095511,1016061:142:25:1:729019203:2544095511,1016334:66:16:0:2544095511:729019280,1040056:122:24:0:2544095511:729019280,1040235:60:4:1:729019280:0"
1,1257259186193050,152,2,36233,113,rst_during_handshake,"0:74:2:1:2542592385:0,152:60:20:0:0:2542592386"
0,1257259189284202,1076034,19,47139,25,abortive,"0:74:2:1:778640178:0,240:74:18:0:2588086204:778640179,386:66:16:1:778640179:2588086205,1007129:275:24:0:2588086205:778640179,1007317:66:16:1:778640179:2588086414,1007323:81:24:1:778640179:2588086414,1007565:66:16:0:2588086414:778640194,1007651:155:24:0:2588086414:778640194,1007827:95:24:1:778640194:2588086503,1009195:108:24:0:2588086503:778640223,1009377:96:24:1:778640223:2588086545,1011960:113:24:0:2588086545:778640253,1012133:71:24:1:778640253:2588086592,1012533:116:24:0:2588086592:778640258,1012765:91:24:1:778640258:2588086642,1012771:142:25:1:778640283:2588086642,1013119:66:16:0:2588086642:778640360,1075870:122:24:0:2588086642:778640360,1076034:60:4:1:778640360:0"
1,1257259189286540,151,2,37465,113,rst_during_handshake,"0:74:2:1:2592348396:0,151:60:20:0:0:2592348397"
