start_time,src_port,dst_port,close_type,packets
1257265114852980,32828,113,4,"0:2:0,150:20:1"
1257279696862399,33504,113,4,"0:2:0,152:20:1"
1257279702000764,33507,113,4,"0:2:0,150:20:1"
1257379095509674,33587,25,2,"0:2:1,248:18:0,396:16:1,1008833:24:0,1009025:16:1,1009030:24:1,1009283:16:0,1009375:24:0,1009555:24:1,1010916:24:0,1011101:24:1,1014505:24:0,1014652:24:1,1014950:24:0,1015140:24:1,1015147:25:1,1015413:16:0,1028595:24:0,1028751:4:1"
1257265126834959,33593,113,4,"0:2:0,149:20:1"
1257359076575662,33658,113,4,"0:2:0,151:20:1"
1257265098322885,33788,113,4,"0:2:0,176:20:1"
1257379104764763,33856,113,4,"0:2:0,148:20:1"
1257279723623092,33949,113,4,"0:2:0,154:20:1"
1257337668650730,34112,25,2,"0:2:1,249:18:0,408:16:1,1004040:24:0,1004225:16:1,1004231:24:1,1004483:16:0,1004560:24:0,1004734:24:1,1005979:24:0,1006150:24:1,1009564:24:0,1009733:24:1,1010025:24:0,1010215:24:1,1010221:25:1,1010483:16:0,1023245:24:0,1023397:4:1"
1257359298445906,34185,113,4,"0:2:0,150:20:1"
1257359275775454,34638,25,2,"0:2:1,6980:18:0,7197:16:1,1026292:24:0,1026508:16:1,1026515:24:1,1026907:16:0,1026908:24:0,1027111:24:1,1028407:24:0,1028591:24:1,1032250:24:0,1032423:24:1,1032723:24:0,1032910:24:1,1032916:25:1,1033256:16:0,1072897:24:0,1073045:4:1"
1257279706095925,34670,113,4,"0:2:0,135:20:1"
1257279741165499,34694,25,2,"0:2:1,269:18:0,439:16:1,1006760:24:0,1006943:16:1,1006949:24:1,1007205:16:0,1007265:24:0,1007441:24:1,1008882:24:0,1009094:24:1,1012317:24:0,1012483:24:1,1012787:24:0,1012936:24:1,1012962:25:1,1013220:16:0,1059621:24:0,1059802:4:1"
1257359192000407,34758,25,2,"0:2:1,258:18:0,406:16:1,1010138:24:0,1010328:16:1,1010333:24:1,1010595:16:0,1010781:24:0,1011016:24:1,1012355:24:0,1012538:24:1,1015971:24:0,1016140:24:1,1016424:24:0,1016616:24:1,1016623:25:1,1016896:16:0,1040647:24:0,1040794:4:1"
1257359257064556,35149,25,2,"0:2:1,265:18:0,414:16:1,1008504:24:0,1008721:16:1,1008727:24:1,1009020:16:0,1009055:24:0,1009226:24:1,1010539:24:0,1010719:24:1,1014030:24:0,1014217:24:1,1014517:24:0,1014707:24:1,1014719:25:1,1015002:16:0,1028484:24:0,1028630:4:1"
1257359192002852,35688,113,4,"0:2:0,144:20:1"
1257379074955762,36366,25,2,"0:2:1,244:18:0,390:16:1,1000740:24:0,1000934:16:1,1000939:24:1,1001185:16:0,1001237:24:0,1001414:24:1,1002933:24:0,1003111:24:1,1006582:24:0,1006755:24:1,1007053:24:0,1007238:24:1,1007244:25:1,1007507:16:0,1016246:24:0,1016393:4:1"
1257359224927310,36372,113,4,"0:2:0,192:20:1"
1257265107595261,36391,25,2,"0:2:1,244:18:0,391:16:1,1012358:24:0,1012544:16:1,1012550:24:1,1012796:16:0,1012862:24:0,1013037:24:1,1014319:24:0,1014533:24:1,1017958:24:0,1018107:24:1,1018404:24:0,1018593:24:1,1018600:25:1,1018865:16:0,1035516:24:0,1035662:4:1"
1257379113968370,36417,25,2,"0:2:1,249:18:0,397:16:1,1004761:24:0,1004947:16:1,1004953:24:1,1005207:16:0,1005286:24:0,1005458:24:1,1006720:24:0,1006902:24:1,1010349:24:0,1010517:24:1,1010814:24:0,1011005:24:1,1011010:25:1,1011275:16:0,1029502:24:0,1029647:4:1"
1257359295360727,36460,25,2,"0:2:1,261:18:0,407:16:1,1006755:24:0,1006977:16:1,1006982:24:1,1007236:16:0,1007327:24:0,1007505:24:1,1008822:24:0,1008996:24:1,1012278:24:0,1012448:24:1,1012779:24:0,1013000:24:1,1013006:25:1,1013283:16:0,1077467:24:0,1077614:4:1"
1257359260167410,36552,113,4,"0:2:0,149:20:1"
1257379106806720,36616,25,2,"0:2:1,245:18:0,392:16:1,1012320:24:0,1012512:16:1,1012517:24:1,1012768:16:0,1012859:24:0,1013046:24:1,1014418:24:0,1014604:24:1,1017788:24:0,1017936:24:1,1018212:24:0,1018406:24:1,1018413:25:1,1018678:16:0,1035388:24:0,1035536:4:1"
1257379097558098,36767,113,4,"0:2:0,152:20:1"
1257359235223742,37158,113,4,"0:2:0,153:20:1"
1257279715344441,37197,25,2,"0:2:1,242:18:0,394:16:1,1004672:24:0,1004858:16:1,1004864:24:1,1005116:16:0,1005206:24:0,1005385:24:1,1006764:24:0,1006943:24:1,1010274:24:0,1010423:24:1,1010723:24:0,1010908:24:1,1010915:25:1,1011178:16:0,1030400:24:0,1030545:4:1"
1257379120100934,37420,113,4,"0:2:0,150:20:1"
1257337632865377,37428,25,2,"0:2:1,244:18:0,391:16:1,1003153:24:0,1003337:16:1,1003343:24:1,1003587:16:0,1003639:24:0,1003814:24:1,1005041:24:0,1005211:24:1,1008403:24:0,1008575:24:1,1008856:24:0,1009039:24:1,1009045:25:1,1009320:16:0,1024892:24:0,1025039:4:1"
1257359255022254,37689,113,4,"0:2:0,151:20:1"
1257379082123586,37849,25,2,"0:2:1,247:18:0,390:16:1,1003273:24:0,1003460:16:1,1003465:24:1,1003717:16:0,1003810:24:0,1003981:24:1,1005210:24:0,1005386:24:1,1008731:24:0,1008895:24:1,1009167:24:0,1009358:24:1,1009364:25:1,1009637:16:0,1023660:24:0,1023809:4:1"
1257379036048303,37914,113,4,"0:2:0,150:20:1"
1257279756677590,38343,113,4,"0:2:0,150:20:1"
1257359048933138,38392,25,2,"0:2:1,316:18:0,510:16:1,1004235:24:0,1004419:16:1,1004424:24:1,1004673:16:0,1004766:24:0,1004940:24:1,1006258:24:0,1006438:24:1,1009899:24:0,1010129:24:1,1010720:24:0,1010947:24:1,1010951:25:1,1011473:16:0,1059376:24:0,1059554:4:1"
1257359202296557,38520,25,2,"0:2:1,248:18:0,396:16:1,1006357:24:0,1006545:16:1,1006551:24:1,1006799:16:0,1006856:24:0,1007033:24:1,1008309:24:0,1008491:24:1,1012751:24:0,1012898:24:1,1013183:24:0,1013333:24:1,1013370:25:1,1013606:24:0,1013753:4:1,1013784:25:0,1013962:4:1"
1257359271468766,38626,25,2,"0:2:1,255:18:0,403:16:1,1003024:24:0,1003213:16:1,1003219:24:1,1003474:16:0,1003553:24:0,1003747:24:1,1005186:24:0,1005423:24:1,1008962:24:0,1009134:24:1,1009437:24:0,1009624:24:1,1009631:25:1,1009896:16:0,1844140:24:0,1844321:4:1"
