d,st,et,p,sp,dp,ct,fp
0,1257259142877968,1029459,19,40855,25,abortive,"0:74:2:1:56007653:0,270:74:18:0:1864946934:56007654,423:66:16:1:56007654:1864946935,1011122:284:24:0:1864946935:56007654,1011301:66:16:1:56007654:1864947153,1011306:81:24:1:56007654:1864947153,1011562:66:16:0:1864947153:56007669,1011615:161:24:0:1864947153:56007669,1011792:95:24:1:56007669:1864947248,1013152:108:24:0:1864947248:56007698,1013325:96:24:1:56007698:1864947290,1016585:113:24:0:1864947290:56007728,1016754:71:24:1:56007728:1864947337,1017047:116:24:0:1864947337:56007733,1017194:91:24:1:56007733:1864947387,1017228:143:25:1:56007758:1864947387,1017488:66:16:0:1864947387:56007836,1029308:122:24:0:1864947387:56007836,1029459:60:4:1:56007836:0"
1,1257259142880547,153,2,54283,113,rst_during_handshake,"0:74:2:1:1861389944:0,153:60:20:0:0:1861389945"
0,1257259144939119,1057436,19,45071,25,abortive,"0:74:2:1:81365421:0,348:74:18:0:1897868614:81365422,519:66:16:1:81365422:1897868615,1010084:284:24:0:1897868615:81365422,1010272:66:16:1:81365422:1897868833,1010278:81:24:1:81365422:1897868833,1010527:66:16:0:1897868833:81365437,1010595:161:24:0:1897868833:81365437,1010769:95:24:1:81365437:1897868928,1017000:108:24:0:1897868928:81365466,1017164:99:24:1:81365466:1897868970,1020910:116:24:0:1897868970:81365499,1021083:71:24:1:81365499:1897869020,1021384:116:24:0:1897869020:81365504,1021570:94:24:1:81365504:1897869070,1021576:143:25:1:81365532:1897869070,1021843:66:16:0:1897869070:81365610,1057260:122:24:0:1897869070:81365610,1057436:60:4:1:81365610:0"
1,1257259144941979,172,2,52759,113,rst_during_handshake,"0:74:2:1:1895393284:0,172:60:20:0:0:1895393285"
0,1257259150132878,1055532,19,37928,25,abortive,"0:74:2:1:165676651:0,241:74:18:0:1983580505:165676652,387:66:16:1:165676652:1983580506,1010290:284:24:0:1983580506:165676652,1010481:66:16:1:165676652:1983580724,1010486:81:24:1:165676652:1983580724,1010737:66:16:0:1983580724:165676667,1010809:161:24:0:1983580724:165676667,1010989:95:24:1:165676667:1983580819,1012291:108:24:0:1983580819:165676696,1012470:95:24:1:165676696:1983580861,1034794:112:24:0:1983580861:165676725,1034961:71:24:1:165676725:1983580907,1035243:116:24:0:1983580907:165676730,1035394:90:24:1:165676730:1983580957,1035421:143:25:1:165676754:1983580957,1035679:66:16:0:1983580957:165676832,1055386:122:24:0:1983580957:165676832,1055532:60:4:1:165676832:0"
1,1257259150135208,172,2,55698,113,rst_during_handshake,"0:74:2:1:1978943335:0,172:60:20:0:0:1978943336"
0,1257259156337870,1205437,21,35674,25,abortive,"0:74:2:1:273147847:0,248:74:18:0:2079683613:273147848,417:66:16:1:273147848:2079683614,1015647:284:24:0:2079683614:273147848,1015833:66:16:1:273147848:2079683832,1015839:81:24:1:273147848:2079683832,1016094:66:16:0:2079683832:273147863,1016155:161:24:0:2079683832:273147863,1016336:95:24:1:273147863:2079683927,1017652:108:24:0:2079683927:273147892,1017820:97:24:1:273147892:2079683969,1054295:66:16:0:2079683969:273147923,1122381:114:24:0:2079683969:273147923,1122528:71:24:1:273147923:2079684017,1124690:66:16:0:2079684017:273147928,1124728:116:24:0:2079684017:273147928,1124949:92:24:1:273147928:2079684067,1124957:143:25:1:273147954:2079684067,1129872:66:16:0:2079684067:273148032,1205290:122:24:0:2079684067:273148032,1205437:60:4:1:273148032:0"
1,1257259156341483,175,2,48366,113,rst_during_handshake,"0:74:2:1:2075740161:0,175:60:20:0:0:2075740162"
0,1257259174109518,1030991,19,50529,25,abortive,"0:74:2:1:541430285:0,235:74:18:0:2352997291:541430286,381:66:16:1:541430286:2352997292,1004192:284:24:0:2352997292:541430286,1004382:66:16:1:541430286:2352997510,1004388:81:24:1:541430286:2352997510,1004632:66:16:0:2352997510:541430301,1004704:161:24:0:2352997510:541430301,1004884:95:24:1:541430301:2352997605,1006177:108:24:0:2352997605:541430330,1006358:94:24:1:541430330:2352997647,1009808:111:24:0:2352997647:541430358,1009978:71:24:1:541430358:2352997692,1010263:116:24:0:2352997692:541430363,1010448:89:24:1:541430363:2352997742,1010456:143:25:1:541430386:2352997742,1010715:66:16:0:2352997742:541430464,1030764:122:24:0:2352997742:541430464,1030991:60:4:1:541430464:0"
1,1257259174111924,160,2,46567,113,rst_during_handshake,"0:74:2:1:2360176962:0,160:60:20:0:0:2360176963"
