start_time,src_port,dst_port,close_type,packets
1257372290042564,32768,113,4,"0:2:0,154:20:1"
1257343064830498,32788,113,4,"0:2:0,152:20:1"
1257263724605731,32855,113,4,"0:2:0,148:20:1"
1257372264442032,32880,113,4,"0:2:0,151:20:1"
1257372262369791,33167,113,4,"0:2:0,152:20:1"
1257372155159380,33178,25,2,"0:2:1,245:18:0,389:16:1,1008058:24:0,1008248:16:1,1008253:24:1,1008508:16:0,1008582:24:0,1008754:24:1,1010245:24:0,1010420:24:1,1013425:24:0,1013602:24:1,1013898:24:0,1014086:24:1,1014093:25:1,1014363:16:0,2859023:24:0,2859169:4:1"
1257372199665858,33198,113,4,"0:2:0,147:20:1"
1257263654065731,33211,25,2,"0:2:1,259:18:0,447:16:1,1021293:24:0,1021529:16:1,1021533:24:1,1021779:16:0,1021847:24:0,1022018:24:1,1023247:24:0,1023439:24:1,1026286:24:0,1026459:24:1,1026732:24:0,1026919:24:1,1026926:25:1,1027195:16:0,1131625:24:0,1131786:4:1"
1257372300283703,33290,113,4,"0:2:0,152:20:1"
1257336178456959,33406,113,4,"0:2:0,149:20:1"
1257336051859726,33456,113,4,"0:2:0,149:20:1"
1257327120454556,33527,25,2,"0:2:1,248:18:0,392:16:1,1003530:24:0,1003733:16:1,1003739:24:1,1003983:16:0,1004035:24:0,1004211:24:1,1005429:24:0,1005607:24:1,1008541:24:0,1008716:24:1,1008999:24:0,1009186:24:1,1009193:25:1,1009472:16:0,1032050:24:0,1032196:4:1"
1257336124797402,33527,113,4,"0:2:0,150:20:1"
1257263696849251,33656,25,2,"0:2:1,345:18:0,530:16:1,1008850:24:0,1009039:16:1,1009044:24:1,1009293:16:0,1009367:24:0,1009552:24:1,1010900:24:0,1011092:24:1,1045113:24:0,1045281:24:1,1045565:24:0,1045755:24:1,1045761:25:1,1046029:16:0,1101292:24:0,1101442:4:1"
1257372290040222,33824,25,2,"0:2:1,247:18:0,393:16:1,1001252:24:0,1001438:16:1,1001444:24:1,1001701:16:0,1001786:24:0,1001962:24:1,1003279:24:0,1003457:24:1,1006608:24:0,1006756:24:1,1007049:24:0,1007239:24:1,1007246:25:1,1007508:16:0,1021042:24:0,1021209:4:1"
1257260035404310,33852,25,2,"0:2:1,242:18:0,388:16:1,1006433:24:0,1006618:16:1,1006623:24:1,1006867:16:0,1006939:24:0,1007114:24:1,1008366:24:0,1008539:24:1,1011674:24:0,1011867:24:1,1012234:24:0,1012452:24:1,1012459:25:1,1012849:16:0,1033051:24:0,1033206:4:1"
1257327131698022,33890,25,2,"0:2:1,251:18:0,397:16:1,1000611:24:0,1000797:16:1,1000803:24:1,1001058:16:0,1001132:24:0,1001309:24:1,1002586:24:0,1002756:24:1,1005694:24:0,1005866:24:1,1006160:24:0,1006338:24:1,1006345:25:1,1006611:16:0,1021438:24:0,1021587:4:1"
1257343013424876,33983,113,4,"0:2:0,151:20:1"
1257336187736688,34045,25,2,"0:2:1,244:18:0,390:16:1,1009389:24:0,1009573:16:1,1009577:24:1,1009825:16:0,1009875:24:0,1010051:24:1,1011264:24:0,1011422:24:1,1014546:24:0,1014716:24:1,1014995:24:0,1015185:24:1,1015192:25:1,1015453:16:0,1082702:24:0,1082851:4:1"
1257372195573016,34093,25,2,"0:2:1,242:18:0,388:16:1,1008250:24:0,1008438:16:1,1008443:24:1,1008692:16:0,1008755:24:0,1008934:24:1,1010144:24:0,1010323:24:1,1013338:24:0,1013484:24:1,1013761:24:0,1013953:24:1,1013960:25:1,1014233:16:0,1029316:24:0,1029464:4:1"
