d,st,et,p,sp,dp,ct,fp
0,1257265207857841,1034366,19,46932,25,abortive,"0:74:2:1:658386640:0,278:74:18:0:2486528818:658386641,456:66:16:1:658386641:2486528819,1006633:263:24:0:2486528819:658386641,1006829:66:16:1:658386641:2486529016,1006835:81:24:1:658386641:2486529016,1007085:66:16:0:2486529016:658386656,1007162:149:24:0:2486529016:658386656,1007345:95:24:1:658386656:2486529099,1008622:108:24:0:2486529099:658386685,1008810:96:24:1:658386685:2486529141,1011995:113:24:0:2486529141:658386715,1012190:71:24:1:658386715:2486529188,1012721:116:24:0:2486529188:658386720,1012935:91:24:1:658386720:2486529238,1012942:140:25:1:658386745:2486529238,1013216:66:16:0:2486529238:658386820,1034178:122:24:0:2486529238:658386820,1034366:60:4:1:658386820:0"
1,1257265207860335,151,2,33858,113,rst_during_handshake,"0:74:2:1:2477044324:0,151:60:20:0:0:2477044325"
0,1257265208881855,1028417,19,57510,25,abortive,"0:74:2:1:677262423:0,361:74:18:0:2498180384:677262424,551:66:16:1:677262424:2498180385,1008935:263:24:0:2498180385:677262424,1009117:66:16:1:677262424:2498180582,1009123:81:24:1:677262424:2498180582,1009369:66:16:0:2498180582:677262439,1009425:149:24:0:2498180582:677262439,1009601:95:24:1:677262439:2498180665,1010949:108:24:0:2498180665:677262468,1011122:94:24:1:677262468:2498180707,1014128:111:24:0:2498180707:677262496,1014297:71:24:1:677262496:2498180752,1014594:116:24:0:2498180752:677262501,1014783:89:24:1:677262501:2498180802,1014791:140:25:1:677262524:2498180802,1015052:66:16:0:2498180802:677262599,1028267:122:24:0:2498180802:677262599,1028417:60:4:1:677262599:0"
1,1257265208884370,151,2,59275,113,rst_during_handshake,"0:74:2:1:2500534691:0,151:60:20:0:0:2500534692"
0,1257265216108833,1022128,19,54557,25,abortive,"0:74:2:1:792362247:0,245:74:18:0:2601122936:792362248,448:66:16:1:792362248:2601122937,1002323:263:24:0:2601122937:792362248,1002544:66:16:1:792362248:2601123134,1002549:81:24:1:792362248:2601123134,1002903:66:16:0:2601123134:792362263,1002905:149:24:0:2601123134:792362263,1003131:95:24:1:792362263:2601123217,1004525:108:24:0:2601123217:792362292,1004681:93:24:1:792362292:2601123259,1007229:110:24:0:2601123259:792362319,1007397:71:24:1:792362319:2601123303,1007677:116:24:0:2601123303:792362324,1007868:88:24:1:792362324:2601123353,1007876:140:25:1:792362346:2601123353,1008146:66:16:0:2601123353:792362421,1021943:122:24:0:2601123353:792362421,1022128:60:4:1:792362421:0"
1,1257265216111343,230,2,38414,113,rst_during_handshake,"0:74:2:1:2609501708:0,230:60:20:0:0:2609501709"
0,1257265217127739,1021402,19,36540,25,abortive,"0:74:2:1:810157419:0,248:74:18:0:2620589853:810157420,415:66:16:1:810157420:2620589854,1003440:263:24:0:2620589854:810157420,1003628:66:16:1:810157420:2620590051,1003634:81:24:1:810157420:2620590051,1003886:66:16:0:2620590051:810157435,1003955:149:24:0:2620590051:810157435,1004135:95:24:1:810157435:2620590134,1005358:108:24:0:2620590134:810157464,1005538:96:24:1:810157464:2620590176,1008045:113:24:0:2620590176:810157494,1008229:71:24:1:810157494:2620590223,1008513:116:24:0:2620590223:810157499,1008705:91:24:1:810157499:2620590273,1008712:140:25:1:810157524:2620590273,1009066:66:16:0:2620590273:810157599,1021185:122:24:0:2620590273:810157599,1021402:60:4:1:810157599:0"
1,1257265217130149,148,2,39739,113,rst_during_handshake,"0:74:2:1:2623597111:0,148:60:20:0:0:2623597112"
0,1257265218149863,1030093,19,54503,25,abortive,"0:74:2:1:821441782:0,350:74:18:0:2646882684:821441783,522:66:16:1:821441783:2646882685,1011359:263:24:0:2646882685:821441783,1011549:66:16:1:821441783:2646882882,1011556:81:24:1:821441783:2646882882,1011804:66:16:0:2646882882:821441798,1011852:149:24:0:2646882882:821441798,1012030:95:24:1:821441798:2646882965,1013367:108:24:0:2646882965:821441827,1013547:94:24:1:821441827:2646883007,1016710:111:24:0:2646883007:821441855,1016881:71:24:1:821441855:2646883052,1017178:116:24:0:2646883052:821441860,1017366:89:24:1:821441860:2646883102,1017373:140:25:1:821441883:2646883102,1017635:66:16:0:2646883102:821441958,1029943:122:24:0:2646883102:821441958,1030093:60:4:1:821441958:0"
1,1257265218152408,148,2,57469,113,rst_during_handshake,"0:74:2:1:2640965318:0,148:60:20:0:0:2640965319"
