d,st,et,p,sp,dp,ct,fp
0,1257264526888311,4921553,21,38165,25,abortive,"0:74:2:1:2877260654:0,265:74:18:0:388083102:2877260655,417:66:16:1:2877260655:388083103,1006452:263:24:0:388083103:2877260655,1006643:66:16:1:2877260655:388083300,1006649:81:24:1:2877260655:388083300,1006893:66:16:0:388083300:2877260670,1006961:149:24:0:388083300:2877260670,1007134:95:24:1:2877260670:388083383,1010558:108:24:0:388083383:2877260699,1010742:96:24:1:2877260699:388083425,1050777:66:16:0:388083425:2877260729,4784775:113:24:0:388083425:2877260729,4784971:71:24:1:2877260729:388083472,4785226:66:16:0:388083472:2877260734,4785283:116:24:0:388083472:2877260734,4785495:91:24:1:2877260734:388083522,4785501:143:25:1:2877260759:388083522,4785852:66:16:0:388083522:2877260837,4921377:122:24:0:388083522:2877260837,4921553:60:4:1:2877260837:0"
1,1257264526890721,150,2,41802,113,rst_during_handshake,"0:74:2:1:396177815:0,150:60:20:0:0:396177816"
0,1257264533774111,1314990,21,59824,25,abortive,"0:74:2:1:2980179735:0,247:74:18:0:500603670:2980179736,393:66:16:1:2980179736:500603671,1205385:263:24:0:500603671:2980179736,1205578:66:16:1:2980179736:500603868,1205583:81:24:1:2980179736:500603868,1205851:66:16:0:500603868:2980179751,1205933:149:24:0:500603868:2980179751,1206114:95:24:1:2980179751:500603951,1209633:108:24:0:500603951:2980179780,1209807:94:24:1:2980179780:500603993,1242930:66:16:0:500603993:2980179808,1252236:111:24:0:500603993:2980179808,1252408:71:24:1:2980179808:500604038,1252670:66:16:0:500604038:2980179813,1252737:116:24:0:500604038:2980179813,1252931:89:24:1:2980179813:500604088,1252937:143:25:1:2980179836:500604088,1253216:66:16:0:500604088:2980179914,1314843:122:24:0:500604088:2980179914,1314990:60:4:1:2980179914:0"
1,1257264533798958,170,2,35651,113,rst_during_handshake,"0:74:2:1:507505318:0,170:60:20:0:0:507505319"
0,1257264537234713,1253180,21,54111,25,abortive,"0:74:2:1:3039618831:0,263:74:18:0:555093484:3039618832,397:66:16:1:3039618832:555093485,1004918:263:24:0:555093485:3039618832,1005102:66:16:1:3039618832:555093682,1005107:81:24:1:3039618832:555093682,1005351:66:16:0:555093682:3039618847,1005399:149:24:0:555093682:3039618847,1005574:95:24:1:3039618847:555093765,1008969:108:24:0:555093765:3039618876,1009167:95:24:1:3039618876:555093807,1044857:66:16:0:555093807:3039618905,1046372:112:24:0:555093807:3039618905,1046558:71:24:1:3039618905:555093853,1046805:66:16:0:555093853:3039618910,1046845:116:24:0:555093853:3039618910,1047035:90:24:1:3039618910:555093903,1047042:143:25:1:3039618934:555093903,1047301:66:16:0:555093903:3039619012,1253025:122:24:0:555093903:3039619012,1253180:60:4:1:3039619012:0"
1,1257264537237130,181,2,33151,113,rst_during_handshake,"0:74:2:1:561997832:0,181:60:20:0:0:561997833"
0,1257264543482052,1019621,19,42389,25,abortive,"0:74:2:1:3132339278:0,417:74:18:0:654525538:3132339279,588:66:16:1:3132339279:654525539,1003523:263:24:0:654525539:3132339279,1003712:66:16:1:3132339279:654525736,1003719:81:24:1:3132339279:654525736,1003968:66:16:0:654525736:3132339294,1004016:149:24:0:654525736:3132339294,1004196:95:24:1:3132339294:654525819,1007710:108:24:0:654525819:3132339323,1007875:95:24:1:3132339323:654525861,1010863:112:24:0:654525861:3132339352,1011033:71:24:1:3132339352:654525907,1011310:116:24:0:654525907:3132339357,1011497:90:24:1:3132339357:654525957,1011504:143:25:1:3132339381:654525957,1011772:66:16:0:654525957:3132339459,1019461:122:24:0:654525957:3132339459,1019621:60:4:1:3132339459:0"
1,1257264543484710,150,2,34960,113,rst_during_handshake,"0:74:2:1:648027149:0,150:60:20:0:0:648027150"
0,1257264545536614,1364573,21,48250,25,abortive,"0:74:2:1:3168782164:0,240:74:18:0:678935172:3168782165,386:66:16:1:3168782165:678935173,1012835:263:24:0:678935173:3168782165,1013062:66:16:1:3168782165:678935370,1013068:81:24:1:3168782165:678935370,1013454:66:16:0:678935370:3168782180,1013456:149:24:0:678935370:3168782180,1013685:95:24:1:3168782180:678935453,1017198:108:24:0:678935453:3168782209,1017359:98:24:1:3168782209:678935495,1061489:66:16:0:678935495:3168782241,1116572:115:24:0:678935495:3168782241,1116772:71:24:1:3168782241:678935544,1117282:66:16:0:678935544:3168782246,1117332:116:24:0:678935544:3168782246,1117548:93:24:1:3168782246:678935594,1117556:143:25:1:3168782273:678935594,1117850:66:16:0:678935594:3168782351,1364426:122:24:0:678935594:3168782351,1364573:60:4:1:3168782351:0"
1,1257264545539017,149,2,57132,113,rst_during_handshake,"0:74:2:1:694648245:0,149:60:20:0:0:694648246"
