start_time,src_port,dst_port,close_type,packets
1257299821323358,32781,113,4,"0:2:0,149:20:1"
1257426046008341,32836,113,4,"0:2:0,149:20:1"
1257426024377973,32999,25,2,"0:2:1,249:18:0,395:16:1,1005595:24:0,1005778:16:1,1005784:24:1,1006033:16:0,1006118:24:0,1006289:24:1,1007650:24:0,1007825:24:1,1010597:24:0,1010765:24:1,1011268:24:0,1011536:24:1,1011549:25:1,1011985:16:0,1059566:24:0,1059713:4:1"
1257426283414384,33200,25,2,"0:2:1,251:18:0,398:16:1,1004223:24:0,1004408:16:1,1004414:24:1,1004658:16:0,1004709:24:0,1004882:24:1,1006205:24:0,1006391:24:1,1009361:24:0,1009528:24:1,1009820:24:0,1010012:24:1,1010018:25:1,1010281:16:0,1021701:24:0,1021848:4:1"
1257425921162245,33396,25,2,"0:2:1,249:18:0,395:16:1,1009650:24:0,1009841:16:1,1009847:24:1,1010117:16:0,1010186:24:0,1010359:24:1,1011747:24:0,1011964:24:1,1014727:24:0,1014901:24:1,1015188:24:0,1015369:24:1,1015375:25:1,1015642:16:0,1490108:24:0,1490286:4:1"
1257426283416814,33692,113,4,"0:2:0,149:20:1"
1257426043950377,33812,25,2,"0:2:1,249:18:0,398:16:1,1002473:24:0,1002688:16:1,1002694:24:1,1003194:16:0,1003273:24:0,1003522:24:1,1004886:24:0,1005054:24:1,1008077:24:0,1008246:24:1,1008525:24:0,1008717:24:1,1008724:25:1,1008987:16:0,1036493:24:0,1036638:4:1"
1257285268106616,33974,25,2,"0:2:1,250:18:0,393:16:1,1034376:24:0,1034560:16:1,1034565:24:1,1034814:16:0,1034881:24:0,1035058:24:1,1036287:24:0,1036460:24:1,1049264:24:0,1049443:24:1,1049748:24:0,1049932:24:1,1049939:25:1,1050213:16:0,1140232:24:0,1140377:4:1"
1257285278588572,34184,113,4,"0:2:0,277:20:1"
1257426313105143,34226,25,2,"0:2:1,245:18:0,392:16:1,1003029:24:0,1003215:16:1,1003221:24:1,1003471:16:0,1003550:24:0,1003729:24:1,1005014:24:0,1005192:24:1,1007974:24:0,1008125:24:1,1008404:24:0,1008597:24:1,1008604:25:1,1008877:16:0,1017794:24:0,1017968:4:1"
1257299793433086,34263,25,2,"0:2:1,247:18:0,394:16:1,1003978:24:0,1004318:16:1,1004323:24:1,1004579:16:0,1004638:24:0,1004814:24:1,1006051:24:0,1006335:24:1,1009390:24:0,1009679:24:1,1009959:24:0,1010337:24:1,1010344:25:1,1010609:16:0,1112371:24:0,1112516:4:1"
1257426299825557,34470,25,2,"0:2:1,248:18:0,394:16:1,1002006:24:0,1002191:16:1,1002196:24:1,1002450:16:0,1002529:24:0,1002704:24:1,1003959:24:0,1004139:24:1,1006955:24:0,1007130:24:1,1007425:24:0,1007612:24:1,1007618:25:1,1007879:16:0,1021111:24:0,1021292:4:1"
1257425864841193,34480,25,2,"0:2:1,251:18:0,398:16:1,1003649:24:0,1003834:16:1,1003840:24:1,1004097:16:0,1004183:24:0,1004358:24:1,1005658:24:0,1005839:24:1,1008881:24:0,1009029:24:1,1009307:24:0,1009498:24:1,1009504:25:1,1009775:16:0,1019428:24:0,1019574:4:1"
1257264422123808,34817,113,4,"0:2:0,152:20:1"
1257426000613227,34894,113,4,"0:2:0,163:20:1"
1257426035696488,35053,113,4,"0:2:0,151:20:1"
1257425873020286,35059,25,2,"0:2:1,248:18:0,394:16:1,1010913:24:0,1011101:16:1,1011106:24:1,1011359:16:0,1011450:24:0,1011629:24:1,1012987:24:0,1013206:24:1,1016260:24:0,1016431:24:1,1016724:24:0,1016908:24:1,1016914:25:1,1017182:16:0,1029554:24:0,1029702:4:1"
1257425893799406,35135,25,2,"0:2:1,241:18:0,387:16:1,1002360:24:0,1002546:16:1,1002552:24:1,1002804:16:0,1002864:24:0,1003036:24:1,1004316:24:0,1004487:24:1,1007358:24:0,1007528:24:1,1007926:24:0,1008107:24:1,1008140:25:1,1008403:16:0,1020521:24:0,1020669:4:1"
1257426023343326,35265,25,2,"0:2:1,252:18:0,398:16:1,1018192:24:0,1018370:16:1,1018376:24:1,1018658:16:0,1018682:24:0,1018866:24:1,1020087:24:0,1020259:24:1,1022895:24:0,1023068:24:1,1023346:24:0,1023528:24:1,1023535:25:1,1023806:16:0,1082475:24:0,1082621:4:1"
1257426305949629,35330,113,4,"0:2:0,150:20:1"
1257346188499870,35566,25,2,"0:2:1,254:18:0,402:16:1,1002461:24:0,1002650:16:1,1002655:24:1,1002904:16:0,1002952:24:0,1003131:24:1,1004395:24:0,1004564:24:1,1007522:24:0,1007731:24:1,1008309:24:0,1008517:24:1,1008524:25:1,1009074:16:0,1019368:24:0,1019538:4:1"
1257426276215482,35717,25,2,"0:2:1,418:18:0,608:16:1,1011545:24:0,1011696:16:1,1011726:24:1,1011967:16:0,1012050:24:0,1012227:24:1,1013575:24:0,1013722:24:1,1016802:24:0,1016975:24:1,1017272:24:0,1017459:24:1,1017466:25:1,1017735:16:0,1302507:24:0,1302706:4:1"
1257426025400655,35768,25,2,"0:2:1,310:18:0,496:16:1,1008729:24:0,1008949:16:1,1008955:24:1,1009216:16:0,1009281:24:0,1009454:24:1,1010666:24:0,1010851:24:1,1013540:24:0,1013686:24:1,1013963:24:0,1014157:24:1,1014165:25:1,1014433:16:0,1024512:24:0,1024686:4:1"
1257425896865485,35785,113,4,"0:2:0,149:20:1"
1257425891754931,35819,25,2,"0:2:1,251:18:0,399:16:1,1007783:24:0,1008065:16:1,1008077:24:1,1008444:16:0,1008565:24:0,1008782:24:1,1010128:24:0,1010325:24:1,1013047:24:0,1013218:24:1,1013494:24:0,1013677:24:1,1013683:25:1,1013953:16:0,1027666:24:0,1027812:4:1"
1257425945955478,35822,25,2,"0:2:1,551:18:0,784:16:1,1007103:24:0,1007310:16:1,1007315:24:1,1007571:16:0,1007635:24:0,1007810:24:1,1009086:24:0,1009258:24:1,1011990:24:0,1012165:24:1,1012459:24:0,1012647:24:1,1012653:25:1,1012918:16:0,1030296:24:0,1030444:4:1"
1257425976919220,36169,25,2,"0:2:1,251:18:0,406:16:1,1015030:24:0,1015214:16:1,1015220:24:1,1015477:16:0,1015545:24:0,1015719:24:1,1017004:24:0,1017181:24:1,1019911:24:0,1020077:24:1,1020371:24:0,1020566:24:1,1020573:25:1,1020842:16:0,1078241:24:0,1078397:4:1"
1257426036711245,36370,25,2,"0:2:1,252:18:0,395:16:1,1007370:24:0,1007558:16:1,1007564:24:1,1007826:16:0,1007901:24:0,1008071:24:1,1009459:24:0,1009662:24:1,1012369:24:0,1012542:24:1,1012818:24:0,1013004:24:1,1013012:25:1,1013292:16:0,1059051:24:0,1059224:4:1"
1257425983088503,36644,113,4,"0:2:0,151:20:1"
1257425860766520,36658,113,4,"0:2:0,149:20:1"
1257426299827967,36718,113,4,"0:2:0,150:20:1"
1257426008979490,36719,25,2,"0:2:1,251:18:0,398:16:1,1007297:24:0,1007480:16:1,1007487:24:1,1007736:16:0,1007808:24:0,1007987:24:1,1009232:24:0,1009410:24:1,1012347:24:0,1012491:24:1,1012766:24:0,1012960:24:1,1012967:25:1,1013237:16:0,1026901:24:0,1027088:4:1"
1257299821320930,36794,25,2,"0:2:1,249:18:0,396:16:1,1003071:24:0,1003260:16:1,1003264:24:1,1003511:16:0,1003586:24:0,1003759:24:1,1005030:24:0,1005211:24:1,1007937:24:0,1008107:24:1,1008388:24:0,1008580:24:1,1008586:25:1,1008857:16:0,1022354:24:0,1022503:4:1"
1257425930475511,36900,113,4,"0:2:0,176:20:1"
1257426038763132,36972,25,2,"0:2:1,252:18:0,406:16:1,1010190:24:0,1010374:16:1,1010380:24:1,1010640:16:0,1010720:24:0,1010897:24:1,1012333:24:0,1012521:24:1,1015677:24:0,1015842:24:1,1016135:24:0,1016324:24:1,1016330:25:1,1016614:16:0,1046586:24:0,1046752:4:1"
1257426025403119,37047,113,4,"0:2:0,149:20:1"
1257346149074234,37097,113,4,"0:2:0,150:20:1"
1257425914394140,37190,25,2,"0:2:1,250:18:0,414:16:1,1008389:24:0,1008576:16:1,1008581:24:1,1008834:16:0,1008927:24:0,1009104:24:1,1010429:24:0,1010618:24:1,1013560:24:0,1013730:24:1,1014028:24:0,1014211:24:1,1014218:25:1,1014484:16:0,1025040:24:0,1025199:4:1"
