start_time,src_port,dst_port,close_type,packets
1257422231897292,1042,80,7,0:2:0
1257314216887624,1052,80,7,0:2:0
1257399278844993,1113,80,7,0:2:0
1257404319938498,1129,80,7,0:2:0
1257366420850490,1141,80,8,"0:2:0,144:18:1,4192159:18:1,10394599:18:1,22394893:18:1"
1257314220887898,1180,80,7,0:2:0
1257425554856861,1207,80,7,0:2:0
1257354404832073,1208,80,8,"0:2:0,142:18:1,3020373:18:1,9220485:18:1,21220769:18:1"
1257354384840630,1336,80,7,0:2:0
1257276624909706,1522,80,8,"0:2:0,143:18:1,3536978:18:1,9534705:18:1,21537408:18:1,45537952:18:1,93739018:18:1"
1257374812924122,1535,80,8,"0:2:0,166:18:1,3371293:18:1,9371428:18:1,21371705:18:1,45367868:18:1,93568945:18:1"
1257404307936804,1563,80,7,0:2:0
1257425590859089,1589,80,7,0:2:0
1257366444852300,1613,80,7,0:2:0
1257307311849602,1622,80,8,"0:2:0,142:18:1,3602812:18:1,9602975:18:1,21603228:18:1,45603767:18:1"
1257334801852228,1663,80,7,0:2:0
1257422311905864,1673,80,8,"0:2:0,144:18:1,3580108:18:1,9576505:18:1"
1257307167832821,1679,80,7,0:2:0
1257337613806728,1703,80,8,"0:2:0,145:18:1"
1257323181850625,1905,80,8,"0:2:0,142:18:1,3186323:18:1,9186453:18:1"
1257336441851691,2039,80,7,0:2:0
1257331548866485,2108,80,8,"0:2:0,142:18:1,3371563:18:1,9368718:18:1"
1257274080857726,2163,80,8,"0:2:0,143:18:1,4191746:18:1,10191882:18:1,22192144:18:1,46392684:18:1,94399760:18:1"
1257459326883821,2215,80,7,0:2:0
1257404411959485,2261,80,7,0:2:0
1257425666870556,2332,80,7,0:2:0
1257404439963121,2334,80,8,"0:2:0,141:18:1,4162709:18:1,10167212:18:1"
1257378388857204,2348,80,7,0:2:0
1257336393845629,2366,80,7,0:2:0
1257336453853317,2456,80,7,0:2:0
1257459278869560,2462,80,8,"0:2:0,143:18:1,4584879:18:1,10597889:18:1"
1257378384858900,2497,80,7,0:2:0
1257425678871588,2510,80,7,0:2:0
1257282291856663,2536,80,8,"0:2:0,138:18:1,3559977:18:1,9560111:18:1,21563401:18:1"
1257354388838973,2724,80,7,0:2:0
1257374736918874,2751,80,7,0:2:0
1257274040854990,2755,80,7,0:2:0
1257378376862216,2805,80,8,"0:2:0,143:18:1,4368684:18:1,10368812:18:1,22369073:18:1"
1257459214862729,2828,80,8,"0:2:0,141:18:1,3390113:18:1,9390266:18:1,21390529:18:1"
1257314248889778,2836,80,8,"0:2:0,144:18:1,3486185:18:1,9481449:18:1,21479280:18:1,45481691:18:1,93682763:18:1"
1257314080875134,2881,80,7,0:2:0
1257404435962598,2948,80,8,"0:2:0,140:18:1,3167492:18:1,9167635:18:1,21167903:18:1"
1257264598827500,3019,80,7,0:2:0
1257334765846136,3060,80,7,0:2:0
1257354472803110,3133,80,7,0:2:0
1257398283833368,3134,80,7,0:2:0
1257314096877754,3194,80,8,"0:2:0,140:18:1,3169129:18:1,9166228:18:1"
1257323317869328,3237,80,8,"0:2:0,142:18:1,3524713:18:1,9519972:18:1,21521127:18:1,45519795:18:1,93720867:18:1"
1257354408830529,3255,80,7,0:2:0
1257354468804778,3348,80,8,"0:2:0,144:18:1,3038939:18:1,9036096:18:1"
1257398199826539,3391,80,7,0:2:0
1257374684909462,3425,80,7,0:2:0
1257348398861082,3495,80,7,0:2:0
1257290444864179,3530,80,8,"0:2:0,139:18:1,3577449:18:1,9573210:18:1"
1257337441834827,3531,80,7,0:2:0
1257283129872281,3537,80,7,0:2:0
1257290312853272,3601,80,7,0:2:0
1257307275846161,3680,80,7,0:2:0
1257374652906813,3684,80,7,0:2:0
1257290344856030,3691,80,7,0:2:0
1257354396835592,3694,80,7,0:2:0
1257354324851537,3751,80,8,"0:2:0,142:18:1,2994250:18:1,8996269:18:1,21196496:18:1"
1257290376858741,3753,80,7,0:2:0
1257276596867876,3836,80,7,0:2:0
1257290416862158,3966,80,7,0:2:0
1257459338884645,4014,80,7,0:2:0
1257354304859257,4057,80,8,"0:2:0,135:18:1,3787966:18:1,9788097:18:1,21788367:18:1"
1257425550856529,4062,80,7,0:2:0
1257378456842225,4089,80,8,"0:2:0,143:18:1,3390676:18:1,9394567:18:1"
1257331580869169,4098,80,7,0:2:0
1257425502848395,4118,80,7,0:2:0
1257425518853500,4167,80,7,0:2:0
1257374796923130,4188,80,8,"0:2:0,142:18:1,3967586:18:1,9967709:18:1,21967990:18:1,46168514:18:1"
1257307299848497,4326,80,8,"0:2:0,142:18:1,3403663:18:1,9603791:18:1,21604084:18:1,45604610:18:1,93809689:18:1"
1257337577812661,4411,80,8,"0:2:0,148:18:1,4384729:18:1,10584861:18:1"
1257334853859695,4478,80,8,"0:2:0,145:18:1,4350510:18:1,10350638:18:1,22550904:18:1,46551436:18:1,94752510:18:1"
1257290328854648,4513,80,7,0:2:0
1257314136881151,4625,80,7,0:2:0
1257459238864733,4638,80,7,0:2:0
1257290320853946,4677,80,7,0:2:0
1257283133873121,4755,80,7,0:2:0
1257374708911488,4761,80,8,"0:2:0,143:18:1,3976627:18:1,9972387:18:1,21977665:18:1"
1257422327906714,4785,80,8,"0:2:0,144:18:1,3975889:18:1,9976018:18:1,22180045:18:1,46180579:18:1,94381661:18:1"
1257399270848070,4835,80,7,0:2:0
1257334757845005,4868,80,7,0:2:0
1257374696910494,4949,80,8,"0:2:0,145:18:1,3777356:18:1"
1257334697832317,5015,80,7,0:2:0
1257348326855477,5022,80,7,0:2:0
1257307131828499,5158,80,7,0:2:0
1257323245856119,5216,80,8,"0:2:0,142:18:1,3564297:18:1,9561421:18:1,21555701:18:1"
1257282251848729,5241,80,7,0:2:0
1257336469855111,5276,80,8,"0:2:0,144:18:1,4165183:18:1,10167395:18:1,22167682:18:1"
1257422307905652,5416,80,8,"0:2:0,143:18:1,3376506:18:1,9376630:18:1"
1257378396853900,5426,80,7,0:2:0
1257399386836570,5441,80,8,"0:2:0,143:18:1,3218086:18:1"
1257366428851132,5508,80,7,0:2:0
1257314192885902,5532,80,8,"0:2:0,142:18:1,3914734:18:1,9913727:18:1,21906141:18:1"
1257337605806086,5608,80,8,"0:2:0,144:18:1"
1257314088877081,5715,80,8,"0:2:0,143:18:1,4173119:18:1,10172119:18:1,22164532:18:1"
1257399306834393,5718,80,7,0:2:0
1257354701792500,5721,80,8,"0:2:0,142:18:1,3226031:18:1,9226176:18:1"
1257290460865244,5845,80,8,"0:2:0,141:18:1,4176743:18:1,10376869:18:1,22377161:18:1,46373334:18:1,94584773:18:1"
1257354653787637,5875,80,7,0:2:0
1257258843881363,5904,80,8,"0:2:0,156:18:1,3590342:18:1,9590468:18:1,21590742:18:1,45591273:18:1"
1257337445835929,5931,80,7,0:2:0
1257398247830429,5943,80,8,"0:2:0,142:18:1,3383014:18:1,9387544:18:1,21387807:18:1"
1257334769846811,5980,80,7,0:2:0
1257323285859171,6030,80,7,0:2:0
1257348394860937,6035,80,7,0:2:0
1257422219896584,6045,80,7,0:2:0
1257398239829755,6053,80,7,0:2:0
1257323321869578,6058,80,8,"0:2:0,143:18:1,4120381:18:1,10118854:18:1,22119122:18:1,46321533:18:1,94520724:18:1"
1257404371952806,6095,80,7,0:2:0
1257459262868349,6231,80,7,0:2:0
1257257968844276,6282,80,7,0:2:0
1257275996800872,6282,80,7,0:2:0
1257374740919193,6303,80,7,0:2:0
1257354593781381,6306,80,7,0:2:0
1257366348843341,6317,80,7,0:2:0
1257314260890486,6431,80,8,"0:2:0,141:18:1"
1257282287855018,6500,80,8,"0:2:0,144:18:1,3361535:18:1,9361668:18:1,21364943:18:1,45565473:18:1"
1257334753844261,6553,80,7,0:2:0
1257374808923884,6583,80,8,"0:2:0,140:18:1,4367122:18:1,10371615:18:1,22371889:18:1,46568458:18:1"
1257290292851017,6613,80,7,0:2:0
1257275972798554,6618,80,7,0:2:0
1257422223896807,6624,80,8,"0:2:0,146:18:1,3983222:18:1,9979609:18:1,22183607:18:1"
1257290384859416,6626,80,7,0:2:0
1257404379953914,6670,80,7,0:2:0
1257399298837449,6748,80,7,0:2:0
1257348278850308,6858,80,8,"0:2:0,172:18:1,3986536:18:1,9986662:18:1,21986937:18:1"
1257276652912436,6864,80,8,"0:2:0,179:18:1,3934909:18:1,9935022:18:1,22135313:18:1,46135845:18:1"
1257399366834944,6899,80,8,"0:2:0,142:18:1,4019282:18:1,10021291:18:1,22021566:18:1,46020222:18:1,94239165:18:1"
1257404459965954,6931,80,7,0:2:0
1257258823879900,7029,80,8,"0:2:0,137:18:1,4191372:18:1,10191502:18:1,22191770:18:1,46192302:18:1"
1257331616872198,7058,80,8,"0:2:0,133:18:1,3333386:18:1,9326779:18:1"
1257399322830976,7091,80,7,0:2:0
1257323161848950,7222,80,8,"0:2:0,148:18:1,3987580:18:1"
1257323169849649,7251,80,7,0:2:0
1257314204886754,7383,80,7,0:2:0
1257422275899868,7526,80,8,"0:2:0,140:18:1,4381338:18:1,10381493:18:1,22581724:18:1"
1257374676908813,7598,80,7,0:2:0
1257399362834619,7633,80,8,"0:2:0,142:18:1,3421376:18:1,9419635:18:1,21419906:18:1,45422339:18:1"
1257459314883023,7673,80,8,"0:2:0,141:18:1,3385082:18:1,9385205:18:1"
1257290480866514,7685,80,8,"0:2:0,142:18:1,3775919:18:1"
1257398339849599,7714,80,8,"0:2:0,143:18:1,3383266:18:1,9379036:18:1,21379307:18:1,45584203:18:1"
1257334793850834,7778,80,7,0:2:0
1257290440863899,7858,80,8,"0:2:0,141:18:1,4177623:18:1,10177783:18:1"
1257404455965468,7894,80,8,"0:2:0,140:18:1,4565104:18:1,10560855:18:1"
1257425622866923,7931,80,7,0:2:0
1257459254867705,8003,80,8,"0:2:0,141:18:1,4187047:18:1,10188191:18:1"
1257354573768117,8018,80,7,0:2:0
1257425506848894,8024,80,7,0:2:0
1257422155884012,8026,80,8,"0:2:0,147:18:1,3585720:18:1,9789601:18:1"
1257276588866072,8027,80,8,"0:2:0,193:18:1,3773822:18:1,9773967:18:1,21980220:18:1"
1257257972842576,8031,80,7,0:2:0
1257348430863537,8084,80,8,"0:2:0,181:18:1,3176675:18:1,9176814:18:1"
1257290364857706,8131,80,7,0:2:0
1257307259844584,8145,80,7,0:2:0
1257425638868144,8226,80,7,0:2:0
1257404351949991,8288,80,8,"0:2:0,143:18:1,3978256:18:1,9974019:18:1,21978662:18:1"
1257307251843785,8308,80,7,0:2:0
1257354689791534,8400,80,8,"0:2:0,189:18:1,3226741:18:1,9225163:18:1"
1257354432820174,8415,80,7,0:2:0
1257422251898479,8497,80,7,0:2:0
1257366448852749,8679,80,7,0:2:0
1257398335849342,8827,80,8,"0:2:0,143:18:1,3982795:18:1"
1257354424823580,8828,80,7,0:2:0
1257378460842226,8947,80,8,"0:2:0,146:18:1,3994534:18:1,9990918:18:1,21991198:18:1"
1257459334884377,8985,80,7,0:2:0
1257334861860583,9032,80,8,"0:2:0,144:18:1,4349802:18:1,10349920:18:1,22550192:18:1,46548849:18:1"
1257276060805294,9177,80,8,"0:2:0,159:18:1"
1257283105868944,9248,80,8,"0:2:0,140:18:1,4056703:18:1,10053844:18:1"
1257398179824758,9301,80,8,"0:2:0,142:18:1,4196367:18:1,10193501:18:1,22191993:18:1"
1257307235840273,9312,80,7,0:2:0
1257336497858541,9317,80,8,"0:2:0,143:18:1,3364455:18:1,9364585:18:1"
1257276608908112,9357,80,7,0:2:0
1257276632910459,9395,80,7,0:2:0
1257337517828084,9402,80,7,0:2:0
1257425646868834,9403,80,7,0:2:0
1257323205852656,9464,80,8,"0:2:0,142:18:1"
1257399254854258,9498,80,7,0:2:0
1257323157849048,9509,80,7,0:2:0
1257422291900767,9543,80,8,"0:2:0,144:18:1,3580771:18:1,9580917:18:1"
1257337509830845,9580,80,7,0:2:0
1257354332852139,9659,80,7,0:2:0
1257354545764720,9669,80,7,0:2:0
1257354460808267,9672,80,7,0:2:0
1257459274869271,9703,80,7,0:2:0
1257290464865505,9755,80,8,"0:2:0,143:18:1,3176550:18:1,9176690:18:1,21376960:18:1,45383493:18:1,93584579:18:1"
1257404359951152,9787,80,7,0:2:0
1257398227828774,9825,80,7,0:2:0
1257334685829528,9833,80,7,0:2:0
1257307139829660,10053,80,7,0:2:0
1257378452841825,10108,80,7,0:2:0
1257366308836469,10177,80,7,0:2:0
1257336445852140,10223,80,7,0:2:0
1257274024853990,10235,80,7,0:2:0
1257366432851426,10288,80,8,"0:2:0,155:18:1,3192348:18:1,9193901:18:1,21194200:18:1"
1257354685791017,10389,80,7,0:2:0
1257331676876163,10499,80,8,"0:2:0,146:18:1,3702528:18:1,9702652:18:1"
1257374820924620,10503,80,8,"0:2:0,142:18:1"
1257398287833783,10550,80,8,"0:2:0,144:18:1,3784944:18:1,9785072:18:1,21793982:18:1"
1257337541820038,10637,80,8,"0:2:0,141:18:1,3771522:18:1"
1257336525861778,10638,80,8,"0:2:0,144:18:1,4361866:18:1,10358235:18:1,22562259:18:1,46562784:18:1"
