start_time,src_port,dst_port,close_type,packets
1257359200150932,33044,25,2,"0:2:1,248:18:0,394:16:1,1009383:24:0,1009570:16:1,1009575:24:1,1009829:16:0,1009916:24:0,1010094:24:1,1011460:24:0,1011661:24:1,1014182:24:0,1014404:24:1,1014727:24:0,1014919:24:1,1014926:25:1,1015197:16:0,2781503:24:0,2781714:4:1"
1257359299037902,33088,25,2,"0:2:1,248:18:0,398:16:1,1007184:24:0,1007364:16:1,1007393:24:1,1007751:16:0,1007815:24:0,1008032:24:1,1009552:24:0,1009779:24:1,1012323:24:0,1012495:24:1,1012788:24:0,1012975:24:1,1012983:25:1,1013248:16:0,1047968:24:0,1048158:4:1"
1257359314936763,33106,25,2,"0:2:1,247:18:0,394:16:1,1008640:24:0,1008828:16:1,1008834:24:1,1009086:16:0,1009142:24:0,1009320:24:1,1010765:24:0,1010994:24:1,1017652:24:0,1017828:24:1,1018135:24:0,1018317:24:1,1018325:25:1,1018603:16:0,1048678:24:0,1048839:4:1"
1257279779907524,33452,25,2,"0:2:1,249:18:0,395:16:1,1002945:24:0,1003167:16:1,1003172:24:1,1003541:16:0,1003542:24:0,1003744:24:1,1005032:24:0,1005210:24:1,1007682:24:0,1007906:24:1,1008306:24:0,1008521:24:1,1008527:25:1,1008901:16:0,1020460:24:0,1020607:4:1"
1257265143335035,33723,113,4,"0:2:0,163:20:1"
1257265182120672,33768,113,4,"0:2:0,147:20:1"
1257379116821849,33878,113,4,"0:2:0,148:20:1"
1257337764289721,34174,113,4,"0:2:0,149:20:1"
1257359198098653,34258,25,2,"0:2:1,256:18:0,404:16:1,1001540:24:0,1001727:16:1,1001734:24:1,1001982:16:0,1002048:24:0,1002237:24:1,1003533:24:0,1003709:24:1,1006162:24:0,1006375:24:1,1006669:24:0,1006853:24:1,1006861:25:1,1007124:16:0,1019996:24:0,1020173:4:1"
1257359292881852,34483,25,2,"0:2:1,249:18:0,398:16:1,1004651:24:0,1004837:16:1,1004844:24:1,1005091:16:0,1005177:24:0,1005354:24:1,1006626:24:0,1006803:24:1,1011144:24:0,1011315:24:1,1011583:24:0,1011733:24:1,1011766:25:1,1012036:16:0,1012159:24:0,1012159:17:0,1012350:4:1,1012355:4:1"
1257359290825254,34648,25,2,"0:2:1,254:18:0,436:16:1,1012168:24:0,1012360:16:1,1012365:24:1,1012615:16:0,1012661:24:0,1012840:24:1,1014058:24:0,1014236:24:1,1016736:24:0,1016945:24:1,1017288:24:0,1017498:24:1,1017505:25:1,1017778:16:0,1108214:24:0,1108428:4:1"
1257359187785818,34960,113,4,"0:2:0,194:20:1"
1257337766329645,35371,113,4,"0:2:0,150:20:1"
1257359212516661,35454,25,2,"0:2:1,247:18:0,396:16:1,1006196:24:0,1006421:16:1,1006427:24:1,1006740:16:0,1006769:24:0,1006964:24:1,1008417:24:0,1008622:24:1,1010849:24:0,1011014:24:1,1011279:24:0,1011466:24:1,1011473:25:1,1011750:16:0,1025214:24:0,1025364:4:1"
1257359325391424,35535,113,4,"0:2:0,152:20:1"
1257359179560398,35721,25,2,"0:2:1,252:18:0,399:16:1,1020308:24:0,1020548:16:1,1020553:24:1,1021058:16:0,1021143:24:0,1021383:24:1,1022991:24:0,1023214:24:1,1026055:24:0,1026269:24:1,1029764:24:0,1029994:24:1,1030000:25:1,1030365:16:0,1040833:24:0,1040984:4:1"
1257279777861792,35803,113,4,"0:2:0,148:20:1"
1257265139170263,35829,113,4,"0:2:0,151:20:1"
1257359121837385,36086,25,2,"0:2:1,276:18:0,426:16:1,1009120:24:0,1009306:16:1,1009312:24:1,1009560:16:0,1009624:24:0,1009825:24:1,1011119:24:0,1011291:24:1,1013549:24:0,1013721:24:1,1014013:24:0,1014195:24:1,1014201:25:1,1014465:16:0,1030376:24:0,1030528:4:1"
1257279779910186,36108,113,4,"0:2:0,184:20:1"
1257265184160449,36515,25,2,"0:2:1,266:18:0,433:16:1,1012255:24:0,1012446:16:1,1012452:24:1,1012700:16:0,1012768:24:0,1012943:24:1,1014227:24:0,1014403:24:1,1016935:24:0,1017109:24:1,1017409:24:0,1017598:24:1,1017605:25:1,1017869:16:0,1075355:24:0,1075501:4:1"
1257337731929425,36565,113,4,"0:2:0,149:20:1"
1257279781987748,36569,113,4,"0:2:0,150:20:1"
1257359253582120,36691,113,4,"0:2:0,187:20:1"
1257359201176864,36805,25,2,"0:2:1,252:18:0,399:16:1,1003498:24:0,1003686:16:1,1003692:24:1,1003936:16:0,1003985:24:0,1004159:24:1,1005436:24:0,1005621:24:1,1008293:24:0,1008505:24:1,1008997:24:0,1009191:24:1,1009224:25:1,1009572:16:0,1755975:24:0,1756122:4:1"
1257379141532431,37304,113,4,"0:2:0,151:20:1"
1257359233041922,37508,113,4,"0:2:0,153:20:1"
