start_time,src_port,dst_port,close_type,packets
1257331630862306,1081,80,7,0:2:0
1257354563775393,1112,80,7,0:2:0
1257348400853032,1140,80,7,0:2:0
1257348320846558,1154,80,8,"0:2:0,143:18:1,4191220:18:1,10189014:18:1,22191644:18:1"
1257307133855570,1189,80,8,"0:2:0,142:18:1,3590888:18:1,9591019:18:1,21591280:18:1"
1257404449987931,1274,80,7,0:2:0
1257404469990553,1373,80,8,"0:2:0,142:18:1,3735944:18:1,9740448:18:1,21740711:18:1,45941242:18:1"
1257354390796248,1411,80,7,0:2:0
1257459356878370,1564,80,8,"0:2:0,142:18:1,4390693:18:1,10390826:18:1"
1257354571776275,1617,80,7,0:2:0
1257354555774501,1642,80,7,0:2:0
1257307137856187,1659,80,8,"0:2:0,142:18:1,3390347:18:1,9390485:18:1"
1257314078877132,1680,80,7,0:2:0
1257399300833051,1685,80,7,0:2:0
1257404353974606,1810,80,7,0:2:0
1257334819852882,1835,80,8,"0:2:0,141:18:1,4354669:18:1,10354812:18:1,22355079:18:1"
1257404333971824,1996,80,7,0:2:0
1257276586865305,2053,80,7,0:2:0
1257422257896722,2088,80,7,0:2:0
1257404405982175,2134,80,7,0:2:0
1257425640867656,2149,80,7,0:2:0
1257374750912867,2231,80,7,0:2:0
1257314138883295,2251,80,7,0:2:0
1257459388880323,2341,80,8,"0:2:0,143:18:1,3589462:18:1,9789580:18:1,21789851:18:1,45790396:18:1"
1257331678865552,2344,80,8,"0:2:0,142:18:1"
1257282229850308,2474,80,7,0:2:0
1257398325858318,2530,80,7,0:2:0
1257366494848623,2532,80,8,"0:2:0,142:18:1,3605982:18:1,9601748:18:1,21606380:18:1,45606923:18:1"
1257404433985910,2570,80,7,0:2:0
1257336355838207,2582,80,8,"0:2:0,145:18:1,3181625:18:1,9181750:18:1,21182036:18:1"
1257337507834377,2583,80,7,0:2:0
1257399344829563,2633,80,7,0:2:0
1257336363839227,2679,80,8,"0:2:0,145:18:1,4377058:18:1,10380942:18:1,22581202:18:1"
1257398197835210,2679,80,7,0:2:0
1257314090879371,2735,80,8,"0:2:0,145:18:1,4369776:18:1,10366899:18:1"
1257331550855644,2914,80,7,0:2:0
1257337491839667,3039,80,7,0:2:0
1257290354853942,3092,80,7,0:2:0
1257378386856756,3094,80,7,0:2:0
1257374694902449,3155,80,7,0:2:0
1257398309857203,3155,80,7,0:2:0
1257307185862148,3165,80,7,0:2:0
1257378482844000,3216,80,8,"0:2:0,142:18:1,3789478:18:1"
1257398253839820,3255,80,8,"0:2:0,142:18:1,4178200:18:1,10178315:18:1,22374201:18:1"
1257374634895260,3330,80,8,"0:2:0,144:18:1,3786822:18:1"
1257348300844918,3369,80,8,"0:2:0,142:18:1,3592398:18:1,9588169:18:1,21592819:18:1"
1257459236856908,3403,80,7,0:2:0
1257314142883670,3437,80,7,0:2:0
1257331558856330,3482,80,7,0:2:0
1257399340829657,3510,80,7,0:2:0
1257337483842328,3516,80,7,0:2:0
1257422337906092,3534,80,8,"0:2:0,141:18:1,3780471:18:1"
1257378514847251,3562,80,8,"0:2:0,143:18:1,4390722:18:1,10587079:18:1,22591113:18:1,46587886:18:1"
1257336515858493,3584,80,8,"0:2:0,143:18:1,4164908:18:1,10165048:18:1,22165312:18:1"
1257425540854614,3765,80,7,0:2:0
