start_time,src_port,dst_port,close_type,packets
1257343119174874,32882,113,4,"0:2:0,146:20:1"
1257263773778220,33000,25,2,"0:2:1,417:18:0,611:16:1,1021487:24:0,1021691:16:1,1021698:24:1,1021941:16:0,1021998:24:0,1022193:24:1,1023506:24:0,1023678:24:1,1027123:24:0,1027290:24:1,1027578:24:0,1027758:24:1,1027764:25:1,1028030:16:0,1051472:24:0,1051617:4:1"
1257372257602693,33043,113,4,"0:2:0,150:20:1"
1257343316342025,33225,25,2,"0:2:1,680:18:0,855:16:1,1010280:24:0,1010471:16:1,1010477:24:1,1010738:16:0,1010818:24:0,1010996:24:1,1012296:24:0,1012469:24:1,1015826:24:0,1016003:24:1,1016288:24:0,1016435:24:1,1016468:25:1,1016730:16:0,1026828:24:0,1026973:4:1"
1257372248396831,33331,25,2,"0:2:1,248:18:0,394:16:1,1007011:24:0,1007201:16:1,1007206:24:1,1007456:16:0,1007515:24:0,1007690:24:1,1008943:24:0,1009113:24:1,1012487:24:0,1012691:24:1,1013341:24:0,1013566:24:1,1013573:25:1,1013949:16:0,1059711:24:0,1059856:4:1"
1257343268130722,33365,113,4,"0:2:0,152:20:1"
1257327395141096,33578,113,4,"0:2:0,150:20:1"
1257336131866943,33746,25,2,"0:2:1,272:18:0,424:16:1,1009210:24:0,1009393:16:1,1009399:24:1,1009653:16:0,1009729:24:0,1009901:24:1,1011213:24:0,1011399:24:1,1014684:24:0,1014854:24:1,1015154:24:0,1015342:24:1,1015348:25:1,1015608:16:0,1027311:24:0,1027458:4:1"
1257372251468246,33951,25,2,"0:2:1,248:18:0,394:16:1,1005770:24:0,1005971:16:1,1005976:24:1,1006353:16:0,1006355:24:0,1006559:24:1,1007975:24:0,1008152:24:1,1011736:24:0,1011904:24:1,1012197:24:0,1012382:24:1,1012389:25:1,1012660:16:0,1066939:24:0,1067081:4:1"
1257336133915984,33977,113,4,"0:2:0,153:20:1"
1257327187408436,34064,25,2,"0:2:1,248:18:0,395:16:1,1008950:24:0,1009230:16:1,1009255:24:1,1009517:16:0,1009607:24:0,1009781:24:1,1011012:24:0,1011193:24:1,1017710:24:0,1017878:24:1,1018177:24:0,1018369:24:1,1018376:25:1,1018648:16:0,1078986:24:0,1079132:4:1"
1257343185973641,34118,25,2,"0:2:1,270:18:0,418:16:1,1005857:24:0,1006041:16:1,1006047:24:1,1006300:16:0,1006371:24:0,1006544:24:1,1007793:24:0,1007974:24:1,1024096:24:0,1024304:24:1,1024691:24:0,1024906:24:1,1024912:25:1,1025289:16:0,1131200:24:0,1131348:4:1"
1257327193738598,34232,113,4,"0:2:0,151:20:1"
