d,st,et,p,sp,dp,ct,fp
0,1257258304895323,1114139,19,60598,25,abortive,"0:74:2:1:4097164463:0,271:74:18:0:1614217717:4097164464,421:66:16:1:4097164464:1614217718,1010168:285:24:0:1614217718:4097164464,1010360:66:16:1:4097164464:1614217937,1010366:81:24:1:4097164464:1614217937,1010612:66:16:0:1614217937:4097164479,1010682:161:24:0:1614217937:4097164479,1010859:95:24:1:4097164479:1614218032,1012219:108:24:0:1614218032:4097164508,1012397:95:24:1:4097164508:1614218074,1015453:112:24:0:1614218074:4097164537,1015631:71:24:1:4097164537:1614218120,1015917:116:24:0:1614218120:4097164542,1016116:90:24:1:4097164542:1614218170,1016123:140:25:1:4097164566:1614218170,1016386:66:16:0:1614218170:4097164641,1113993:122:24:0:1614218170:4097164641,1114139:60:4:1:4097164641:0"
1,1257258304897601,177,2,34243,113,rst_during_handshake,"0:74:2:1:1612786547:0,177:60:20:0:0:1612786548"
0,1257258305922245,1058161,19,53643,25,abortive,"0:74:2:1:4104387708:0,244:74:18:0:1621256013:4104387709,397:66:16:1:4104387709:1621256014,1011427:285:24:0:1621256014:4104387709,1011611:66:16:1:4104387709:1621256233,1011617:81:24:1:4104387709:1621256233,1011860:66:16:0:1621256233:4104387724,1011916:161:24:0:1621256233:4104387724,1012086:95:24:1:4104387724:1621256328,1013472:108:24:0:1621256328:4104387753,1013649:94:24:1:4104387753:1621256370,1016800:111:24:0:1621256370:4104387781,1016966:71:24:1:4104387781:1621256415,1017237:116:24:0:1621256415:4104387786,1017437:89:24:1:4104387786:1621256465,1017443:140:25:1:4104387809:1621256465,1017708:66:16:0:1621256465:4104387884,1057994:122:24:0:1621256465:4104387884,1058161:60:4:1:4104387884:0"
1,1257258305924753,192,2,58959,113,rst_during_handshake,"0:74:2:1:1618425547:0,192:60:20:0:0:1618425548"
0,1257258306950585,1029354,19,36652,25,abortive,"0:74:2:1:4116530189:0,244:74:18:0:1644559880:4116530190,394:66:16:1:4116530190:1644559881,1003135:285:24:0:1644559881:4116530190,1003322:66:16:1:4116530190:1644560100,1003327:81:24:1:4116530190:1644560100,1003572:66:16:0:1644560100:4116530205,1003625:161:24:0:1644560100:4116530205,1003801:95:24:1:4116530205:1644560195,1005156:108:24:0:1644560195:4116530234,1005330:95:24:1:4116530234:1644560237,1018238:112:24:0:1644560237:4116530263,1018391:71:24:1:4116530263:1644560283,1018693:116:24:0:1644560283:4116530268,1018902:90:24:1:4116530268:1644560333,1018908:140:25:1:4116530292:1644560333,1019164:66:16:0:1644560333:4116530367,1029208:122:24:0:1644560333:4116530367,1029354:60:4:1:4116530367:0"
1,1257258306953004,149,2,38703,113,rst_during_handshake,"0:74:2:1:1636029353:0,149:60:20:0:0:1636029354"
0,1257258310022908,1022667,19,37050,25,abortive,"0:74:2:1:4171278039:0,240:74:18:0:1683265625:4171278040,387:66:16:1:4171278040:1683265626,1000946:285:24:0:1683265626:4171278040,1001134:66:16:1:4171278040:1683265845,1001139:81:24:1:4171278040:1683265845,1001386:66:16:0:1683265845:4171278055,1001452:161:24:0:1683265845:4171278055,1001630:95:24:1:4171278055:1683265940,1002943:108:24:0:1683265940:4171278084,1003128:94:24:1:4171278084:1683265982,1006180:111:24:0:1683265982:4171278112,1006354:71:24:1:4171278112:1683266027,1006646:116:24:0:1683266027:4171278117,1006844:89:24:1:4171278117:1683266077,1006851:140:25:1:4171278140:1683266077,1007107:66:16:0:1683266077:4171278215,1022518:122:24:0:1683266077:4171278215,1022667:60:4:1:4171278215:0"
1,1257258310025309,148,2,48411,113,rst_during_handshake,"0:74:2:1:1690218337:0,148:60:20:0:0:1690218338"
0,1257258321402523,1017706,19,42297,25,abortive,"0:74:2:1:49086340:0,241:74:18:0:1866265251:49086341,387:66:16:1:49086341:1866265252,1001890:285:24:0:1866265252:49086341,1002077:66:16:1:49086341:1866265471,1002083:81:24:1:49086341:1866265471,1002324:66:16:0:1866265471:49086356,1002381:161:24:0:1866265471:49086356,1002553:95:24:1:49086356:1866265566,1003798:108:24:0:1866265566:49086385,1003977:97:24:1:49086385:1866265608,1006733:114:24:0:1866265608:49086416,1006901:71:24:1:49086416:1866265656,1007180:116:24:0:1866265656:49086421,1007374:92:24:1:49086421:1866265706,1007381:140:25:1:49086447:1866265706,1007684:66:16:0:1866265706:49086522,1017561:122:24:0:1866265706:49086522,1017706:60:4:1:49086522:0"
1,1257258321405161,149,2,57059,113,rst_during_handshake,"0:74:2:1:1866023324:0,149:60:20:0:0:1866023325"
