d,st,et,p,sp,dp,ct,fp
0,1257265109808380,1130696,23,33724,25,abortive,"0:74:2:1:3433806843:0,279:74:18:0:944581058:3433806844,455:66:16:1:3433806844:944581059,1006231:276:24:0:944581059:3433806844,1006416:66:16:1:3433806844:944581269,1006421:81:24:1:3433806844:944581269,1006676:66:16:0:944581269:3433806859,1006743:155:24:0:944581269:3433806859,1006925:95:24:1:3433806859:944581358,1010332:108:24:0:944581358:3433806888,1010502:97:24:1:3433806888:944581400,1049905:66:16:0:944581400:3433806919,1053239:114:24:0:944581400:3433806919,1053421:71:24:1:3433806919:944581448,1053743:66:16:0:944581448:3433806924,1053759:116:24:0:944581448:3433806924,1053980:92:24:1:3433806924:944581498,1053987:139:25:1:3433806950:944581498,1054278:66:16:0:944581498:3433807024,1120219:122:24:0:944581498:3433807024,1121239:60:4:1:3433807024:0,1129679:106:25:0:944581554:3433807024,1130696:60:4:1:3433807024:0"
1,1257265109811449,153,2,36985,113,rst_during_handshake,"0:74:2:1:941221565:0,153:60:20:0:0:941221566"
0,1257265111901281,4233678,19,48209,25,abortive,"0:74:2:1:3461570868:0,246:74:18:0:979614142:3461570869,389:66:16:1:3461570869:979614143,1005975:276:24:0:979614143:3461570869,1006159:66:16:1:3461570869:979614353,1006164:81:24:1:3461570869:979614353,1006454:66:16:0:979614353:3461570884,1024762:155:24:0:979614353:3461570884,1024946:95:24:1:3461570884:979614442,1037582:108:24:0:979614442:3461570913,1037761:91:24:1:3461570913:979614484,1064074:108:24:0:979614484:3461570938,1064220:71:24:1:3461570938:979614526,1071441:116:24:0:979614526:3461570943,1071635:86:24:1:3461570943:979614576,1071643:139:25:1:3461570963:979614576,1085738:66:16:0:979614576:3461571037,4233515:122:24:0:979614576:3461571037,4233678:60:4:1:3461571037:0"
1,1257265111903786,150,2,34177,113,rst_during_handshake,"0:74:2:1:986650043:0,150:60:20:0:0:986650044"
0,1257265112983899,3150995,19,47047,25,abortive,"0:74:2:1:3476943061:0,262:74:18:0:1003547913:3476943062,437:66:16:1:3476943062:1003547914,1010238:276:24:0:1003547914:3476943062,1010426:66:16:1:3476943062:1003548124,1010432:81:24:1:3476943062:1003548124,1010689:66:16:0:1003548124:3476943077,1010756:155:24:0:1003548124:3476943077,1010930:95:24:1:3476943077:1003548213,1014526:108:24:0:1003548213:3476943106,1014762:97:24:1:3476943106:1003548255,1017914:114:24:0:1003548255:3476943137,1018089:71:24:1:3476943137:1003548303,1018385:116:24:0:1003548303:3476943142,1018573:92:24:1:3476943142:1003548353,1018581:139:25:1:3476943168:1003548353,1018841:66:16:0:1003548353:3476943242,3150831:122:24:0:1003548353:3476943242,3150995:60:4:1:3476943242:0"
1,1257265112993734,154,2,57171,113,rst_during_handshake,"0:74:2:1:1001302765:0,154:60:20:0:0:1001302766"
0,1257265116055086,1382210,21,60419,25,abortive,"0:74:2:1:3534682284:0,247:74:18:0:1050771236:3534682285,395:66:16:1:3534682285:1050771237,1009200:276:24:0:1050771237:3534682285,1009394:66:16:1:3534682285:1050771447,1009400:81:24:1:3534682285:1050771447,1009653:66:16:0:1050771447:3534682300,1009737:155:24:0:1050771447:3534682300,1009914:95:24:1:3534682300:1050771536,1013300:108:24:0:1050771536:3534682329,1013478:92:24:1:3534682329:1050771578,1051063:66:16:0:1050771578:3534682355,1204227:109:24:0:1050771578:3534682355,1204438:71:24:1:3534682355:1050771621,1204821:66:16:0:1050771621:3534682360,1204865:116:24:0:1050771621:3534682360,1205058:87:24:1:3534682360:1050771671,1205065:139:25:1:3534682381:1050771671,1205387:66:16:0:1050771671:3534682455,1382046:122:24:0:1050771671:3534682455,1382210:60:4:1:3534682455:0"
1,1257265116057482,147,2,34991,113,rst_during_handshake,"0:74:2:1:1043726409:0,147:60:20:0:0:1043726410"
0,1257265121415666,1063658,19,44903,25,abortive,"0:74:2:1:3616627701:0,250:74:18:0:1129699283:3616627702,399:66:16:1:3616627702:1129699284,1002085:276:24:0:1129699284:3616627702,1002301:66:16:1:3616627702:1129699494,1002306:81:24:1:3616627702:1129699494,1002599:66:16:0:1129699494:3616627717,1002627:155:24:0:1129699494:3616627717,1002812:95:24:1:3616627717:1129699583,1006209:108:24:0:1129699583:3616627746,1006386:93:24:1:3616627746:1129699625,1009591:110:24:0:1129699625:3616627773,1009792:71:24:1:3616627773:1129699669,1010308:116:24:0:1129699669:3616627778,1010534:88:24:1:3616627778:1129699719,1010541:139:25:1:3616627800:1129699719,1011033:66:16:0:1129699719:3616627874,1063509:122:24:0:1129699719:3616627874,1063658:60:4:1:3616627874:0"
1,1257265121418110,153,2,40933,113,rst_during_handshake,"0:74:2:1:1129235833:0,153:60:20:0:0:1129235834"
0,1257265124515140,1096341,19,42167,25,abortive,"0:74:2:1:3663760171:0,249:74:18:0:1170344537:3663760172,398:66:16:1:3663760172:1170344538,1020174:276:24:0:1170344538:3663760172,1020360:66:16:1:3663760172:1170344748,1020366:81:24:1:3663760172:1170344748,1020615:66:16:0:1170344748:3663760187,1020811:155:24:0:1170344748:3663760187,1021010:95:24:1:3663760187:1170344837,1024671:108:24:0:1170344837:3663760216,1024880:95:24:1:3663760216:1170344879,1027714:112:24:0:1170344879:3663760245,1027893:71:24:1:3663760245:1170344925,1028260:116:24:0:1170344925:3663760250,1028468:90:24:1:3663760250:1170344975,1028475:139:25:1:3663760274:1170344975,1028876:66:16:0:1170344975:3663760348,1096184:122:24:0:1170344975:3663760348,1096341:60:4:1:3663760348:0"
1,1257265124517567,151,2,53090,113,rst_during_handshake,"0:74:2:1:1178143155:0,151:60:20:0:0:1178143156"
0,1257265128631133,1020190,19,32785,25,abortive,"0:74:2:1:3729223711:0,314:74:18:0:1237213816:3729223712,486:66:16:1:3729223712:1237213817,1003762:276:24:0:1237213817:3729223712,1003953:66:16:1:3729223712:1237214027,1003959:81:24:1:3729223712:1237214027,1004212:66:16:0:1237214027:3729223727,1004283:155:24:0:1237214027:3729223727,1004465:95:24:1:3729223727:1237214116,1007901:108:24:0:1237214116:3729223756,1008079:94:24:1:3729223756:1237214158,1010748:111:24:0:1237214158:3729223784,1010922:71:24:1:3729223784:1237214203,1011202:116:24:0:1237214203:3729223789,1011387:89:24:1:3729223789:1237214253,1011394:139:25:1:3729223812:1237214253,1011662:66:16:0:1237214253:3729223886,1020042:122:24:0:1237214253:3729223886,1020190:60:4:1:3729223886:0"
1,1257265128633756,152,2,60941,113,rst_during_handshake,"0:74:2:1:1238852412:0,152:60:20:0:0:1238852413"
0,1257265129653621,1081390,19,47620,25,abortive,"0:74:2:1:3743144587:0,244:74:18:0:1248860359:3743144588,390:66:16:1:3743144588:1248860360,1005822:276:24:0:1248860360:3743144588,1006043:66:16:1:3743144588:1248860570,1006048:81:24:1:3743144588:1248860570,1006300:66:16:0:1248860570:3743144603,1006349:155:24:0:1248860570:3743144603,1006527:95:24:1:3743144603:1248860659,1010000:108:24:0:1248860659:3743144632,1010182:96:24:1:3743144632:1248860701,1013110:113:24:0:1248860701:3743144662,1013285:71:24:1:3743144662:1248860748,1013564:116:24:0:1248860748:3743144667,1013750:91:24:1:3743144667:1248860798,1013758:139:25:1:3743144692:1248860798,1014028:66:16:0:1248860798:3743144766,1081221:122:24:0:1248860798:3743144766,1081390:60:4:1:3743144766:0"
1,1257265129655905,150,2,43288,113,rst_during_handshake,"0:74:2:1:1258044814:0,150:60:20:0:0:1258044815"
0,1257265130678145,1084816,19,36144,25,abortive,"0:74:2:1:3760346495:0,252:74:18:0:1267903623:3760346496,399:66:16:1:3760346496:1267903624,1017468:276:24:0:1267903624:3760346496,1017653:66:16:1:3760346496:1267903834,1017658:81:24:1:3760346496:1267903834,1017908:66:16:0:1267903834:3760346511,1017976:155:24:0:1267903834:3760346511,1018153:95:24:1:3760346511:1267903923,1021777:108:24:0:1267903923:3760346540,1021988:95:24:1:3760346540:1267903965,1025066:112:24:0:1267903965:3760346569,1025296:71:24:1:3760346569:1267904011,1025597:116:24:0:1267904011:3760346574,1025784:90:24:1:3760346574:1267904061,1025791:139:25:1:3760346598:1267904061,1026062:66:16:0:1267904061:3760346672,1084666:122:24:0:1267904061:3760346672,1084816:60:4:1:3760346672:0"
1,1257265130680517,188,2,44073,113,rst_during_handshake,"0:74:2:1:1277726747:0,188:60:20:0:0:1277726748"
0,1257265132734847,1103489,19,33022,25,abortive,"0:74:2:1:3787427206:0,248:74:18:0:1307999426:3787427207,391:66:16:1:3787427207:1307999427,1013392:276:24:0:1307999427:3787427207,1013589:66:16:1:3787427207:1307999637,1013594:81:24:1:3787427207:1307999637,1013870:66:16:0:1307999637:3787427222,1013974:155:24:0:1307999637:3787427222,1014157:95:24:1:3787427222:1307999726,1017772:108:24:0:1307999726:3787427251,1017958:95:24:1:3787427251:1307999768,1021395:112:24:0:1307999768:3787427280,1021595:71:24:1:3787427280:1307999814,1022202:116:24:0:1307999814:3787427285,1022443:90:24:1:3787427285:1307999864,1022450:139:25:1:3787427309:1307999864,1022856:66:16:0:1307999864:3787427383,1103340:122:24:0:1307999864:3787427383,1103489:60:4:1:3787427383:0"
1,1257265132737394,194,2,56550,113,rst_during_handshake,"0:74:2:1:1308141971:0,194:60:20:0:0:1308141972"
0,1257265134818824,1153685,19,49890,25,abortive,"0:74:2:1:3815499614:0,265:74:18:0:1345286472:3815499615,412:66:16:1:3815499615:1345286473,1037130:276:24:0:1345286473:3815499615,1037354:66:16:1:3815499615:1345286683,1037359:81:24:1:3815499615:1345286683,1037626:66:16:0:1345286683:3815499630,1037702:155:24:0:1345286683:3815499630,1037880:95:24:1:3815499630:1345286772,1041536:108:24:0:1345286772:3815499659,1041712:96:24:1:3815499659:1345286814,1044454:113:24:0:1345286814:3815499689,1044627:71:24:1:3815499689:1345286861,1044908:116:24:0:1345286861:3815499694,1045098:91:24:1:3815499694:1345286911,1045105:139:25:1:3815499719:1345286911,1045394:66:16:0:1345286911:3815499793,1153532:122:24:0:1345286911:3815499793,1153685:60:4:1:3815499793:0"
1,1257265134838243,187,2,37885,113,rst_during_handshake,"0:74:2:1:1343752416:0,187:60:20:0:0:1343752417"
0,1257265145362011,1148843,19,47876,25,abortive,"0:74:2:1:3986467237:0,264:74:18:0:1499339975:3986467238,410:66:16:1:3986467238:1499339976,1076862:276:24:0:1499339976:3986467238,1077051:66:16:1:3986467238:1499340186,1077056:81:24:1:3986467238:1499340186,1077339:66:16:0:1499340186:3986467253,1077449:155:24:0:1499340186:3986467253,1077631:95:24:1:3986467253:1499340275,1081203:108:24:0:1499340275:3986467282,1081382:94:24:1:3986467282:1499340317,1098016:111:24:0:1499340317:3986467310,1098182:71:24:1:3986467310:1499340362,1098493:116:24:0:1499340362:3986467315,1098683:89:24:1:3986467315:1499340412,1098689:139:25:1:3986467338:1499340412,1098973:66:16:0:1499340412:3986467412,1148694:122:24:0:1499340412:3986467412,1148843:60:4:1:3986467412:0"
1,1257265145412945,157,2,53640,113,rst_during_handshake,"0:74:2:1:1504024934:0,157:60:20:0:0:1504024935"
0,1257265149572868,1039205,19,33659,25,abortive,"0:74:2:1:4059053608:0,484:74:18:0:1562275765:4059053609,672:66:16:1:4059053609:1562275766,1006786:276:24:0:1562275766:4059053609,1006978:66:16:1:4059053609:1562275976,1006984:81:24:1:4059053609:1562275976,1007234:66:16:0:1562275976:4059053624,1007446:155:24:0:1562275976:4059053624,1007671:95:24:1:4059053624:1562276065,1011153:108:24:0:1562276065:4059053653,1011331:93:24:1:4059053653:1562276107,1014326:110:24:0:1562276107:4059053680,1014495:71:24:1:4059053680:1562276151,1014775:116:24:0:1562276151:4059053685,1014970:88:24:1:4059053685:1562276201,1014977:139:25:1:4059053707:1562276201,1015251:66:16:0:1562276201:4059053781,1039055:122:24:0:1562276201:4059053781,1039205:60:4:1:4059053781:0"
1,1257265149575701,155,2,42486,113,rst_during_handshake,"0:74:2:1:1575170306:0,155:60:20:0:0:1575170307"
0,1257265155852624,1423686,21,35323,25,abortive,"0:74:2:1:4149502465:0,511:74:18:0:1667610291:4149502466,694:66:16:1:4149502466:1667610292,1016268:276:24:0:1667610292:4149502466,1016480:66:16:1:4149502466:1667610502,1016486:81:24:1:4149502466:1667610502,1017130:66:16:0:1667610502:4149502481,1017193:155:24:0:1667610502:4149502481,1017434:95:24:1:4149502481:1667610591,1021050:108:24:0:1667610591:4149502510,1021222:92:24:1:4149502510:1667610633,1056026:66:16:0:1667610633:4149502536,1252080:109:24:0:1667610633:4149502536,1252273:71:24:1:4149502536:1667610676,1252573:66:16:0:1667610676:4149502541,1252630:116:24:0:1667610676:4149502541,1252962:87:24:1:4149502541:1667610726,1252970:139:25:1:4149502562:1667610726,1254119:66:16:0:1667610726:4149502636,1423493:122:24:0:1667610726:4149502636,1423686:60:4:1:4149502636:0"
1,1257265155855914,209,2,51904,113,rst_during_handshake,"0:74:2:1:1659902242:0,209:60:20:0:0:1659902243"
0,1257265157119958,1100166,19,34648,25,abortive,"0:74:2:1:4161588027:0,701:74:18:0:1687380905:4161588028,896:66:16:1:4161588028:1687380906,1008829:276:24:0:1687380906:4161588028,1009020:66:16:1:4161588028:1687381116,1009025:81:24:1:4161588028:1687381116,1009278:66:16:0:1687381116:4161588043,1009333:155:24:0:1687381116:4161588043,1009509:95:24:1:4161588043:1687381205,1013000:108:24:0:1687381205:4161588072,1013180:94:24:1:4161588072:1687381247,1016308:111:24:0:1687381247:4161588100,1016480:71:24:1:4161588100:1687381292,1016796:116:24:0:1687381292:4161588105,1016984:89:24:1:4161588105:1687381342,1016991:139:25:1:4161588128:1687381342,1017271:66:16:0:1687381342:4161588202,1100017:122:24:0:1687381342:4161588202,1100166:60:4:1:4161588202:0"
1,1257265157123092,153,2,42897,113,rst_during_handshake,"0:74:2:1:1684759543:0,153:60:20:0:0:1684759544"
0,1257265158148401,1066699,19,58563,25,abortive,"0:74:2:1:4186503754:0,256:74:18:0:1709702858:4186503755,405:66:16:1:4186503755:1709702859,1011663:276:24:0:1709702859:4186503755,1011850:66:16:1:4186503755:1709703069,1011855:81:24:1:4186503755:1709703069,1012108:66:16:0:1709703069:4186503770,1012157:155:24:0:1709703069:4186503770,1012331:95:24:1:4186503770:1709703158,1015808:108:24:0:1709703158:4186503799,1015998:95:24:1:4186503799:1709703200,1019257:112:24:0:1709703200:4186503828,1019406:71:24:1:4186503828:1709703246,1019690:116:24:0:1709703246:4186503833,1019879:90:24:1:4186503833:1709703296,1019886:139:25:1:4186503857:1709703296,1020157:66:16:0:1709703296:4186503931,1066551:122:24:0:1709703296:4186503931,1066699:60:4:1:4186503931:0"
1,1257265158150804,150,2,34692,113,rst_during_handshake,"0:74:2:1:1698084181:0,150:60:20:0:0:1698084182"
0,1257265165383517,1028613,19,47992,25,abortive,"0:74:2:1:2756388:0,250:74:18:0:1823310631:2756389,398:66:16:1:2756389:1823310632,1006896:276:24:0:1823310632:2756389,1007082:66:16:1:2756389:1823310842,1007088:81:24:1:2756389:1823310842,1007339:66:16:0:1823310842:2756404,1007385:155:24:0:1823310842:2756404,1007563:95:24:1:2756404:1823310931,1010985:108:24:0:1823310931:2756433,1011202:95:24:1:2756433:1823310973,1014137:112:24:0:1823310973:2756462,1014286:71:24:1:2756462:1823311019,1014584:116:24:0:1823311019:2756467,1014779:90:24:1:2756467:1823311069,1014786:139:25:1:2756491:1823311069,1015050:66:16:0:1823311069:2756565,1028449:122:24:0:1823311069:2756565,1028613:60:4:1:2756565:0"
