start_time,src_port,dst_port,close_type,packets
1257275902626484,1074,80,5,"0:2:0,165:18:1,675:16:0,816:16:1,3976130:18:1,3976552:16:0,3976690:16:1,9976260:18:1,9976775:16:0,9976915:16:1,21976533:18:1,21977347:16:0,21977490:16:1"
1257276586671839,1079,80,5,"0:2:0,147:18:1,2385:16:0,2533:16:1,3568015:18:1,3572251:16:0,3572390:16:1,9768142:18:1,9769481:16:0,9769616:16:1"
1257334655641368,1145,80,8,"0:2:0,142:18:1,3194992:18:1"
1257307209680761,1156,80,5,"0:2:0,140:18:1,939:16:0,1076:16:1,3767386:18:1,3784966:16:0,3785140:16:1,9767514:18:1,9768203:16:0,9768343:16:1"
1257336335651597,1175,80,8,"0:2:0,144:18:1,3167766:18:1,9367913:18:1,21368180:18:1"
1257336319649614,1248,80,8,"0:2:0,144:18:1,3969409:18:1,9969541:18:1"
1257399268669814,1286,80,5,"0:2:0,142:18:1,10561:16:0,10698:16:1,4399976:18:1,4406775:16:0,4406914:16:1"
1257348320695593,1323,80,5,"0:2:0,143:18:1,1059:16:0,1198:16:1,3542170:18:1,3543262:16:0,3543399:16:1,9742291:18:1,9745109:16:0,9745247:16:1"
1257331454692269,1326,80,7,0:2:0
1257425576648601,1347,80,7,0:2:0
1257337515647467,1464,80,7,0:2:0
1257366238681381,1518,80,5,"0:2:0,142:18:1,503:16:0,642:16:1,3152223:18:1,3153616:16:0,3153821:16:1,9156611:18:1,9157085:16:0,9157232:16:1,21153162:18:1,21153799:16:0,21153936:16:1"
1257404393799838,1528,80,5,"0:2:0,140:18:1,1238:16:0,1374:16:1,3724956:18:1,3725994:16:0,3726133:16:1,9729480:18:1,9732206:16:0,9732342:16:1,21725370:18:1,21726307:16:0,21726447:16:1"
1257354274672558,1583,80,7,0:2:0
1257354499599793,1589,80,5,"0:2:0,144:18:1,722:16:0,859:16:1"
1257275914627077,1611,80,5,"0:2:0,142:18:1,580:16:0,718:16:1,3375782:18:1,3376352:16:0,3376495:16:1,9375937:18:1,9376786:16:0,9376924:16:1"
1257398109691408,1678,80,5,"0:2:0,143:18:1,696:16:0,835:16:1,3757847:18:1,3758855:16:0,3758991:16:1,9755670:18:1,9756119:16:0,9756257:16:1"
1257290242674981,1718,80,5,"0:2:0,144:18:1,848:16:0,986:16:1,3957074:18:1,3957537:16:0,3957677:16:1,9957961:16:0,9962209:18:1,9963099:16:1"
1257399308654626,1836,80,5,"0:2:0,159:18:1,9851:16:0,9988:16:1,3998310:18:1,4000431:16:0,4000569:16:1,10000324:18:1,22000591:18:1"
1257398121692125,1936,80,7,0:2:0
1257374586721582,1963,80,5,"0:2:0,147:18:1,579:16:0,718:16:1,4363828:18:1,4364923:16:0,4365071:16:1,10360004:18:1,10360638:16:0,10360781:16:1,22364227:18:1,22365233:16:0,22365373:16:1"
1257323123660718,2038,80,5,"0:2:0,141:18:1,658:16:0,797:16:1,4174956:18:1,4177344:16:0,4177482:16:1,10173221:18:1,10176267:16:0,10176406:16:1"
1257354362641949,2107,80,5,"0:2:0,144:18:1,1106:16:0,1245:16:1"
1257404345792752,2115,80,5,"0:2:0,143:18:1,883:16:0,1021:16:1,3135347:18:1,3138145:16:0,3138283:16:1,9135506:18:1,9137177:16:0,9137325:16:1"
1257374730737866,2316,80,7,0:2:0
1257323079658020,2358,80,5,"0:2:0,141:18:1,496:16:0,633:16:1,3576658:18:1,3577141:16:0,3577279:16:1,9576781:18:1,9577485:16:0,9577625:16:1,21577068:18:1,21578956:16:0,21579092:16:1"
1257354346645604,2371,80,7,0:2:0
1257273942691785,2386,80,5,"0:2:0,143:18:1,554:16:0,690:16:1,4348576:18:1,4349009:16:0,4349146:16:1,10348713:18:1,10350378:16:0,10350542:16:1"
1257354651616687,2503,80,5,"0:2:0,171:18:1,913:16:0,1054:16:1,3600745:18:1,3601588:16:0,3601765:16:1,9600870:18:1,9601594:16:0,9601739:16:1,21601158:18:1"
1257374714731567,2558,80,5,"0:2:0,143:18:1,755:16:0,896:16:1,4152304:18:1,4154327:16:0,4154466:16:1,10157444:18:1,10160882:16:0,10161020:16:1,22157728:18:1,22158923:16:0,22159063:16:1"
1257274010702353,2607,80,5,"0:2:0,188:18:1,1082:16:0,1247:16:1,3745541:18:1,3746173:16:0,3746311:16:1,9745665:18:1,9746271:16:0,9746428:16:1,21745941:18:1"
1257422221706403,2629,80,7,0:2:0
1257314070716178,2661,80,7,0:2:0
1257334635641928,2697,80,5,"0:2:0,140:18:1,638:16:0,775:16:1,3193979:18:1,3194550:16:0,3194688:16:1,9194139:18:1,9195123:16:0,9195269:16:1,21194381:18:1"
1257354619613262,2704,80,5,"0:2:0,144:18:1,884:16:0,1023:16:1,3803459:18:1,3805169:16:0,3805308:16:1,10003577:18:1,10004563:16:0,10004704:16:1,22001982:18:1,22003108:16:0,22003240:16:1"
1257336367656500,2719,80,7,0:2:0
1257425504639068,2788,80,7,0:2:0
1257354314658990,2795,80,5,"0:2:0,136:18:1,745:16:0,882:16:1,4388436:18:1,4389316:16:0,4389471:16:1,10388587:18:1,10390517:16:0,10390658:16:1,22388853:18:1,22390115:16:0,22390255:16:1"
1257398157694436,2807,80,5,"0:2:0,143:18:1,1109:16:0,1245:16:1,4137302:18:1,4139105:16:0,4139242:16:1,10134448:18:1,10136278:16:0,10136414:16:1,22328588:18:1,22330245:16:0,22330384:16:1"
1257398161694874,2845,80,5,"0:2:0,142:18:1,726:16:0,863:16:1,4330485:18:1,4331443:16:0,4331582:16:1,10327598:18:1,10328202:16:0,10328339:16:1,22326254:18:1,22327912:16:0,22328048:16:1"
1257336291638463,2863,80,8,"0:2:0,145:18:1,3779931:18:1,9780066:18:1,21780343:18:1"
1257276550668135,2875,80,5,"0:2:0,183:18:1,1696:16:0,1874:16:1,3570888:18:1,3575052:16:0,3575189:16:1,9571023:18:1,9578992:16:0,9579131:16:1"
1257366298685155,2950,80,7,0:2:0
1257290302684640,3001,80,7,0:2:0
1257378430666194,3130,80,7,0:2:0
1257354378635295,3180,80,7,0:2:0
1257354310660638,3182,80,7,0:2:0
1257366342688402,3207,80,5,"0:2:0,142:18:1,754:16:0,890:16:1,4154804:18:1,4155322:16:0,4158459:16:1,10154960:18:1,10156247:16:0,10156383:16:1,22155237:18:1,22159131:16:0,22159269:16:1"
1257257938666534,3309,80,5,"0:2:0,197:18:1,1135:16:0,1313:16:1,3415401:18:1,3416957:16:0,3417126:16:1,9415537:18:1,9416661:16:0,9416842:16:1"
1257336271633386,3429,80,8,"0:2:0,147:18:1,4369832:18:1,10373717:18:1"
1257331466692928,3457,80,7,0:2:0
1257422117694085,3483,80,5,"0:2:0,141:18:1,651:16:0,789:16:1,4174801:18:1,4176661:16:0,4176799:16:1,10174953:18:1,10177852:16:0,10178001:16:1"
1257378302679928,3521,80,5,"0:2:0,142:18:1,697:16:0,834:16:1,3145686:18:1"
1257348236689545,3546,80,5,"0:2:0,129:18:1,864:16:0,1044:16:1,4346359:18:1,4347144:16:0,4347283:16:1,10346500:18:1,10347807:16:0,10347988:16:1"
1257399300657253,3557,80,5,"0:2:0,178:18:1,7898:16:0,8036:16:1,3597649:18:1,3601914:16:0,3602051:16:1,9595640:18:1,9596392:16:0,9596530:16:1,21597789:18:1"
1257331470693316,3618,80,7,0:2:0
1257354471611234,3702,80,5,"0:2:0,145:18:1,784:16:0,972:16:1"
1257378346683724,3781,80,7,0:2:0
1257374590721835,3790,80,5,"0:2:0,152:18:1,679:16:0,818:16:1,3759259:18:1,3759741:16:0,3759883:16:1,9759400:18:1,9760621:16:0,9760761:16:1"
1257276582671428,3819,80,5,"0:2:0,146:18:1,1184:16:0,1321:16:1,3168326:18:1,3172679:16:0,3172856:16:1,9368437:18:1,9369322:16:0,9369494:16:1,21368726:18:1"
1257331598709365,3820,80,7,0:2:0
1257398141693414,3837,80,7,0:2:0
1257264536679997,3986,80,8,"0:2:0,146:18:1,4366802:18:1,10366923:18:1,22367206:18:1"
1257264564681770,4006,80,8,"0:2:0,141:18:1,3367627:18:1,9367759:18:1,21368041:18:1"
1257257946663051,4065,80,7,0:2:0
1257348276692350,4101,80,7,0:2:0
1257399264671662,4110,80,7,0:2:0
1257307153674869,4152,80,5,"0:2:0,143:18:1,1197:16:0,1335:16:1,3372009:18:1,3376260:16:0,3376397:16:1,9372146:18:1,9373061:16:0,9373198:16:1,21372423:18:1,21375236:16:0,21375374:16:1"
1257307077672836,4270,80,5,"0:2:0,141:18:1,608:16:0,745:16:1,4165377:18:1,4166584:16:0,4166720:16:1,10165514:18:1,10166500:16:0,10166638:16:1"
1257378398675269,4300,80,8,"0:2:0,141:18:1,3952352:18:1"
1257334643640338,4362,80,5,"0:2:0,142:18:1,625:16:0,762:16:1,3195769:18:1,3196611:16:0,3196749:16:1,9195908:18:1,21394281:18:1"
1257425548646374,4443,80,7,0:2:0
1257374662727246,4482,80,7,0:2:0
1257354543594185,4562,80,7,0:2:0
1257275930628039,4581,80,7,0:2:0
1257378262674540,4629,80,5,"0:2:0,152:18:1,635:16:0,920:16:1,4148066:18:1,4148952:16:0,4149089:16:1,10148196:18:1,10149220:16:0,10149359:16:1,22148476:18:1,22150731:16:0,22150868:16:1"
1257258769698663,4693,80,8,"0:2:0,176:18:1"
1257459176704628,4701,80,8,"0:2:0,165:18:1,4145492:18:1,10145627:18:1,22147776:18:1"
1257374678728596,4826,80,7,0:2:0
1257276574670370,4834,80,5,"0:2:0,143:18:1,1292:16:0,1469:16:1,3769193:18:1,3770397:16:0,3770536:16:1,9769344:18:1,9770492:16:0,9770630:16:1,21769618:18:1,21771175:16:0,21771309:16:1"
1257399224686846,4897,80,7,0:2:0
1257307129671222,4915,80,7,0:2:0
1257258717694165,5159,80,7,0:2:0
1257334783657849,5195,80,8,"0:2:0,145:18:1,4161230:18:1,10160224:18:1,22154520:18:1"
