d,st,et,p,sp,dp,ct,fp
0,1257265121887601,1096175,19,43804,25,abortive,"0:74:2:1:3617627033:0,351:74:18:0:1140080472:3617627034,561:66:16:1:3617627034:1140080473,1018866:279:24:0:1140080473:3617627034,1019063:66:16:1:3617627034:1140080686,1019069:81:24:1:3617627034:1140080686,1019334:66:16:0:1140080686:3617627049,1019388:157:24:0:1140080686:3617627049,1019562:95:24:1:3617627049:1140080777,1020943:108:24:0:1140080777:3617627078,1021136:96:24:1:3617627078:1140080819,1024258:113:24:0:1140080819:3617627108,1024429:71:24:1:3617627108:1140080866,1024728:116:24:0:1140080866:3617627113,1024945:91:24:1:3617627113:1140080916,1024953:143:25:1:3617627138:1140080916,1025219:66:16:0:1140080916:3617627216,1095989:122:24:0:1140080916:3617627216,1096175:60:4:1:3617627216:0"
1,1257265121890257,148,2,42709,113,rst_during_handshake,"0:74:2:1:1141656603:0,148:60:20:0:0:1141656604"
0,1257265122923717,1135321,19,33247,25,abortive,"0:74:2:1:3640580355:0,253:74:18:0:1153605872:3640580356,398:66:16:1:3640580356:1153605873,1013473:279:24:0:1153605873:3640580356,1013659:66:16:1:3640580356:1153606086,1013665:81:24:1:3640580356:1153606086,1013943:66:16:0:1153606086:3640580371,1014011:157:24:0:1153606086:3640580371,1014192:95:24:1:3640580371:1153606177,1015577:108:24:0:1153606177:3640580400,1015749:95:24:1:3640580400:1153606219,1018850:112:24:0:1153606219:3640580429,1019065:71:24:1:3640580429:1153606265,1019373:116:24:0:1153606265:3640580434,1019586:90:24:1:3640580434:1153606315,1019593:143:25:1:3640580458:1153606315,1019946:66:16:0:1153606315:3640580536,1135170:122:24:0:1153606315:3640580536,1135321:60:4:1:3640580536:0"
1,1257265122926248,199,2,50687,113,rst_during_handshake,"0:74:2:1:1144234411:0,199:60:20:0:0:1144234412"
0,1257265126039122,1025170,19,34122,25,abortive,"0:74:2:1:3675793121:0,324:74:18:0:1204656502:3675793122,511:66:16:1:3675793122:1204656503,1006264:279:24:0:1204656503:3675793122,1006455:66:16:1:3675793122:1204656716,1006461:81:24:1:3675793122:1204656716,1006711:66:16:0:1204656716:3675793137,1006780:157:24:0:1204656716:3675793137,1006960:95:24:1:3675793137:1204656807,1008245:108:24:0:1204656807:3675793166,1008421:92:24:1:3675793166:1204656849,1011085:109:24:0:1204656849:3675793192,1011273:71:24:1:3675793192:1204656892,1011572:116:24:0:1204656892:3675793197,1011759:87:24:1:3675793197:1204656942,1011766:143:25:1:3675793218:1204656942,1012032:66:16:0:1204656942:3675793296,1024985:122:24:0:1204656942:3675793296,1025170:60:4:1:3675793296:0"
1,1257265126041664,148,2,34619,113,rst_during_handshake,"0:74:2:1:1200178774:0,148:60:20:0:0:1200178775"
0,1257265127061897,1019975,19,40081,25,abortive,"0:74:2:1:3695192334:0,285:74:18:0:1209801169:3695192335,477:66:16:1:3695192335:1209801170,1005571:279:24:0:1209801170:3695192335,1005798:66:16:1:3695192335:1209801383,1005803:81:24:1:3695192335:1209801383,1006299:66:16:0:1209801383:3695192350,1006377:157:24:0:1209801383:3695192350,1006590:95:24:1:3695192350:1209801474,1008326:108:24:0:1209801474:3695192379,1008567:95:24:1:3695192379:1209801516,1011605:112:24:0:1209801516:3695192408,1011749:71:24:1:3695192408:1209801562,1012046:116:24:0:1209801562:3695192413,1012195:90:24:1:3695192413:1209801612,1012226:143:25:1:3695192437:1209801612,1012490:66:16:0:1209801612:3695192515,1019827:122:24:0:1209801612:3695192515,1019975:60:4:1:3695192515:0"
1,1257265127064623,198,2,57172,113,rst_during_handshake,"0:74:2:1:1216348887:0,198:60:20:0:0:1216348888"
0,1257265131158600,1075370,19,52517,25,abortive,"0:74:2:1:3764330165:0,238:74:18:0:1277627493:3764330166,386:66:16:1:3764330166:1277627494,1008913:279:24:0:1277627494:3764330166,1009114:66:16:1:3764330166:1277627707,1009120:81:24:1:3764330166:1277627707,1009372:66:16:0:1277627707:3764330181,1009444:157:24:0:1277627707:3764330181,1009624:95:24:1:3764330181:1277627798,1010968:108:24:0:1277627798:3764330210,1011142:95:24:1:3764330210:1277627840,1013899:112:24:0:1277627840:3764330239,1014100:71:24:1:3764330239:1277627886,1014498:116:24:0:1277627886:3764330244,1014717:90:24:1:3764330244:1277627936,1014724:143:25:1:3764330268:1277627936,1014992:66:16:0:1277627936:3764330346,1075222:122:24:0:1277627936:3764330346,1075370:60:4:1:3764330346:0"
1,1257265131160977,153,2,41066,113,rst_during_handshake,"0:74:2:1:1283405757:0,153:60:20:0:0:1283405758"
