start_time,src_port,dst_port,close_type,packets
1257643332536487,33044,80,2,"0:2:1,932:18:0,1072:16:1,1099:24:1,1338:16:0,1663:24:0,1799:16:1,1814:16:0,2048:16:1,2181:16:0,2194:16:0,2434:16:0,2446:16:0,2448:16:1,2449:16:1,2712:16:1,2713:16:1,2862:16:0,2874:16:0,2887:16:0,2899:24:0,3135:16:0,3148:16:0,3160:16:0,3172:16:0,3181:25:0,3188:16:1,3191:16:1,3193:16:1,3195:16:1,3471:16:1,3472:16:1,3476:16:1,3477:16:1,37296:16:1,299776721:17:1,299785607:4:0"
1257341311464158,38685,80,2,"0:2:1,11525:18:0,11694:16:1,11728:24:1,11974:16:0,12299:24:0,12439:16:1,12451:16:0,12717:16:1,12838:16:0,12850:16:0,13115:16:1,13118:16:1,13126:16:0,13139:16:0,13389:16:1,13393:16:1,13584:16:0,13597:16:0,13609:16:0,13622:24:0,13816:16:0,13828:16:0,13841:16:0,13848:16:1,13851:16:1,13854:16:0,13863:25:0,13882:16:1,13885:16:1,14120:16:1,14123:16:1,14136:16:1,14139:16:1,44673:16:1,299772294:17:1,299780917:4:0"
1257266764476591,39230,80,2,"0:2:1,2117:18:0,2257:16:1,2289:24:1,2782:16:0,3271:24:0,3412:16:1,3509:16:0,3748:16:1,3985:16:0,3998:16:0,4302:16:0,4315:16:0,4714:16:1,4718:16:1,4722:16:1,4723:16:1,5313:16:0,5326:16:0,5455:16:0,5468:24:0,5655:24:0,5858:16:0,5939:16:0,6012:16:0,10631:16:1,10634:16:1,10637:16:1,10640:16:1,10644:16:1,10659:16:1,10662:16:1,10665:16:1,11186:16:0,11210:25:0,11447:16:1,50626:16:1,299704514:17:1,299715271:4:0"
1257372942451173,40224,80,2,"0:2:1,6705:18:0,6848:16:1,6880:24:1,7123:16:0,7432:24:0,7574:16:1,7588:16:0,7823:16:1,7959:16:0,7971:16:0,8213:16:0,8226:16:0,8239:16:1,8243:16:1,8485:16:1,8489:16:1,8660:16:0,8673:16:0,8685:16:0,8697:24:0,8917:16:0,8930:16:0,8942:16:0,8954:16:0,8963:25:0,8998:16:1,9002:16:1,9006:16:1,9010:16:1,9247:16:1,9251:16:1,9255:16:1,9258:16:1,50597:16:1,300010986:17:1,300019014:4:0"
1257515397532281,41079,80,2,"0:2:1,7109:18:0,7288:16:1,7292:24:1,7565:16:0,7951:24:0,8091:16:1,8115:16:0,8340:16:1,8491:16:0,8503:16:0,8756:16:0,8765:16:1,8768:16:1,8769:16:0,9037:16:1,9041:16:1,9164:16:0,9177:16:0,9201:16:0,9213:24:0,9470:16:1,9473:16:1,9480:16:1,9482:16:1,9523:16:0,9536:16:0,9548:16:0,9560:16:0,9570:25:0,9857:16:1,9860:16:1,9864:16:1,9866:16:1,45235:16:1,299768992:17:1,299779277:4:0"
1257260186505306,41782,80,2,"0:2:1,621:18:0,830:16:1,834:24:1,1791:16:0,2093:24:0,2272:16:0,2280:16:1,2516:16:1,3093:16:0,3117:16:0,3335:16:1,3394:16:1,3398:16:0,3423:16:0,3632:16:1,3691:16:1,4190:16:0,4202:16:0,4463:16:0,4464:16:1,4468:16:1,4475:24:0,4756:16:1,4760:16:1,5678:24:0,5822:16:1,5945:16:0,6081:16:0,6193:16:0,6202:16:1,6329:16:1,6353:16:0,6410:24:0,6412:17:0,6432:16:1,6590:16:1,6656:16:1,37463:16:1,299761536:17:1,299762136:4:0"
1257397017554734,49611,80,2,"0:2:1,4492:18:0,4637:16:1,4665:24:1,4908:16:0,5220:24:0,5359:16:1,5372:16:0,5611:16:1,5745:16:0,5757:16:0,5999:16:0,6011:16:0,6021:16:1,6024:16:1,6270:16:1,6273:16:1,6440:16:0,6452:16:0,6464:16:0,6477:24:0,6701:16:0,6714:16:0,6726:16:0,6738:16:0,6747:25:0,6780:16:1,6783:16:1,6785:16:1,6789:16:1,7032:16:1,7036:16:1,7039:16:1,7042:16:1,38538:16:1,300733750:17:1,300741610:4:0"
1257625682476868,50840,80,2,"0:2:1,259:18:0,399:16:1,425:24:1,662:16:0,982:24:0,1119:16:1,1133:16:0,1362:16:1,1500:16:0,1513:16:0,1748:16:0,1761:16:0,1773:16:1,1777:16:1,2021:16:1,2023:16:1,2193:16:0,2206:16:0,2218:16:0,2230:24:0,2445:16:0,2458:16:0,2470:16:0,2482:16:0,2492:25:0,2528:16:1,2531:16:1,2534:16:1,2536:16:1,2779:16:1,2782:16:1,2785:16:1,2786:16:1,37663:16:1,300494196:17:1,300499612:4:0"
1257510661589855,51930,80,2,"0:2:1,6374:18:0,6520:16:1,6553:24:1,6795:16:0,7119:24:0,7259:16:1,7269:16:0,7508:16:1,7646:16:0,7658:16:0,7896:16:0,7908:16:0,7923:16:1,7926:16:1,8166:16:1,8170:16:1,8341:16:0,8353:16:0,8366:16:0,8378:24:0,8598:16:0,8610:16:0,8622:16:0,8635:16:0,8644:25:0,8678:16:1,8682:16:1,8687:16:1,8689:16:1,8936:16:1,8939:16:1,8943:16:1,8946:16:1,49458:16:1,300821596:17:1,300821853:4:0"
1257641504462858,54248,80,2,"0:2:1,11378:18:0,11551:16:1,11555:24:1,11802:16:0,12171:24:0,12309:16:1,12326:16:0,12560:16:1,12694:16:0,12706:16:0,12947:16:0,12959:16:0,12964:16:1,12968:16:1,13222:16:1,13223:16:1,13380:16:0,13392:16:0,13405:16:0,13417:24:0,13646:16:0,13659:16:0,13671:16:0,13684:16:0,13693:25:0,13707:16:1,13711:16:1,13713:16:1,13714:16:1,13983:16:1,13985:16:1,13988:16:1,13989:16:1,54134:16:1,299929309:17:1,299933618:4:0"
