d,st,et,p,sp,dp,ct,fp
0,1257264663610058,3079369,18,51589,25,graceful,"0:74:2:1:874029478:0,219:74:18:0:740009993:874029479,1067:66:16:1:874029479:740009994,1017199:294:24:0:740009994:874029479,1017707:66:16:1:874029479:740010222,3001300:86:24:1:874029479:740010222,3001448:66:16:0:740010222:874029499,3001544:170:24:0:740010222:874029499,3002071:780:24:1:874029499:740010222,3002086:66:16:1:874030213:740010326,3039037:66:16:0:740010326:874030213,3074311:274:24:0:740010326:874030213,3075054:66:16:1:874030213:740010534,3078229:115:24:0:740010534:874030213,3078246:66:17:0:740010583:874030213,3079012:66:16:1:874030213:740010583,3079226:66:17:1:874030213:740010584,3079369:66:16:0:740010584:874030214"
1,1257264663614205,479,2,48995,113,rst_during_handshake,"0:74:2:1:740828052:0,479:60:20:0:0:740828053"
0,1257274926632673,3166763,18,51498,25,graceful,"0:74:2:1:2880027847:0,222:74:18:0:2759291796:2880027848,7234:66:16:1:2880027848:2759291797,1023527:294:24:0:2759291797:2880027848,1024063:66:16:1:2880027848:2759292025,3007577:86:24:1:2880027848:2759292025,3007716:66:16:0:2759292025:2880027868,3007789:170:24:0:2759292025:2880027868,3008538:778:24:1:2880027868:2759292025,3008560:66:16:1:2880028580:2759292129,3046007:66:16:0:2759292129:2880028580,3161560:274:24:0:2759292129:2880028580,3162141:66:16:1:2880028580:2759292337,3165643:115:24:0:2759292337:2880028580,3165670:66:17:0:2759292386:2880028580,3166365:66:16:1:2880028580:2759292386,3166624:66:17:1:2880028580:2759292387,3166763:66:16:0:2759292387:2880028581"
1,1257274926643042,507,2,48044,113,rst_during_handshake,"0:74:2:1:2754858925:0,507:60:20:0:0:2754858926"
0,1257287231588400,3213778,18,60431,25,graceful,"0:74:2:1:2573246844:0,151:74:18:0:2427767518:2573246845,481:66:16:1:2573246845:2427767519,1015002:294:24:0:2427767519:2573246845,1015334:66:16:1:2573246845:2427767747,3000666:86:24:1:2573246845:2427767747,3000808:66:16:0:2427767747:2573246865,3000880:170:24:0:2427767747:2573246865,3001165:778:24:1:2573246865:2427767747,3001184:66:16:1:2573247577:2427767851,3035589:66:16:0:2427767851:2573247577,3209082:274:24:0:2427767851:2573247577,3209404:66:16:1:2573247577:2427768059,3213278:115:24:0:2427768059:2573247577,3213300:66:17:0:2427768108:2573247577,3213599:66:16:1:2573247577:2427768108,3213616:66:17:1:2573247577:2427768109,3213778:66:16:0:2427768109:2573247578"
1,1257287231591846,291,2,56845,113,rst_during_handshake,"0:74:2:1:2423844365:0,291:60:20:0:0:2423844366"
0,1257336079572421,3150185,18,36219,25,graceful,"0:74:2:1:4042485736:0,180:74:18:0:3905515657:4042485737,14010:66:16:1:4042485737:3905515658,1032643:294:24:0:3905515658:4042485737,1033326:66:16:1:4042485737:3905515886,3014572:86:24:1:4042485737:3905515886,3014714:66:16:0:3905515886:4042485757,3014816:170:24:0:3905515886:4042485757,3015506:780:24:1:4042485757:3905515886,3015559:66:16:1:4042486471:3905515990,3050737:66:16:0:3905515990:4042486471,3143670:274:24:0:3905515990:4042486471,3144475:66:16:1:4042486471:3905516198,3147890:115:24:0:3905516198:4042486471,3147911:66:17:0:3905516247:4042486471,3149447:66:16:1:4042486471:3905516247,3150043:66:17:1:4042486471:3905516248,3150185:66:16:0:3905516248:4042486472"
1,1257336079589320,667,2,32810,113,rst_during_handshake,"0:74:2:1:3915700927:0,667:60:20:0:0:3915700928"
0,1257388686585891,3188625,18,50789,25,graceful,"0:74:2:1:38843071:0,179:74:18:0:4203102417:38843072,7269:66:16:1:38843072:4203102418,1027099:294:24:0:4203102418:38843072,1027423:66:16:1:38843072:4203102646,3007436:86:24:1:38843072:4203102646,3007576:66:16:0:4203102646:38843092,3007657:170:24:0:4203102646:38843092,3007929:780:24:1:38843092:4203102646,3007958:66:16:1:38843806:4203102750,3047694:66:16:0:4203102750:38843806,3185722:274:24:0:4203102750:38843806,3186041:66:16:1:38843806:4203102958,3188165:115:24:0:4203102958:38843806,3188188:66:17:0:4203103007:38843806,3188480:66:16:1:38843806:4203103007,3188484:66:17:1:38843806:4203103008,3188625:66:16:0:4203103008:38843807"
1,1257388686596364,287,2,53180,113,rst_during_handshake,"0:74:2:1:4194010906:0,287:60:20:0:0:4194010907"
