d,st,et,p,sp,dp,ct,fp
0,1257258840705066,32114,10,36798,80,graceful,"0:74:2:1:3907386546:0,579:74:18:0:4043739219:3907386547,746:66:16:1:3907386547:4043739220,789:96:24:1:3907386547:4043739220,1571:66:16:0:4043739220:3907386577,3071:554:24:0:4043739220:3907386577,3127:66:17:0:4043739708:3907386577,3272:66:16:1:3907386577:4043739708,31516:66:17:1:3907386577:4043739709,32114:66:16:0:4043739709:3907386578"
1,1257259213703251,744334,27,45131,10000,graceful,"0:74:2:1:1314037680:0,188:74:18:0:1168109190:1314037681,849:66:16:1:1314037681:1168109191,1556:235:24:1:1314037681:1168109191,1731:66:16:0:1168109191:1314037850,3792:130:24:0:1168109191:1314037850,4424:66:16:1:1314037850:1168109255,4752:149:24:0:1168109255:1314037850,5434:66:16:1:1314037850:1168109338,118320:1090:24:0:1168109338:1314037850,142917:1514:16:0:1168110362:1314037850,232937:78:16:1:1314037850:1168109338,233204:1514:16:0:1168111810:1314037850,320448:1090:24:0:1168109338:1314037850,740458:1090:24:0:1168109338:1314037850,741262:66:16:1:1314037850:1168111810,741536:1514:16:0:1168113258:1314037850,741548:1514:16:0:1168114706:1314037850,742470:78:16:1:1314037850:1168111810,742751:1514:16:0:1168111810:1314037850,742759:78:16:1:1314037850:1168111810,742763:1514:16:0:1168116154:1314037850,742771:972:25:0:1168117602:1314037850,743662:66:16:1:1314037850:1168116154,743902:66:16:1:1314037850:1168117602,744193:66:17:1:1314037850:1168118509,744334:66:16:0:1168118509:1314037851"
0,1257262555792647,16874,10,36179,80,graceful,"0:74:2:1:2048328047:0,728:74:18:0:2185343957:2048328048,876:66:16:1:2048328048:2185343958,895:96:24:1:2048328048:2185343958,1727:66:16:0:2185343958:2048328078,2381:554:24:0:2185343958:2048328078,2483:66:17:0:2185344446:2048328078,2568:66:16:1:2048328078:2185344446,16345:66:17:1:2048328078:2185344447,16874:66:16:0:2185344447:2048328079"
1,1257262928765892,432856,27,58535,10000,graceful,"0:74:2:1:3724515388:0,183:74:18:0:3601676610:3724515389,832:66:16:1:3724515389:3601676611,1100:235:24:1:3724515389:3601676611,1243:66:16:0:3601676611:3724515558,3820:130:24:0:3601676611:3724515558,4567:66:16:1:3724515558:3601676675,4742:149:24:0:3601676675:3724515558,5465:66:16:1:3724515558:3601676758,189955:1090:24:0:3601676758:3724515558,214559:1514:16:0:3601677782:3724515558,230477:66:16:1:3724515558:3601677782,231321:1514:16:0:3601679230:3724515558,231323:242:24:0:3601680678:3724515558,353785:78:16:1:3724515558:3601677782,353936:78:16:1:3724515558:3601677782,354044:1514:16:0:3601680854:3724515558,354192:1514:16:0:3601682302:3724515558,429881:78:16:1:3724515558:3601677782,429977:78:16:1:3724515558:3601677782,430162:1514:16:0:3601677782:3724515558,430977:66:16:1:3724515558:3601683750,431332:1514:16:0:3601683750:3724515558,431339:796:25:0:3601685198:3724515558,432224:66:16:1:3724515558:3601685198,432649:66:17:1:3724515558:3601685929,432856:66:16:0:3601685929:3724515559"
0,1257279706770208,28632,10,39671,80,graceful,"0:74:2:1:403933281:0,7669:74:18:0:531127373:403933282,7851:66:16:1:403933282:531127374,7856:96:24:1:403933282:531127374,8749:66:16:0:531127374:403933312,9368:554:24:0:531127374:403933312,9501:66:17:0:531127862:403933312,9558:66:16:1:403933312:531127862,28018:66:17:1:403933312:531127863,28632:66:16:0:531127863:403933313"
1,1257280079744056,434660,31,59713,10000,graceful,"0:74:2:1:2084198436:0,181:74:18:0:1950394815:2084198437,888:66:16:1:2084198437:1950394816,1123:235:24:1:2084198437:1950394816,1269:66:16:0:1950394816:2084198606,8818:138:24:0:1950394816:2084198606,9494:66:16:1:2084198606:1950394888,15857:149:24:0:1950394888:2084198606,16541:66:16:1:2084198606:1950394971,96769:1090:24:0:1950394971:2084198606,121368:1514:16:0:1950395995:2084198606,137569:66:16:1:2084198606:1950395995,138473:1514:16:0:1950397443:2084198606,138487:242:24:0:1950398891:2084198606,210922:66:16:1:2084198606:1950397443,211198:1514:16:0:1950399067:2084198606,211211:1514:16:0:1950400515:2084198606,428825:1514:16:0:1950397443:2084198606,429803:66:16:1:2084198606:1950398891,430086:1514:16:0:1950401963:2084198606,430092:796:25:0:1950403411:2084198606,431049:78:16:1:2084198606:1950398891,431227:242:24:0:1950398891:2084198606,431424:78:16:1:2084198606:1950398891,431975:78:16:1:2084198606:1950399067,432275:1514:16:0:1950399067:2084198606,433177:78:16:1:2084198606:1950400515,433432:1514:16:0:1950400515:2084198606,434310:66:16:1:2084198606:1950404142,434520:66:17:1:2084198606:1950404142,434660:66:16:0:1950404142:2084198607"
0,1257334649700484,25101,10,37561,80,graceful,"0:74:2:1:2962462818:0,802:74:18:0:3101656234:2962462819,946:66:16:1:2962462819:3101656235,980:96:24:1:2962462819:3101656235,1925:66:16:0:3101656235:2962462849,2497:554:24:0:3101656235:2962462849,2645:66:17:0:3101656723:2962462849,2679:66:16:1:2962462849:3101656723,24491:66:17:1:2962462849:3101656724,25101:66:16:0:3101656724:2962462850"
1,1257335022681840,698413,27,44593,10000,graceful,"0:74:2:1:343723914:0,166:74:18:0:215474027:343723915,847:66:16:1:343723915:215474028,1091:235:24:1:343723915:215474028,1233:66:16:0:215474028:343724084,3837:135:24:0:215474028:343724084,4463:66:16:1:343724084:215474097,4846:149:24:0:215474097:343724084,5507:66:16:1:343724084:215474180,62108:1090:24:0:215474180:343724084,86698:1514:16:0:215475204:343724084,273341:1090:24:0:215474180:343724084,693350:1090:24:0:215474180:343724084,694225:66:16:1:343724084:215475204,694499:1514:16:0:215476652:343724084,694511:1514:16:0:215478100:343724084,695436:78:16:1:343724084:215475204,695711:78:16:1:343724084:215475204,695715:1514:16:0:215475204:343724084,695728:1514:16:0:215479548:343724084,695740:1514:16:0:215480996:343724084,696668:66:16:1:343724084:215479548,696887:972:25:0:215482444:343724084,696932:66:16:1:343724084:215480996,697197:66:16:1:343724084:215482444,698278:66:17:1:343724084:215483351,698413:66:16:0:215483351:343724085"
0,1257338697690280,44827,10,50243,80,graceful,"0:74:2:1:2012684044:0,9515:74:18:0:2154072915:2012684045,9657:66:16:1:2012684045:2154072916,9682:96:24:1:2012684045:2154072916,11030:66:16:0:2154072916:2012684075,11669:554:24:0:2154072916:2012684075,11851:66:16:1:2012684075:2154073404,11907:66:17:0:2154073404:2012684075,43700:66:17:1:2012684075:2154073405,44827:66:16:0:2154073405:2012684076"
1,1257339070704382,404126,29,51297,10000,graceful,"0:74:2:1:3709419060:0,149:74:18:0:3573728868:3709419061,10883:66:16:1:3709419061:3573728869,11324:235:24:1:3709419061:3573728869,11466:66:16:0:3573728869:3709419230,13919:135:24:0:3573728869:3709419230,14965:66:16:1:3709419230:3573728938,15105:149:24:0:3573728938:3709419230,16032:66:16:1:3709419230:3573729021,47994:1090:24:0:3573729021:3709419230,72590:1514:16:0:3573730045:3709419230,105463:66:16:1:3709419230:3573730045,106243:1514:16:0:3573731493:3709419230,106253:1266:24:0:3573732941:3709419230,179101:66:16:1:3709419230:3573731493,179378:1514:16:0:3573734141:3709419230,179391:1514:16:0:3573735589:3709419230,179400:1220:25:0:3573737037:3709419230,399204:1514:16:0:3573731493:3709419230,400405:66:16:1:3709419230:3573732941,400660:1266:24:0:3573732941:3709419230,400677:1514:16:0:3573734141:3709419230,401878:66:16:1:3709419230:3573734141,402130:1514:16:0:3573735589:3709419230,402140:1220:25:0:3573737037:3709419230,402501:66:16:1:3709419230:3573735589,403310:66:16:1:3709419230:3573737037,403998:66:17:1:3709419230:3573738192,404126:66:16:0:3573738192:3709419231"
