d,st,et,p,sp,dp,ct,fp
1,1257257895734888,9347339,10,41022,80,invalid_ack,"0:60:2:1:3527673088:0,155:60:18:0:1984242097:3527673089,729:60:16:1:345298:1984242098,898:60:16:0:1984242098:3527673089,3346084:60:18:0:1984242097:3527673089,3346974:60:16:1:345298:1984242098,3347113:60:16:0:1984242098:3527673089,9346236:60:18:0:1984242097:3527673089,9347142:60:16:1:345298:1984242098,9347339:60:16:0:1984242098:3527673089"
1,1257257895735153,10346941,10,23594,80,invalid_ack,"0:60:2:1:3527673088:0,175:60:18:0:1983998083:3527673089,737:60:16:1:345298:1983998084,914:60:16:0:1983998084:3527673089,4345864:60:18:0:1983998083:3527673089,4346997:60:16:1:345298:1983998084,4347135:60:16:0:1983998084:3527673089,10346023:60:18:0:1983998083:3527673089,10346797:60:16:1:345298:1983998084,10346941:60:16:0:1983998084:3527673089"
1,1257257899733271,9748607,10,57324,80,invalid_ack,"0:60:2:1:3527673088:0,145:60:18:0:2033892027:3527673089,538:60:16:1:345298:2033892028,677:60:16:0:2033892028:3527673089,3747806:60:18:0:2033892027:3527673089,3748595:60:16:1:345298:2033892028,3748736:60:16:0:2033892028:3527673089,9747940:60:18:0:2033892027:3527673089,9748468:60:16:1:345298:2033892028,9748607:60:16:0:2033892028:3527673089"
1,1257257903731578,21151044,13,49542,80,invalid_ack,"0:60:2:1:3527673088:0,198:60:18:0:2093864312:3527673089,596:60:16:1:345298:2093864313,744:60:16:0:2093864313:3527673089,3149575:60:18:0:2093864312:3527673089,3150009:60:16:1:345298:2093864313,3150149:60:16:0:2093864313:3527673089,9149712:60:18:0:2093864312:3527673089,9150443:60:16:1:345298:2093864313,9150649:60:16:0:2093864313:3527673089,21149975:60:18:0:2093864312:3527673089,21150886:60:16:1:345298:2093864313,21151044:60:16:0:2093864313:3527673089"
1,1257257907729680,22352996,13,60434,80,invalid_ack,"0:60:2:1:3527673088:0,141:60:18:0:2171818152:3527673089,551:60:16:1:345298:2171818153,690:60:16:0:2171818153:3527673089,4351584:60:18:0:2171818152:3527673089,4352169:60:16:1:345298:2171818153,4352334:60:16:0:2171818153:3527673089,10351729:60:18:0:2171818152:3527673089,10352285:60:16:1:345298:2171818153,10352425:60:16:0:2171818153:3527673089,22351996:60:18:0:2171818152:3527673089,22352831:60:16:1:345298:2171818153,22352996:60:16:0:2171818153:3527673089"
1,1257257911728028,0,1,1814,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257915726140,0,1,4063,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257919724385,0,1,57266,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257923722749,21960303,13,54977,80,invalid_ack,"0:60:2:1:3527673088:0,186:60:18:0:2411505181:3527673089,984:60:16:1:345298:2411505182,1180:60:16:0:2411505182:3527673089,3956643:60:18:0:2411505181:3527673089,3957964:60:16:1:345298:2411505182,3958158:60:16:0:2411505182:3527673089,9958997:60:18:0:2411505181:3527673089,9960714:60:16:1:345298:2411505182,9960851:60:16:0:2411505182:3527673089,21959274:60:18:0:2411505181:3527673089,21960132:60:16:1:345298:2411505182,21960303:60:16:0:2411505182:3527673089"
1,1257257927720854,9562094,10,11667,80,invalid_ack,"0:60:2:1:3527673088:0,144:60:18:0:2478168758:3527673089,581:60:16:1:345298:2478168759,719:60:16:0:2478168759:3527673089,3560851:60:18:0:2478168758:3527673089,3562908:60:16:1:345298:2478168759,3563047:60:16:0:2478168759:3527673089,9560985:60:18:0:2478168758:3527673089,9561956:60:16:1:345298:2478168759,9562094:60:16:0:2478168759:3527673089"
1,1257257931719106,0,1,47387,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257935717373,21968324,13,7977,80,invalid_ack,"0:60:2:1:3527673088:0,144:60:18:0:2597034124:3527673089,793:60:16:1:345298:2597034125,931:60:16:0:2597034125:3527673089,3764502:60:18:0:2597034124:3527673089,3765691:60:16:1:345298:2597034125,3765893:60:16:0:2597034125:3527673089,9764641:60:18:0:2597034124:3527673089,9765471:60:16:1:345298:2597034125,9765607:60:16:0:2597034125:3527673089,21964903:60:18:0:2597034124:3527673089,21968187:60:16:1:345298:2597034125,21968324:60:16:0:2597034125:3527673089"
1,1257257939715664,9767487,10,5122,80,invalid_ack,"0:60:2:1:3527673088:0,143:60:18:0:2655557936:3527673089,790:60:16:1:345298:2655557937,928:60:16:0:2655557937:3527673089,3766301:60:18:0:2655557936:3527673089,3768127:60:16:1:345298:2655557937,3768265:60:16:0:2655557937:3527673089,9766450:60:18:0:2655557936:3527673089,9767347:60:16:1:345298:2655557937,9767487:60:16:0:2655557937:3527673089"
1,1257257943714047,0,1,25578,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257947712309,9571501,10,26915,80,invalid_ack,"0:60:2:1:3527673088:0,170:60:18:0:2789613631:3527673089,1136:60:16:1:345298:2789613632,1279:60:16:0:2789613632:3527673089,3569835:60:18:0:2789613631:3527673089,3571680:60:16:1:345298:2789613632,3571837:60:16:0:2789613632:3527673089,9569975:60:18:0:2789613631:3527673089,9571361:60:16:1:345298:2789613632,9571501:60:16:0:2789613632:3527673089"
1,1257257951710626,0,1,6314,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257955708831,21575300,13,8690,80,invalid_ack,"0:60:2:1:3527673088:0,146:60:18:0:2921584698:3527673089,702:60:16:1:345298:2921584699,840:60:16:0:2921584699:3527673089,3373487:60:18:0:2921584698:3527673089,3374974:60:16:1:345298:2921584699,3375115:60:16:0:2921584699:3527673089,9373647:60:18:0:2921584698:3527673089,9377045:60:16:1:345298:2921584699,9377186:60:16:0:2921584699:3527673089,21573878:60:18:0:2921584698:3527673089,21575154:60:16:1:345298:2921584699,21575300:60:16:0:2921584699:3527673089"
1,1257257959707318,9979560,10,16377,80,invalid_ack,"0:60:2:1:3527673088:0,175:60:18:0:2979777388:3527673089,1032:60:16:1:345298:2979777389,1219:60:16:0:2979777389:3527673089,3975093:60:18:0:2979777388:3527673089,3977799:60:16:1:345298:2979777389,3977953:60:16:0:2979777389:3527673089,9975235:60:18:0:2979777388:3527673089,9979420:60:16:1:345298:2979777389,9979560:60:16:0:2979777389:3527673089"
1,1257257963705471,0,1,21590,80,incomplete_no_synack,0:60:2:1:3527673088:0
