d,st,et,p,sp,dp,ct,fp
0,1257260072796130,68933643,11,34636,80,abortive,"0:74:2:1:1753262290:0,119:74:18:0:3726534297:1753262291,305:66:16:1:1753262291:3726534298,503:86:24:1:1753262291:3726534298,688:66:16:0:3726534298:1753262311,725:83:24:0:3726534298:1753262311,753:135:25:0:3726534315:1753262311,888:66:16:1:1753262311:3726534315,31097:66:16:1:1753262311:3726534385,68933517:66:17:1:1753262311:3726534385,68933643:60:4:0:3726534385:0"
0,1257260072808680,68921103,17,33395,80,abortive,"0:74:2:1:1746791230:0,101:74:18:0:3729072321:1746791231,248:66:16:1:1746791231:3729072322,286:89:24:1:1746791231:3729072322,403:66:16:0:3729072322:1746791254,434:83:24:0:3729072322:1746791254,580:66:16:1:1746791254:3729072339,673:1514:16:0:3729072339:1746791254,742:944:24:0:3729073787:1746791254,905:1514:16:0:3729074665:1746791254,910:530:25:0:3729076113:1746791254,952:66:16:1:1746791254:3729073787,957:66:16:1:1746791254:3729074665,1167:66:16:1:1746791254:3729076113,41050:66:16:1:1746791254:3729076578,68920978:66:17:1:1746791254:3729076578,68921103:60:4:0:3729076578:0"
0,1257263697736908,93610970,11,36432,80,abortive,"0:74:2:1:2749201853:0,144:74:18:0:435478485:2749201854,342:66:16:1:2749201854:435478486,367:86:24:1:2749201854:435478486,475:66:16:0:435478486:2749201874,539:83:24:0:435478486:2749201874,562:135:25:0:435478503:2749201874,700:66:16:1:2749201874:435478503,39455:66:16:1:2749201874:435478573,93610840:66:17:1:2749201874:435478573,93610970:60:4:0:435478573:0"
0,1257263697744582,93603310,15,39388,80,abortive,"0:74:2:1:2764428356:0,205:74:18:0:448969110:2764428357,377:66:16:1:2764428357:448969111,423:89:24:1:2764428357:448969111,537:66:16:0:448969111:2764428380,562:83:24:0:448969111:2764428380,727:66:16:1:2764428380:448969128,791:1514:16:0:448969128:2764428380,877:1099:24:0:448970576:2764428380,878:67:25:0:448971609:2764428380,1050:66:16:1:2764428380:448970576,1106:66:16:1:2764428380:448971609,41158:66:16:1:2764428380:448971611,93603175:66:17:1:2764428380:448971611,93603310:60:4:0:448971611:0"
0,1257327155813811,407937844,11,47502,80,abortive,"0:74:2:1:1421852888:0,120:74:18:0:3402102339:1421852889,310:66:16:1:1421852889:3402102340,345:86:24:1:1421852889:3402102340,458:66:16:0:3402102340:1421852909,499:83:24:0:3402102340:1421852909,524:135:25:0:3402102357:1421852909,661:66:16:1:1421852909:3402102357,36598:66:16:1:1421852909:3402102427,407937715:66:17:1:1421852909:3402102427,407937844:60:4:0:3402102427:0"
0,1257327155820960,407930711,17,53979,80,abortive,"0:74:2:1:1421900103:0,111:74:18:0:3396455875:1421900104,256:66:16:1:1421900104:3396455876,281:89:24:1:1421900104:3396455876,398:66:16:0:3396455876:1421900127,460:83:24:0:3396455876:1421900127,610:66:16:1:1421900127:3396455893,697:1514:16:0:3396455893:1421900127,769:1012:24:0:3396457341:1421900127,938:1514:16:0:3396458287:1421900127,939:66:16:1:1421900127:3396457341,984:66:16:1:1421900127:3396458287,1029:1162:25:0:3396459735:1421900127,1195:66:16:1:1421900127:3396459735,40071:66:16:1:1421900127:3396460832,407930574:66:17:1:1421900127:3396460832,407930711:60:4:0:3396460832:0"
0,1257336115738418,36727,9,53737,80,graceful,"0:74:2:1:175715266:0,119:74:18:0:2152730848:175715267,269:66:16:1:175715267:2152730849,314:86:24:1:175715267:2152730849,428:66:16:0:2152730849:175715287,457:83:24:0:2152730849:175715287,481:132:25:0:2152730866:175715287,616:66:16:1:175715287:2152730866,36727:66:16:1:175715287:2152730933"
0,1257336115745856,36792,15,35555,80,graceful,"0:74:2:1:182771361:0,113:74:18:0:2144932778:182771362,260:66:16:1:182771362:2144932779,284:89:24:1:182771362:2144932779,392:66:16:0:2144932779:182771385,450:83:24:0:2144932779:182771385,596:66:16:1:182771385:2144932796,681:1514:16:0:2144932796:182771385,752:1012:24:0:2144934244:182771385,922:66:16:1:182771385:2144934244,924:1514:16:0:2144935190:182771385,928:528:25:0:2144936638:182771385,964:66:16:1:182771385:2144935190,1179:66:16:1:182771385:2144936638,36792:66:16:1:182771385:2144937101"
0,1257343029758483,426933160,11,57638,80,abortive,"0:74:2:1:1217980579:0,122:74:18:0:3184251276:1217980580,296:66:16:1:1217980580:3184251277,319:86:24:1:1217980580:3184251277,427:66:16:0:3184251277:1217980600,479:83:24:0:3184251277:1217980600,502:135:25:0:3184251294:1217980600,639:66:16:1:1217980600:3184251294,39371:66:16:1:1217980600:3184251364,426933023:66:17:1:1217980600:3184251364,426933160:60:4:0:3184251364:0"
0,1257343029765853,426925808,19,37180,80,abortive,"0:74:2:1:1218241430:0,111:74:18:0:3194939819:1218241431,256:66:16:1:1218241431:3194939820,292:89:24:1:1218241431:3194939820,400:66:16:0:3194939820:1218241454,447:83:24:0:3194939820:1218241454,593:66:16:1:1218241454:3194939837,684:1514:16:0:3194939837:1218241454,747:964:24:0:3194941285:1218241454,917:1514:16:0:3194942183:1218241454,918:66:16:1:1218241454:3194941285,956:66:16:1:1218241454:3194942183,1106:1514:16:0:3194943631:1218241454,1109:348:25:0:3194945079:1218241454,1168:66:16:1:1218241454:3194943631,1362:66:16:1:1218241454:3194945079,40751:66:16:1:1218241454:3194945362,426925661:66:17:1:1218241454:3194945362,426925808:60:4:0:3194945362:0"
