d,st,et,p,sp,dp,ct,fp
1,1257261048623774,3077740,32,39262,25,graceful,"0:74:2:1:25512053:0,176:74:18:0:4167399716:25512054,6130:66:16:1:25512054:4167399717,1018935:263:24:0:4167399717:25512054,1019543:66:16:1:25512054:4167399914,3006517:85:24:1:25512054:4167399914,3006658:66:16:0:4167399914:25512073,3006738:154:24:0:4167399914:25512073,3006980:1514:16:1:25512073:4167399914,3007339:1514:16:1:25513521:4167399914,3007458:1345:24:1:25514969:4167399914,3007585:66:16:0:4167400002:25514969,3007632:66:16:1:25516248:4167400002,3008442:1514:16:1:25516248:4167400002,3008454:1514:16:1:25517696:4167400002,3008704:66:16:0:4167400002:25517696,3008722:1514:16:1:25519144:4167400002,3008948:66:16:0:4167400002:25520592,3009439:1514:16:1:25520592:4167400002,3009452:1514:16:1:25522040:4167400002,3009464:1514:16:1:25523488:4167400002,3009673:1514:16:1:25524936:4167400002,3009732:66:16:0:4167400002:25523488,3009779:1514:16:1:25526384:4167400002,3009784:70:24:1:25527832:4167400002,3009916:66:16:0:4167400002:25526384,3010011:66:16:0:4167400002:25527836,3072650:277:24:0:4167400002:25527836,3076410:115:25:0:4167400213:25527836,3077101:66:16:1:25527836:4167400263,3077568:66:17:1:25527836:4167400263,3077740:66:16:0:4167400263:25527837"
0,1257261048632971,623,2,38549,113,rst_during_handshake,"0:74:2:1:4159938384:0,623:60:20:0:0:4159938385"
1,1257265524627587,3127402,31,41306,25,graceful,"0:74:2:1:1494900985:0,210:74:18:0:1330425507:1494900986,10798:66:16:1:1494900986:1330425508,1025978:263:24:0:1330425508:1494900986,1026439:66:16:1:1494900986:1330425705,3011223:85:24:1:1494900986:1330425705,3011379:1514:16:1:1494901005:1330425705,3011399:66:16:0:1330425705:1494901005,3011493:154:24:0:1330425705:1494901005,3011962:1514:16:1:1494902453:1330425705,3011974:1514:16:1:1494903901:1330425705,3011975:66:16:1:1494905349:1330425793,3012225:66:16:0:1330425793:1494903901,3012792:1514:16:1:1494905349:1330425793,3012804:1514:24:1:1494906797:1330425793,3012854:1514:16:1:1494908245:1330425793,3013054:66:16:0:1330425793:1494906797,3013093:66:16:0:1330425793:1494909693,3013684:1514:16:1:1494909693:1330425793,3013759:1514:16:1:1494911141:1330425793,3013771:1514:24:1:1494912589:1330425793,3013815:1514:16:1:1494914037:1330425793,3013853:1349:24:1:1494915485:1330425793,3014022:66:16:0:1330425793:1494912589,3014052:66:16:0:1330425793:1494915485,3045954:66:16:0:1330425793:1494916768,3122833:277:24:0:1330425793:1494916768,3126676:115:25:0:1330426004:1494916768,3127111:66:16:1:1494916768:1330426054,3127263:66:17:1:1494916768:1330426054,3127402:66:16:0:1330426054:1494916769"
0,1257265524641349,415,2,52331,113,rst_during_handshake,"0:74:2:1:1344062494:0,415:60:20:0:0:1344062495"
1,1257280663622234,3109427,32,51759,25,graceful,"0:74:2:1:2648551337:0,160:74:18:0:2509833820:2648551338,11172:66:16:1:2648551338:2509833821,1020768:263:24:0:2509833821:2648551338,1021446:66:16:1:2648551338:2509834018,3011856:85:24:1:2648551338:2509834018,3011994:66:16:0:2509834018:2648551357,3012096:154:24:0:2509834018:2648551357,3012459:1514:16:1:2648551357:2509834018,3012638:1514:16:1:2648552805:2509834018,3012734:1345:24:1:2648554253:2509834018,3012840:66:16:1:2648555532:2509834106,3012877:66:16:0:2509834106:2648554253,3014266:1514:16:1:2648555532:2509834106,3014279:1514:16:1:2648556980:2509834106,3014529:66:16:0:2509834106:2648556980,3014679:1514:16:1:2648558428:2509834106,3014923:66:16:0:2509834106:2648559876,3015302:1514:16:1:2648559876:2509834106,3015315:1514:16:1:2648561324:2509834106,3015382:1018:24:1:2648562772:2509834106,3015567:66:16:0:2509834106:2648562772,3016078:1514:16:1:2648563724:2509834106,3016090:1514:16:1:2648565172:2509834106,3016336:66:16:0:2509834106:2648565172,3017028:562:24:1:2648566620:2509834106,3017206:66:16:0:2509834106:2648567116,3104275:277:24:0:2509834106:2648567116,3108097:115:25:0:2509834317:2648567116,3108813:66:16:1:2648567116:2509834367,3109291:66:17:1:2648567116:2509834367,3109427:66:16:0:2509834367:2648567117"
0,1257280663636485,947,2,34695,113,rst_during_handshake,"0:74:2:1:2514302900:0,947:60:20:0:0:2514302901"
1,1257321033635321,3085644,31,34736,25,graceful,"0:74:2:1:34994399:0,177:74:18:0:4188656360:34994400,9474:66:16:1:34994400:4188656361,1023871:263:24:0:4188656361:34994400,1024140:66:16:1:34994400:4188656558,3009638:85:24:1:34994400:4188656558,3009779:66:16:0:4188656558:34994419,3009806:1514:16:1:34994419:4188656558,3009872:154:24:0:4188656558:34994419,3010145:1514:16:1:34995867:4188656558,3010167:1514:16:1:34997315:4188656558,3010168:66:16:1:34998763:4188656646,3010388:66:16:0:4188656646:34997315,3010776:1514:16:1:34998763:4188656646,3010789:1514:24:1:35000211:4188656646,3010801:1514:16:1:35001659:4188656646,3011073:66:16:0:4188656646:35000211,3011077:66:16:0:4188656646:35003107,3011512:1514:16:1:35003107:4188656646,3011525:1514:16:1:35004555:4188656646,3011537:1514:24:1:35006003:4188656646,3011549:1514:16:1:35007451:4188656646,3011560:1349:24:1:35008899:4188656646,3011837:66:16:0:4188656646:35006003,3011840:66:16:0:4188656646:35008899,3044466:66:16:0:4188656646:35010182,3081387:277:24:0:4188656646:35010182,3085219:115:25:0:4188656857:35010182,3085479:66:16:1:35010182:4188656907,3085483:66:17:1:35010182:4188656907,3085644:66:16:0:4188656907:35010183"
0,1257321033647847,242,2,50200,113,rst_during_handshake,"0:74:2:1:4191021483:0,242:60:20:0:0:4191021484"
1,1257422178644063,3091274,31,50026,25,graceful,"0:74:2:1:1240927616:0,178:74:18:0:1109507390:1240927617,3541:66:16:1:1240927617:1109507391,1016817:263:24:0:1109507391:1240927617,1017489:66:16:1:1240927617:1109507588,3004075:85:24:1:1240927617:1109507588,3004245:66:16:0:1109507588:1240927636,3004340:154:24:0:1109507588:1240927636,3004500:1514:16:1:1240927636:1109507588,3005008:1514:16:1:1240929084:1109507588,3005020:1514:16:1:1240930532:1109507588,3005156:66:16:1:1240931980:1109507676,3005270:66:16:0:1109507676:1240930532,3006035:1514:16:1:1240931980:1109507676,3006049:1514:24:1:1240933428:1109507676,3006188:1514:16:1:1240934876:1109507676,3006298:66:16:0:1109507676:1240933428,3006426:66:16:0:1109507676:1240936324,3007072:1514:16:1:1240936324:1109507676,3007192:1514:16:1:1240937772:1109507676,3007212:1514:24:1:1240939220:1109507676,3007330:1514:16:1:1240940668:1109507676,3007419:66:16:0:1109507676:1240939220,3007444:1349:24:1:1240942116:1109507676,3007571:66:16:0:1109507676:1240942116,3046160:66:16:0:1109507676:1240943399,3086439:277:24:0:1109507676:1240943399,3090209:115:25:0:1109507887:1240943399,3090902:66:16:1:1240943399:1109507937,3091110:66:17:1:1240943399:1109507937,3091274:66:16:0:1109507937:1240943400"
0,1257422178650589,677,2,52927,113,rst_during_handshake,"0:74:2:1:1114445698:0,677:60:20:0:0:1114445699"
