d,st,et,p,sp,dp,ct,fp
0,1257257907769463,0,1,59011,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257907769464,0,1,50902,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257911767669,0,1,4995,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257915765946,0,1,39954,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257919764215,0,1,42823,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257923762493,0,1,40525,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257927760873,0,1,53905,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257931759068,0,1,59566,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257935757330,10524703,4,34599,80,incomplete_no_ack,"0:60:2:1:3527673088:0,148:60:18:0:2594858431:3527673089,4524569:60:18:0:2594858431:3527673089,10524703:60:18:0:2594858431:3527673089"
0,1257257939755631,0,1,12502,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257943753933,3128126,3,54082,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:2727648753:3527673089,3128126:60:18:0:2727648753:3527673089"
0,1257257947752398,0,1,34156,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257951750698,0,1,23890,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257955749023,22133714,5,32733,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:2919615537:3527673089,3933316:60:18:0:2919615537:3527673089,10133453:60:18:0:2919615537:3527673089,22133714:60:18:0:2919615537:3527673089"
0,1257257959747471,3534933,3,50422,80,incomplete_no_ack,"0:60:2:1:3527673088:0,190:60:18:0:2979807098:3527673089,3534933:60:18:0:2979807098:3527673089"
0,1257257963745675,9336944,4,7019,80,incomplete_no_ack,"0:60:2:1:3527673088:0,145:60:18:0:3034696732:3527673089,3336826:60:18:0:3034696732:3527673089,9336944:60:18:0:3034696732:3527673089"
0,1257257967744012,0,1,19327,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257971742306,21740778,5,56132,80,incomplete_no_ack,"0:60:2:1:3527673088:0,145:60:18:0:3170862332:3527673089,3540377:60:18:0:3170862332:3527673089,9740513:60:18:0:3170862332:3527673089,21740778:60:18:0:3170862332:3527673089"
0,1257257975740632,21942542,5,10428,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:3222452263:3527673089,3942142:60:18:0:3222452263:3527673089,9942273:60:18:0:3222452263:3527673089,21942542:60:18:0:3222452263:3527673089"
0,1257257979738908,9144080,4,4620,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:3296462430:3527673089,3143938:60:18:0:3296462430:3527673089,9144080:60:18:0:3296462430:3527673089"
0,1257257983737297,21146056,5,15436,80,incomplete_no_ack,"0:60:2:1:3527673088:0,187:60:18:0:3351169028:3527673089,3145637:60:18:0:3351169028:3527673089,9145775:60:18:0:3351169028:3527673089,21146056:60:18:0:3351169028:3527673089"
0,1257257987735464,9947706,4,18927,80,incomplete_no_ack,"0:60:2:1:3527673088:0,142:60:18:0:3420747971:3527673089,3947575:60:18:0:3420747971:3527673089,9947706:60:18:0:3420747971:3527673089"
0,1257257991733751,4349396,3,44160,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:3477704620:3527673089,4349396:60:18:0:3477704620:3527673089"
0,1257257995732108,9751236,4,37525,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:3536196697:3527673089,3551120:60:18:0:3536196697:3527673089,9751236:60:18:0:3536196697:3527673089"
0,1257258714801681,0,1,41716,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258714801809,0,1,12056,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258718802166,0,1,19224,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258722802593,0,1,59543,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258726802810,0,1,58525,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258730803080,0,1,22881,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258734803580,0,1,14481,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258738803530,0,1,34672,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258742803836,0,1,6769,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258746804234,3865298,3,32372,80,incomplete_no_ack,"0:60:2:1:3527673088:0,150:60:18:0:2439032258:3527673089,3865298:60:18:0:2439032258:3527673089"
0,1257258750804736,0,1,32618,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258754804913,143,2,43813,80,incomplete_no_ack,"0:60:2:1:3527673088:0,143:60:18:0:2565635276:3527673089"
0,1257258758805395,0,1,45589,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258762805766,0,1,50003,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258766805951,0,1,34884,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258770806277,9863948,4,3237,80,incomplete_no_ack,"0:60:2:1:3527673088:0,147:60:18:0:2820626649:3527673089,3863798:60:18:0:2820626649:3527673089,9863948:60:18:0:2820626649:3527673089"
0,1257258774806630,10263684,4,23748,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:2871333893:3527673089,4063561:60:18:0:2871333893:3527673089,10263684:60:18:0:2871333893:3527673089"
0,1257258778807152,0,1,43304,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258782807358,0,1,9133,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258786807695,22463148,5,12942,80,incomplete_no_ack,"0:60:2:1:3527673088:0,147:60:18:0:3062079449:3527673089,4262755:60:18:0:3062079449:3527673089,10260794:60:18:0:3062079449:3527673089,22463148:60:18:0:3062079449:3527673089"
0,1257258790808156,10460111,4,10915,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:3135553220:3527673089,4462384:60:18:0:3135553220:3527673089,10460111:60:18:0:3135553220:3527673089"
0,1257258794808475,0,1,55048,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257258798808823,22262286,5,27656,80,incomplete_no_ack,"0:60:2:1:3527673088:0,149:60:18:0:3257993617:3527673089,4060417:60:18:0:3257993617:3527673089,10262033:60:18:0:3257993617:3527673089,22262286:60:18:0:3257993617:3527673089"
0,1257258802809137,93863661,7,9301,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:3308464745:3527673089,3461643:60:18:0:3308464745:3527673089,9461786:60:18:0:3308464745:3527673089,21462063:60:18:0:3308464745:3527673089,45662591:60:18:0:3308464745:3527673089,93863661:60:18:0:3308464745:3527673089"
0,1257264521718391,0,1,18181,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264521718430,0,1,25651,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264525718610,4327929,3,17646,80,incomplete_no_ack,"0:60:2:1:3527673088:0,147:60:18:0:2856163031:3527673089,4327929:60:18:0:2856163031:3527673089"
0,1257264529718891,0,1,51397,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264533719046,0,1,52551,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264537719274,0,1,42401,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264541719523,0,1,41125,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264545719893,0,1,46717,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264549720156,0,1,37548,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264553720249,0,1,44328,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264557720518,9528860,4,1575,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:3356250765:3527673089,3526740:60:18:0:3356250765:3527673089,9528860:60:18:0:3356250765:3527673089"
0,1257264561720908,9728557,4,25634,80,incomplete_no_ack,"0:60:2:1:3527673088:0,185:60:18:0:3417301703:3527673089,3726422:60:18:0:3417301703:3527673089,9728557:60:18:0:3417301703:3527673089"
0,1257264565721232,0,1,12125,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264569723352,0,1,31196,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264573723730,10326041,4,25852,80,incomplete_no_ack,"0:60:2:1:3527673088:0,169:60:18:0:3605830616:3527673089,4325902:60:18:0:3605830616:3527673089,10326041:60:18:0:3605830616:3527673089"
0,1257264577723863,3925528,3,14413,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:3664229870:3527673089,3925528:60:18:0:3664229870:3527673089"
0,1257264581724136,0,1,35928,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257264585724388,3925497,3,27936,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:3796599204:3527673089,3925497:60:18:0:3796599204:3527673089"
0,1257264589724674,9325412,4,32527,80,incomplete_no_ack,"0:60:2:1:3527673088:0,211:60:18:0:3858281370:3527673089,3325279:60:18:0:3858281370:3527673089,9325412:60:18:0:3858281370:3527673089"
0,1257264593724821,10325399,4,15240,80,incomplete_no_ack,"0:60:2:1:3527673088:0,143:60:18:0:3916997583:3527673089,4325242:60:18:0:3916997583:3527673089,10325399:60:18:0:3916997583:3527673089"
