start_time,src_port,dst_port,close_type,packets
1257263931448941,34022,80,2,"0:2:1,119:18:0,310:16:1,316:24:1,445:16:0,526:24:0,553:25:0,690:16:1,32050:16:1,67425972:17:1,67426076:4:0"
1257263586729616,34962,80,2,"0:2:1,108:18:0,253:16:1,288:24:1,397:16:0,439:24:0,585:16:1,671:24:0,720:25:0,931:16:1,41628:16:1,412144930:17:1,412145057:4:0"
1257259930753682,36012,80,2,"0:2:1,105:18:0,252:16:1,271:24:1,381:16:0,408:24:0,556:16:1,633:16:0,725:24:0,877:16:0,888:16:1,964:16:1,1011:25:0,1138:16:1,1264:16:1,68045269:17:1,68045393:4:0"
1257342934755173,38757,80,2,"0:2:1,142:18:0,287:16:1,316:24:1,430:16:0,459:24:0,607:16:1,705:16:0,759:24:0,931:16:0,933:25:0,972:16:1,977:16:1,1188:16:1,39054:16:1,63238820:17:1,63238963:4:0"
1257263931456155,43262,80,2,"0:2:1,104:18:0,246:16:1,281:24:1,489:16:0,490:24:0,676:16:1,689:16:0,862:16:0,865:24:0,920:25:0,935:16:1,1113:16:1,1118:16:1,37960:16:1,67418763:17:1,67418867:4:0"
1257327060811391,43437,80,2,"0:2:1,109:18:0,253:16:1,259:24:1,375:16:0,419:24:0,569:16:1,648:16:0,731:24:0,891:16:0,895:16:1,953:16:1,1075:16:0,1082:25:0,1172:16:1,1337:16:1,35270:16:1,62262070:17:1,62262197:4:0"
1257342934747713,45886,80,2,"0:2:1,123:18:0,274:16:1,317:24:1,427:16:0,480:24:0,504:25:0,648:16:1,34012:16:1,63246270:17:1,63246404:4:0"
1257263586721755,47554,80,2,"0:2:1,270:18:0,512:16:1,517:24:1,726:16:0,811:24:0,874:25:0,1031:16:1,40113:16:1,412152779:17:1,412152901:4:0"
1257372071774588,49701,80,2,"0:2:1,118:18:0,263:16:1,304:24:1,416:16:0,439:24:0,585:16:1,669:16:0,746:24:0,818:25:0,922:16:1,965:16:1,37313:16:1,63425973:17:1,63426108:4:0"
1257327060803779,51862,80,2,"0:2:1,120:18:0,287:16:1,339:24:1,449:16:0,474:24:0,500:25:0,632:16:1,40381:16:1,62269674:17:1,62269796:4:0"
1257259930746300,52328,80,2,"0:2:1,114:18:0,288:16:1,309:24:1,425:16:0,477:24:0,500:25:0,642:16:1,31390:16:1,68052643:17:1,68052765:4:0"
1257336004714565,55859,80,2,"0:2:1,122:18:0,297:16:1,316:24:1,432:16:0,476:24:0,497:25:0,644:16:1,34236:16:1,63604061:17:1,63604185:4:0"
1257372071767120,57109,80,2,"0:2:1,114:18:0,314:16:1,321:24:1,441:16:0,518:24:0,545:25:0,680:16:1,34156:16:1,63433432:17:1,63433561:4:0"
1257336004722014,57999,80,2,"0:2:1,111:18:0,259:16:1,290:24:1,395:16:0,427:24:0,573:16:1,650:16:0,673:25:0,908:16:1,36163:16:1,63596621:17:1,63596750:4:0"
