d,st,et,p,sp,dp,ct,fp
0,1257259067867518,1067660,19,58214,25,abortive,"0:74:2:1:3185453762:0,268:74:18:0:685856335:3185453763,442:66:16:1:3185453763:685856336,1013823:287:24:0:685856336:3185453763,1014015:66:16:1:3185453763:685856557,1014021:81:24:1:3185453763:685856557,1014266:66:16:0:685856557:3185453778,1014354:163:24:0:685856557:3185453778,1014529:95:24:1:3185453778:685856654,1015751:108:24:0:685856654:3185453807,1015933:97:24:1:3185453807:685856696,1019359:114:24:0:685856696:3185453838,1019592:71:24:1:3185453838:685856744,1019999:116:24:0:685856744:3185453843,1020171:92:24:1:3185453843:685856794,1020212:139:25:1:3185453869:685856794,1020567:66:16:0:685856794:3185453943,1067514:122:24:0:685856794:3185453943,1067660:60:4:1:3185453943:0"
1,1257259067869971,152,2,42074,113,rst_during_handshake,"0:74:2:1:689462829:0,152:60:20:0:0:689462830"
0,1257259071978714,1031333,19,48386,25,abortive,"0:74:2:1:3240365321:0,242:74:18:0:754032861:3240365322,389:66:16:1:3240365322:754032862,1004694:287:24:0:754032862:3240365322,1004882:66:16:1:3240365322:754033083,1004888:81:24:1:3240365322:754033083,1005138:66:16:0:754033083:3240365337,1005217:163:24:0:754033083:3240365337,1005391:95:24:1:3240365337:754033180,1006689:108:24:0:754033180:3240365366,1006890:95:24:1:3240365366:754033222,1010284:112:24:0:754033222:3240365395,1010451:71:24:1:3240365395:754033268,1010741:116:24:0:754033268:3240365400,1010927:90:24:1:3240365400:754033318,1010933:139:25:1:3240365424:754033318,1011197:66:16:0:754033318:3240365498,1031186:122:24:0:754033318:3240365498,1031333:60:4:1:3240365498:0"
1,1257259071981139,149,2,51067,113,rst_during_handshake,"0:74:2:1:759307274:0,149:60:20:0:0:759307275"
0,1257259087000420,1030611,19,36298,25,abortive,"0:74:2:1:3481420877:0,261:74:18:0:997399644:3481420878,409:66:16:1:3481420878:997399645,1011847:287:24:0:997399645:3481420878,1012035:66:16:1:3481420878:997399866,1012041:81:24:1:3481420878:997399866,1012288:66:16:0:997399866:3481420893,1012377:163:24:0:997399866:3481420893,1012558:95:24:1:3481420893:997399963,1013883:108:24:0:997399963:3481420922,1014060:96:24:1:3481420922:997400005,1017486:113:24:0:997400005:3481420952,1017697:71:24:1:3481420952:997400052,1018097:116:24:0:997400052:3481420957,1018327:91:24:1:3481420957:997400102,1018334:139:25:1:3481420982:997400102,1018752:66:16:0:997400102:3481421056,1030463:122:24:0:997400102:3481421056,1030611:60:4:1:3481421056:0"
1,1257259087002877,180,2,48181,113,rst_during_handshake,"0:74:2:1:987243776:0,180:60:20:0:0:987243777"
0,1257259092166211,1024240,19,52973,25,abortive,"0:74:2:1:3554415635:0,239:74:18:0:1072419597:3554415636,386:66:16:1:3554415636:1072419598,1004431:287:24:0:1072419598:3554415636,1004617:66:16:1:3554415636:1072419819,1004624:81:24:1:3554415636:1072419819,1004878:66:16:0:1072419819:3554415651,1004957:163:24:0:1072419819:3554415651,1005137:95:24:1:3554415651:1072419916,1006491:108:24:0:1072419916:3554415680,1006694:97:24:1:3554415680:1072419958,1009891:114:24:0:1072419958:3554415711,1010102:71:24:1:3554415711:1072420006,1010380:116:24:0:1072420006:3554415716,1010574:92:24:1:3554415716:1072420056,1010580:139:25:1:3554415742:1072420056,1010858:66:16:0:1072420056:3554415816,1024052:122:24:0:1072420056:3554415816,1024240:60:4:1:3554415816:0"
1,1257259092168634,149,2,59204,113,rst_during_handshake,"0:74:2:1:1065385353:0,149:60:20:0:0:1065385354"
0,1257283530072123,1067333,19,53084,25,abortive,"0:74:2:1:214276627:0,276:74:18:0:2018059888:214276628,429:66:16:1:214276628:2018059889,1012583:287:24:0:2018059889:214276628,1012763:66:16:1:214276628:2018060110,1012768:81:24:1:214276628:2018060110,1013015:66:16:0:2018060110:214276643,1013072:163:24:0:2018060110:214276643,1013249:95:24:1:214276643:2018060207,1014481:108:24:0:2018060207:214276672,1014661:96:24:1:214276672:2018060249,1018145:113:24:0:2018060249:214276702,1018304:71:24:1:214276702:2018060296,1018593:116:24:0:2018060296:214276707,1018773:91:24:1:214276707:2018060346,1018779:143:25:1:214276732:2018060346,1019049:66:16:0:2018060346:214276810,1067185:122:24:0:2018060346:214276810,1067333:60:4:1:214276810:0"
1,1257283530074643,152,2,38339,113,rst_during_handshake,"0:74:2:1:2020894691:0,152:60:20:0:0:2020894692"
0,1257283533152260,1066220,19,33382,25,abortive,"0:74:2:1:266611637:0,247:74:18:0:2071812424:266611638,392:66:16:1:266611638:2071812425,1004472:287:24:0:2071812425:266611638,1004657:66:16:1:266611638:2071812646,1004662:81:24:1:266611638:2071812646,1004907:66:16:0:2071812646:266611653,1004958:163:24:0:2071812646:266611653,1005133:95:24:1:266611653:2071812743,1006467:108:24:0:2071812743:266611682,1006648:94:24:1:266611682:2071812785,1009990:111:24:0:2071812785:266611710,1010160:71:24:1:266611710:2071812830,1010438:116:24:0:2071812830:266611715,1010619:89:24:1:266611715:2071812880,1010627:143:25:1:266611738:2071812880,1010895:66:16:0:2071812880:266611816,1066050:122:24:0:2071812880:266611816,1066220:60:4:1:266611816:0"
1,1257283533154672,150,2,35727,113,rst_during_handshake,"0:74:2:1:2072798116:0,150:60:20:0:0:2072798117"
0,1257283559944689,1123836,19,59460,25,abortive,"0:74:2:1:696763160:0,253:74:18:0:2489596603:696763161,400:66:16:1:696763161:2489596604,1014020:287:24:0:2489596604:696763161,1014211:66:16:1:696763161:2489596825,1014216:81:24:1:696763161:2489596825,1014483:66:16:0:2489596825:696763176,1014554:163:24:0:2489596825:696763176,1014726:95:24:1:696763176:2489596922,1016052:108:24:0:2489596922:696763205,1016253:97:24:1:696763205:2489596964,1019755:114:24:0:2489596964:696763236,1019903:71:24:1:696763236:2489597012,1020187:116:24:0:2489597012:696763241,1020379:92:24:1:696763241:2489597062,1020386:143:25:1:696763267:2489597062,1020659:66:16:0:2489597062:696763345,1123635:122:24:0:2489597062:696763345,1123836:60:4:1:696763345:0"
1,1257283559947187,149,2,52527,113,rst_during_handshake,"0:74:2:1:2481191641:0,149:60:20:0:0:2481191642"
0,1257283562037457,1086427,19,32771,25,abortive,"0:74:2:1:732086619:0,241:74:18:0:2524174374:732086620,387:66:16:1:732086620:2524174375,1021300:287:24:0:2524174375:732086620,1021490:66:16:1:732086620:2524174596,1021495:81:24:1:732086620:2524174596,1021744:66:16:0:2524174596:732086635,1021820:163:24:0:2524174596:732086635,1022001:95:24:1:732086635:2524174693,1023289:108:24:0:2524174693:732086664,1023469:96:24:1:732086664:2524174735,1026918:113:24:0:2524174735:732086694,1027085:71:24:1:732086694:2524174782,1027366:116:24:0:2524174782:732086699,1027545:91:24:1:732086699:2524174832,1027551:143:25:1:732086724:2524174832,1027825:66:16:0:2524174832:732086802,1086283:122:24:0:2524174832:732086802,1086427:60:4:1:732086802:0"
1,1257283562039980,150,2,39916,113,rst_during_handshake,"0:74:2:1:2521045384:0,150:60:20:0:0:2521045385"
