d,st,et,p,sp,dp,ct,fp
1,1257257955849431,0,1,11114,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257955849714,0,1,10612,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257959847958,0,1,36678,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257963846494,0,1,1831,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257967844962,0,1,32879,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257971843547,0,1,16576,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257975842297,0,1,13607,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257979840743,0,1,39289,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257983839183,0,1,14526,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257987837485,0,1,46323,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257991835932,21247588,11,51405,80,invalid_ack,"0:60:2:1:3527673088:0,202:60:18:0:3476584094:3527673089,656:60:16:1:345298:3476584095,793:60:16:0:3476584095:3527673089,3247193:60:18:0:3476584094:3527673089,3247674:60:16:1:345298:3476584095,3247813:60:16:0:3476584095:3527673089,9247326:60:18:0:3476584094:3527673089,9247803:60:16:1:345298:3476584095,9247936:60:16:0:3476584095:3527673089,21247588:60:18:0:3476584094:3527673089"
1,1257257995834405,9848958,8,20575,80,invalid_ack,"0:60:2:1:3527673088:0,177:60:18:0:3546409503:3527673089,620:60:16:1:345298:3546409504,755:60:16:0:3546409504:3527673089,3848815:60:18:0:3546409503:3527673089,3849417:60:16:1:345298:3546409504,3849616:60:16:0:3546409504:3527673089,9848958:60:18:0:3546409503:3527673089"
1,1257257999832715,0,1,39643,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258003830853,10252686,6,31909,80,invalid_ack,"0:60:2:1:3527673088:0,144:60:18:0:3664522080:3527673089,851:60:16:1:345298:3664522081,991:60:16:0:3664522081:3527673089,4252564:60:18:0:3664522080:3527673089,10252686:60:18:0:3664522080:3527673089"
1,1257258007830440,10053202,4,56449,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:3735737526:3527673089,4053057:60:18:0:3735737526:3527673089,10053202:60:18:0:3735737526:3527673089"
1,1257258011830680,3852900,3,10775,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:3791743839:3527673089,3852900:60:18:0:3791743839:3527673089"
1,1257258015830921,3652748,3,2453,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:3852080708:3527673089,3652748:60:18:0:3852080708:3527673089"
1,1257258019831153,45241775,6,7483,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:3923102699:3527673089,3052600:60:18:0:3923102699:3527673089,9052728:60:18:0:3923102699:3527673089,21053002:60:18:0:3923102699:3527673089,45241775:60:18:0:3923102699:3527673089"
1,1257258023831389,45839336,6,27055,80,incomplete_no_ack,"0:60:2:1:3527673088:0,145:60:18:0:3974362690:3527673089,3852459:60:18:0:3974362690:3527673089,9852588:60:18:0:3974362690:3527673089,21850798:60:18:0:3974362690:3527673089,45839336:60:18:0:3974362690:3527673089"
1,1257258027831622,3252301,3,20866,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:4047695287:3527673089,3252301:60:18:0:4047695287:3527673089"
1,1257258031831867,3252154,3,44158,80,incomplete_no_ack,"0:60:2:1:3527673088:0,161:60:18:0:4109285030:3527673089,3252154:60:18:0:4109285030:3527673089"
1,1257258035832078,22044283,5,55413,80,incomplete_no_ack,"0:60:2:1:3527673088:0,145:60:18:0:4172433778:3527673089,4052046:60:18:0:4172433778:3527673089,10050004:60:18:0:4172433778:3527673089,22044283:60:18:0:4172433778:3527673089"
1,1257258039832311,10447679,4,28468,80,incomplete_no_ack,"0:60:2:1:3527673088:0,143:60:18:0:4222434291:3527673089,4450550:60:18:0:4222434291:3527673089,10447679:60:18:0:4222434291:3527673089"
1,1257258043832600,4048546,3,26737,80,incomplete_no_ack,"0:60:2:1:3527673088:0,183:60:18:0:4294113045:3527673089,4048546:60:18:0:4294113045:3527673089"
1,1257258762891792,9179189,10,23949,80,invalid_ack,"0:60:2:1:3527673088:0,185:60:18:0:2695565336:3527673089,1047:60:16:1:345298:2695565337,1188:60:16:0:2695565337:3527673089,3178101:60:18:0:2695565336:3527673089,3179093:60:16:1:345298:2695565337,3179251:60:16:0:2695565337:3527673089,9178235:60:18:0:2695565336:3527673089,9179042:60:16:1:345298:2695565337,9179189:60:16:0:2695565337:3527673089"
1,1257258762892156,0,1,31850,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258766892666,21780713,13,51008,80,invalid_ack,"0:60:2:1:3527673088:0,145:60:18:0:2750099711:3527673089,849:60:16:1:345298:2750099712,1026:60:16:0:2750099712:3527673089,3777333:60:18:0:2750099711:3527673089,3778773:60:16:1:345298:2750099712,3778979:60:16:0:2750099712:3527673089,9777469:60:18:0:2750099711:3527673089,9779240:60:16:1:345298:2750099712,9779442:60:16:0:2750099712:3527673089,21777727:60:18:0:2750099711:3527673089,21780572:60:16:1:345298:2750099712,21780713:60:16:0:2750099712:3527673089"
1,1257258770893126,0,1,51574,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258774893638,9978686,10,48687,80,invalid_ack,"0:60:2:1:3527673088:0,147:60:18:0:2883697846:3527673089,634:60:16:1:345298:2883697847,774:60:16:0:2883697847:3527673089,3976548:60:18:0:2883697846:3527673089,3978009:60:16:1:345298:2883697847,3978155:60:16:0:2883697847:3527673089,9974186:60:18:0:2883697846:3527673089,9978515:60:16:1:345298:2883697847,9978686:60:16:0:2883697847:3527673089"
1,1257258778893936,22578315,13,59047,80,invalid_ack,"0:60:2:1:3527673088:0,147:60:18:0:2941328332:3527673089,1024:60:16:1:345298:2941328333,1199:60:16:0:2941328333:3527673089,4376341:60:18:0:2941328332:3527673089,4377735:60:16:1:345298:2941328333,4377898:60:16:0:2941328333:3527673089,10576471:60:18:0:2941328332:3527673089,10577117:60:16:1:345298:2941328333,10577293:60:16:0:2941328333:3527673089,22576741:60:18:0:2941328332:3527673089,22578173:60:16:1:345298:2941328333,22578315:60:16:0:2941328333:3527673089"
1,1257258782894279,0,1,4367,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258786894568,22177136,13,14527,80,invalid_ack,"0:60:2:1:3527673088:0,144:60:18:0:3066702029:3527673089,1430:60:16:1:345298:3066702030,1572:60:16:0:3066702030:3527673089,3975885:60:18:0:3066702029:3527673089,3976917:60:16:1:345298:3066702030,3977058:60:16:0:3066702030:3527673089,9975972:60:18:0:3066702029:3527673089,9976799:60:16:1:345298:3066702030,9976939:60:16:0:3066702030:3527673089,22176283:60:18:0:3066702029:3527673089,22176959:60:16:1:345298:3066702030,22177136:60:16:0:3066702030:3527673089"
1,1257258790894960,10576523,10,16828,80,invalid_ack,"0:60:2:1:3527673088:0,148:60:18:0:3122443306:3527673089,641:60:16:1:345298:3122443307,781:60:16:0:3122443307:3527673089,4575592:60:18:0:3122443306:3527673089,4576271:60:16:1:345298:3122443307,4576423:60:16:0:3122443307:3527673089,10575714:60:18:0:3122443306:3527673089,10576385:60:16:1:345298:3122443307,10576523:60:16:0:3122443307:3527673089"
1,1257258794895460,0,1,36411,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258798895639,0,1,60106,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258802895989,0,1,30385,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258806896295,10174743,8,31597,80,invalid_ack,"0:60:2:1:3527673088:0,147:60:18:0:3374508460:3527673089,766:60:16:1:345298:3374508461,906:60:16:0:3374508461:3527673089,4174613:60:18:0:3374508460:3527673089,4175101:60:16:1:345298:3374508461,4175281:60:16:0:3374508461:3527673089,10174743:60:18:0:3374508460:3527673089"
