d,st,et,p,sp,dp,ct,fp
0,1257257922771060,22511570,13,51296,80,invalid_ack,"0:60:2:1:3527673088:0,176:60:18:0:2398437013:3527673089,818:60:16:1:345298:2398437014,957:60:16:0:2398437014:3527673089,4310558:60:18:0:2398437013:3527673089,4311333:60:16:1:345298:2398437014,4311523:60:16:0:2398437014:3527673089,10510685:60:18:0:2398437013:3527673089,10511347:60:16:1:345298:2398437014,10511489:60:16:0:2398437014:3527673089,22510933:60:18:0:2398437013:3527673089,22511431:60:16:1:345298:2398437014,22511570:60:16:0:2398437014:3527673089"
0,1257257922771201,9911116,10,32476,80,invalid_ack,"0:60:2:1:3527673088:0,145:60:18:0:2403254592:3527673089,787:60:16:1:345298:2403254593,921:60:16:0:2403254593:3527673089,3910392:60:18:0:2403254592:3527673089,3910844:60:16:1:345298:2403254593,3910981:60:16:0:2403254593:3527673089,9910511:60:18:0:2403254592:3527673089,9910978:60:16:1:345298:2403254593,9911116:60:16:0:2403254593:3527673089"
0,1257257926769493,21713538,13,7181,80,invalid_ack,"0:60:2:1:3527673088:0,143:60:18:0:2466679699:3527673089,557:60:16:1:345298:2466679700,694:60:16:0:2466679700:3527673089,3712177:60:18:0:2466679699:3527673089,3712849:60:16:1:345298:2466679700,3712989:60:16:0:2466679700:3527673089,9712327:60:18:0:2466679699:3527673089,9713528:60:16:1:345298:2466679700,9713654:60:16:0:2466679700:3527673089,21712598:60:18:0:2466679699:3527673089,21713399:60:16:1:345298:2466679700,21713538:60:16:0:2466679700:3527673089"
0,1257257930767923,0,1,27748,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257934766049,0,1,43209,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257938764325,0,1,59039,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257942762709,0,1,18464,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257946760859,0,1,24792,80,incomplete_no_synack,0:60:2:1:3527673088:0
0,1257257950759175,22124667,13,39279,80,invalid_ack,"0:60:2:1:3527673088:0,152:60:18:0:2842435307:3527673089,809:60:16:1:345298:2842435308,948:60:16:0:2842435308:3527673089,4123034:60:18:0:2842435307:3527673089,4124104:60:16:1:345298:2842435308,4124246:60:16:0:2842435308:3527673089,10123196:60:18:0:2842435307:3527673089,10123685:60:16:1:345298:2842435308,10123852:60:16:0:2842435308:3527673089,22123449:60:18:0:2842435307:3527673089,22124520:60:16:1:345298:2842435308,22124667:60:16:0:2842435308:3527673089"
0,1257257954757471,9525843,10,58285,80,invalid_ack,"0:60:2:1:3527673088:0,144:60:18:0:2898343263:3527673089,829:60:16:1:345298:2898343264,1014:60:16:0:2898343264:3527673089,3524824:60:18:0:2898343263:3527673089,3525484:60:16:1:345298:2898343264,3525672:60:16:0:2898343264:3527673089,9524956:60:18:0:2898343263:3527673089,9525704:60:16:1:345298:2898343264,9525843:60:16:0:2898343264:3527673089"
0,1257257958755769,10127377,10,2240,80,invalid_ack,"0:60:2:1:3527673088:0,145:60:18:0:2957674029:3527673089,640:60:16:1:345298:2957674030,777:60:16:0:2957674030:3527673089,4126618:60:18:0:2957674029:3527673089,4128073:60:16:1:345298:2957674030,4128279:60:16:0:2957674030:3527673089,10126755:60:18:0:2957674029:3527673089,10127237:60:16:1:345298:2957674030,10127377:60:16:0:2957674030:3527673089"
0,1257257962754076,21730817,13,29561,80,invalid_ack,"0:60:2:1:3527673088:0,142:60:18:0:3021907908:3527673089,803:60:16:1:345298:3021907909,940:60:16:0:3021907909:3527673089,3728400:60:18:0:3021907908:3527673089,3728998:60:16:1:345298:3021907909,3729179:60:16:0:3021907909:3527673089,9728552:60:18:0:3021907908:3527673089,9729039:60:16:1:345298:3021907909,9729179:60:16:0:3021907909:3527673089,21728824:60:18:0:3021907908:3527673089,21730645:60:16:1:345298:3021907909,21730817:60:16:0:3021907909:3527673089"
0,1257257966752409,22531523,13,24579,80,invalid_ack,"0:60:2:1:3527673088:0,143:60:18:0:3083858406:3527673089,668:60:16:1:345298:3083858407,808:60:16:0:3083858407:3527673089,4530166:60:18:0:3083858406:3527673089,4531457:60:16:1:345298:3083858407,4531595:60:16:0:3083858407:3527673089,10530307:60:18:0:3083858406:3527673089,10531261:60:16:1:345298:3083858407,10531440:60:16:0:3083858407:3527673089,22530592:60:18:0:3083858406:3527673089,22531375:60:16:1:345298:3083858407,22531523:60:16:0:3083858407:3527673089"
0,1257257970750722,9533361,10,48886,80,invalid_ack,"0:60:2:1:3527673088:0,143:60:18:0:3145001781:3527673089,651:60:16:1:345298:3145001782,791:60:16:0:3145001782:3527673089,3531939:60:18:0:3145001781:3527673089,3532726:60:16:1:345298:3145001782,3532879:60:16:0:3145001782:3527673089,9532072:60:18:0:3145001781:3527673089,9533224:60:16:1:345298:3145001782,9533361:60:16:0:3145001782:3527673089"
0,1257257974748993,22537940,13,42515,80,invalid_ack,"0:60:2:1:3527673088:0,143:60:18:0:3206136739:3527673089,953:60:16:1:345298:3206136740,1137:60:16:0:3206136740:3527673089,4533774:60:18:0:3206136739:3527673089,4535190:60:16:1:345298:3206136740,4535385:60:16:0:3206136740:3527673089,10533913:60:18:0:3206136739:3527673089,10535686:60:16:1:345298:3206136740,10535827:60:16:0:3206136740:3527673089,22534196:60:18:0:3206136739:3527673089,22537766:60:16:1:345298:3206136740,22537940:60:16:0:3206136740:3527673089"
0,1257257978747271,9536517,10,60123,80,invalid_ack,"0:60:2:1:3527673088:0,143:60:18:0:3265972792:3527673089,748:60:16:1:345298:3265972793,888:60:16:0:3265972793:3527673089,3535558:60:18:0:3265972792:3527673089,3536286:60:16:1:345298:3265972793,3536464:60:16:0:3265972793:3527673089,9535705:60:18:0:3265972792:3527673089,9536372:60:16:1:345298:3265972793,9536517:60:16:0:3265972793:3527673089"
