d,st,et,p,sp,dp,ct,fp
1,1257257865689002,181,2,25849,80,incomplete_no_ack,"0:60:2:1:3527673088:0,181:60:18:0:1509146137:3527673089"
1,1257257865689040,157,2,30062,80,incomplete_no_ack,"0:60:2:1:3527673088:0,157:60:18:0:1504250122:3527673089"
1,1257257869687194,144,2,22411,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:1564929472:3527673089"
1,1257257873685434,194,2,43228,80,incomplete_no_ack,"0:60:2:1:3527673088:0,194:60:18:0:1639981512:3527673089"
1,1257257877683516,157,2,29188,80,incomplete_no_ack,"0:60:2:1:3527673088:0,157:60:18:0:1695535129:3527673089"
1,1257257881681847,21399217,5,24168,80,incomplete_no_ack,"0:60:2:1:3527673088:0,217:60:18:0:1760813281:3527673089,3398822:60:18:0:1760813281:3527673089,9398950:60:18:0:1760813281:3527673089,21399217:60:18:0:1760813281:3527673089"
1,1257257885679984,10000933,4,44070,80,incomplete_no_ack,"0:60:2:1:3527673088:0,209:60:18:0:1812136332:3527673089,4000795:60:18:0:1812136332:3527673089,10000933:60:18:0:1812136332:3527673089"
1,1257257889678054,21203182,5,36228,80,incomplete_no_ack,"0:60:2:1:3527673088:0,156:60:18:0:1888950160:3527673089,3202769:60:18:0:1888950160:3527673089,9202912:60:18:0:1888950160:3527673089,21203182:60:18:0:1888950160:3527673089"
1,1257257893676182,3004729,3,44908,80,incomplete_no_ack,"0:60:2:1:3527673088:0,157:60:18:0:1952325660:3527673089,3004729:60:18:0:1952325660:3527673089"
1,1257257897674374,21207046,5,9053,80,incomplete_no_ack,"0:60:2:1:3527673088:0,160:60:18:0:2012928979:3527673089,3206641:60:18:0:2012928979:3527673089,9206792:60:18:0:2012928979:3527673089,21207046:60:18:0:2012928979:3527673089"
1,1257257901672584,22208935,5,60345,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:2064051116:3527673089,4008548:60:18:0:2064051116:3527673089,10208664:60:18:0:2064051116:3527673089,22208935:60:18:0:2064051116:3527673089"
1,1257257905670788,0,1,16351,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257909669398,209,2,2498,80,incomplete_no_ack,"0:60:2:1:3527673088:0,209:60:18:0:2195464287:3527673089"
1,1257257913667587,3813801,3,22367,80,incomplete_no_ack,"0:60:2:1:3527673088:0,181:60:18:0:2256963290:3527673089,3813801:60:18:0:2256963290:3527673089"
1,1257257917665578,9616030,4,41791,80,incomplete_no_ack,"0:60:2:1:3527673088:0,158:60:18:0:2319814291:3527673089,3615898:60:18:0:2319814291:3527673089,9616030:60:18:0:2319814291:3527673089"
1,1257257921663720,9817985,4,48625,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:2383210065:3527673089,3817859:60:18:0:2383210065:3527673089,9817985:60:18:0:2383210065:3527673089"
1,1257257925662353,0,1,11742,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257929660267,21821871,5,50435,80,incomplete_no_ack,"0:60:2:1:3527673088:0,148:60:18:0:2506079928:3527673089,3821484:60:18:0:2506079928:3527673089,9821600:60:18:0:2506079928:3527673089,21821871:60:18:0:2506079928:3527673089"
1,1257257933658518,10023455,4,3287,80,incomplete_no_ack,"0:60:2:1:3527673088:0,157:60:18:0:2571573189:3527673089,4023316:60:18:0:2571573189:3527673089,10023455:60:18:0:2571573189:3527673089"
1,1257257937656680,9825370,4,46782,80,incomplete_no_ack,"0:60:2:1:3527673088:0,143:60:18:0:2630231502:3527673089,3825251:60:18:0:2630231502:3527673089,9825370:60:18:0:2630231502:3527673089"
1,1257257941655208,9826937,4,13395,80,incomplete_no_ack,"0:60:2:1:3527673088:0,214:60:18:0:2695405672:3527673089,3826803:60:18:0:2695405672:3527673089,9826937:60:18:0:2695405672:3527673089"
1,1257257945653277,21829221,5,1936,80,incomplete_no_ack,"0:60:2:1:3527673088:0,181:60:18:0:2762196628:3527673089,3628848:60:18:0:2762196628:3527673089,9628971:60:18:0:2762196628:3527673089,21829221:60:18:0:2762196628:3527673089"
1,1257257949651635,21427825,5,42984,80,incomplete_no_ack,"0:60:2:1:3527673088:0,143:60:18:0:2815000903:3527673089,3230551:60:18:0:2815000903:3527673089,9230704:60:18:0:2815000903:3527673089,21427825:60:18:0:2815000903:3527673089"
1,1257257953650070,0,1,32676,80,incomplete_no_synack,0:60:2:1:3527673088:0
