d,st,et,p,sp,dp,ct,fp
1,1257258002558265,3387880,31,36377,25,graceful,"0:74:2:1:3803725274:0,182:74:18:0:3645124301:3803725275,787:66:16:1:3803725275:3645124302,1013852:262:24:0:3645124302:3803725275,1014603:66:16:1:3803725275:3645124498,2999894:84:24:1:3803725275:3645124498,3000036:66:16:0:3645124498:3803725293,3000114:153:24:0:3645124498:3803725293,3000325:1514:16:1:3803725293:3645124498,3000746:1514:16:1:3803726741:3645124498,3000758:1514:16:1:3803728189:3645124498,3000815:66:16:1:3803729637:3645124585,3001016:66:16:0:3645124585:3803728189,3001723:1514:16:1:3803729637:3645124585,3001735:1514:24:1:3803731085:3645124585,3001810:1514:16:1:3803732533:3645124585,3001990:66:16:0:3645124585:3803731085,3002049:66:16:0:3645124585:3803733981,3002910:1514:16:1:3803733981:3645124585,3003087:1514:16:1:3803735429:3645124585,3003099:1514:24:1:3803736877:3645124585,3003171:1514:16:1:3803738325:3645124585,3003249:1337:24:1:3803739773:3645124585,3003355:66:16:0:3645124585:3803736877,3003409:66:16:0:3645124585:3803739773,3045081:66:16:0:3645124585:3803741044,3383721:273:24:0:3645124585:3803741044,3386807:115:25:0:3645124792:3803741044,3387420:66:16:1:3803741044:3645124842,3387743:66:17:1:3803741044:3645124842,3387880:66:16:0:3645124842:3803741045"
0,1257258002562090,558,2,53262,113,rst_during_handshake,"0:74:2:1:3650976318:0,558:60:20:0:0:3650976319"
1,1257271639654976,3134082,31,33390,25,graceful,"0:74:2:1:2878678220:0,176:74:18:0:2754032632:2878678221,507:66:16:1:2878678221:2754032633,1020229:262:24:0:2754032633:2878678221,1020566:66:16:1:2878678221:2754032829,3000683:84:24:1:2878678221:2754032829,3000826:66:16:0:2754032829:2878678239,3000860:1514:16:1:2878678239:2754032829,3000928:153:24:0:2754032829:2878678239,3001300:1514:16:1:2878679687:2754032829,3001312:1514:16:1:2878681135:2754032829,3001314:66:16:1:2878682583:2754032916,3001554:66:16:0:2754032916:2878681135,3002023:1514:16:1:2878682583:2754032916,3002036:1514:24:1:2878684031:2754032916,3002049:1514:16:1:2878685479:2754032916,3002318:66:16:0:2754032916:2878684031,3002322:66:16:0:2754032916:2878686927,3002821:1514:16:1:2878686927:2754032916,3002834:1514:16:1:2878688375:2754032916,3002846:1514:24:1:2878689823:2754032916,3002859:1514:16:1:2878691271:2754032916,3002870:1337:24:1:2878692719:2754032916,3003130:66:16:0:2754032916:2878689823,3003134:66:16:0:2754032916:2878692719,3038942:66:16:0:2754032916:2878693990,3129674:273:24:0:2754032916:2878693990,3133567:115:25:0:2754033123:2878693990,3133913:66:16:1:2878693990:2754033173,3133918:66:17:1:2878693990:2754033173,3134082:66:16:0:2754033173:2878693991"
0,1257271639658587,295,2,40872,113,rst_during_handshake,"0:74:2:1:2753380431:0,295:60:20:0:0:2753380432"
1,1257311952682015,3103445,31,35886,25,graceful,"0:74:2:1:3665102273:0,183:74:18:0:3527413727:3665102274,6610:66:16:1:3665102274:3527413728,1016532:262:24:0:3527413728:3665102274,1016854:66:16:1:3665102274:3527413924,3006791:84:24:1:3665102274:3527413924,3006931:66:16:0:3527413924:3665102292,3006956:1514:16:1:3665102292:3527413924,3007025:153:24:0:3527413924:3665102292,3007365:1514:16:1:3665103740:3527413924,3007377:1514:16:1:3665105188:3527413924,3007378:66:16:1:3665106636:3527414011,3007655:66:16:0:3527414011:3665105188,3008121:1514:16:1:3665106636:3527414011,3008134:1514:24:1:3665108084:3527414011,3008146:1514:16:1:3665109532:3527414011,3008427:66:16:0:3527414011:3665108084,3008430:66:16:0:3527414011:3665110980,3008896:1514:16:1:3665110980:3527414011,3008908:1514:16:1:3665112428:3527414011,3008920:1514:24:1:3665113876:3527414011,3008933:1514:16:1:3665115324:3527414011,3008945:1341:24:1:3665116772:3527414011,3009194:66:16:0:3527414011:3665113876,3009197:66:16:0:3527414011:3665116772,3048596:66:16:0:3527414011:3665118047,3099138:273:24:0:3527414011:3665118047,3102970:115:25:0:3527414218:3665118047,3103281:66:16:1:3665118047:3527414268,3103284:66:17:1:3665118047:3527414268,3103445:66:16:0:3527414268:3665118048"
0,1257311952691891,290,2,42240,113,rst_during_handshake,"0:74:2:1:3530873607:0,290:60:20:0:0:3530873608"
1,1257370688611706,3135648,31,35753,25,graceful,"0:74:2:1:1275913824:0,177:74:18:0:1144267870:1275913825,490:66:16:1:1275913825:1144267871,1011870:262:24:0:1144267871:1275913825,1012187:66:16:1:1275913825:1144268067,3000694:84:24:1:1275913825:1144268067,3000837:66:16:0:1144268067:1275913843,3000873:1514:16:1:1275913843:1144268067,3000933:153:24:0:1144268067:1275913843,3001288:1514:16:1:1275915291:1144268067,3001300:1514:16:1:1275916739:1144268067,3001301:66:16:1:1275918187:1144268154,3001560:66:16:0:1144268154:1275916739,3002027:1514:16:1:1275918187:1144268154,3002039:1514:24:1:1275919635:1144268154,3002051:1514:16:1:1275921083:1144268154,3002363:66:16:0:1144268154:1275919635,3002364:66:16:0:1144268154:1275922531,3002904:1514:16:1:1275922531:1144268154,3002917:1514:16:1:1275923979:1144268154,3002929:1514:24:1:1275925427:1144268154,3002941:1514:16:1:1275926875:1144268154,3002954:1341:24:1:1275928323:1144268154,3003202:66:16:0:1144268154:1275925427,3003205:66:16:0:1144268154:1275928323,3039582:66:16:0:1144268154:1275929598,3131176:273:24:0:1144268154:1275929598,3135167:115:25:0:1144268361:1275929598,3135477:66:16:1:1275929598:1144268411,3135481:66:17:1:1275929598:1144268411,3135648:66:16:0:1144268411:1275929599"
0,1257370688615235,290,2,34642,113,rst_during_handshake,"0:74:2:1:1153997476:0,290:60:20:0:0:1153997477"
1,1257421522600199,3070411,31,36972,25,graceful,"0:74:2:1:3840865515:0,178:74:18:0:3695727011:3840865516,10254:66:16:1:3840865516:3695727012,1023200:262:24:0:3695727012:3840865516,1023519:66:16:1:3840865516:3695727208,3010423:84:24:1:3840865516:3695727208,3010588:1514:16:1:3840865534:3695727208,3010998:1514:16:1:3840866982:3695727208,3011010:1514:16:1:3840868430:3695727208,3011011:66:16:1:3840869878:3695727295,3011727:1514:16:1:3840869878:3695727295,3011740:1514:24:1:3840871326:3695727295,3011752:1514:16:1:3840872774:3695727295,3012528:1514:16:1:3840874222:3695727295,3012541:1514:16:1:3840875670:3695727295,3012553:1514:24:1:3840877118:3695727295,3012565:1514:16:1:3840878566:3695727295,3012576:1337:24:1:3840880014:3695727295,3019564:66:16:0:3695727208:3840865534,3019663:153:24:0:3695727208:3840865534,3020275:66:16:0:3695727295:3840868430,3021034:66:16:0:3695727295:3840871326,3021038:66:16:0:3695727295:3840874222,3021862:66:16:0:3695727295:3840877118,3021865:66:16:0:3695727295:3840880014,3061226:66:16:1:3840881285:3695727552,3061229:66:17:1:3840881285:3695727552,3064669:66:16:0:3695727295:3840881285,3066094:273:24:0:3695727295:3840881285,3069914:115:25:0:3695727502:3840881285,3070411:66:16:0:3695727552:3840881286"
0,1257421522613340,291,2,55221,113,rst_during_handshake,"0:74:2:1:3699086711:0,291:60:20:0:0:3699086712"
