d,st,et,p,sp,dp,ct,fp
0,1257264297842902,1079669,19,48135,25,abortive,"0:74:2:1:3580765616:0,265:74:18:0:1099495628:3580765617,439:66:16:1:3580765617:1099495629,1014923:281:24:0:1099495629:3580765617,1015119:66:16:1:3580765617:1099495844,1015125:81:24:1:3580765617:1099495844,1015482:66:16:0:1099495844:3580765632,1015483:159:24:0:1099495844:3580765632,1015696:95:24:1:3580765632:1099495937,1016935:108:24:0:1099495937:3580765661,1017116:95:24:1:3580765661:1099495979,1020449:112:24:0:1099495979:3580765690,1020621:71:24:1:3580765690:1099496025,1020920:116:24:0:1099496025:3580765695,1021092:90:24:1:3580765695:1099496075,1021099:140:25:1:3580765719:1099496075,1021409:66:16:0:1099496075:3580765794,1079493:122:24:0:1099496075:3580765794,1079669:60:4:1:3580765794:0"
1,1257264297845372,153,2,43581,113,rst_during_handshake,"0:74:2:1:1087617158:0,153:60:20:0:0:1087617159"
0,1257264303040073,1040552,19,42566,25,abortive,"0:74:2:1:3649883414:0,244:74:18:0:1181939366:3649883415,395:66:16:1:3649883415:1181939367,1004864:281:24:0:1181939367:3649883415,1005068:66:16:1:3649883415:1181939582,1005073:81:24:1:3649883415:1181939582,1005326:66:16:0:1181939582:3649883430,1005407:159:24:0:1181939582:3649883430,1005599:95:24:1:3649883430:1181939675,1006924:108:24:0:1181939675:3649883459,1007098:98:24:1:3649883459:1181939717,1010550:115:24:0:1181939717:3649883491,1010724:71:24:1:3649883491:1181939766,1011056:116:24:0:1181939766:3649883496,1011296:93:24:1:3649883496:1181939816,1011302:140:25:1:3649883523:1181939816,1011667:66:16:0:1181939816:3649883598,1040407:122:24:0:1181939816:3649883598,1040552:60:4:1:3649883598:0"
1,1257264303042577,182,2,57482,113,rst_during_handshake,"0:74:2:1:1173212654:0,182:60:20:0:0:1173212655"
0,1257264322606990,1062746,19,45338,25,abortive,"0:74:2:1:3960846223:0,245:74:18:0:1473812300:3960846224,412:66:16:1:3960846224:1473812301,1016961:281:24:0:1473812301:3960846224,1017148:66:16:1:3960846224:1473812516,1017153:81:24:1:3960846224:1473812516,1017425:66:16:0:1473812516:3960846239,1017486:159:24:0:1473812516:3960846239,1017664:95:24:1:3960846239:1473812609,1018946:108:24:0:1473812609:3960846268,1019124:95:24:1:3960846268:1473812651,1022587:112:24:0:1473812651:3960846297,1022758:71:24:1:3960846297:1473812697,1023035:116:24:0:1473812697:3960846302,1023225:90:24:1:3960846302:1473812747,1023234:140:25:1:3960846326:1473812747,1023491:66:16:0:1473812747:3960846401,1062599:122:24:0:1473812747:3960846401,1062746:60:4:1:3960846401:0"
1,1257264322615821,150,2,48844,113,rst_during_handshake,"0:74:2:1:1483214568:0,150:60:20:0:0:1483214569"
0,1257264324689416,1031987,19,44236,25,abortive,"0:74:2:1:3998237024:0,260:74:18:0:1515794420:3998237025,455:66:16:1:3998237025:1515794421,1012315:281:24:0:1515794421:3998237025,1012507:66:16:1:3998237025:1515794636,1012513:81:24:1:3998237025:1515794636,1012764:66:16:0:1515794636:3998237040,1012822:159:24:0:1515794636:3998237040,1013001:95:24:1:3998237040:1515794729,1014280:108:24:0:1515794729:3998237069,1014454:98:24:1:3998237069:1515794771,1017681:115:24:0:1515794771:3998237101,1017858:71:24:1:3998237101:1515794820,1018129:116:24:0:1515794820:3998237106,1018321:93:24:1:3998237106:1515794870,1018328:140:25:1:3998237133:1515794870,1018592:66:16:0:1515794870:3998237208,1031807:122:24:0:1515794870:3998237208,1031987:60:4:1:3998237208:0"
1,1257264324691916,155,2,59005,113,rst_during_handshake,"0:74:2:1:1515216138:0,155:60:20:0:0:1515216139"
0,1257264327814105,1044732,19,41851,25,abortive,"0:74:2:1:4045285365:0,240:74:18:0:1568325966:4045285366,417:66:16:1:4045285366:1568325967,1018223:281:24:0:1568325967:4045285366,1018473:66:16:1:4045285366:1568326182,1018479:81:24:1:4045285366:1568326182,1018876:66:16:0:1568326182:4045285381,1018877:159:24:0:1568326182:4045285381,1019077:95:24:1:4045285381:1568326275,1020460:108:24:0:1568326275:4045285410,1020636:98:24:1:4045285410:1568326317,1024187:115:24:0:1568326317:4045285442,1024334:71:24:1:4045285442:1568326366,1024614:116:24:0:1568326366:4045285447,1024794:93:24:1:4045285447:1568326416,1024816:140:25:1:4045285474:1568326416,1025070:66:16:0:1568326416:4045285549,1044580:122:24:0:1568326416:4045285549,1044732:60:4:1:4045285549:0"
1,1257264327816599,151,2,48463,113,rst_during_handshake,"0:74:2:1:1564091508:0,151:60:20:0:0:1564091509"
