d,st,et,p,sp,dp,ct,fp
1,1257257891716916,223,2,44631,80,incomplete_no_ack,"0:60:2:1:3527673088:0,223:60:18:0:1907295520:3527673089"
1,1257257891716985,9964078,4,44009,80,incomplete_no_ack,"0:60:2:1:3527673088:0,162:60:18:0:1911786416:3527673089,3963928:60:18:0:1911786416:3527673089,9964078:60:18:0:1911786416:3527673089"
1,1257257895715169,9565945,4,14117,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:1979156531:3527673089,3565811:60:18:0:1979156531:3527673089,9565945:60:18:0:1979156531:3527673089"
1,1257257899713372,9967850,4,32253,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:2030106858:3527673089,3967711:60:18:0:2030106858:3527673089,9967850:60:18:0:2030106858:3527673089"
1,1257257903711575,22570000,5,45746,80,incomplete_no_ack,"0:60:2:1:3527673088:0,145:60:18:0:2097321956:3527673089,4569610:60:18:0:2097321956:3527673089,10569743:60:18:0:2097321956:3527673089,22570000:60:18:0:2097321956:3527673089"
1,1257257907709792,146,2,8133,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:2168869611:3527673089"
1,1257257911708163,0,1,6854,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257915706366,9775186,4,15851,80,incomplete_no_ack,"0:60:2:1:3527673088:0,188:60:18:0:2292452726:3527673089,3775054:60:18:0:2292452726:3527673089,9775186:60:18:0:2292452726:3527673089"
1,1257257919704297,21777630,5,40845,80,incomplete_no_ack,"0:60:2:1:3527673088:0,140:60:18:0:2343697861:3527673089,3577225:60:18:0:2343697861:3527673089,9574573:60:18:0:2343697861:3527673089,21777630:60:18:0:2343697861:3527673089"
1,1257257923702528,21979492,5,50657,80,incomplete_no_ack,"0:60:2:1:3527673088:0,174:60:18:0:2418413144:3527673089,3976855:60:18:0:2418413144:3527673089,9979210:60:18:0:2418413144:3527673089,21979492:60:18:0:2418413144:3527673089"
1,1257257927700893,22181233,5,14402,80,incomplete_no_ack,"0:60:2:1:3527673088:0,172:60:18:0:2476424296:3527673089,4180813:60:18:0:2476424296:3527673089,10180960:60:18:0:2476424296:3527673089,22181233:60:18:0:2476424296:3527673089"
1,1257257931698986,143,2,28153,80,incomplete_no_ack,"0:60:2:1:3527673088:0,143:60:18:0:2530054483:3527673089"
1,1257257935697434,184,2,27966,80,incomplete_no_ack,"0:60:2:1:3527673088:0,184:60:18:0:2604476856:3527673089"
1,1257257939695694,173,2,12314,80,incomplete_no_ack,"0:60:2:1:3527673088:0,173:60:18:0:2655582572:3527673089"
1,1257257943693969,206,2,57781,80,incomplete_no_ack,"0:60:2:1:3527673088:0,206:60:18:0:2717316181:3527673089"
1,1257257947692410,201,2,14973,80,incomplete_no_ack,"0:60:2:1:3527673088:0,201:60:18:0:2785613820:3527673089"
1,1257257951690258,0,1,54116,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257955689044,22593702,5,11593,80,incomplete_no_ack,"0:60:2:1:3527673088:0,209:60:18:0:2916331134:3527673089,4393313:60:18:0:2916331134:3527673089,10593426:60:18:0:2916331134:3527673089,22593702:60:18:0:2916331134:3527673089"
1,1257257959687441,9795111,4,33952,80,incomplete_no_ack,"0:60:2:1:3527673088:0,207:60:18:0:2976583583:3527673089,3794970:60:18:0:2976583583:3527673089,9795111:60:18:0:2976583583:3527673089"
