start_time,src_port,dst_port,close_type,packets
1257359365779327,33316,80,2,"0:2:1,128:18:0,307:16:1,327:24:1,549:16:0,558:24:0,588:25:0,754:16:1,40663:16:1,61159387:17:1,61159557:4:0"
1257431529720240,34712,80,2,"0:2:1,213:18:0,437:16:1,459:24:1,722:16:0,723:24:0,798:25:0,897:16:1,34371:16:1,117106453:17:1,117106592:4:0"
1257359365786888,36140,80,2,"0:2:1,113:18:0,263:16:1,289:24:1,412:16:0,448:24:0,596:16:1,688:16:0,748:24:0,797:25:0,941:16:1,963:16:1,32480:16:1,61151837:17:1,61152119:4:0"
1257283649751982,36705,80,2,"0:2:1,124:18:0,276:16:1,316:24:1,436:16:0,492:24:0,518:25:0,681:16:1,33318:16:1,220927593:17:1,220927727:4:0"
1257259163781829,38481,80,1,"0:2:1,104:18:0,250:16:1,279:24:1,388:16:0,442:24:0,588:16:1,680:16:0,752:24:0,918:16:0,923:16:1,965:16:1,989:25:0,1162:16:1,35551:16:1,52789261:17:1,52789430:16:0"
1257413973798296,41257,80,2,"0:2:1,109:18:0,256:16:1,286:24:1,393:16:0,447:24:0,595:16:1,679:16:0,757:24:0,891:25:0,929:16:1,983:16:1,33755:16:1,186161214:17:1,186161366:4:0"
1257431529727957,44453,80,2,"0:2:1,116:18:0,270:16:1,297:24:1,403:16:0,464:24:0,609:16:1,701:16:0,767:24:0,930:16:0,938:16:1,979:16:1,1127:16:0,1131:25:0,1185:16:1,1382:16:1,37903:16:1,117098748:17:1,117098909:4:0"
1257259163774233,44961,80,1,"0:2:1,117:18:0,300:16:1,333:24:1,556:16:0,581:24:0,582:25:0,791:16:1,40026:16:1,52796845:17:1,52797003:16:0"
1257413973790918,54101,80,2,"0:2:1,124:18:0,301:16:1,321:24:1,444:16:0,494:24:0,519:25:0,661:16:1,43010:16:1,186168579:17:1,186168713:4:0"
1257283649760639,57170,80,2,"0:2:1,117:18:0,262:16:1,299:24:1,409:16:0,462:24:0,607:16:1,702:16:0,764:24:0,933:16:1,934:16:0,973:16:1,1113:16:0,1118:25:0,1185:16:1,1371:16:1,37784:16:1,220918951:17:1,220919100:4:0"
