d,st,et,p,sp,dp,ct,fp
0,1257264445723127,1203942,19,46855,25,abortive,"0:74:2:1:1611411826:0,628:74:18:0:3421281747:1611411827,836:66:16:1:1611411827:3421281748,1029615:284:24:0:3421281748:1611411827,1029806:66:16:1:1611411827:3421281966,1029810:81:24:1:1611411827:3421281966,1030184:66:16:0:3421281966:1611411842,1030366:161:24:0:3421281966:1611411842,1030572:95:24:1:1611411842:3421282061,1032046:108:24:0:3421282061:1611411871,1032217:94:24:1:1611411871:3421282103,1035763:111:24:0:3421282103:1611411899,1035934:71:24:1:1611411899:3421282148,1036243:116:24:0:3421282148:1611411904,1036429:89:24:1:1611411904:3421282198,1036435:143:25:1:1611411927:3421282198,1036690:66:16:0:3421282198:1611412005,1203793:122:24:0:3421282198:1611412005,1203942:60:4:1:1611412005:0"
1,1257264445744185,166,2,44542,113,rst_during_handshake,"0:74:2:1:3417548614:0,166:60:20:0:0:3417548615"
0,1257264459358589,1071944,19,44279,25,abortive,"0:74:2:1:1828753178:0,240:74:18:0:3634479348:1828753179,385:66:16:1:1828753179:3634479349,1007297:284:24:0:3634479349:1828753179,1007485:66:16:1:1828753179:3634479567,1007490:81:24:1:1828753179:3634479567,1007735:66:16:0:3634479567:1828753194,1007926:161:24:0:3634479567:1828753194,1008138:95:24:1:1828753194:3634479662,1009605:108:24:0:3634479662:1828753223,1009825:96:24:1:1828753223:3634479704,1013369:113:24:0:3634479704:1828753253,1013537:71:24:1:1828753253:3634479751,1014021:116:24:0:3634479751:1828753258,1014241:91:24:1:1828753258:3634479801,1014248:143:25:1:1828753283:3634479801,1014540:66:16:0:3634479801:1828753361,1071797:122:24:0:3634479801:1828753361,1071944:60:4:1:1828753361:0"
1,1257264459361079,149,2,51239,113,rst_during_handshake,"0:74:2:1:3638297268:0,149:60:20:0:0:3638297269"
0,1257264463531622,1035804,19,45263,25,abortive,"0:74:2:1:1882040980:0,242:74:18:0:3699487479:1882040981,389:66:16:1:1882040981:3699487480,1010096:284:24:0:3699487480:1882040981,1010285:66:16:1:1882040981:3699487698,1010290:81:24:1:1882040981:3699487698,1010539:66:16:0:3699487698:1882040996,1010597:161:24:0:3699487698:1882040996,1010770:95:24:1:1882040996:3699487793,1012088:108:24:0:3699487793:1882041025,1012260:97:24:1:1882041025:3699487835,1015787:114:24:0:3699487835:1882041056,1015931:71:24:1:1882041056:3699487883,1016225:116:24:0:3699487883:1882041061,1016418:92:24:1:1882041061:3699487933,1016425:143:25:1:1882041087:3699487933,1016684:66:16:0:3699487933:1882041165,1035631:122:24:0:3699487933:1882041165,1035804:60:4:1:1882041165:0"
1,1257264463534041,174,2,47788,113,rst_during_handshake,"0:74:2:1:3703117389:0,174:60:20:0:0:3703117390"
0,1257264472803385,1025219,19,54750,25,abortive,"0:74:2:1:2032515213:0,394:74:18:0:3838579130:2032515214,580:66:16:1:2032515214:3838579131,1010026:284:24:0:3838579131:2032515214,1010209:66:16:1:2032515214:3838579349,1010215:81:24:1:2032515214:3838579349,1010462:66:16:0:3838579349:2032515229,1010540:161:24:0:3838579349:2032515229,1010714:95:24:1:2032515229:3838579444,1011943:108:24:0:3838579444:2032515258,1012136:99:24:1:2032515258:3838579486,1015415:116:24:0:3838579486:2032515291,1015590:71:24:1:2032515291:3838579536,1015869:116:24:0:3838579536:2032515296,1016061:94:24:1:2032515296:3838579586,1016068:143:25:1:2032515324:3838579586,1016339:66:16:0:3838579586:2032515402,1025059:122:24:0:3838579586:2032515402,1025219:60:4:1:2032515402:0"
1,1257264472806055,159,2,44160,113,rst_during_handshake,"0:74:2:1:3844278836:0,159:60:20:0:0:3844278837"
0,1257285288064924,2622325,19,40634,25,abortive,"0:74:2:1:2007424228:0,272:74:18:0:3827892211:2007424229,425:66:16:1:2007424229:3827892212,998100:284:24:0:3827892212:2007424229,998328:66:16:1:2007424229:3827892430,998333:81:24:1:2007424229:3827892430,998784:66:16:0:3827892430:2007424244,998786:161:24:0:3827892430:2007424244,999010:95:24:1:2007424244:3827892525,1000292:108:24:0:3827892525:2007424273,1000472:95:24:1:2007424273:3827892567,1003851:112:24:0:3827892567:2007424302,1004017:71:24:1:2007424302:3827892613,1004319:116:24:0:3827892613:2007424307,1004507:90:24:1:2007424307:3827892663,1004514:140:25:1:2007424331:3827892663,1004779:66:16:0:3827892663:2007424406,2622123:122:24:0:3827892663:2007424406,2622325:60:4:1:2007424406:0"
1,1257285288067426,149,2,42333,113,rst_during_handshake,"0:74:2:1:3823184878:0,149:60:20:0:0:3823184879"
