d,st,et,p,sp,dp,ct,fp
0,1257259141854472,1024583,19,49406,25,abortive,"0:74:2:1:44997542:0,278:74:18:0:1846680369:44997543,477:66:16:1:44997543:1846680370,1004549:282:24:0:1846680370:44997543,1004736:66:16:1:44997543:1846680586,1004742:81:24:1:44997543:1846680586,1005115:66:16:0:1846680586:44997558,1005134:159:24:0:1846680586:44997558,1005394:95:24:1:44997558:1846680679,1009077:108:24:0:1846680679:44997587,1009270:94:24:1:44997587:1846680721,1012189:111:24:0:1846680721:44997615,1012345:71:24:1:44997615:1846680766,1012636:116:24:0:1846680766:44997620,1012841:89:24:1:44997620:1846680816,1012847:143:25:1:44997643:1846680816,1013201:66:16:0:1846680816:44997721,1024436:122:24:0:1846680816:44997721,1024583:60:4:1:44997721:0"
1,1257259141857173,205,2,45392,113,rst_during_handshake,"0:74:2:1:1855927267:0,205:60:20:0:0:1855927268"
0,1257259143905727,1136784,19,52228,25,abortive,"0:74:2:1:74864248:0,241:74:18:0:1889013194:74864249,388:66:16:1:74864249:1889013195,1014048:282:24:0:1889013195:74864249,1014229:66:16:1:74864249:1889013411,1014235:81:24:1:74864249:1889013411,1014488:66:16:0:1889013411:74864264,1014548:159:24:0:1889013411:74864264,1014721:95:24:1:74864264:1889013504,1018366:108:24:0:1889013504:74864293,1018551:96:24:1:74864293:1889013546,1021589:113:24:0:1889013546:74864323,1021772:71:24:1:74864323:1889013593,1022053:116:24:0:1889013593:74864328,1022220:91:24:1:74864328:1889013643,1022227:143:25:1:74864353:1889013643,1022498:66:16:0:1889013643:74864431,1136617:122:24:0:1889013643:74864431,1136784:60:4:1:74864431:0"
1,1257259143908178,149,2,39545,113,rst_during_handshake,"0:74:2:1:1884805254:0,149:60:20:0:0:1884805255"
0,1257259145971009,1223894,19,60326,25,abortive,"0:74:2:1:104780526:0,242:74:18:0:1907341556:104780527,390:66:16:1:104780527:1907341557,1038840:282:24:0:1907341557:104780527,1039028:66:16:1:104780527:1907341773,1039034:81:24:1:104780527:1907341773,1039288:66:16:0:1907341773:104780542,1039368:159:24:0:1907341773:104780542,1039541:95:24:1:104780542:1907341866,1043082:108:24:0:1907341866:104780571,1043255:97:24:1:104780571:1907341908,1046378:114:24:0:1907341908:104780602,1046552:71:24:1:104780602:1907341956,1046981:116:24:0:1907341956:104780607,1047226:92:24:1:104780607:1907342006,1047233:143:25:1:104780633:1907342006,1047513:66:16:0:1907342006:104780711,1223744:122:24:0:1907342006:104780711,1223894:60:4:1:104780711:0"
1,1257259145973692,149,2,43633,113,rst_during_handshake,"0:74:2:1:1907797862:0,149:60:20:0:0:1907797863"
0,1257259149086578,1081392,19,43905,25,abortive,"0:74:2:1:146199469:0,262:74:18:0:1956970599:146199470,407:66:16:1:146199470:1956970600,1013411:282:24:0:1956970600:146199470,1013596:66:16:1:146199470:1956970816,1013601:81:24:1:146199470:1956970816,1013846:66:16:0:1956970816:146199485,1013919:159:24:0:1956970816:146199485,1014095:95:24:1:146199485:1956970909,1017556:108:24:0:1956970909:146199514,1017731:96:24:1:146199514:1956970951,1034690:113:24:0:1956970951:146199544,1034871:71:24:1:146199544:1956970998,1035151:116:24:0:1956970998:146199549,1035378:91:24:1:146199549:1956971048,1035383:143:25:1:146199574:1956971048,1035679:66:16:0:1956971048:146199652,1081200:122:24:0:1956971048:146199652,1081392:60:4:1:146199652:0"
1,1257259149089024,150,2,51284,113,rst_during_handshake,"0:74:2:1:1959696362:0,150:60:20:0:0:1959696363"
0,1257259153236403,1067632,19,41356,25,abortive,"0:74:2:1:217130929:0,244:74:18:0:2019134497:217130930,394:66:16:1:217130930:2019134498,1005681:282:24:0:2019134498:217130930,1005868:66:16:1:217130930:2019134714,1005874:81:24:1:217130930:2019134714,1006120:66:16:0:2019134714:217130945,1006186:159:24:0:2019134714:217130945,1006365:95:24:1:217130945:2019134807,1009810:108:24:0:2019134807:217130974,1009991:93:24:1:217130974:2019134849,1013126:110:24:0:2019134849:217131001,1013297:71:24:1:217131001:2019134893,1013594:116:24:0:2019134893:217131006,1013787:88:24:1:217131006:2019134943,1013794:143:25:1:217131028:2019134943,1014065:66:16:0:2019134943:217131106,1067487:122:24:0:2019134943:217131106,1067632:60:4:1:217131106:0"
1,1257259153238754,149,2,41181,113,rst_during_handshake,"0:74:2:1:2026375231:0,149:60:20:0:0:2026375232"
