start_time,src_port,dst_port,close_type,packets
1257327200699627,32783,25,2,"0:2:1,250:18:0,401:16:1,1020206:24:0,1020398:16:1,1020404:24:1,1020652:16:0,1020706:24:0,1020877:24:1,1022118:24:0,1022293:24:1,1025014:24:0,1025187:24:1,1025478:24:0,1025625:24:1,1025662:25:1,1025917:16:0,1083679:24:0,1083849:4:1"
1257263625180094,32799,25,2,"0:2:1,540:18:0,725:16:1,1002906:24:0,1003091:16:1,1003096:24:1,1003346:16:0,1003424:24:0,1003602:24:1,1005050:24:0,1005253:24:1,1007827:24:0,1007971:24:1,1008261:24:0,1008452:24:1,1008459:25:1,1008717:16:0,1023238:24:0,1023386:4:1"
1257327132150570,32808,113,4,"0:2:0,150:20:1"
1257327109553905,32815,25,2,"0:2:1,245:18:0,391:16:1,1003652:24:0,1003834:16:1,1003839:24:1,1004091:16:0,1004163:24:0,1004336:24:1,1005544:24:0,1005721:24:1,1008308:24:0,1008456:24:1,1008732:24:0,1008922:24:1,1008928:25:1,1009197:16:0,1030479:24:0,1030624:4:1"
1257343002941957,32818,25,2,"0:2:1,254:18:0,399:16:1,1003276:24:0,1003465:16:1,1003470:24:1,1003719:16:0,1003776:24:0,1003951:24:1,1005301:24:0,1005480:24:1,1008094:24:0,1008269:24:1,1008576:24:0,1008784:24:1,1008791:25:1,1009146:16:0,1022869:24:0,1023015:4:1"
1257372519379507,32853,25,2,"0:2:1,272:18:0,417:16:1,1022867:24:0,1023053:16:1,1023058:24:1,1023311:16:0,1023377:24:0,1023549:24:1,1024765:24:0,1024937:24:1,1027430:24:0,1027605:24:1,1027906:24:0,1028095:24:1,1028102:25:1,1028364:16:0,1124338:24:0,1124485:4:1"
1257372111971131,32965,25,2,"0:2:1,245:18:0,391:16:1,1001857:24:0,1002092:16:1,1002097:24:1,1002372:16:0,1002437:24:0,1002618:24:1,1003877:24:0,1004058:24:1,1007147:24:0,1007293:24:1,1007570:24:0,1007758:24:1,1007765:25:1,1008037:16:0,1018376:24:0,1018521:4:1"
1257372215836857,32977,113,4,"0:2:0,149:20:1"
1257336035998465,33020,25,2,"0:2:1,249:18:0,397:16:1,1000802:24:0,1000988:16:1,1000993:24:1,1001248:16:0,1001324:24:0,1001497:24:1,1002737:24:0,1002910:24:1,1005901:24:0,1006077:24:1,1006356:24:0,1006542:24:1,1006549:25:1,1006820:16:0,1015669:24:0,1015818:4:1"
1257327177810331,33084,113,4,"0:2:0,151:20:1"
1257327545450679,33097,25,2,"0:2:1,246:18:0,416:16:1,1009352:24:0,1009539:16:1,1009545:24:1,1009792:16:0,1009875:24:0,1010054:24:1,1011368:24:0,1011547:24:1,1014364:24:0,1014533:24:1,1014835:24:0,1015026:24:1,1015033:25:1,1015308:16:0,1055756:24:0,1055902:4:1"
1257372220991782,33115,113,4,"0:2:0,162:20:1"
1257372286150197,33141,113,4,"0:2:0,160:20:1"
1257259983386021,33303,113,4,"0:2:0,151:20:1"
1257327248137482,33315,25,2,"0:2:1,246:18:0,389:16:1,1015263:24:0,1015448:16:1,1015453:24:1,1015703:16:0,1015774:24:0,1015949:24:1,1017241:24:0,1017413:24:1,1020394:24:0,1020566:24:1,1020857:24:0,1021041:24:1,1021048:25:1,1021310:16:0,1043445:24:0,1043592:4:1"
1257263658821070,33337,25,2,"0:2:1,252:18:0,432:16:1,1003581:24:0,1003768:16:1,1003774:24:1,1004024:16:0,1004078:24:0,1004256:24:1,1005597:24:0,1005806:24:1,1008603:24:0,1008813:24:1,1009263:24:0,1009481:24:1,1009487:25:1,1009759:16:0,1020952:24:0,1021101:4:1"
1257372185992907,33355,25,2,"0:2:1,248:18:0,394:16:1,1007897:24:0,1008084:16:1,1008090:24:1,1008342:16:0,1008413:24:0,1008583:24:1,1009820:24:0,1009999:24:1,1012855:24:0,1013003:24:1,1013280:24:0,1013465:24:1,1013472:25:1,1013740:16:0,1031016:24:0,1031163:4:1"
1257372206552884,33363,113,4,"0:2:0,176:20:1"
1257342983482683,33407,25,2,"0:2:1,251:18:0,399:16:1,1005697:24:0,1005881:16:1,1005887:24:1,1006160:16:0,1006233:24:0,1006407:24:1,1007776:24:0,1007958:24:1,1011129:24:0,1011298:24:1,1011598:24:0,1011789:24:1,1011797:25:1,1012065:16:0,1100868:24:0,1101017:4:1"
