start_time,src_port,dst_port,close_type,packets
1257337811718238,32781,25,2,"0:2:1,248:18:0,393:16:1,1012587:24:0,1012771:16:1,1012777:24:1,1013038:16:0,1013118:24:0,1013290:24:1,1016898:24:0,1017112:24:1,1019938:24:0,1020084:24:1,1020398:24:0,1020589:24:1,1020595:25:1,1020858:16:0,1075320:24:0,1075464:4:1"
1257338157755322,32812,25,2,"0:2:1,247:18:0,393:16:1,1006322:24:0,1006476:16:1,2900819:20:1"
1257265321433815,32915,113,4,"0:2:0,1149:20:1"
1257379164303873,32917,113,4,"0:2:0,150:20:1"
1257279950251975,33010,113,4,"0:2:0,148:20:1"
1257379178838000,33021,25,2,"0:2:1,249:18:0,397:16:1,1000520:24:0,1000706:16:1,1000712:24:1,1000959:16:0,1001013:24:0,1001187:24:1,1004696:24:0,1004873:24:1,1008086:24:0,1008234:24:1,1008516:24:0,1008705:24:1,1008712:25:1,1008980:16:0,1019160:24:0,1019309:4:1"
1257337766134000,33099,25,2,"0:2:1,248:18:0,392:16:1,1008030:24:0,1008216:16:1,1008222:24:1,1008473:16:0,1008525:24:0,1008705:24:1,1012082:24:0,1012256:24:1,1014915:24:0,1015060:24:1,1015356:24:0,1015545:24:1,1015551:25:1,1015814:16:0,1043645:24:0,1043789:4:1"
1257359109840283,33139,25,2,"0:2:1,250:18:0,395:16:1,1006292:24:0,1006478:16:1,1006484:24:1,1006734:16:0,1006808:24:0,1006978:24:1,1010498:24:0,1010671:24:1,1013579:24:0,1013792:24:1,1014103:24:0,1014298:24:1,1014305:25:1,1014571:16:0,1024049:24:0,1024194:4:1"
1257279916137696,33160,113,4,"0:2:0,151:20:1"
1257279778296293,33161,113,4,"0:2:0,159:20:1"
1257379174721885,33229,113,4,"0:2:0,153:20:1"
1257379174719444,33313,25,2,"0:2:1,246:18:0,392:16:1,1019556:24:0,1019741:16:1,1019746:24:1,1019996:16:0,1020076:24:0,1020257:24:1,1023734:24:0,1023911:24:1,1027245:24:0,1027419:24:1,1027728:24:0,1027915:24:1,1027921:25:1,1028189:16:0,1039533:24:0,1039708:4:1"
1257265192246749,33381,25,2,"0:2:1,449:18:0,636:16:1,1006968:24:0,1007156:16:1,1007162:24:1,1007414:16:0,1007491:24:0,1007666:24:1,1011083:24:0,1011259:24:1,1014108:24:0,1014283:24:1,1014579:24:0,1014772:24:1,1014778:25:1,1015041:16:0,1039573:24:0,1039720:4:1"
1257265192249418,33458,113,4,"0:2:0,148:20:1"
1257337706018805,33530,113,4,"0:2:0,150:20:1"
1257337792295499,33563,25,2,"0:2:1,250:18:0,397:16:1,1002870:24:0,1003054:16:1,1003060:24:1,1003314:16:0,1003386:24:0,1003560:24:1,1007039:24:0,1007212:24:1,1010475:24:0,1010643:24:1,1010925:24:0,1011118:24:1,1011124:25:1,1011397:16:0,1023999:24:0,1024146:4:1"
1257337753815409,33668,25,2,"0:2:1,245:18:0,391:16:1,1011595:24:0,1011814:16:1,1011819:24:1,1012213:16:0,1012214:24:0,1012411:24:1,1015992:24:0,1016169:24:1,1019146:24:0,1019316:24:1,1019595:24:0,1019777:24:1,1019784:25:1,1020052:16:0,1078659:24:0,1078806:4:1"
1257279904812606,33703,113,4,"0:2:0,150:20:1"
1257379133555788,33774,25,2,"0:2:1,248:18:0,416:16:1,1004538:24:0,1004725:16:1,1004730:24:1,1004980:16:0,1005054:24:0,1005228:24:1,1008640:24:0,1008817:24:1,1011674:24:0,1011846:24:1,1012150:24:0,1012334:24:1,1012340:25:1,1012607:16:0,1020098:24:0,1020248:4:1"
1257265208142914,33846,25,2,"0:2:1,280:18:0,472:16:1,1017832:24:0,1018020:16:1,1018026:24:1,1018277:16:0,1018348:24:0,1018526:24:1,1022010:24:0,1022188:24:1,1025727:24:0,1025930:24:1,1026513:24:0,1026706:24:1,1026738:25:1,1027232:16:0,1047300:24:0,1047447:4:1"
1257279781403631,33913,113,4,"0:2:0,153:20:1"
1257359120119186,33974,113,4,"0:2:0,200:20:1"
1257338046983465,34005,25,2,"0:2:1,249:18:0,396:16:1,1002828:24:0,1003020:16:1,1003025:24:1,1003278:16:0,1003356:24:0,1003527:24:1,1007056:24:0,1007227:24:1,1010428:24:0,1010604:24:1,1010887:24:0,1011070:24:1,1011076:25:1,1011345:16:0,1019962:24:0,1020109:4:1"
1257337726589014,34015,25,2,"0:2:1,250:18:0,398:16:1,1006046:24:0,1006244:16:1,1006249:24:1,1006504:16:0,1006566:24:0,1006738:24:1,1010204:24:0,1010376:24:1,1013628:24:0,1013804:24:1,1014105:24:0,1014288:24:1,1014295:25:1,1014558:16:0,1025701:24:0,1025847:4:1"
1257379261328136,34061,113,4,"0:2:0,165:20:1"
1257379173690833,34090,25,2,"0:2:1,249:18:0,395:16:1,1009936:24:0,1010122:16:1,1010127:24:1,1010374:16:0,1010431:24:0,1010602:24:1,1014090:24:0,1014261:24:1,1017128:24:0,1017273:24:1,1017567:24:0,1017754:24:1,1017762:25:1,1018024:16:0,1025745:24:0,1025895:4:1"
1257265244588829,34106,113,4,"0:2:0,153:20:1"
