d,st,et,p,sp,dp,ct,fp
1,1257257894725381,179,2,49389,80,incomplete_no_ack,"0:60:2:1:3527673088:0,179:60:18:0:1954215508:3527673089"
1,1257257894725501,21955876,5,28703,80,incomplete_no_ack,"0:60:2:1:3527673088:0,153:60:18:0:1956418074:3527673089,3755461:60:18:0:1956418074:3527673089,9955585:60:18:0:1956418074:3527673089,21955876:60:18:0:1956418074:3527673089"
1,1257257898723850,21557611,5,38948,80,incomplete_no_ack,"0:60:2:1:3527673088:0,147:60:18:0:2018157494:3527673089,3557202:60:18:0:2018157494:3527673089,9557347:60:18:0:2018157494:3527673089,21557611:60:18:0:2018157494:3527673089"
1,1257257902722055,21556983,5,60171,80,incomplete_no_ack,"0:60:2:1:3527673088:0,145:60:18:0:2089311705:3527673089,3559096:60:18:0:2089311705:3527673089,9559217:60:18:0:2089311705:3527673089,21556983:60:18:0:2089311705:3527673089"
1,1257257906720261,0,1,4270,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257910718496,142,2,18311,80,incomplete_no_ack,"0:60:2:1:3527673088:0,142:60:18:0:2218647755:3527673089"
1,1257257914716615,145,2,12196,80,incomplete_no_ack,"0:60:2:1:3527673088:0,145:60:18:0:2267093752:3527673089"
1,1257257918714861,146,2,9422,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:2342790695:3527673089"
1,1257257922713212,147,2,6353,80,incomplete_no_ack,"0:60:2:1:3527673088:0,147:60:18:0:2394979316:3527673089"
1,1257257926711336,151,2,36329,80,incomplete_no_ack,"0:60:2:1:3527673088:0,151:60:18:0:2452606612:3527673089"
1,1257257930709756,181,2,46652,80,incomplete_no_ack,"0:60:2:1:3527673088:0,181:60:18:0:2522452430:3527673089"
1,1257257934708027,0,1,57922,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257938706092,144,2,40722,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:2640920479:3527673089"
1,1257257942704457,158,2,52273,80,incomplete_no_ack,"0:60:2:1:3527673088:0,158:60:18:0:2711701680:3527673089"
1,1257257946702626,0,1,57026,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257950700969,144,2,38338,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:2834413728:3527673089"
1,1257257954699178,142,2,27555,80,incomplete_no_ack,"0:60:2:1:3527673088:0,142:60:18:0:2895453162:3527673089"
1,1257257958697768,182,2,30069,80,incomplete_no_ack,"0:60:2:1:3527673088:0,182:60:18:0:2956103730:3527673089"
1,1257257962695897,0,1,39503,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257257966694089,145,2,28209,80,incomplete_no_ack,"0:60:2:1:3527673088:0,145:60:18:0:3090742783:3527673089"
1,1257257970692408,9990389,4,19069,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:3145492956:3527673089,3990262:60:18:0:3145492956:3527673089,9990389:60:18:0:3145492956:3527673089"
1,1257257974690704,22592466,5,51369,80,incomplete_no_ack,"0:60:2:1:3527673088:0,143:60:18:0:3210355960:3527673089,4592052:60:18:0:3210355960:3527673089,10592187:60:18:0:3210355960:3527673089,22592466:60:18:0:3210355960:3527673089"
1,1257257978688989,9993991,4,5719,80,incomplete_no_ack,"0:60:2:1:3527673088:0,152:60:18:0:3269876895:3527673089,3993862:60:18:0:3269876895:3527673089,9993991:60:18:0:3269876895:3527673089"
1,1257257982687271,21796048,5,18135,80,incomplete_no_ack,"0:60:2:1:3527673088:0,147:60:18:0:3328240293:3527673089,3795643:60:18:0:3328240293:3527673089,9795778:60:18:0:3328240293:3527673089,21796048:60:18:0:3328240293:3527673089"
1,1257258701718647,21550289,5,32266,80,incomplete_no_ack,"0:60:2:1:3527673088:0,183:60:18:0:1733850566:3527673089,3549886:60:18:0:1733850566:3527673089,9547538:60:18:0:1733850566:3527673089,21550289:60:18:0:1733850566:3527673089"
1,1257258701719023,22149930,5,19935,80,incomplete_no_ack,"0:60:2:1:3527673088:0,142:60:18:0:1739127155:3527673089,4149514:60:18:0:1739127155:3527673089,10149671:60:18:0:1739127155:3527673089,22149930:60:18:0:1739127155:3527673089"
1,1257258705719510,21349532,5,23309,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:1791393782:3527673089,3349109:60:18:0:1791393782:3527673089,9349254:60:18:0:1791393782:3527673089,21349532:60:18:0:1791393782:3527673089"
1,1257258709720105,21349024,5,19967,80,incomplete_no_ack,"0:60:2:1:3527673088:0,187:60:18:0:1866185840:3527673089,3348599:60:18:0:1866185840:3527673089,9348749:60:18:0:1866185840:3527673089,21349024:60:18:0:1866185840:3527673089"
1,1257258713720254,22548974,5,50072,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:1924003491:3527673089,4548572:60:18:0:1924003491:3527673089,10546699:60:18:0:1924003491:3527673089,22548974:60:18:0:1924003491:3527673089"
1,1257258717720531,0,1,30815,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258721720806,9948324,4,3021,80,incomplete_no_ack,"0:60:2:1:3527673088:0,147:60:18:0:2051430061:3527673089,3948169:60:18:0:2051430061:3527673089,9948324:60:18:0:2051430061:3527673089"
1,1257258725721278,21147340,5,14656,80,incomplete_no_ack,"0:60:2:1:3527673088:0,192:60:18:0:2114830402:3527673089,3147780:60:18:0:2114830402:3527673089,9147924:60:18:0:2114830402:3527673089,21147340:60:18:0:2114830402:3527673089"
1,1257258729721435,21948136,5,8689,80,incomplete_no_ack,"0:60:2:1:3527673088:0,148:60:18:0:2169971045:3527673089,3947731:60:18:0:2169971045:3527673089,9947072:60:18:0:2169971045:3527673089,21948136:60:18:0:2169971045:3527673089"
1,1257258733721916,0,1,26496,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258737721883,9146753,4,55352,80,incomplete_no_ack,"0:60:2:1:3527673088:0,165:60:18:0:2300891352:3527673089,3146319:60:18:0:2300891352:3527673089,9146753:60:18:0:2300891352:3527673089"
1,1257258741722269,0,1,37765,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258745722601,0,1,2773,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258749722940,21347075,5,39756,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:2489964228:3527673089,3346659:60:18:0:2489964228:3527673089,9346808:60:18:0:2489964228:3527673089,21347075:60:18:0:2489964228:3527673089"
1,1257258753723294,9546537,4,11697,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:2545328867:3527673089,3546389:60:18:0:2545328867:3527673089,9546537:60:18:0:2545328867:3527673089"
1,1257258757723673,9346251,4,4972,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:2611565359:3527673089,3346109:60:18:0:2611565359:3527673089,9346251:60:18:0:2611565359:3527673089"
1,1257258761724055,0,1,32248,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258765724174,21346189,5,47477,80,incomplete_no_ack,"0:60:2:1:3527673088:0,146:60:18:0:2731707548:3527673089,3345770:60:18:0:2731707548:3527673089,9345907:60:18:0:2731707548:3527673089,21346189:60:18:0:2731707548:3527673089"
1,1257258769724520,9945684,4,8697,80,incomplete_no_ack,"0:60:2:1:3527673088:0,149:60:18:0:2793250814:3527673089,3945536:60:18:0:2793250814:3527673089,9945684:60:18:0:2793250814:3527673089"
1,1257258773724834,9945309,4,6878,80,incomplete_no_ack,"0:60:2:1:3527673088:0,153:60:18:0:2855429184:3527673089,3945300:60:18:0:2855429184:3527673089,9945309:60:18:0:2855429184:3527673089"
1,1257258777725334,0,1,44817,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257258781725496,21143714,5,28062,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:2993779556:3527673089,3142306:60:18:0:2993779556:3527673089,9144936:60:18:0:2993779556:3527673089,21143714:60:18:0:2993779556:3527673089"
1,1257258785725991,21944843,5,49655,80,incomplete_no_ack,"0:60:2:1:3527673088:0,206:60:18:0:3051806480:3527673089,3944413:60:18:0:3051806480:3527673089,9944567:60:18:0:3051806480:3527673089,21944843:60:18:0:3051806480:3527673089"
1,1257258789726346,0,1,50220,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257264508688039,9958249,4,38775,80,incomplete_no_ack,"0:60:2:1:3527673088:0,177:60:18:0:2598599703:3527673089,3958115:60:18:0:2598599703:3527673089,9958249:60:18:0:2598599703:3527673089"
1,1257264508688125,9158133,4,3628,80,incomplete_no_ack,"0:60:2:1:3527673088:0,154:60:18:0:2592385956:3527673089,3157993:60:18:0:2592385956:3527673089,9158133:60:18:0:2592385956:3527673089"
1,1257264512688349,10158020,4,21832,80,incomplete_no_ack,"0:60:2:1:3527673088:0,147:60:18:0:2663143015:3527673089,4157880:60:18:0:2663143015:3527673089,10158020:60:18:0:2663143015:3527673089"
1,1257264516688552,9557898,4,11875,80,incomplete_no_ack,"0:60:2:1:3527673088:0,144:60:18:0:2723837272:3527673089,3357782:60:18:0:2723837272:3527673089,9557898:60:18:0:2723837272:3527673089"
1,1257264520688737,0,1,14210,80,incomplete_no_synack,0:60:2:1:3527673088:0
1,1257264524688944,0,1,50460,80,incomplete_no_synack,0:60:2:1:3527673088:0
