d,st,et,p,sp,dp,ct,fp
0,1257264509000351,1018598,19,41465,25,abortive,"0:74:2:1:2600580240:0,342:74:18:0:117066646:2600580241,555:66:16:1:2600580241:117066647,1003568:281:24:0:117066647:2600580241,1003798:66:16:1:2600580241:117066862,1003804:81:24:1:2600580241:117066862,1004109:66:16:0:117066862:2600580256,1004110:159:24:0:117066862:2600580256,1004317:95:24:1:2600580256:117066955,1005624:108:24:0:117066955:2600580285,1005798:100:24:1:2600580285:117066997,1008115:117:24:0:117066997:2600580319,1008326:71:24:1:2600580319:117067048,1008808:116:24:0:117067048:2600580324,1009040:95:24:1:2600580324:117067098,1009046:140:25:1:2600580353:117067098,1009394:66:16:0:117067098:2600580428,1018450:122:24:0:117067098:2600580428,1018598:60:4:1:2600580428:0"
1,1257264509003275,192,2,56607,113,rst_during_handshake,"0:74:2:1:109155245:0,192:60:20:0:0:109155246"
0,1257264512068214,1158761,19,55128,25,abortive,"0:74:2:1:2643405269:0,243:74:18:0:166052402:2643405270,390:66:16:1:2643405270:166052403,1037740:281:24:0:166052403:2643405270,1037931:66:16:1:2643405270:166052618,1037936:81:24:1:2643405270:166052618,1038212:66:16:0:166052618:2643405285,1038310:159:24:0:166052618:2643405285,1038489:95:24:1:2643405285:166052711,1039744:108:24:0:166052711:2643405314,1039915:94:24:1:2643405314:166052753,1042217:111:24:0:166052753:2643405342,1042392:71:24:1:2643405342:166052798,1042673:116:24:0:166052798:2643405347,1042859:89:24:1:2643405347:166052848,1042866:140:25:1:2643405370:166052848,1043141:66:16:0:166052848:2643405445,1158573:122:24:0:166052848:2643405445,1158761:60:4:1:2643405445:0"
1,1257264512080077,150,2,51934,113,rst_during_handshake,"0:74:2:1:163598026:0,150:60:20:0:0:163598027"
0,1257264514181786,1182785,19,33449,25,abortive,"0:74:2:1:2679306989:0,242:74:18:0:192789201:2679306990,390:66:16:1:2679306990:192789202,1004235:281:24:0:192789202:2679306990,1004423:66:16:1:2679306990:192789417,1004429:81:24:1:2679306990:192789417,1004688:66:16:0:192789417:2679307005,1004741:159:24:0:192789417:2679307005,1004914:95:24:1:2679307005:192789510,1006197:108:24:0:192789510:2679307034,1006374:97:24:1:2679307034:192789552,1043070:114:24:0:192789552:2679307065,1043244:71:24:1:2679307065:192789600,1043518:116:24:0:192789600:2679307070,1043707:92:24:1:2679307070:192789650,1043714:140:25:1:2679307096:192789650,1043974:66:16:0:192789650:2679307171,1182590:122:24:0:192789650:2679307171,1182785:60:4:1:2679307171:0"
1,1257264514184246,150,2,56867,113,rst_during_handshake,"0:74:2:1:192722924:0,150:60:20:0:0:192722925"
0,1257264516276183,1087861,19,45364,25,abortive,"0:74:2:1:2719028845:0,244:74:18:0:236726075:2719028846,389:66:16:1:2719028846:236726076,1018065:281:24:0:236726076:2719028846,1018258:66:16:1:2719028846:236726291,1018264:81:24:1:2719028846:236726291,1018508:66:16:0:236726291:2719028861,1018583:159:24:0:236726291:2719028861,1018756:95:24:1:2719028861:236726384,1020149:108:24:0:236726384:2719028890,1020370:97:24:1:2719028890:236726426,1022690:114:24:0:236726426:2719028921,1022857:71:24:1:2719028921:236726474,1023154:116:24:0:236726474:2719028926,1023378:92:24:1:2719028926:236726524,1023385:140:25:1:2719028952:236726524,1023716:66:16:0:236726524:2719029027,1087670:122:24:0:236726524:2719029027,1087861:60:4:1:2719029027:0"
1,1257264516278611,151,2,59896,113,rst_during_handshake,"0:74:2:1:224421202:0,151:60:20:0:0:224421203"
0,1257264539068865,1102768,19,51290,25,abortive,"0:74:2:1:3065017517:0,238:74:18:0:588521525:3065017518,383:66:16:1:3065017518:588521526,1017125:281:24:0:588521526:3065017518,1017315:66:16:1:3065017518:588521741,1017325:81:24:1:3065017518:588521741,1017578:66:16:0:588521741:3065017533,1017658:159:24:0:588521741:3065017533,1017830:95:24:1:3065017533:588521834,1019135:108:24:0:588521834:3065017562,1019309:97:24:1:3065017562:588521876,1021719:114:24:0:588521876:3065017593,1021869:71:24:1:3065017593:588521924,1022168:116:24:0:588521924:3065017598,1022317:92:24:1:3065017598:588521974,1022350:140:25:1:3065017624:588521974,1022606:66:16:0:588521974:3065017699,1102621:122:24:0:588521974:3065017699,1102768:60:4:1:3065017699:0"
1,1257264539071357,187,2,54583,113,rst_during_handshake,"0:74:2:1:583437861:0,187:60:20:0:0:583437862"
0,1257264551486508,1084290,19,42430,25,abortive,"0:74:2:1:3262191083:0,245:74:18:0:785690502:3262191084,391:66:16:1:3262191084:785690503,1021961:281:24:0:785690503:3262191084,1022144:66:16:1:3262191084:785690718,1022150:81:24:1:3262191084:785690718,1022402:66:16:0:785690718:3262191099,1022492:159:24:0:785690718:3262191099,1022673:95:24:1:3262191099:785690811,1024010:108:24:0:785690811:3262191128,1024203:99:24:1:3262191128:785690853,1026399:116:24:0:785690853:3262191161,1026579:71:24:1:3262191161:785690903,1026880:116:24:0:785690903:3262191166,1027067:94:24:1:3262191166:785690953,1027073:140:25:1:3262191194:785690953,1027345:66:16:0:785690953:3262191269,1084115:122:24:0:785690953:3262191269,1084290:60:4:1:3262191269:0"
1,1257264551489153,306,2,46889,113,rst_during_handshake,"0:74:2:1:785810326:0,306:60:20:0:0:785810327"
0,1257285390862125,1117245,19,50105,25,abortive,"0:74:2:1:3628086856:0,286:74:18:0:1155570153:3628086857,454:66:16:1:3628086857:1155570154,1008679:281:24:0:1155570154:3628086857,1008866:66:16:1:3628086857:1155570369,1008872:81:24:1:3628086857:1155570369,1009125:66:16:0:1155570369:3628086872,1009180:159:24:0:1155570369:3628086872,1009353:95:24:1:3628086872:1155570462,1018897:108:24:0:1155570462:3628086901,1019072:98:24:1:3628086901:1155570504,1021517:115:24:0:1155570504:3628086933,1021689:71:24:1:3628086933:1155570553,1021973:116:24:0:1155570553:3628086938,1022154:93:24:1:3628086938:1155570603,1022161:143:25:1:3628086965:1155570603,1022433:66:16:0:1155570603:3628087043,1117097:122:24:0:1155570603:3628087043,1117245:60:4:1:3628087043:0"
1,1257285390864904,155,2,50284,113,rst_during_handshake,"0:74:2:1:1155182962:0,155:60:20:0:0:1155182963"
0,1257285393997865,1106330,19,53783,25,abortive,"0:74:2:1:3682396701:0,269:74:18:0:1197623210:3682396702,417:66:16:1:3682396702:1197623211,1010680:281:24:0:1197623211:3682396702,1010868:66:16:1:3682396702:1197623426,1010873:81:24:1:3682396702:1197623426,1011129:66:16:0:1197623426:3682396717,1011186:159:24:0:1197623426:3682396717,1011358:95:24:1:3682396717:1197623519,1012688:108:24:0:1197623519:3682396746,1012875:96:24:1:3682396746:1197623561,1015142:113:24:0:1197623561:3682396776,1015327:71:24:1:3682396776:1197623608,1015605:116:24:0:1197623608:3682396781,1015789:91:24:1:3682396781:1197623658,1015797:143:25:1:3682396806:1197623658,1016066:66:16:0:1197623658:3682396884,1106030:122:24:0:1197623658:3682396884,1106330:60:4:1:3682396884:0"
1,1257285394000443,148,2,44134,113,rst_during_handshake,"0:74:2:1:1194943289:0,148:60:20:0:0:1194943290"
0,1257285397075228,1086721,19,42770,25,abortive,"0:74:2:1:3724550126:0,249:74:18:0:1255172449:3724550127,397:66:16:1:3724550127:1255172450,1015870:281:24:0:1255172450:3724550127,1016090:66:16:1:3724550127:1255172665,1016096:81:24:1:3724550127:1255172665,1016344:66:16:0:1255172665:3724550142,1016395:159:24:0:1255172665:3724550142,1016565:95:24:1:3724550142:1255172758,1017855:108:24:0:1255172758:3724550171,1018035:94:24:1:3724550171:1255172800,1020572:111:24:0:1255172800:3724550199,1020738:71:24:1:3724550199:1255172845,1021034:116:24:0:1255172845:3724550204,1021218:89:24:1:3724550204:1255172895,1021225:143:25:1:3724550227:1255172895,1021497:66:16:0:1255172895:3724550305,1086569:122:24:0:1255172895:3724550305,1086721:60:4:1:3724550305:0"
1,1257285397077676,150,2,51570,113,rst_during_handshake,"0:74:2:1:1251064994:0,150:60:20:0:0:1251064995"
0,1257285407490194,1032917,19,49976,25,abortive,"0:74:2:1:3902722328:0,254:74:18:0:1415800881:3902722329,383:66:16:1:3902722329:1415800882,1007043:281:24:0:1415800882:3902722329,1007235:66:16:1:3902722329:1415801097,1007241:81:24:1:3902722329:1415801097,1007494:66:16:0:1415801097:3902722344,1007583:159:24:0:1415801097:3902722344,1007772:95:24:1:3902722344:1415801190,1009081:108:24:0:1415801190:3902722373,1009258:99:24:1:3902722373:1415801232,1011656:116:24:0:1415801232:3902722406,1011833:71:24:1:3902722406:1415801282,1012110:116:24:0:1415801282:3902722411,1012294:94:24:1:3902722411:1415801332,1012301:143:25:1:3902722439:1415801332,1012573:66:16:0:1415801332:3902722517,1032770:122:24:0:1415801332:3902722517,1032917:60:4:1:3902722517:0"
1,1257285407492710,149,2,50880,113,rst_during_handshake,"0:74:2:1:1410669014:0,149:60:20:0:0:1410669015"
0,1257285408513530,1035197,19,37313,25,abortive,"0:74:2:1:3915502143:0,247:74:18:0:1431182862:3915502144,391:66:16:1:3915502144:1431182863,1003769:281:24:0:1431182863:3915502144,1003950:66:16:1:3915502144:1431183078,1003956:81:24:1:3915502144:1431183078,1004206:66:16:0:1431183078:3915502159,1004285:159:24:0:1431183078:3915502159,1004463:95:24:1:3915502159:1431183171,1005756:108:24:0:1431183171:3915502188,1005936:98:24:1:3915502188:1431183213,1008406:115:24:0:1431183213:3915502220,1008581:71:24:1:3915502220:1431183262,1008878:116:24:0:1431183262:3915502225,1009061:93:24:1:3915502225:1431183312,1009068:143:25:1:3915502252:1431183312,1009335:66:16:0:1431183312:3915502330,1035050:122:24:0:1431183312:3915502330,1035197:60:4:1:3915502330:0"
1,1257285408515925,151,2,47813,113,rst_during_handshake,"0:74:2:1:1427528742:0,151:60:20:0:0:1427528743"
0,1257285411579249,1121339,19,47681,25,abortive,"0:74:2:1:3964906092:0,249:74:18:0:1475089437:3964906093,399:66:16:1:3964906093:1475089438,1009325:281:24:0:1475089438:3964906093,1009506:66:16:1:3964906093:1475089653,1009511:81:24:1:3964906093:1475089653,1009767:66:16:0:1475089653:3964906108,1009825:159:24:0:1475089653:3964906108,1010003:95:24:1:3964906108:1475089746,1014850:108:24:0:1475089746:3964906137,1015025:97:24:1:3964906137:1475089788,1017257:114:24:0:1475089788:3964906168,1017427:71:24:1:3964906168:1475089836,1017702:116:24:0:1475089836:3964906173,1017880:92:24:1:3964906173:1475089886,1017887:143:25:1:3964906199:1475089886,1018185:66:16:0:1475089886:3964906277,1121191:122:24:0:1475089886:3964906277,1121339:60:4:1:3964906277:0"
1,1257285411581790,152,2,53459,113,rst_during_handshake,"0:74:2:1:1469905602:0,152:60:20:0:0:1469905603"
0,1257285413645432,1070137,19,35952,25,abortive,"0:74:2:1:3988030429:0,264:74:18:0:1515430221:3988030430,413:66:16:1:3988030430:1515430222,1013369:281:24:0:1515430222:3988030430,1013553:66:16:1:3988030430:1515430437,1013559:81:24:1:3988030430:1515430437,1013811:66:16:0:1515430437:3988030445,1013903:159:24:0:1515430437:3988030445,1014081:95:24:1:3988030445:1515430530,1015413:108:24:0:1515430530:3988030474,1015590:97:24:1:3988030474:1515430572,1018158:114:24:0:1515430572:3988030505,1018399:71:24:1:3988030505:1515430620,1018700:116:24:0:1515430620:3988030510,1018882:92:24:1:3988030510:1515430670,1018889:143:25:1:3988030536:1515430670,1019163:66:16:0:1515430670:3988030614,1069990:122:24:0:1515430670:3988030614,1070137:60:4:1:3988030614:0"
1,1257285413648108,148,2,46783,113,rst_during_handshake,"0:74:2:1:1509390379:0,148:60:20:0:0:1509390380"
0,1257285418814663,1067312,19,41116,25,abortive,"0:74:2:1:4077140719:0,390:74:18:0:1584482476:4077140720,693:66:16:1:4077140720:1584482477,1017510:281:24:0:1584482477:4077140720,1017699:66:16:1:4077140720:1584482692,1017704:81:24:1:4077140720:1584482692,1017951:66:16:0:1584482692:4077140735,1018037:159:24:0:1584482692:4077140735,1018209:95:24:1:4077140735:1584482785,1019546:108:24:0:1584482785:4077140764,1019692:101:24:1:4077140764:1584482827,1022198:118:24:0:1584482827:4077140799,1022346:71:24:1:4077140799:1584482879,1022642:116:24:0:1584482879:4077140804,1022789:96:24:1:4077140804:1584482929,1022821:143:25:1:4077140834:1584482929,1023081:66:16:0:1584482929:4077140912,1067165:122:24:0:1584482929:4077140912,1067312:60:4:1:4077140912:0"
1,1257285418817463,148,2,55483,113,rst_during_handshake,"0:74:2:1:1589903653:0,148:60:20:0:0:1589903654"
