start_time,src_port,dst_port,close_type,packets
1257260015984694,32847,25,2,"0:2:1,472:18:0,682:16:1,1013898:24:0,1014083:16:1,1014088:24:1,1014348:16:0,1014404:24:0,1014586:24:1,1016033:24:0,1016212:24:1,1025373:24:0,1025571:24:1,1025880:24:0,1026061:24:1,1026067:25:1,1026349:16:0,1085353:24:0,1085545:4:1"
1257343033370102,32922,25,2,"0:2:1,247:18:0,391:16:1,1003380:24:0,1003569:16:1,1003574:24:1,1003829:16:0,1003911:24:0,1004091:24:1,1005595:24:0,1005776:24:1,1009451:24:0,1009596:24:1,1009893:24:0,1010090:24:1,1010096:25:1,1010368:16:0,1031737:24:0,1031938:4:1"
1257372136932655,33163,113,4,"0:2:0,152:20:1"
1257343368203549,33311,113,4,"0:2:0,150:20:1"
1257372108268746,33646,25,2,"0:2:1,251:18:0,399:16:1,1003915:24:0,1004103:16:1,1004108:24:1,1004369:16:0,1004451:24:0,1004632:24:1,1005883:24:0,1006061:24:1,1009554:24:0,1009706:24:1,1009986:24:0,1010181:24:1,1010187:25:1,1010461:16:0,1022966:24:0,1023112:4:1"
1257327017867848,33738,25,2,"0:2:1,269:18:0,419:16:1,1007572:24:0,1007788:16:1,1007793:24:1,1008263:16:0,1008313:24:0,1008521:24:1,1010164:24:0,1010384:24:1,1013933:24:0,1014157:24:1,1014664:24:0,1014873:24:1,1014878:25:1,1015321:16:0,1036569:24:0,1036716:4:1"
1257343432820825,33999,113,4,"0:2:0,193:20:1"
1257343343565053,34179,113,4,"0:2:0,150:20:1"
1257343348726460,34187,113,4,"0:2:0,180:20:1"
1257263706526853,34269,113,4,"0:2:0,151:20:1"
1257343037469264,34326,25,2,"0:2:1,547:18:0,734:16:1,1002403:24:0,1002588:16:1,1002592:24:1,1002845:16:0,1002936:24:0,1003113:24:1,1004576:24:0,1004788:24:1,1008013:24:0,1008160:24:1,1008444:24:0,1008593:24:1,1008630:25:1,1008894:16:0,1019599:24:0,1019748:4:1"
1257336034871937,34376,113,4,"0:2:0,150:20:1"
1257343294409684,34394,25,2,"0:2:1,250:18:0,397:16:1,1002564:24:0,1002748:16:1,1002753:24:1,1003003:16:0,1003084:24:0,1003262:24:1,1004602:24:0,1004777:24:1,1008434:24:0,1008645:24:1,1009188:24:0,1009401:24:1,1009408:25:1,1009782:16:0,1021112:24:0,1021261:4:1"
1257263631937679,34458,113,4,"0:2:0,153:20:1"
1257263736692175,34605,113,4,"0:2:0,154:20:1"
