d,st,et,p,sp,dp,ct,fp
0,1257259944912419,4694467,19,44132,25,abortive,"0:74:2:1:4054555879:0,265:74:18:0:1563346888:4054555880,439:66:16:1:4054555880:1563346889,1000212:284:24:0:1563346889:4054555880,1000405:66:16:1:4054555880:1563347107,1000411:81:24:1:4054555880:1563347107,1000657:66:16:0:1563347107:4054555895,1000736:161:24:0:1563347107:4054555895,1000910:95:24:1:4054555895:1563347202,1002188:108:24:0:1563347202:4054555924,1002364:98:24:1:4054555924:1563347244,1005836:115:24:0:1563347244:4054555956,1006008:71:24:1:4054555956:1563347293,1006304:116:24:0:1563347293:4054555961,1006498:93:24:1:4054555961:1563347343,1006505:143:25:1:4054555988:1563347343,1006771:66:16:0:1563347343:4054556066,4694245:122:24:0:1563347343:4054556066,4694467:60:4:1:4054556066:0"
1,1257259944914843,151,2,57695,113,rst_during_handshake,"0:74:2:1:1571688523:0,151:60:20:0:0:1571688524"
0,1257259959988846,1079918,19,36296,25,abortive,"0:74:2:1:4283507942:0,241:74:18:0:1802464972:4283507943,387:66:16:1:4283507943:1802464973,1006390:284:24:0:1802464973:4283507943,1006578:66:16:1:4283507943:1802465191,1006583:81:24:1:4283507943:1802465191,1006826:66:16:0:1802465191:4283507958,1006910:161:24:0:1802465191:4283507958,1007088:95:24:1:4283507958:1802465286,1008338:108:24:0:1802465286:4283507987,1008522:96:24:1:4283507987:1802465328,1011905:113:24:0:1802465328:4283508017,1012265:71:24:1:4283508017:1802465375,1012558:116:24:0:1802465375:4283508022,1012746:91:24:1:4283508022:1802465425,1012753:143:25:1:4283508047:1802465425,1013038:66:16:0:1802465425:4283508125,1079763:122:24:0:1802465425:4283508125,1079918:60:4:1:4283508125:0"
1,1257259959991324,149,2,37080,113,rst_during_handshake,"0:74:2:1:1802367906:0,149:60:20:0:0:1802367907"
0,1257259964139905,1071275,19,52368,25,abortive,"0:74:2:1:49740964:0,242:74:18:0:1868606876:49740965,390:66:16:1:49740965:1868606877,1006171:284:24:0:1868606877:49740965,1006353:66:16:1:49740965:1868607095,1006358:81:24:1:49740965:1868607095,1006604:66:16:0:1868607095:49740980,1006692:161:24:0:1868607095:49740980,1006871:95:24:1:49740980:1868607190,1008274:108:24:0:1868607190:49741009,1008499:98:24:1:49741009:1868607232,1012185:115:24:0:1868607232:49741041,1012400:71:24:1:49741041:1868607281,1012938:116:24:0:1868607281:49741046,1013163:93:24:1:49741046:1868607331,1013170:143:25:1:49741073:1868607331,1013708:66:16:0:1868607331:49741151,1071127:122:24:0:1868607331:49741151,1071275:60:4:1:49741151:0"
1,1257259964142465,189,2,60627,113,rst_during_handshake,"0:74:2:1:1865324512:0,189:60:20:0:0:1865324513"
0,1257259965163308,1048986,19,43379,25,abortive,"0:74:2:1:66996487:0,438:74:18:0:1879390088:66996488,614:66:16:1:66996488:1879390089,1013437:284:24:0:1879390089:66996488,1013622:66:16:1:66996488:1879390307,1013627:81:24:1:66996488:1879390307,1013882:66:16:0:1879390307:66996503,1013971:161:24:0:1879390307:66996503,1014155:95:24:1:66996503:1879390402,1015545:108:24:0:1879390402:66996532,1015749:95:24:1:66996532:1879390444,1019500:112:24:0:1879390444:66996561,1019684:71:24:1:66996561:1879390490,1020195:116:24:0:1879390490:66996566,1020460:90:24:1:66996566:1879390540,1020466:143:25:1:66996590:1879390540,1021097:66:16:0:1879390540:66996668,1048830:122:24:0:1879390540:66996668,1048986:60:4:1:66996668:0"
1,1257259965166262,201,2,42263,113,rst_during_handshake,"0:74:2:1:1871708455:0,201:60:20:0:0:1871708456"
0,1257259971413111,1155453,19,52414,25,abortive,"0:74:2:1:165343756:0,27072:74:18:0:1982201702:165343757,27257:66:16:1:165343757:1982201703,1061422:284:24:0:1982201703:165343757,1061610:66:16:1:165343757:1982201921,1061615:81:24:1:165343757:1982201921,1061863:66:16:0:1982201921:165343772,1061935:161:24:0:1982201921:165343772,1062103:95:24:1:165343772:1982202016,1063312:108:24:0:1982202016:165343801,1063487:98:24:1:165343801:1982202058,1066767:115:24:0:1982202058:165343833,1066940:71:24:1:165343833:1982202107,1067231:116:24:0:1982202107:165343838,1067413:93:24:1:165343838:1982202157,1067420:143:25:1:165343865:1982202157,1067685:66:16:0:1982202157:165343943,1155260:122:24:0:1982202157:165343943,1155453:60:4:1:165343943:0"
1,1257259971457738,193,2,41661,113,rst_during_handshake,"0:74:2:1:1973080868:0,193:60:20:0:0:1973080869"
0,1257259978642921,1028231,19,42565,25,abortive,"0:74:2:1:284377270:0,239:74:18:0:2084470293:284377271,386:66:16:1:284377271:2084470294,1003212:284:24:0:2084470294:284377271,1003395:66:16:1:284377271:2084470512,1003401:81:24:1:284377271:2084470512,1003647:66:16:0:2084470512:284377286,1003698:161:24:0:2084470512:284377286,1003876:95:24:1:284377286:2084470607,1005169:108:24:0:2084470607:284377315,1005303:100:24:1:284377315:2084470649,1008527:117:24:0:2084470649:284377349,1008700:71:24:1:284377349:2084470700,1009021:116:24:0:2084470700:284377354,1009211:95:24:1:284377354:2084470750,1009218:143:25:1:284377383:2084470750,1009501:66:16:0:2084470750:284377461,1028056:122:24:0:2084470750:284377461,1028231:60:4:1:284377461:0"
1,1257259978645509,174,2,34682,113,rst_during_handshake,"0:74:2:1:2097387135:0,174:60:20:0:0:2097387136"
0,1257259995436600,1212502,19,44791,25,abortive,"0:74:2:1:546531582:0,281:74:18:0:2352763035:546531583,446:66:16:1:546531583:2352763036,1020354:284:24:0:2352763036:546531583,1020546:66:16:1:546531583:2352763254,1020551:81:24:1:546531583:2352763254,1020802:66:16:0:2352763254:546531598,1020983:161:24:0:2352763254:546531598,1021205:95:24:1:546531598:2352763349,1022568:108:24:0:2352763349:546531627,1022793:97:24:1:546531627:2352763391,1040122:114:24:0:2352763391:546531658,1040299:71:24:1:546531658:2352763439,1040659:116:24:0:2352763439:546531663,1040898:92:24:1:546531663:2352763489,1040904:143:25:1:546531689:2352763489,1041268:66:16:0:2352763489:546531767,1212354:122:24:0:2352763489:546531767,1212502:60:4:1:546531767:0"
1,1257259995439784,182,2,47375,113,rst_during_handshake,"0:74:2:1:2354031679:0,182:60:20:0:0:2354031680"
0,1257263610128498,1023464,19,45818,25,abortive,"0:74:2:1:1393051433:0,442:74:18:0:3195449038:1393051434,655:66:16:1:1393051434:3195449039,1003783:284:24:0:3195449039:1393051434,1003969:66:16:1:1393051434:3195449257,1003976:81:24:1:1393051434:3195449257,1004222:66:16:0:3195449257:1393051449,1004278:161:24:0:3195449257:1393051449,1004455:95:24:1:1393051449:3195449352,1005730:108:24:0:3195449352:1393051478,1005901:96:24:1:1393051478:3195449394,1009350:113:24:0:3195449394:1393051508,1009496:71:24:1:1393051508:3195449441,1009772:116:24:0:3195449441:1393051513,1009923:91:24:1:1393051513:3195449491,1009956:143:25:1:1393051538:3195449491,1010214:66:16:0:3195449491:1393051616,1023306:122:24:0:3195449491:1393051616,1023464:60:4:1:1393051616:0"
1,1257263610131273,157,2,47304,113,rst_during_handshake,"0:74:2:1:3205039235:0,157:60:20:0:0:3205039236"
0,1257263611149041,1023621,19,34586,25,abortive,"0:74:2:1:1406198802:0,278:74:18:0:3215574042:1406198803,461:66:16:1:1406198803:3215574043,1003281:284:24:0:3215574043:1406198803,1003466:66:16:1:1406198803:3215574261,1003472:81:24:1:1406198803:3215574261,1003728:66:16:0:3215574261:1406198818,1003821:161:24:0:3215574261:1406198818,1004003:95:24:1:1406198818:3215574356,1005294:108:24:0:3215574356:1406198847,1005466:101:24:1:1406198847:3215574398,1008942:118:24:0:3215574398:1406198882,1009172:71:24:1:1406198882:3215574450,1009455:116:24:0:3215574450:1406198887,1009642:96:24:1:1406198887:3215574500,1009648:143:25:1:1406198917:3215574500,1009920:66:16:0:3215574500:1406198995,1023473:122:24:0:3215574500:1406198995,1023621:60:4:1:1406198995:0"
1,1257263611151525,149,2,40146,113,rst_during_handshake,"0:74:2:1:3222226500:0,149:60:20:0:0:3222226501"
0,1257263615240588,1137104,19,44103,25,abortive,"0:74:2:1:1472424288:0,238:74:18:0:3284933507:1472424289,381:66:16:1:1472424289:3284933508,1023822:284:24:0:3284933508:1472424289,1024007:66:16:1:1472424289:3284933726,1024013:81:24:1:1472424289:3284933726,1024265:66:16:0:3284933726:1472424304,1024320:161:24:0:3284933726:1472424304,1024497:95:24:1:1472424304:3284933821,1025769:108:24:0:3284933821:1472424333,1025951:95:24:1:1472424333:3284933863,1029564:112:24:0:3284933863:1472424362,1029734:71:24:1:1472424362:3284933909,1030014:116:24:0:3284933909:1472424367,1030209:90:24:1:1472424367:3284933959,1030216:143:25:1:1472424391:3284933959,1030476:66:16:0:3284933959:1472424469,1136958:122:24:0:3284933959:1472424469,1137104:60:4:1:1472424469:0"
1,1257263615243075,148,2,56215,113,rst_during_handshake,"0:74:2:1:3277241466:0,148:60:20:0:0:3277241467"
0,1257263621479857,1039439,19,35564,25,abortive,"0:74:2:1:1565872180:0,252:74:18:0:3375139390:1565872181,399:66:16:1:1565872181:3375139391,1007325:284:24:0:3375139391:1565872181,1007515:66:16:1:1565872181:3375139609,1007520:81:24:1:1565872181:3375139609,1007765:66:16:0:3375139609:1565872196,1007819:161:24:0:3375139609:1565872196,1007997:95:24:1:1565872196:3375139704,1009228:108:24:0:3375139704:1565872225,1009406:98:24:1:1565872225:3375139746,1012797:115:24:0:3375139746:1565872257,1012964:71:24:1:1565872257:3375139795,1013241:116:24:0:3375139795:1565872262,1013431:93:24:1:1565872262:3375139845,1013449:143:25:1:1565872289:3375139845,1013717:66:16:0:3375139845:1565872367,1039293:122:24:0:3375139845:1565872367,1039439:60:4:1:1565872367:0"
1,1257263621482457,210,2,45401,113,rst_during_handshake,"0:74:2:1:3375900833:0,210:60:20:0:0:3375900834"
0,1257263623532391,1087785,19,46893,25,abortive,"0:74:2:1:1605685643:0,302:74:18:0:3416860329:1605685644,492:66:16:1:1605685644:3416860330,1010517:284:24:0:3416860330:1605685644,1010702:66:16:1:1605685644:3416860548,1010707:81:24:1:1605685644:3416860548,1010953:66:16:0:3416860548:1605685659,1011023:161:24:0:3416860548:1605685659,1011200:95:24:1:1605685659:3416860643,1012412:108:24:0:3416860643:1605685688,1012588:97:24:1:1605685688:3416860685,1015747:114:24:0:3416860685:1605685719,1015918:71:24:1:1605685719:3416860733,1016230:116:24:0:3416860733:1605685724,1016417:92:24:1:1605685724:3416860783,1016424:143:25:1:1605685750:3416860783,1016683:66:16:0:3416860783:1605685828,1087636:122:24:0:3416860783:1605685828,1087785:60:4:1:1605685828:0"
1,1257263623535071,149,2,35240,113,rst_during_handshake,"0:74:2:1:3410055751:0,149:60:20:0:0:3410055752"
0,1257263629722399,1119413,19,58440,25,abortive,"0:74:2:1:1702468141:0,241:74:18:0:3512450923:1702468142,385:66:16:1:1702468142:3512450924,1013933:284:24:0:3512450924:1702468142,1014119:66:16:1:1702468142:3512451142,1014126:81:24:1:1702468142:3512451142,1014370:66:16:0:3512451142:1702468157,1014453:161:24:0:3512451142:1702468157,1014628:95:24:1:1702468157:3512451237,1015851:108:24:0:3512451237:1702468186,1016041:96:24:1:1702468186:3512451279,1028672:113:24:0:3512451279:1702468216,1028818:71:24:1:1702468216:3512451326,1029113:116:24:0:3512451326:1702468221,1029315:91:24:1:1702468221:3512451376,1029321:143:25:1:1702468246:3512451376,1029592:66:16:0:3512451376:1702468324,1119263:122:24:0:3512451376:1702468324,1119413:60:4:1:1702468324:0"
1,1257263629724953,169,2,59909,113,rst_during_handshake,"0:74:2:1:3509452645:0,169:60:20:0:0:3509452646"
