d,st,et,p,sp,dp,ct,fp
0,1257259992905006,1252720,21,44752,25,abortive,"0:74:2:1:504370462:0,274:74:18:0:2307688804:504370463,427:66:16:1:504370463:2307688805,1030758:285:24:0:2307688805:504370463,1030988:66:16:1:504370463:2307689024,1030993:81:24:1:504370463:2307689024,1031272:66:16:0:2307689024:504370478,1031380:161:24:0:2307689024:504370478,1031564:95:24:1:504370478:2307689119,1035219:108:24:0:2307689119:504370507,1035390:95:24:1:504370507:2307689161,1081289:66:16:0:2307689161:504370536,1091183:112:24:0:2307689161:504370536,1091354:71:24:1:504370536:2307689207,1091650:66:16:0:2307689207:504370541,1091674:116:24:0:2307689207:504370541,1091886:90:24:1:504370541:2307689257,1091892:140:25:1:504370565:2307689257,1092144:66:16:0:2307689257:504370640,1252511:122:24:0:2307689257:504370640,1252720:60:4:1:504370640:0"
1,1257259992921889,178,2,56874,113,rst_during_handshake,"0:74:2:1:2314197652:0,178:60:20:0:0:2314197653"
0,1257259995033712,1057853,19,51781,25,abortive,"0:74:2:1:528931887:0,242:74:18:0:2351362964:528931888,389:66:16:1:528931888:2351362965,1005086:285:24:0:2351362965:528931888,1005272:66:16:1:528931888:2351363184,1005277:81:24:1:528931888:2351363184,1005521:66:16:0:2351363184:528931903,1005571:161:24:0:2351363184:528931903,1005747:95:24:1:528931903:2351363279,1009371:108:24:0:2351363279:528931932,1009586:95:24:1:528931932:2351363321,1012893:112:24:0:2351363321:528931961,1013062:71:24:1:528931961:2351363367,1013342:116:24:0:2351363367:528931966,1013526:90:24:1:528931966:2351363417,1013532:140:25:1:528931990:2351363417,1013803:66:16:0:2351363417:528932065,1057706:122:24:0:2351363417:528932065,1057853:60:4:1:528932065:0"
1,1257259995036142,155,2,44742,113,rst_during_handshake,"0:74:2:1:2345487853:0,155:60:20:0:0:2345487854"
0,1257259997119853,1181822,19,54484,25,abortive,"0:74:2:1:562735655:0,251:74:18:0:2381618771:562735656,398:66:16:1:562735656:2381618772,1017948:285:24:0:2381618772:562735656,1018165:66:16:1:562735656:2381618991,1018171:81:24:1:562735656:2381618991,1018526:66:16:0:2381618991:562735671,1018529:161:24:0:2381618991:562735671,1018730:95:24:1:562735671:2381619086,1022236:108:24:0:2381619086:562735700,1022414:95:24:1:562735700:2381619128,1034450:112:24:0:2381619128:562735729,1034634:71:24:1:562735729:2381619174,1035001:116:24:0:2381619174:562735734,1035251:90:24:1:562735734:2381619224,1035258:140:25:1:562735758:2381619224,1035595:66:16:0:2381619224:562735833,1181673:122:24:0:2381619224:562735833,1181822:60:4:1:562735833:0"
1,1257259997122202,150,2,50072,113,rst_during_handshake,"0:74:2:1:2386073239:0,150:60:20:0:0:2386073240"
0,1257260003301465,1122882,19,53941,25,abortive,"0:74:2:1:664870692:0,490:74:18:0:2468014325:664870693,679:66:16:1:664870693:2468014326,1025290:285:24:0:2468014326:664870693,1025476:66:16:1:664870693:2468014545,1025482:81:24:1:664870693:2468014545,1025755:66:16:0:2468014545:664870708,1025820:161:24:0:2468014545:664870708,1025998:95:24:1:664870708:2468014640,1029738:108:24:0:2468014640:664870737,1029967:94:24:1:664870737:2468014682,1033251:111:24:0:2468014682:664870765,1033426:71:24:1:664870765:2468014727,1033755:116:24:0:2468014727:664870770,1033944:89:24:1:664870770:2468014777,1033950:140:25:1:664870793:2468014777,1034247:66:16:0:2468014777:664870868,1122707:122:24:0:2468014777:664870868,1122882:60:4:1:664870868:0"
1,1257260003312218,151,2,34676,113,rst_during_handshake,"0:74:2:1:2479943491:0,151:60:20:0:0:2479943492"
0,1257260010522562,1023823,19,50798,25,abortive,"0:74:2:1:780069473:0,244:74:18:0:2588062861:780069474,390:66:16:1:780069474:2588062862,1003311:285:24:0:2588062862:780069474,1003541:66:16:1:780069474:2588063081,1003546:81:24:1:780069474:2588063081,1003801:66:16:0:2588063081:780069489,1003872:161:24:0:2588063081:780069489,1004052:95:24:1:780069489:2588063176,1007489:108:24:0:2588063176:780069518,1007673:92:24:1:780069518:2588063218,1010297:109:24:0:2588063218:780069544,1010466:71:24:1:780069544:2588063261,1010763:116:24:0:2588063261:780069549,1010909:87:24:1:780069549:2588063311,1010942:140:25:1:780069570:2588063311,1011203:66:16:0:2588063311:780069645,1023676:122:24:0:2588063311:780069645,1023823:60:4:1:780069645:0"
1,1257260010524953,148,2,56989,113,rst_during_handshake,"0:74:2:1:2591799212:0,148:60:20:0:0:2591799213"
0,1257260012562101,1023094,19,41015,25,abortive,"0:74:2:1:813894004:0,244:74:18:0:2627324522:813894005,390:66:16:1:813894005:2627324523,1003811:285:24:0:2627324523:813894005,1004000:66:16:1:813894005:2627324742,1004006:81:24:1:813894005:2627324742,1004255:66:16:0:2627324742:813894020,1004336:161:24:0:2627324742:813894020,1004520:95:24:1:813894020:2627324837,1008083:108:24:0:2627324837:813894049,1008299:98:24:1:813894049:2627324879,1011185:115:24:0:2627324879:813894081,1011330:71:24:1:813894081:2627324928,1011640:116:24:0:2627324928:813894086,1011835:93:24:1:813894086:2627324978,1011841:140:25:1:813894113:2627324978,1012100:66:16:0:2627324978:813894188,1022901:122:24:0:2627324978:813894188,1023094:60:4:1:813894188:0"
1,1257260012564476,149,2,54098,113,rst_during_handshake,"0:74:2:1:2619458465:0,149:60:20:0:0:2619458466"
0,1257260013584881,1019307,19,51542,25,abortive,"0:74:2:1:819530729:0,282:74:18:0:2628584757:819530730,457:66:16:1:819530730:2628584758,1001090:285:24:0:2628584758:819530730,1001289:66:16:1:819530730:2628584977,1001295:81:24:1:819530730:2628584977,1001547:66:16:0:2628584977:819530745,1001626:161:24:0:2628584977:819530745,1001801:95:24:1:819530745:2628585072,1005282:108:24:0:2628585072:819530774,1005457:94:24:1:819530774:2628585114,1008938:111:24:0:2628585114:819530802,1009142:71:24:1:819530802:2628585159,1009736:116:24:0:2628585159:819530807,1009942:89:24:1:819530807:2628585209,1009948:140:25:1:819530830:2628585209,1010389:66:16:0:2628585209:819530905,1019136:122:24:0:2628585209:819530905,1019307:60:4:1:819530905:0"
1,1257260013587491,150,2,46485,113,rst_during_handshake,"0:74:2:1:2632077086:0,150:60:20:0:0:2632077087"
0,1257260016674029,1149384,19,39716,25,abortive,"0:74:2:1:873841849:0,254:74:18:0:2686880278:873841850,398:66:16:1:873841850:2686880279,1044664:285:24:0:2686880279:873841850,1044848:66:16:1:873841850:2686880498,1044854:81:24:1:873841850:2686880498,1045102:66:16:0:2686880498:873841865,1045157:161:24:0:2686880498:873841865,1045331:95:24:1:873841865:2686880593,1048851:108:24:0:2686880593:873841894,1049043:95:24:1:873841894:2686880635,1051878:112:24:0:2686880635:873841923,1052050:71:24:1:873841923:2686880681,1052330:116:24:0:2686880681:873841928,1052516:90:24:1:873841928:2686880731,1052522:140:25:1:873841952:2686880731,1052786:66:16:0:2686880731:873842027,1149237:122:24:0:2686880731:873842027,1149384:60:4:1:873842027:0"
1,1257260016701076,148,2,34612,113,rst_during_handshake,"0:74:2:1:2690091039:0,148:60:20:0:0:2690091040"
0,1257260024982685,6234067,21,51922,25,abortive,"0:74:2:1:1000975179:0,243:74:18:0:2812229416:1000975180,389:66:16:1:1000975180:2812229417,1003939:285:24:0:2812229417:1000975180,1004168:66:16:1:1000975180:2812229636,1004174:81:24:1:1000975180:2812229636,1004529:66:16:0:2812229636:1000975195,1004531:161:24:0:2812229636:1000975195,1004738:95:24:1:1000975195:2812229731,1008207:108:24:0:2812229731:1000975224,1008377:95:24:1:1000975224:2812229773,1045619:66:16:0:2812229773:1000975253,5206486:112:24:0:2812229773:1000975253,5206727:71:24:1:1000975253:2812229819,5207069:66:16:0:2812229819:1000975258,5207098:116:24:0:2812229819:1000975258,5207317:90:24:1:1000975258:2812229869,5207329:140:25:1:1000975282:2812229869,5207689:66:16:0:2812229869:1000975357,6233913:122:24:0:2812229869:1000975357,6234067:60:4:1:1000975357:0"
1,1257260024985266,185,2,55469,113,rst_during_handshake,"0:74:2:1:2808070158:0,185:60:20:0:0:2808070159"
