timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257311952682015,23.3.252.153,172.28.128.5,35886,25,2,SYN,74
1257311952682198,172.28.128.5,23.3.252.153,25,35886,18,SYN+ACK,74
1257311952688625,23.3.252.153,172.28.128.5,35886,25,16,ACK,66
1257311952691891,172.28.128.5,23.3.252.153,42240,113,2,SYN,74
1257311952692181,23.3.252.153,172.28.128.5,113,42240,20,RST+ACK,60
1257311953698547,172.28.128.5,23.3.252.153,25,35886,24,PSH+ACK,262
1257311953698869,23.3.252.153,172.28.128.5,35886,25,16,ACK,66
1257311955688806,23.3.252.153,172.28.128.5,35886,25,24,PSH+ACK,84
1257311955688946,172.28.128.5,23.3.252.153,25,35886,16,ACK,66
1257311955688971,23.3.252.153,172.28.128.5,35886,25,16,ACK,1514
1257311955689040,172.28.128.5,23.3.252.153,25,35886,24,PSH+ACK,153
1257311955689380,23.3.252.153,172.28.128.5,35886,25,16,ACK,1514
1257311955689392,23.3.252.153,172.28.128.5,35886,25,16,ACK,1514
1257311955689393,23.3.252.153,172.28.128.5,35886,25,16,ACK,66
1257311955689670,172.28.128.5,23.3.252.153,25,35886,16,ACK,66
1257311955690136,23.3.252.153,172.28.128.5,35886,25,16,ACK,1514
1257311955690149,23.3.252.153,172.28.128.5,35886,25,24,PSH+ACK,1514
1257311955690161,23.3.252.153,172.28.128.5,35886,25,16,ACK,1514
1257311955690442,172.28.128.5,23.3.252.153,25,35886,16,ACK,66
1257311955690445,172.28.128.5,23.3.252.153,25,35886,16,ACK,66
1257311955690911,23.3.252.153,172.28.128.5,35886,25,16,ACK,1514
1257311955690923,23.3.252.153,172.28.128.5,35886,25,16,ACK,1514
1257311955690935,23.3.252.153,172.28.128.5,35886,25,24,PSH+ACK,1514
1257311955690948,23.3.252.153,172.28.128.5,35886,25,16,ACK,1514
1257311955690960,23.3.252.153,172.28.128.5,35886,25,24,PSH+ACK,1341
1257311955691209,172.28.128.5,23.3.252.153,25,35886,16,ACK,66
1257311955691212,172.28.128.5,23.3.252.153,25,35886,16,ACK,66
1257311955730611,172.28.128.5,23.3.252.153,25,35886,16,ACK,66
1257311955781153,172.28.128.5,23.3.252.153,25,35886,24,PSH+ACK,273
1257311955784985,172.28.128.5,23.3.252.153,25,35886,25,ACK+FIN+PSH,115
1257311955785296,23.3.252.153,172.28.128.5,35886,25,16,ACK,66
1257311955785299,23.3.252.153,172.28.128.5,35886,25,17,FIN+ACK,66
1257311955785460,172.28.128.5,23.3.252.153,25,35886,16,ACK,66
