timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257258972736484,172.28.11.182,201.89.32.16,50964,80,2,SYN,74
1257258972736720,201.89.32.16,172.28.11.182,80,50964,18,SYN+ACK,74
1257258972736905,172.28.11.182,201.89.32.16,50964,80,16,ACK,66
1257258972736939,172.28.11.182,201.89.32.16,50964,80,24,PSH+ACK,96
1257258972737161,201.89.32.16,172.28.11.182,80,50964,16,ACK,66
1257258982744203,201.89.32.16,172.28.11.182,80,50964,24,PSH+ACK,562
1257258982744203,201.89.32.16,172.28.11.182,80,50964,17,FIN+ACK,66
1257258982744428,172.28.11.182,201.89.32.16,50964,80,16,ACK,66
1257258982744495,172.28.11.182,68.91.226.37,51293,80,2,SYN,74
1257258982744615,68.91.226.37,172.28.11.182,80,51293,18,SYN+ACK,74
1257258982744804,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258982744809,172.28.11.182,68.91.226.37,51293,80,24,PSH+ACK,91
1257258982745007,68.91.226.37,172.28.11.182,80,51293,16,ACK,66
1257258982782847,172.28.11.182,201.89.32.16,50964,80,16,ACK,66
1257258989730574,172.28.132.105,201.89.32.16,57375,80,2,SYN,74
1257258989730696,201.89.32.16,172.28.132.105,80,57375,18,SYN+ACK,74
1257258989730892,172.28.132.105,201.89.32.16,57375,80,16,ACK,66
1257258989730899,172.28.132.105,201.89.32.16,57375,80,24,PSH+ACK,96
1257258989731030,201.89.32.16,172.28.132.105,80,57375,16,ACK,66
1257258990731048,172.28.196.167,201.89.32.16,39206,80,2,SYN,74
1257258990731161,201.89.32.16,172.28.196.167,80,39206,18,SYN+ACK,74
1257258990731349,172.28.196.167,201.89.32.16,39206,80,16,ACK,66
1257258990731354,172.28.196.167,201.89.32.16,39206,80,24,PSH+ACK,96
1257258990731486,201.89.32.16,172.28.196.167,80,39206,16,ACK,66
1257258992746818,68.91.226.37,172.28.11.182,80,51293,24,PSH+ACK,138
1257258992746955,68.91.226.37,172.28.11.182,80,51293,16,ACK,1514
1257258992746989,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258992747181,68.91.226.37,172.28.11.182,80,51293,16,ACK,1514
1257258992747193,68.91.226.37,172.28.11.182,80,51293,16,ACK,1514
1257258992747212,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258992747403,68.91.226.37,172.28.11.182,80,51293,16,ACK,1514
1257258992747415,68.91.226.37,172.28.11.182,80,51293,16,ACK,1514
1257258992747487,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258992747491,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258992747674,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258992747678,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258992747681,68.91.226.37,172.28.11.182,80,51293,16,ACK,1514
1257258992747693,68.91.226.37,172.28.11.182,80,51293,16,ACK,1514
1257258992747706,68.91.226.37,172.28.11.182,80,51293,16,ACK,1514
1257258992747718,68.91.226.37,172.28.11.182,80,51293,24,PSH+ACK,1514
1257258992747795,68.91.226.37,172.28.11.182,80,51293,25,ACK+FIN+PSH,1103
1257258992747964,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258992747968,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258992748012,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258992748017,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258992785564,172.28.11.182,68.91.226.37,51293,80,16,ACK,66
1257258999733220,201.89.32.16,172.28.132.105,80,57375,24,PSH+ACK,562
1257258999733220,201.89.32.16,172.28.132.105,80,57375,17,FIN+ACK,66
1257258999733418,172.28.132.105,201.89.32.16,57375,80,16,ACK,66
1257258999733484,172.28.132.105,68.91.226.37,47939,80,2,SYN,74
1257258999733606,68.91.226.37,172.28.132.105,80,47939,18,SYN+ACK,74
1257258999733795,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257258999733800,172.28.132.105,68.91.226.37,47939,80,24,PSH+ACK,91
1257258999733923,68.91.226.37,172.28.132.105,80,47939,16,ACK,66
1257258999774473,172.28.132.105,201.89.32.16,57375,80,16,ACK,66
1257259002830585,172.28.11.182,77.91.104.22,43521,80,2,SYN,74
1257259002830693,77.91.104.22,172.28.11.182,80,43521,18,SYN+ACK,74
1257259002830878,172.28.11.182,77.91.104.22,43521,80,16,ACK,66
1257259002830899,172.28.11.182,77.91.104.22,43521,80,24,PSH+ACK,86
1257259002831109,77.91.104.22,172.28.11.182,80,43521,16,ACK,66
1257259002831134,77.91.104.22,172.28.11.182,80,43521,24,PSH+ACK,83
1257259002831255,77.91.104.22,172.28.11.182,80,43521,25,ACK+FIN+PSH,135
1257259002831343,172.28.11.182,77.91.104.22,43521,80,16,ACK,66
1257259002847963,172.28.11.182,77.91.104.22,47523,80,2,SYN,74
1257259002848058,77.91.104.22,172.28.11.182,80,47523,18,SYN+ACK,74
1257259002848205,172.28.11.182,77.91.104.22,47523,80,16,ACK,66
1257259002848232,172.28.11.182,77.91.104.22,47523,80,24,PSH+ACK,89
1257259002848422,77.91.104.22,172.28.11.182,80,47523,16,ACK,66
1257259002848496,77.91.104.22,172.28.11.182,80,47523,24,PSH+ACK,83
1257259002848639,77.91.104.22,172.28.11.182,80,47523,16,ACK,1514
1257259002848675,172.28.11.182,77.91.104.22,47523,80,16,ACK,66
1257259002848704,77.91.104.22,172.28.11.182,80,47523,25,ACK+FIN+PSH,917
1257259002848875,172.28.11.182,77.91.104.22,47523,80,16,ACK,66
1257259002865806,172.28.11.182,77.91.104.22,43521,80,16,ACK,66
1257259002885792,172.28.11.182,77.91.104.22,47523,80,16,ACK,66
1257259009737092,68.91.226.37,172.28.132.105,80,47939,24,PSH+ACK,139
1257259009737191,68.91.226.37,172.28.132.105,80,47939,16,ACK,1514
1257259009737265,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257259009737443,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257259009737447,68.91.226.37,172.28.132.105,80,47939,16,ACK,1514
1257259009737459,68.91.226.37,172.28.132.105,80,47939,16,ACK,1514
1257259009737632,68.91.226.37,172.28.132.105,80,47939,16,ACK,1514
1257259009737644,68.91.226.37,172.28.132.105,80,47939,16,ACK,1514
1257259009737717,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257259009737722,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257259009737825,201.89.32.16,172.28.196.167,80,39206,24,PSH+ACK,562
1257259009737826,201.89.32.16,172.28.196.167,80,39206,17,FIN+ACK,66
1257259009737906,68.91.226.37,172.28.132.105,80,47939,16,ACK,1514
1257259009737908,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257259009737913,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257259009737918,68.91.226.37,172.28.132.105,80,47939,16,ACK,1514
1257259009737932,68.91.226.37,172.28.132.105,80,47939,16,ACK,1514
1257259009737944,68.91.226.37,172.28.132.105,80,47939,24,PSH+ACK,1514
1257259009737953,68.91.226.37,172.28.132.105,80,47939,25,ACK+FIN+PSH,1103
1257259009738021,172.28.196.167,201.89.32.16,39206,80,16,ACK,66
1257259009738100,172.28.196.167,68.91.226.37,32851,80,2,SYN,74
1257259009738213,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257259009738214,68.91.226.37,172.28.196.167,80,32851,18,SYN+ACK,74
1257259009738217,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257259009738221,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257259009738225,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257259009738399,172.28.196.167,68.91.226.37,32851,80,16,ACK,66
1257259009738405,172.28.196.167,68.91.226.37,32851,80,24,PSH+ACK,91
1257259009738522,68.91.226.37,172.28.196.167,80,32851,16,ACK,66
1257259009776701,172.28.196.167,201.89.32.16,39206,80,16,ACK,66
1257259009777322,172.28.132.105,68.91.226.37,47939,80,16,ACK,66
1257259010734233,172.28.197.210,201.89.32.16,58091,80,2,SYN,74
1257259010734349,201.89.32.16,172.28.197.210,80,58091,18,SYN+ACK,74
1257259010734540,172.28.197.210,201.89.32.16,58091,80,16,ACK,66
1257259010734546,172.28.197.210,201.89.32.16,58091,80,24,PSH+ACK,96
1257259010734666,201.89.32.16,172.28.197.210,80,58091,16,ACK,66
1257259014862848,172.28.11.182,24.145.1.1,34021,25,2,SYN,74
1257259014863127,24.145.1.1,172.28.11.182,25,34021,18,SYN+ACK,74
1257259014863305,172.28.11.182,24.145.1.1,34021,25,16,ACK,66
1257259014866142,24.145.1.1,172.28.11.182,50012,113,2,SYN,74
1257259014866290,172.28.11.182,24.145.1.1,113,50012,20,RST+ACK,60
1257259015739965,172.28.209.155,201.89.32.16,36313,80,2,SYN,74
1257259015740107,201.89.32.16,172.28.209.155,80,36313,18,SYN+ACK,74
1257259015740337,172.28.209.155,201.89.32.16,36313,80,16,ACK,66
1257259015740343,172.28.209.155,201.89.32.16,36313,80,24,PSH+ACK,96
1257259015740471,201.89.32.16,172.28.209.155,80,36313,16,ACK,66
1257259015871264,24.145.1.1,172.28.11.182,25,34021,24,PSH+ACK,284
1257259015871452,172.28.11.182,24.145.1.1,34021,25,16,ACK,66
