timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257436622976860,82.144.22.171,172.28.131.125,36503,10000,2,SYN,74
1257436622977039,172.28.131.125,82.144.22.171,10000,36503,18,SYN+ACK,74
1257436622984857,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436622984939,82.144.22.171,172.28.131.125,36503,10000,24,PSH+ACK,80
1257436622985078,172.28.131.125,82.144.22.171,10000,36503,16,ACK,66
1257436623021150,172.28.131.125,82.144.22.171,10000,36503,24,PSH+ACK,1090
1257436623021647,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623316163,172.28.131.125,82.144.22.171,10000,36503,24,PSH+ACK,1090
1257436623316332,172.28.131.125,82.144.22.171,10000,36503,16,ACK,1514
1257436623316618,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623316852,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623316893,172.28.131.125,82.144.22.171,10000,36503,16,ACK,1514
1257436623316905,172.28.131.125,82.144.22.171,10000,36503,16,ACK,1514
1257436623317126,172.28.131.125,82.144.22.171,10000,36503,16,ACK,1514
1257436623317139,172.28.131.125,82.144.22.171,10000,36503,16,ACK,1514
1257436623317479,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623317483,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623317656,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623317699,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623317782,172.28.131.125,82.144.22.171,10000,36503,16,ACK,1514
1257436623317794,172.28.131.125,82.144.22.171,10000,36503,16,ACK,1514
1257436623317807,172.28.131.125,82.144.22.171,10000,36503,16,ACK,1514
1257436623317819,172.28.131.125,82.144.22.171,10000,36503,16,ACK,1514
1257436623317932,172.28.131.125,82.144.22.171,10000,36503,16,ACK,1514
1257436623317944,172.28.131.125,82.144.22.171,10000,36503,24,PSH+ACK,1514
1257436623317949,172.28.131.125,82.144.22.171,10000,36503,24,PSH+ACK,522
1257436623318094,172.28.131.125,82.144.22.171,10000,36503,16,ACK,1514
1257436623318484,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623318488,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623318492,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623318495,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623318510,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623318542,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
1257436623318547,82.144.22.171,172.28.131.125,36503,10000,16,ACK,66
