timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257427464785531,172.28.1.134,205.63.202.67,48200,80,2,SYN,74
1257427464785660,205.63.202.67,172.28.1.134,80,48200,18,SYN+ACK,74
1257427464785853,172.28.1.134,205.63.202.67,48200,80,16,ACK,66
1257427464785859,172.28.1.134,205.63.202.67,48200,80,24,PSH+ACK,96
1257427464785987,205.63.202.67,172.28.1.134,80,48200,16,ACK,66
1257427474790721,205.63.202.67,172.28.1.134,80,48200,24,PSH+ACK,615
1257427474790746,205.63.202.67,172.28.1.134,80,48200,17,FIN+ACK,66
1257427474790964,172.28.1.134,205.63.202.67,48200,80,16,ACK,66
1257427474830057,172.28.1.134,205.63.202.67,48200,80,16,ACK,66
1257427475766224,172.28.1.203,205.63.202.67,51890,80,2,SYN,74
1257427475766347,205.63.202.67,172.28.1.203,80,51890,18,SYN+ACK,74
1257427475766535,172.28.1.203,205.63.202.67,51890,80,16,ACK,66
1257427475766541,172.28.1.203,205.63.202.67,51890,80,24,PSH+ACK,96
1257427475766672,205.63.202.67,172.28.1.203,80,51890,16,ACK,66
1257427485768147,205.63.202.67,172.28.1.203,80,51890,24,PSH+ACK,615
1257427485768148,205.63.202.67,172.28.1.203,80,51890,17,FIN+ACK,66
1257427485768349,172.28.1.203,205.63.202.67,51890,80,16,ACK,66
1257427485802806,172.28.1.203,205.63.202.67,51890,80,16,ACK,66
1257427504762677,172.28.129.124,205.63.202.67,58535,80,2,SYN,74
1257427504762802,205.63.202.67,172.28.129.124,80,58535,18,SYN+ACK,74
1257427504762993,172.28.129.124,205.63.202.67,58535,80,16,ACK,66
1257427504762999,172.28.129.124,205.63.202.67,58535,80,24,PSH+ACK,96
1257427504763134,205.63.202.67,172.28.129.124,80,58535,16,ACK,66
1257427514765175,205.63.202.67,172.28.129.124,80,58535,24,PSH+ACK,615
1257427514765240,205.63.202.67,172.28.129.124,80,58535,17,FIN+ACK,66
1257427514765376,172.28.129.124,205.63.202.67,58535,80,16,ACK,66
1257427514798911,172.28.129.124,205.63.202.67,58535,80,16,ACK,66
