timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257524602720714,172.28.133.86,43.79.200.176,52279,25,2,SYN,74
1257524602721074,43.79.200.176,172.28.133.86,25,52279,18,SYN+ACK,74
1257524602721209,172.28.133.86,43.79.200.176,52279,25,16,ACK,66
1257524602721339,172.28.133.86,43.79.200.176,52279,25,24,PSH+ACK,70
1257524602721661,43.79.200.176,172.28.133.86,25,52279,24,PSH+ACK,141
1257524602721662,43.79.200.176,172.28.133.86,25,52279,16,ACK,66
1257524602721801,172.28.133.86,43.79.200.176,52279,25,16,ACK,66
1257524602721831,172.28.133.86,43.79.200.176,52279,25,24,PSH+ACK,92
1257524602722149,43.79.200.176,172.28.133.86,25,52279,16,ACK,66
1257524602744854,172.28.133.86,43.79.200.176,52279,25,24,PSH+ACK,71
1257524602745009,172.28.133.86,43.79.200.176,52279,25,20,RST+ACK,66
1257524602745220,43.79.200.176,172.28.133.86,25,52279,16,ACK,66
1257524602745354,172.28.133.86,43.79.200.176,52279,25,4,RST,60
