timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257333184812016,172.28.133.86,152.162.178.254,42820,499,2,SYN,60
1257333184812024,172.28.133.86,152.162.178.254,42153,499,2,SYN,60
1257333184812146,152.162.178.254,172.28.133.86,499,42820,18,SYN+ACK,60
1257333184812158,152.162.178.254,172.28.133.86,499,42153,18,SYN+ACK,60
1257333184812349,172.28.133.86,152.162.178.254,42820,499,4,RST,60
1257333184812354,172.28.133.86,152.162.178.254,42153,499,4,RST,60
1257333184813654,172.28.195.194,152.162.178.254,48552,499,2,SYN,60
1257333184813662,172.28.195.194,152.162.178.254,43771,499,2,SYN,60
1257333184813715,172.28.1.134,152.162.178.254,37601,499,2,SYN,60
1257333184813723,172.28.1.134,152.162.178.254,17193,499,2,SYN,60
1257333184813732,172.28.133.12,152.162.178.254,52947,499,2,SYN,60
1257333184813738,172.28.133.12,152.162.178.254,41033,499,2,SYN,60
1257333184813770,152.162.178.254,172.28.195.194,499,48552,18,SYN+ACK,60
1257333184813781,152.162.178.254,172.28.195.194,499,43771,18,SYN+ACK,60
1257333184813861,152.162.178.254,172.28.1.134,499,37601,18,SYN+ACK,60
1257333184813873,152.162.178.254,172.28.1.134,499,17193,18,SYN+ACK,60
1257333184813887,152.162.178.254,172.28.133.12,499,52947,18,SYN+ACK,60
1257333184813898,152.162.178.254,172.28.133.12,499,41033,18,SYN+ACK,60
1257333184813971,172.28.195.194,152.162.178.254,48552,499,4,RST,60
1257333184813977,172.28.195.194,152.162.178.254,43771,499,4,RST,60
1257333184814070,172.28.1.134,152.162.178.254,37601,499,4,RST,60
1257333184814123,172.28.1.134,152.162.178.254,17193,499,4,RST,60
1257333184814129,172.28.133.12,152.162.178.254,52947,499,4,RST,60
1257333184814135,172.28.133.12,152.162.178.254,41033,499,4,RST,60
1257333184829906,172.28.133.158,152.162.178.254,20118,499,2,SYN,60
1257333184829914,172.28.133.158,152.162.178.254,7329,499,2,SYN,60
1257333184829924,172.28.1.203,152.162.178.254,12925,499,2,SYN,60
1257333184829931,172.28.1.203,152.162.178.254,55382,499,2,SYN,60
1257333184830041,152.162.178.254,172.28.133.158,499,20118,18,SYN+ACK,60
1257333184830052,152.162.178.254,172.28.133.158,499,7329,18,SYN+ACK,60
1257333184830066,152.162.178.254,172.28.1.203,499,12925,18,SYN+ACK,60
1257333184830078,152.162.178.254,172.28.1.203,499,55382,18,SYN+ACK,60
1257333184830244,172.28.133.158,152.162.178.254,20118,499,4,RST,60
1257333184830298,172.28.133.158,152.162.178.254,7329,499,4,RST,60
1257333184830303,172.28.1.203,152.162.178.254,12925,499,4,RST,60
1257333184830308,172.28.1.203,152.162.178.254,55382,499,4,RST,60
1257333184831136,172.28.129.124,152.162.178.254,17891,499,2,SYN,60
1257333184831143,172.28.129.124,152.162.178.254,33259,499,2,SYN,60
1257333184831262,152.162.178.254,172.28.129.124,499,17891,18,SYN+ACK,60
1257333184831274,152.162.178.254,172.28.129.124,499,33259,18,SYN+ACK,60
1257333184831431,172.28.129.124,152.162.178.254,17891,499,4,RST,60
1257333184831459,172.28.129.124,152.162.178.254,33259,499,4,RST,60
1257333184849925,172.28.198.166,152.162.178.254,32899,499,2,SYN,60
1257333184849932,172.28.198.166,152.162.178.254,13546,499,2,SYN,60
1257333184850043,152.162.178.254,172.28.198.166,499,32899,18,SYN+ACK,60
1257333184850055,152.162.178.254,172.28.198.166,499,13546,18,SYN+ACK,60
1257333184850235,172.28.198.166,152.162.178.254,32899,499,4,RST,60
1257333184850240,172.28.198.166,152.162.178.254,13546,499,4,RST,60
1257333184912025,172.28.133.86,152.162.178.254,54906,499,2,SYN,60
1257333184912138,152.162.178.254,172.28.133.86,499,54906,18,SYN+ACK,60
1257333184912282,172.28.133.86,152.162.178.254,54906,499,4,RST,60
1257333184913666,172.28.195.194,152.162.178.254,3854,499,2,SYN,60
1257333184913697,172.28.1.134,152.162.178.254,13623,499,2,SYN,60
1257333184913721,172.28.133.12,152.162.178.254,18720,499,2,SYN,60
1257333184913771,152.162.178.254,172.28.195.194,499,3854,18,SYN+ACK,60
1257333184913803,152.162.178.254,172.28.1.134,499,13623,18,SYN+ACK,60
