timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257542290784799,172.28.212.6,20.21.128.84,33145,80,2,SYN,74
1257542290785110,20.21.128.84,172.28.212.6,80,33145,18,SYN+ACK,74
1257542290785251,172.28.212.6,20.21.128.84,33145,80,16,ACK,66
1257542290785286,172.28.212.6,20.21.128.84,33145,80,24,PSH+ACK,96
1257542290785571,20.21.128.84,172.28.212.6,80,33145,16,ACK,66
1257542290787002,20.21.128.84,172.28.212.6,80,33145,24,PSH+ACK,554
1257542290787002,20.21.128.84,172.28.212.6,80,33145,17,FIN+ACK,66
1257542290787182,172.28.212.6,20.21.128.84,33145,80,16,ACK,66
1257542290800878,172.28.212.6,20.21.128.84,33145,80,17,FIN+ACK,66
1257542290801152,20.21.128.84,172.28.212.6,80,33145,16,ACK,66
