timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257501843698745,205.63.202.67,172.28.133.12,80,57827,24,PSH+ACK,615
1257501843698746,205.63.202.67,172.28.133.12,80,57827,17,FIN+ACK,66
1257501843698948,172.28.133.12,205.63.202.67,57827,80,16,ACK,66
1257501843735822,172.28.133.12,205.63.202.67,57827,80,16,ACK,66
1257501862698326,172.28.133.158,205.63.202.67,44986,80,2,SYN,74
1257501862698448,205.63.202.67,172.28.133.158,80,44986,18,SYN+ACK,74
1257501862698600,172.28.133.158,205.63.202.67,44986,80,16,ACK,66
1257501862698633,172.28.133.158,205.63.202.67,44986,80,24,PSH+ACK,96
1257501862698750,205.63.202.67,172.28.133.158,80,44986,16,ACK,66
1257501865699203,172.28.133.86,205.63.202.67,40924,80,2,SYN,74
1257501865699321,205.63.202.67,172.28.133.86,80,40924,18,SYN+ACK,74
1257501865699529,172.28.133.86,205.63.202.67,40924,80,16,ACK,66
1257501865699535,172.28.133.86,205.63.202.67,40924,80,24,PSH+ACK,96
1257501865699662,205.63.202.67,172.28.133.86,80,40924,16,ACK,66
1257501872700795,205.63.202.67,172.28.133.158,80,44986,24,PSH+ACK,615
1257501872700796,205.63.202.67,172.28.133.158,80,44986,17,FIN+ACK,66
1257501872701003,172.28.133.158,205.63.202.67,44986,80,16,ACK,66
1257501872738350,172.28.133.158,205.63.202.67,44986,80,16,ACK,66
1257501882703328,205.63.202.67,172.28.133.86,80,40924,24,PSH+ACK,615
1257501882703329,205.63.202.67,172.28.133.86,80,40924,17,FIN+ACK,66
1257501882703518,172.28.133.86,205.63.202.67,40924,80,16,ACK,66
1257501882738577,172.28.133.86,205.63.202.67,40924,80,16,ACK,66
1257501892703325,172.28.195.194,205.63.202.67,40504,80,2,SYN,74
1257501892703449,205.63.202.67,172.28.195.194,80,40504,18,SYN+ACK,74
1257501892703644,172.28.195.194,205.63.202.67,40504,80,16,ACK,66
1257501892703650,172.28.195.194,205.63.202.67,40504,80,24,PSH+ACK,96
1257501892703774,205.63.202.67,172.28.195.194,80,40504,16,ACK,66
1257501894704154,172.28.198.166,205.63.202.67,38104,80,2,SYN,74
1257501894704271,205.63.202.67,172.28.198.166,80,38104,18,SYN+ACK,74
1257501894704469,172.28.198.166,205.63.202.67,38104,80,16,ACK,66
1257501894704475,172.28.198.166,205.63.202.67,38104,80,24,PSH+ACK,96
1257501894704599,205.63.202.67,172.28.198.166,80,38104,16,ACK,66
1257501902704914,172.28.20.99,205.63.202.67,34491,80,2,SYN,74
1257501902705036,205.63.202.67,172.28.20.99,80,34491,18,SYN+ACK,74
1257501902705103,205.63.202.67,172.28.195.194,80,40504,24,PSH+ACK,615
1257501902705104,205.63.202.67,172.28.195.194,80,40504,17,FIN+ACK,66
1257501902705186,172.28.20.99,205.63.202.67,34491,80,16,ACK,66
1257501902705221,172.28.20.99,205.63.202.67,34491,80,24,PSH+ACK,96
1257501902705312,172.28.195.194,205.63.202.67,40504,80,16,ACK,66
1257501902705336,205.63.202.67,172.28.20.99,80,34491,16,ACK,66
1257501902740149,172.28.195.194,205.63.202.67,40504,80,16,ACK,66
