timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257510728631437,115.240.12.124,172.28.192.5,48617,25,2,SYN,74
1257510728631616,172.28.192.5,115.240.12.124,25,48617,18,SYN+ACK,74
1257510728631940,115.240.12.124,172.28.192.5,48617,25,16,ACK,66
1257510728635063,172.28.192.5,115.240.12.124,39432,113,2,SYN,74
1257510728635352,115.240.12.124,172.28.192.5,113,39432,20,RST+ACK,60
1257510729648416,172.28.192.5,115.240.12.124,25,48617,24,PSH+ACK,294
1257510729648742,115.240.12.124,172.28.192.5,48617,25,16,ACK,66
1257510731632105,115.240.12.124,172.28.192.5,48617,25,24,PSH+ACK,86
1257510731632246,172.28.192.5,115.240.12.124,25,48617,16,ACK,66
1257510731632340,172.28.192.5,115.240.12.124,25,48617,24,PSH+ACK,170
1257510731632607,115.240.12.124,172.28.192.5,48617,25,24,PSH+ACK,780
1257510731632628,115.240.12.124,172.28.192.5,48617,25,16,ACK,66
1257510731669014,172.28.192.5,115.240.12.124,25,48617,16,ACK,66
1257510731716850,172.28.192.5,115.240.12.124,25,48617,24,PSH+ACK,274
1257510731717171,115.240.12.124,172.28.192.5,48617,25,16,ACK,66
1257510731719262,172.28.192.5,115.240.12.124,25,48617,24,PSH+ACK,115
1257510731719286,172.28.192.5,115.240.12.124,25,48617,17,FIN+ACK,66
1257510731719591,115.240.12.124,172.28.192.5,48617,25,16,ACK,66
1257510731719595,115.240.12.124,172.28.192.5,48617,25,17,FIN+ACK,66
1257510731719738,172.28.192.5,115.240.12.124,25,48617,16,ACK,66
