timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257449476837336,172.28.133.158,152.162.178.254,42023,499,2,SYN,60
1257449476837346,172.28.133.158,152.162.178.254,10251,499,2,SYN,60
1257449476837474,152.162.178.254,172.28.133.158,499,42023,18,SYN+ACK,60
1257449476837489,152.162.178.254,172.28.133.158,499,10251,18,SYN+ACK,60
1257449476837690,172.28.133.158,152.162.178.254,42023,499,4,RST,60
1257449476837695,172.28.133.158,152.162.178.254,10251,499,4,RST,60
1257449476843628,172.28.20.99,152.162.178.254,32163,499,2,SYN,60
1257449476843637,172.28.20.99,152.162.178.254,11825,499,2,SYN,60
1257449476843759,152.162.178.254,172.28.20.99,499,32163,18,SYN+ACK,60
1257449476843773,152.162.178.254,172.28.20.99,499,11825,18,SYN+ACK,60
1257449476843968,172.28.20.99,152.162.178.254,32163,499,4,RST,60
1257449476843973,172.28.20.99,152.162.178.254,11825,499,4,RST,60
1257449476847031,172.28.1.134,152.162.178.254,14772,499,2,SYN,60
1257449476847040,172.28.1.134,152.162.178.254,57078,499,2,SYN,60
1257449476847095,172.28.133.12,152.162.178.254,53790,499,2,SYN,60
1257449476847106,172.28.133.12,152.162.178.254,49771,499,2,SYN,60
1257449476847155,152.162.178.254,172.28.1.134,499,14772,18,SYN+ACK,60
1257449476847168,152.162.178.254,172.28.1.134,499,57078,18,SYN+ACK,60
1257449476847290,152.162.178.254,172.28.133.12,499,53790,18,SYN+ACK,60
1257449476847291,152.162.178.254,172.28.133.12,499,49771,18,SYN+ACK,60
1257449476847314,172.28.1.134,152.162.178.254,14772,499,4,RST,60
1257449476847336,172.28.1.134,152.162.178.254,57078,499,4,RST,60
1257449476847503,172.28.133.12,152.162.178.254,53790,499,4,RST,60
1257449476847507,172.28.133.12,152.162.178.254,49771,499,4,RST,60
1257449476857104,172.28.195.194,152.162.178.254,52143,499,2,SYN,60
1257449476857116,172.28.133.86,152.162.178.254,46965,499,2,SYN,60
1257449476857125,172.28.133.86,152.162.178.254,18047,499,2,SYN,60
1257449476857134,172.28.195.194,152.162.178.254,26073,499,2,SYN,60
1257449476857246,152.162.178.254,172.28.195.194,499,52143,18,SYN+ACK,60
1257449476857263,152.162.178.254,172.28.133.86,499,46965,18,SYN+ACK,60
1257449476857274,152.162.178.254,172.28.133.86,499,18047,18,SYN+ACK,60
1257449476857286,152.162.178.254,172.28.195.194,499,26073,18,SYN+ACK,60
1257449476857522,172.28.195.194,152.162.178.254,52143,499,4,RST,60
1257449476857527,172.28.133.86,152.162.178.254,46965,499,4,RST,60
1257449476857531,172.28.133.86,152.162.178.254,18047,499,4,RST,60
1257449476857536,172.28.195.194,152.162.178.254,26073,499,4,RST,60
1257449476865809,172.28.1.203,152.162.178.254,59240,499,2,SYN,60
1257449476865821,172.28.1.203,152.162.178.254,27036,499,2,SYN,60
1257449476865957,152.162.178.254,172.28.1.203,499,59240,18,SYN+ACK,60
1257449476865958,152.162.178.254,172.28.1.203,499,27036,18,SYN+ACK,60
1257449476866138,172.28.1.203,152.162.178.254,59240,499,4,RST,60
1257449476866167,172.28.1.203,152.162.178.254,27036,499,4,RST,60
1257449476937345,172.28.133.158,152.162.178.254,27816,499,2,SYN,60
1257449476937458,152.162.178.254,172.28.133.158,499,27816,18,SYN+ACK,60
1257449476937605,172.28.133.158,152.162.178.254,27816,499,4,RST,60
1257449476943640,172.28.20.99,152.162.178.254,34155,499,2,SYN,60
1257449476943752,152.162.178.254,172.28.20.99,499,34155,18,SYN+ACK,60
1257449476943919,172.28.20.99,152.162.178.254,34155,499,4,RST,60
1257449476947043,172.28.1.134,152.162.178.254,51327,499,2,SYN,60
1257449476947106,172.28.133.12,152.162.178.254,13072,499,2,SYN,60
1257449476947152,152.162.178.254,172.28.1.134,499,51327,18,SYN+ACK,60
1257449476947213,152.162.178.254,172.28.133.12,499,13072,18,SYN+ACK,60
1257449476947316,172.28.1.134,152.162.178.254,51327,499,4,RST,60
1257449476947373,172.28.133.12,152.162.178.254,13072,499,4,RST,60
1257449476957115,172.28.133.86,152.162.178.254,29091,499,2,SYN,60
1257449476957126,172.28.195.194,152.162.178.254,30901,499,2,SYN,60
1257449476957324,152.162.178.254,172.28.133.86,499,29091,18,SYN+ACK,60
1257449476957324,152.162.178.254,172.28.195.194,499,30901,18,SYN+ACK,60
1257449476957499,172.28.133.86,152.162.178.254,29091,499,4,RST,60
1257449476957526,172.28.195.194,152.162.178.254,30901,499,4,RST,60
1257449476965818,172.28.1.203,152.162.178.254,18817,499,2,SYN,60
1257449476965924,152.162.178.254,172.28.1.203,499,18817,18,SYN+ACK,60
1257449476966081,172.28.1.203,152.162.178.254,18817,499,4,RST,60
1257449477037358,172.28.133.158,152.162.178.254,42121,499,2,SYN,60
1257449477037464,152.162.178.254,172.28.133.158,499,42121,18,SYN+ACK,60
1257449477037611,172.28.133.158,152.162.178.254,42121,499,4,RST,60
1257449477043657,172.28.20.99,152.162.178.254,30397,499,2,SYN,60
1257449477043763,152.162.178.254,172.28.20.99,499,30397,18,SYN+ACK,60
1257449477043910,172.28.20.99,152.162.178.254,30397,499,4,RST,60
1257449477047051,172.28.1.134,152.162.178.254,43966,499,2,SYN,60
1257449477047119,172.28.133.12,152.162.178.254,7565,499,2,SYN,60
1257449477047159,152.162.178.254,172.28.1.134,499,43966,18,SYN+ACK,60
1257449477047228,152.162.178.254,172.28.133.12,499,7565,18,SYN+ACK,60
1257449477047319,172.28.1.134,152.162.178.254,43966,499,4,RST,60
1257449477047391,172.28.133.12,152.162.178.254,7565,499,4,RST,60
1257449477057131,172.28.133.86,152.162.178.254,24061,499,2,SYN,60
1257449477057141,172.28.195.194,152.162.178.254,6307,499,2,SYN,60
1257449477057248,152.162.178.254,172.28.133.86,499,24061,18,SYN+ACK,60
1257449477057262,152.162.178.254,172.28.195.194,499,6307,18,SYN+ACK,60
1257449477057420,172.28.133.86,152.162.178.254,24061,499,4,RST,60
1257449477057440,172.28.195.194,152.162.178.254,6307,499,4,RST,60
1257449477065837,172.28.1.203,152.162.178.254,35593,499,2,SYN,60
1257449477066043,152.162.178.254,172.28.1.203,499,35593,18,SYN+ACK,60
1257449477066215,172.28.1.203,152.162.178.254,35593,499,4,RST,60
1257449477137375,172.28.133.158,152.162.178.254,11285,499,2,SYN,60
1257449477137596,152.162.178.254,172.28.133.158,499,11285,18,SYN+ACK,60
1257449477137796,172.28.133.158,152.162.178.254,11285,499,4,RST,60
1257449477143672,172.28.20.99,152.162.178.254,33183,499,2,SYN,60
1257449477143779,152.162.178.254,172.28.20.99,499,33183,18,SYN+ACK,60
1257449477143924,172.28.20.99,152.162.178.254,33183,499,4,RST,60
1257449477147082,172.28.1.134,152.162.178.254,20058,499,2,SYN,60
1257449477147135,172.28.133.12,152.162.178.254,57005,499,2,SYN,60
1257449477147187,152.162.178.254,172.28.1.134,499,20058,18,SYN+ACK,60
1257449477147243,152.162.178.254,172.28.133.12,499,57005,18,SYN+ACK,60
1257449477147340,172.28.1.134,152.162.178.254,20058,499,4,RST,60
