timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257515397521685,172.28.6.134,130.149.81.31,52692,80,2,SYN,74
1257515397530698,130.149.81.31,172.28.6.134,80,52692,18,SYN+ACK,74
1257515397530879,172.28.6.134,130.149.81.31,52692,80,16,ACK,66
1257515397530883,172.28.6.134,130.149.81.31,52692,80,24,PSH+ACK,99
1257515397531226,130.149.81.31,172.28.6.134,80,52692,16,ACK,66
1257515397532025,130.149.81.31,172.28.6.134,80,52692,24,PSH+ACK,554
1257515397532026,130.149.81.31,172.28.6.134,80,52692,17,FIN+ACK,66
1257515397532209,172.28.6.134,130.149.81.31,52692,80,16,ACK,66
1257515397532281,172.28.6.134,28.133.133.90,41079,80,2,SYN,74
1257515397539390,28.133.133.90,172.28.6.134,80,41079,18,SYN+ACK,74
1257515397539569,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397539573,172.28.6.134,28.133.133.90,41079,80,24,PSH+ACK,88
1257515397539846,28.133.133.90,172.28.6.134,80,41079,16,ACK,66
1257515397540232,28.133.133.90,172.28.6.134,80,41079,24,PSH+ACK,132
1257515397540372,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397540396,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397540621,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397540772,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397540784,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397541037,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397541046,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397541049,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397541050,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397541318,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397541322,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397541445,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397541458,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397541482,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397541494,28.133.133.90,172.28.6.134,80,41079,24,PSH+ACK,1514
1257515397541751,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397541754,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397541761,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397541763,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397541804,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397541817,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397541829,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397541841,28.133.133.90,172.28.6.134,80,41079,16,ACK,1514
1257515397541851,28.133.133.90,172.28.6.134,80,41079,25,ACK+FIN+PSH,1126
1257515397542138,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397542141,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397542145,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397542147,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
1257515397543349,172.28.6.134,130.149.81.31,52692,80,17,FIN+ACK,66
1257515397543901,130.149.81.31,172.28.6.134,80,52692,16,ACK,66
1257515397577516,172.28.6.134,28.133.133.90,41079,80,16,ACK,66
