timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257291035093054,172.28.4.202,205.63.202.67,53387,80,2,SYN,74
1257291035093176,205.63.202.67,172.28.4.202,80,53387,18,SYN+ACK,74
1257291035093370,172.28.4.202,205.63.202.67,53387,80,16,ACK,66
1257291035093376,172.28.4.202,205.63.202.67,53387,80,24,PSH+ACK,96
1257291035093505,205.63.202.67,172.28.4.202,80,53387,16,ACK,66
1257291039168866,205.63.202.67,172.28.20.99,80,45265,24,PSH+ACK,615
1257291039168867,205.63.202.67,172.28.20.99,80,45265,17,FIN+ACK,66
1257291039169077,172.28.20.99,205.63.202.67,45265,80,16,ACK,66
1257291039182026,172.28.20.99,205.63.202.67,45265,80,17,FIN+ACK,66
1257291039182135,205.63.202.67,172.28.20.99,80,45265,16,ACK,66
1257291049170892,205.63.202.67,172.28.4.202,80,53387,24,PSH+ACK,615
1257291049170893,205.63.202.67,172.28.4.202,80,53387,17,FIN+ACK,66
1257291049171097,172.28.4.202,205.63.202.67,53387,80,16,ACK,66
1257291049195815,172.28.4.202,205.63.202.67,53387,80,17,FIN+ACK,66
1257291049195926,205.63.202.67,172.28.4.202,80,53387,16,ACK,66
