timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257376385724611,172.28.1.203,152.162.178.254,38253,499,2,SYN,60
1257376385724620,172.28.1.203,152.162.178.254,39915,499,2,SYN,60
1257376385724739,152.162.178.254,172.28.1.203,499,38253,18,SYN+ACK,60
1257376385724752,152.162.178.254,172.28.1.203,499,39915,18,SYN+ACK,60
1257376385724945,172.28.1.203,152.162.178.254,38253,499,4,RST,60
1257376385724950,172.28.1.203,152.162.178.254,39915,499,4,RST,60
1257376385739991,172.28.133.86,152.162.178.254,35034,499,2,SYN,60
1257376385740000,172.28.133.86,152.162.178.254,22628,499,2,SYN,60
1257376385740123,152.162.178.254,172.28.133.86,499,35034,18,SYN+ACK,60
1257376385740135,152.162.178.254,172.28.133.86,499,22628,18,SYN+ACK,60
1257376385740327,172.28.133.86,152.162.178.254,35034,499,4,RST,60
1257376385740333,172.28.133.86,152.162.178.254,22628,499,4,RST,60
1257376385740616,172.28.133.158,152.162.178.254,59495,499,2,SYN,60
1257376385740625,172.28.133.158,152.162.178.254,21437,499,2,SYN,60
1257376385740739,152.162.178.254,172.28.133.158,499,59495,18,SYN+ACK,60
1257376385740751,152.162.178.254,172.28.133.158,499,21437,18,SYN+ACK,60
1257376385740939,172.28.133.158,152.162.178.254,59495,499,4,RST,60
1257376385740944,172.28.133.158,152.162.178.254,21437,499,4,RST,60
1257376385742519,172.28.195.194,152.162.178.254,57736,499,2,SYN,60
1257376385742530,172.28.1.134,152.162.178.254,19560,499,2,SYN,60
1257376385742538,172.28.1.134,152.162.178.254,11916,499,2,SYN,60
1257376385742546,172.28.195.194,152.162.178.254,34549,499,2,SYN,60
1257376385742556,172.28.20.99,152.162.178.254,60247,499,2,SYN,60
1257376385742572,172.28.20.99,152.162.178.254,32027,499,2,SYN,60
1257376385742658,152.162.178.254,172.28.195.194,499,57736,18,SYN+ACK,60
1257376385742673,152.162.178.254,172.28.1.134,499,19560,18,SYN+ACK,60
1257376385742684,152.162.178.254,172.28.1.134,499,11916,18,SYN+ACK,60
1257376385742696,152.162.178.254,172.28.195.194,499,34549,18,SYN+ACK,60
1257376385742716,152.162.178.254,172.28.20.99,499,60247,18,SYN+ACK,60
1257376385742749,152.162.178.254,172.28.20.99,499,32027,18,SYN+ACK,60
1257376385742897,172.28.195.194,152.162.178.254,57736,499,4,RST,60
1257376385742902,172.28.1.134,152.162.178.254,19560,499,4,RST,60
1257376385742906,172.28.1.134,152.162.178.254,11916,499,4,RST,60
1257376385742943,172.28.195.194,152.162.178.254,34549,499,4,RST,60
1257376385742948,172.28.20.99,152.162.178.254,60247,499,4,RST,60
1257376385742953,172.28.20.99,152.162.178.254,32027,499,4,RST,60
1257376385760603,172.28.133.12,152.162.178.254,28026,499,2,SYN,60
1257376385760611,172.28.133.12,152.162.178.254,10935,499,2,SYN,60
1257376385760721,152.162.178.254,172.28.133.12,499,28026,18,SYN+ACK,60
1257376385760733,152.162.178.254,172.28.133.12,499,10935,18,SYN+ACK,60
1257376385760922,172.28.133.12,152.162.178.254,28026,499,4,RST,60
1257376385760927,172.28.133.12,152.162.178.254,10935,499,4,RST,60
1257376385762479,172.28.198.166,152.162.178.254,45778,499,2,SYN,60
1257376385762488,172.28.198.166,152.162.178.254,2072,499,2,SYN,60
1257376385762600,152.162.178.254,172.28.198.166,499,45778,18,SYN+ACK,60
1257376385762612,152.162.178.254,172.28.198.166,499,2072,18,SYN+ACK,60
1257376385762769,172.28.198.166,152.162.178.254,45778,499,4,RST,60
1257376385762797,172.28.198.166,152.162.178.254,2072,499,4,RST,60
1257376385779973,172.28.129.124,152.162.178.254,60344,499,2,SYN,60
1257376385779982,172.28.129.124,152.162.178.254,51312,499,2,SYN,60
1257376385780090,152.162.178.254,172.28.129.124,499,60344,18,SYN+ACK,60
1257376385780103,152.162.178.254,172.28.129.124,499,51312,18,SYN+ACK,60
1257376385780290,172.28.129.124,152.162.178.254,60344,499,4,RST,60
1257376385780296,172.28.129.124,152.162.178.254,51312,499,4,RST,60
1257376385824622,172.28.1.203,152.162.178.254,37694,499,2,SYN,60
1257376385824727,152.162.178.254,172.28.1.203,499,37694,18,SYN+ACK,60
1257376385824876,172.28.1.203,152.162.178.254,37694,499,4,RST,60
1257376385840004,172.28.133.86,152.162.178.254,43532,499,2,SYN,60
1257376385840111,152.162.178.254,172.28.133.86,499,43532,18,SYN+ACK,60
1257376385840257,172.28.133.86,152.162.178.254,43532,499,4,RST,60
1257376385840625,172.28.133.158,152.162.178.254,34941,499,2,SYN,60
1257376385840731,152.162.178.254,172.28.133.158,499,34941,18,SYN+ACK,60
1257376385840876,172.28.133.158,152.162.178.254,34941,499,4,RST,60
1257376385842551,172.28.1.134,152.162.178.254,59018,499,2,SYN,60
1257376385842560,172.28.195.194,152.162.178.254,46055,499,2,SYN,60
1257376385842567,172.28.20.99,152.162.178.254,21640,499,2,SYN,60
1257376385842671,152.162.178.254,172.28.1.134,499,59018,18,SYN+ACK,60
1257376385842682,152.162.178.254,172.28.195.194,499,46055,18,SYN+ACK,60
1257376385842693,152.162.178.254,172.28.20.99,499,21640,18,SYN+ACK,60
1257376385842845,172.28.1.134,152.162.178.254,59018,499,4,RST,60
1257376385842886,172.28.195.194,152.162.178.254,46055,499,4,RST,60
1257376385842891,172.28.20.99,152.162.178.254,21640,499,4,RST,60
1257376385860612,172.28.133.12,152.162.178.254,13616,499,2,SYN,60
1257376385860716,152.162.178.254,172.28.133.12,499,13616,18,SYN+ACK,60
1257376385860859,172.28.133.12,152.162.178.254,13616,499,4,RST,60
1257376385862490,172.28.198.166,152.162.178.254,54068,499,2,SYN,60
1257376385862594,152.162.178.254,172.28.198.166,499,54068,18,SYN+ACK,60
1257376385862740,172.28.198.166,152.162.178.254,54068,499,4,RST,60
1257376385879982,172.28.129.124,152.162.178.254,39569,499,2,SYN,60
1257376385880089,152.162.178.254,172.28.129.124,499,39569,18,SYN+ACK,60
1257376385880234,172.28.129.124,152.162.178.254,39569,499,4,RST,60
1257376385924638,172.28.1.203,152.162.178.254,51366,499,2,SYN,60
1257376385924743,152.162.178.254,172.28.1.203,499,51366,18,SYN+ACK,60
1257376385924889,172.28.1.203,152.162.178.254,51366,499,4,RST,60
1257376385940015,172.28.133.86,152.162.178.254,18947,499,2,SYN,60
1257376385940118,152.162.178.254,172.28.133.86,499,18947,18,SYN+ACK,60
1257376385940265,172.28.133.86,152.162.178.254,18947,499,4,RST,60
1257376385940639,172.28.133.158,152.162.178.254,52444,499,2,SYN,60
1257376385940743,152.162.178.254,172.28.133.158,499,52444,18,SYN+ACK,60
1257376385940887,172.28.133.158,152.162.178.254,52444,499,4,RST,60
1257376385942565,172.28.1.134,152.162.178.254,30089,499,2,SYN,60
1257376385942573,172.28.195.194,152.162.178.254,37234,499,2,SYN,60
1257376385942581,172.28.20.99,152.162.178.254,19359,499,2,SYN,60
1257376385942688,152.162.178.254,172.28.1.134,499,30089,18,SYN+ACK,60
1257376385942700,152.162.178.254,172.28.195.194,499,37234,18,SYN+ACK,60
1257376385942712,152.162.178.254,172.28.20.99,499,19359,18,SYN+ACK,60
1257376385942868,172.28.1.134,152.162.178.254,30089,499,4,RST,60
1257376385942898,172.28.195.194,152.162.178.254,37234,499,4,RST,60
1257376385942903,172.28.20.99,152.162.178.254,19359,499,4,RST,60
1257376385960629,172.28.133.12,152.162.178.254,39217,499,2,SYN,60
1257376385960733,152.162.178.254,172.28.133.12,499,39217,18,SYN+ACK,60
1257376385960878,172.28.133.12,152.162.178.254,39217,499,4,RST,60
1257376385962505,172.28.198.166,152.162.178.254,57723,499,2,SYN,60
1257376385962613,152.162.178.254,172.28.198.166,499,57723,18,SYN+ACK,60
1257376385962757,172.28.198.166,152.162.178.254,57723,499,4,RST,60
1257376385979999,172.28.129.124,152.162.178.254,8916,499,2,SYN,60
1257376385980104,152.162.178.254,172.28.129.124,499,8916,18,SYN+ACK,60
1257376385980252,172.28.129.124,152.162.178.254,8916,499,4,RST,60
1257376386024650,172.28.1.203,152.162.178.254,36462,499,2,SYN,60
1257376386024755,152.162.178.254,172.28.1.203,499,36462,18,SYN+ACK,60
1257376386024900,172.28.1.203,152.162.178.254,36462,499,4,RST,60
1257376386040032,172.28.133.86,152.162.178.254,57148,499,2,SYN,60
1257376386040136,152.162.178.254,172.28.133.86,499,57148,18,SYN+ACK,60
1257376386040282,172.28.133.86,152.162.178.254,57148,499,4,RST,60
1257376386040654,172.28.133.158,152.162.178.254,4603,499,2,SYN,60
1257376386040759,152.162.178.254,172.28.133.158,499,4603,18,SYN+ACK,60
1257376386040904,172.28.133.158,152.162.178.254,4603,499,4,RST,60
1257376386042557,172.28.1.134,152.162.178.254,23264,499,2,SYN,60
1257376386042580,172.28.195.194,152.162.178.254,57959,499,2,SYN,60
1257376386042589,172.28.20.99,152.162.178.254,39431,499,2,SYN,60
1257376386042662,152.162.178.254,172.28.1.134,499,23264,18,SYN+ACK,60
1257376386042694,152.162.178.254,172.28.195.194,499,57959,18,SYN+ACK,60
1257376386042705,152.162.178.254,172.28.20.99,499,39431,18,SYN+ACK,60
1257376386042822,172.28.1.134,152.162.178.254,23264,499,4,RST,60
1257376386042881,172.28.195.194,152.162.178.254,57959,499,4,RST,60
1257376386042886,172.28.20.99,152.162.178.254,39431,499,4,RST,60
