timestamp,src_ip,dst_ip,src_port,dst_port,flags,flag_type,length
1257254715686246,205.63.202.67,172.28.133.158,80,58046,24,PSH+ACK,615
1257254715686246,205.63.202.67,172.28.133.158,80,58046,17,FIN+ACK,66
1257254715686453,172.28.133.158,205.63.202.67,58046,80,16,ACK,66
1257254715723394,172.28.133.158,205.63.202.67,58046,80,16,ACK,66
1257254718685354,172.28.133.86,205.63.202.67,48544,80,2,SYN,74
1257254718685473,205.63.202.67,172.28.133.86,80,48544,18,SYN+ACK,74
1257254718685655,172.28.133.86,205.63.202.67,48544,80,16,ACK,66
1257254718685660,172.28.133.86,205.63.202.67,48544,80,24,PSH+ACK,96
1257254718685780,205.63.202.67,172.28.133.86,80,48544,16,ACK,66
1257254720684815,172.28.195.194,205.63.202.67,42133,80,2,SYN,74
1257254720684931,205.63.202.67,172.28.195.194,80,42133,18,SYN+ACK,74
1257254720685120,172.28.195.194,205.63.202.67,42133,80,16,ACK,66
1257254720685125,172.28.195.194,205.63.202.67,42133,80,24,PSH+ACK,96
1257254720685301,205.63.202.67,172.28.195.194,80,42133,16,ACK,66
1257254728687926,205.63.202.67,172.28.133.86,80,48544,24,PSH+ACK,615
1257254728687926,205.63.202.67,172.28.133.86,80,48544,17,FIN+ACK,66
1257254728688126,172.28.133.86,205.63.202.67,48544,80,16,ACK,66
1257254728723684,172.28.133.86,205.63.202.67,48544,80,16,ACK,66
1257254738691741,205.63.202.67,172.28.195.194,80,42133,24,PSH+ACK,615
1257254738691742,205.63.202.67,172.28.195.194,80,42133,17,FIN+ACK,66
1257254738691944,172.28.195.194,205.63.202.67,42133,80,16,ACK,66
1257254738731159,172.28.195.194,205.63.202.67,42133,80,16,ACK,66
1257254740684783,172.28.198.166,205.63.202.67,56765,80,2,SYN,74
1257254740684899,205.63.202.67,172.28.198.166,80,56765,18,SYN+ACK,74
1257254740685087,172.28.198.166,205.63.202.67,56765,80,16,ACK,66
1257254740685092,172.28.198.166,205.63.202.67,56765,80,24,PSH+ACK,96
1257254740685209,205.63.202.67,172.28.198.166,80,56765,16,ACK,66
1257254750687322,205.63.202.67,172.28.198.166,80,56765,24,PSH+ACK,615
1257254750687323,205.63.202.67,172.28.198.166,80,56765,17,FIN+ACK,66
1257254750687527,172.28.198.166,205.63.202.67,56765,80,16,ACK,66
1257254750723925,172.28.198.166,205.63.202.67,56765,80,16,ACK,66
1257254763688322,172.28.20.99,205.63.202.67,41069,80,2,SYN,74
1257254763688440,205.63.202.67,172.28.20.99,80,41069,18,SYN+ACK,74
1257254763688628,172.28.20.99,205.63.202.67,41069,80,16,ACK,66
1257254763688633,172.28.20.99,205.63.202.67,41069,80,24,PSH+ACK,96
1257254763688763,205.63.202.67,172.28.20.99,80,41069,16,ACK,66
1257254773698841,205.63.202.67,172.28.20.99,80,41069,24,PSH+ACK,615
1257254773698841,205.63.202.67,172.28.20.99,80,41069,17,FIN+ACK,66
1257254773699045,172.28.20.99,205.63.202.67,41069,80,16,ACK,66
1257254773733687,172.28.20.99,205.63.202.67,41069,80,16,ACK,66
